year,fut_VERB en_ADP,fut_VERB dans_ADP
1880,9.782723282114603e-06,3.915527940989705e-06
1881,7.927741535240784e-06,3.0274627533799503e-06
1882,8.50291962706251e-06,3.4182057788711973e-06
1883,8.122246072161943e-06,3.2892160106712254e-06
1884,7.894309419498313e-06,3.0130145205475856e-06
1885,7.594892394990893e-06,2.6394877750135493e-06
1886,8.048114978009835e-06,2.8098381790186977e-06
1887,6.751561159035191e-06,2.6716359116107924e-06
1888,7.5795705924974754e-06,2.827914158842759e-06
1889,7.585827461298322e-06,2.521091118978802e-06
1890,6.498674338217825e-06,2.2887918476044433e-06
1891,6.888619736855617e-06,2.3514496660936857e-06
1892,6.747426596120931e-06,2.1895914414926665e-06
1893,6.789038252463797e-06,2.258291260659462e-06
1894,6.961940471228445e-06,2.3574059468955966e-06
1895,7.165762326621916e-06,2.442955519654788e-06
1896,6.985620530031156e-06,2.4549331101297867e-06
1897,6.5935091697610915e-06,2.0999475509597687e-06
1898,6.745324753865134e-06,2.3980107926036e-06
1899,6.972487426537555e-06,2.672031314432388e-06
1900,6.876069164718501e-06,2.4019002466957318e-06
1901,6.473995199485216e-06,2.0270356344553875e-06
1902,5.668431640515337e-06,1.8752374444375164e-06
1903,6.334998488455312e-06,2.0580239379341947e-06
1904,6.278637101786444e-06,2.019246721829404e-06
1905,6.326058610284235e-06,2.0384998151712352e-06
1906,6.3263182710215915e-06,1.8915166037913878e-06
1907,6.111755283200182e-06,1.9933661405957537e-06
1908,6.655914603470592e-06,2.252854073958588e-06
1909,6.98129815646098e-06,2.3670731934544165e-06
1910,6.667896741419099e-06,2.1344537799450336e-06
1911,6.683454103040276e-06,2.1488990569196176e-06
1912,6.884250069560949e-06,2.2207761958270567e-06
1913,6.621843112952774e-06,2.0591508018696913e-06
1914,6.427534572139848e-06,2.0384886738611385e-06
1915,6.0989004850853235e-06,1.796566152734158e-06
1916,5.90795843891101e-06,1.9326946585351834e-06
1917,6.271698111959267e-06,1.9772462565015303e-06
1918,6.573653081431985e-06,2.121533725585323e-06
1919,6.327633400360355e-06,2.035855231952155e-06
1920,6.111548373155529e-06,2.06040431294241e-06
1921,5.924917786614969e-06,1.869711354629544e-06
1922,6.239520189410541e-06,1.9876158603437943e-06
1923,6.7060946093988605e-06,1.981997456823592e-06
1924,6.492221928056097e-06,2.0188283542665886e-06
1925,6.624202342209173e-06,2.081955017274595e-06
1926,6.643098458880559e-06,1.9650642570923083e-06
1927,6.496653440990485e-06,2.2699821329297265e-06
1928,6.450000455515692e-06,2.109247134285397e-06
1929,6.692042006761767e-06,2.1400719560915604e-06
1930,6.504881639557425e-06,1.9400156361371046e-06
1931,6.4531509451626334e-06,1.9195215372747043e-06
1932,6.371874405886047e-06,1.6877686448424356e-06
1933,6.796367415518034e-06,1.7527171394249308e-06
1934,6.387380381056573e-06,1.8918915429821936e-06
1935,6.215129815245746e-06,1.6193088185900706e-06
1936,5.72044018554152e-06,1.6610858892818214e-06
1937,5.841019628860522e-06,1.6544729533052305e-06
1938,5.734514161304105e-06,1.579163154019625e-06
1939,5.583857728197472e-06,1.5859930044825887e-06
1940,5.73086936128675e-06,1.6888313894014573e-06
1941,5.663933279720368e-06,1.5524904029007303e-06
1942,5.443375812319573e-06,1.5990295878509642e-06
1943,6.172278062877012e-06,1.8493608422431862e-06
1944,6.153251433715923e-06,1.9246986084908713e-06
1945,6.531155122502241e-06,1.8560854186944198e-06
1946,5.994427283440018e-06,1.7693723748379853e-06
1947,6.300180302787339e-06,1.91926028492162e-06
1948,5.678386969520943e-06,1.599254687789653e-06
1949,5.25013592778123e-06,1.5393069361380185e-06
1950,5.298536962072831e-06,1.6516715959369321e-06
1951,5.583376150752883e-06,1.590681108609715e-06
1952,5.475916623254307e-06,1.588047439327056e-06
1953,5.299645636114292e-06,1.546044245515077e-06
1954,5.142308509675786e-06,1.291929265789804e-06
1955,4.9105501602753066e-06,1.359974589831836e-06
1956,4.903898116026539e-06,1.3465443089444307e-06
1957,5.058942406321876e-06,1.5788211840117583e-06
1958,4.93273864776711e-06,1.399663574375154e-06
1959,4.751208507514093e-06,1.3726574934480595e-06
1960,5.0902731345559005e-06,1.5246596376528032e-06
1961,5.1075917326670606e-06,1.5827906736376463e-06
1962,5.190891442907741e-06,1.590562646924809e-06
1963,5.104949195811059e-06,1.646903797336563e-06
1964,5.572915142693091e-06,1.548978389109834e-06
1965,5.571634574152995e-06,1.6925030195125146e-06
1966,5.54849111722433e-06,1.8417423461869475e-06
1967,5.693058483302593e-06,1.97213421415654e-06
1968,6.139316155895358e-06,2.0175439203740098e-06
1969,5.1462657211232e-06,1.6759086065576412e-06
1970,5.110563051857753e-06,1.5911588207018212e-06
1971,5.037684786657337e-06,1.6422318367403932e-06
1972,5.108087407279527e-06,1.5385310234705685e-06
1973,4.965191237715771e-06,1.400905034643074e-06
1974,4.37219432569691e-06,1.0525444622544455e-06
1975,4.469233317649923e-06,1.217687554344593e-06
1976,4.3748473217419814e-06,1.301541374232329e-06
1977,4.255377916706493e-06,1.1600767493291642e-06
1978,4.58910699308035e-06,1.4251478432925069e-06
1979,4.401854312163778e-06,1.2927008583574207e-06
1980,4.2331630538683385e-06,1.2626719581021462e-06
1981,3.997747171524679e-06,1.1101338941443828e-06
1982,4.216756224195706e-06,1.0707941555665457e-06
1983,4.175055437372066e-06,1.1942262290176586e-06
1984,4.107437689526705e-06,1.0890537396335276e-06
1985,4.082157829543576e-06,1.0942300150418305e-06
1986,4.269872079021297e-06,1.1755186051232158e-06
1987,4.07285961046e-06,1.0504494412089116e-06
1988,4.148415882809786e-06,1.1555358696568874e-06
1989,4.309273663238855e-06,1.0855505934159737e-06
1990,4.168217856204137e-06,1.1022621038137004e-06
1991,4.0502723095414694e-06,1.0193087973675574e-06
1992,4.448728759598453e-06,1.1532313237694325e-06
1993,4.3266750253678765e-06,1.1687727692333283e-06
1994,4.171412001596764e-06,1.1436040949774906e-06
1995,4.125400664634071e-06,1.14088368263765e-06
1996,4.305171387386508e-06,1.1172627409905544e-06
1997,5.28685086464975e-06,1.0404920658402261e-06
1998,4.028592229587957e-06,1.0442203119964688e-06
1999,4.2132683120144065e-06,1.1804829682660056e-06
2000,4.065914254169911e-06,1.1252726608290686e-06
2001,4.088984951522434e-06,1.0646344890119508e-06
2002,4.152959718339844e-06,1.0440451205795398e-06
2003,4.069416718266439e-06,1.112985160034441e-06
2004,3.904407094523776e-06,1.0628760946929106e-06
2005,4.097961664228933e-06,1.1615170478762593e-06
2006,4.070534032507567e-06,1.0611802281346172e-06
2007,4.022440862172516e-06,1.0613332506181905e-06
2008,3.930042566935299e-06,1.0690431508919573e-06
2009,3.7659183362848125e-06,1.1386443929950474e-06
2010,3.4559270716272295e-06,1.036400135490112e-06
2011,3.2744671898399247e-06,1.1242477739870083e-06
2012,3.623827069532126e-06,1.476083980378462e-06
2013,3.7814957067894284e-06,1.5072431551743648e-06
2014,4.0764507502899505e-06,1.7932051150637562e-06
2015,4.338946382631548e-06,1.8712329392656102e-06
2016,4.75268961963593e-06,2.0537336240522563e-06
2017,3.3140663617814425e-06,1.419811042069341e-06
2018,3.6594872199202655e-06,1.6322613873853697e-06
2019,3.976224434154574e-06,1.8961492287417059e-06
