year,empêchant_VERB en_ADP,empêchant_VERB dans_ADP
1847,8.089835468183537e-09,1.0786447290911383e-09
1848,0.0,8.045221711050488e-10
1849,1.6758829879393033e-09,8.379414495607307e-09
1850,6.788996032014438e-10,0.0
1851,9.674158363282004e-09,3.8696632564949596e-09
1852,2.6042181744401205e-09,2.6042181744401205e-09
1853,3.5831591027601917e-09,3.5831591027601917e-09
1854,1.558699391779328e-09,0.0
1855,1.0613874223963649e-09,3.1841622671890946e-09
1856,1.1389816201301528e-08,8.28350277259915e-09
1857,2.4407544874094356e-09,9.763018171682347e-10
1858,2.936205500958522e-09,2.936205500958522e-09
1859,8.147477359443656e-09,2.5460866748261424e-09
1860,8.696649622663699e-09,3.204028820036342e-09
1861,3.3011746669586728e-09,4.2443675241088386e-09
1862,2.2589932147099034e-09,6.325180823552046e-09
1863,4.495158911765884e-09,7.491931519609807e-09
1864,1.4384183844029508e-09,8.151037178549814e-09
1865,3.294791106611683e-09,3.294791106611683e-09
1866,7.784980660119345e-09,4.379051787850585e-09
1867,1.455843445796745e-09,2.91168689159349e-09
1868,4.939874287401835e-09,1.2843672791973404e-08
1869,6.8369265804335555e-09,6.348574999037737e-09
1870,1.2614907340946502e-08,4.013834153937523e-09
1871,1.274541272522356e-08,3.18635318130589e-09
1872,1.1489944995446422e-08,6.047339518033823e-09
1873,5.387403856360606e-09,4.788803575905831e-09
1874,1.0156835372754358e-08,3.5847653734322193e-09
1875,9.154443425529735e-09,6.293679799540541e-09
1876,1.209202959984168e-09,1.209202959984168e-09
1877,6.184816214727107e-09,1.8554447978047506e-09
1878,1.8117265465633636e-09,5.435179861734696e-09
1879,1.7717043832021773e-08,3.0546627449723474e-09
1880,1.9253538763308597e-09,2.5671385017744797e-09
1881,9.761510710859511e-09,0.0
1882,9.983077475794744e-09,6.655385131892899e-09
1883,3.791603475633565e-09,0.0
1884,7.922036360241691e-09,4.621187876807653e-09
1885,1.160214413431504e-08,6.445635580831777e-09
1886,1.5488312854472497e-08,2.5813855497602844e-09
1887,7.834709769838355e-09,1.9586774424595887e-09
1888,1.9021844099853524e-09,8.876860135842435e-09
1889,1.0650732740202784e-08,5.6386229019267375e-09
1890,1.9663159989136147e-09,4.5880703680722945e-09
1891,1.0198752065093686e-08,1.8485238229004608e-08
1892,6.268512375839919e-09,5.014809900671935e-09
1893,4.926733243593162e-09,1.2316833108982905e-09
1894,5.041231432301174e-09,3.780923574225881e-09
1895,3.611168697403855e-09,3.0093072478365457e-09
1896,7.66613794667137e-09,4.1279202278587945e-09
1897,2.330685422435863e-09,5.2440420894583895e-09
1898,1.1882545614128048e-08,5.092519295146758e-09
1899,1.1607914629507832e-08,4.4220627160029835e-09
1900,7.26747462209687e-09,5.19105292084987e-09
1901,2.794369402536745e-09,3.353243460679778e-09
1902,6.088752257937813e-08,1.8659077838378835e-08
1903,8.640352433531007e-09,5.940242076007962e-09
1904,5.374625189347171e-09,3.7622376325430196e-09
1905,8.257214467732865e-09,3.096455536422127e-09
1906,5.658602919567102e-09,2.572092316910357e-09
1907,8.228549397415463e-09,7.71426478252124e-09
1908,1.2278472460991452e-08,6.875944702500192e-09
1909,1.4302557360679202e-08,6.0510818578052294e-09
1910,5.34415089958884e-09,4.275320542035388e-09
1911,1.0640748726586935e-08,7.980561100850991e-09
1912,1.0418842677495377e-08,9.897900277167082e-09
1913,1.0605979205990934e-08,9.545381374209683e-09
1914,1.4063162190325329e-08,2.678697486047099e-09
1915,7.068456930880984e-09,0.0
1916,3.2962386153911893e-09,2.197492410260793e-09
1917,1.0966424435210342e-09,6.57985488317081e-09
1918,4.594550517822427e-09,6.89182577673364e-09
1919,5.524709134618888e-09,1.2890987832747669e-08
1920,6.815008557481406e-09,9.843901693784574e-09
1921,4.543648568500203e-09,1.2873671018098776e-08
1922,3.6889677978990676e-09,1.4755870969551665e-09
1923,1.1677542488541803e-08,2.653987074552333e-08
1924,5.156649773851996e-09,1.5469948877466777e-08
1925,5.499089184013428e-09,8.798542339150117e-09
1926,4.458455382660986e-09,1.3375366592072169e-08
1927,7.804457524684949e-09,2.2298449753321847e-09
1928,9.14083297942625e-09,1.1426041446327417e-08
1929,1.4482528065684619e-08,1.0026365515614089e-08
1930,1.3654684494213143e-08,9.453243521306831e-09
1931,9.124285327288817e-09,1.1405356659111021e-09
1932,5.4797681947604815e-09,5.4797681947604815e-09
1933,6.882397318719313e-09,5.735331320977366e-09
1934,2.3963160344919743e-09,4.7926320689839486e-09
1935,8.377798899061872e-09,5.98414207075848e-09
1936,8.487299751891442e-09,2.182448710641438e-08
1937,3.777335333410292e-09,1.510934133364117e-08
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,6.117620188206274e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,8.854508237732261e-09,1.4757512545315876e-08
1942,3.034211770724937e-09,9.102635090130207e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,1.2852744646352221e-08,1.6065930807940276e-08
1945,8.714016175304096e-09,0.0
1946,8.352662561605939e-09,4.1763312808029696e-09
1947,8.344609447874518e-09,7.152522574216391e-09
1948,3.2615663503321457e-09,4.348755133776194e-09
1949,1.3743811422273211e-08,0.0
1950,7.444753258312176e-09,3.190608444114673e-09
1951,7.462981344019681e-09,4.264560704569931e-09
1952,5.272402070488624e-09,2.1089607837865287e-09
1953,4.3095309543161875e-09,4.3095309543161875e-09
1954,1.3681550115052232e-08,9.772536113672459e-10
1955,2.815682353940474e-09,3.754243138587299e-09
1956,2.616342476002842e-09,8.72114158667614e-10
1957,1.501956425897788e-08,5.301022731885041e-09
1958,2.4816730892496253e-09,2.4816730892496253e-09
1959,1.705164542897819e-08,3.100299128533379e-09
1960,7.612916519406099e-09,2.076250060767393e-09
1961,9.72742331128984e-09,2.779263708063695e-09
1962,1.4586500007851555e-08,2.5367825617905737e-09
1963,9.052474325699222e-09,4.526237162849611e-09
1964,5.475571551727398e-09,1.8251904432275978e-09
1965,8.755269398363907e-09,3.2832261354087677e-09
1966,7.200797291773142e-09,8.862519607077957e-09
1967,9.367637332502454e-09,7.395503320850594e-09
1968,1.3474247495537384e-08,4.491415683816058e-09
1969,4.541757636644661e-09,4.541757636644661e-09
1970,4.1388523719376735e-09,5.978342709767048e-09
1971,1.1304474689666222e-08,4.624557625731995e-09
1972,5.130146973897354e-09,4.104117490300041e-09
1973,7.718485406371656e-09,8.269805285010534e-09
1974,9.563471792262135e-09,1.6876715580593782e-09
1975,9.138368284311582e-09,7.4249242310031605e-09
1976,5.713526984862938e-09,6.2848797277581525e-09
1977,1.1165885105413054e-08,2.3507127355770763e-09
1978,1.128712323605896e-08,5.940591130126904e-09
1979,4.096381456264453e-09,2.925986564150662e-09
1980,2.2740602734216964e-09,5.116635559687666e-09
1981,7.590659656386833e-09,6.325549417596221e-09
1982,1.3656505259973528e-08,1.8622506869903077e-09
1983,3.78918940668882e-09,6.946847541655643e-09
1984,9.278413592994639e-09,3.479405208395292e-09
1985,7.218669662023558e-09,6.015558051686298e-10
1986,6.593933843390687e-09,4.7955883708539204e-09
1987,7.332980445085013e-09,7.332980445085013e-09
1988,1.199310784016916e-08,9.594486094499644e-09
1989,8.232182935330457e-09,4.939309850016116e-09
1990,9.80757164370516e-09,2.724325431913144e-09
1991,5.8614650910726596e-09,1.7584396161396398e-09
1992,8.264915862810085e-09,2.7549720282848966e-09
1993,6.647049133334804e-09,4.985286850001103e-09
1994,8.439882570598911e-09,5.274926606624319e-10
1995,9.21816667442954e-09,5.964695848348356e-09
1996,8.540947504798169e-09,6.939520069693117e-09
1997,9.58978851883785e-09,2.3974471297094624e-09
1998,8.10582001520288e-09,5.72175506974304e-09
1999,1.4624643718263997e-08,5.941261704833778e-09
2000,3.97622823555821e-09,3.092622158362701e-09
2001,9.638665865452367e-09,4.8193329327261836e-09
2002,8.762443215459825e-09,6.133709984368352e-09
2003,1.0833999475323708e-08,1.2500769308587678e-09
2004,7.047666006343434e-09,8.809582507929292e-10
2005,6.305249655724765e-09,3.602999676388663e-09
2006,1.2765458912156191e-08,4.941467679486777e-09
2007,3.595031605740928e-09,3.994479413904628e-09
2008,8.51487946817997e-09,6.811903485726134e-09
2009,5.245011536203492e-09,5.245011536203492e-09
2010,8.502827775203059e-09,2.3618964561933353e-09
2011,1.1089518636708817e-08,3.059177577924288e-09
2012,6.808505315092361e-09,3.4042526575461807e-09
2013,6.9728125495771565e-09,2.7891249310130206e-09
2014,5.846701789380404e-09,2.165445156521173e-09
2015,8.201329393386914e-09,1.5516027351836215e-09
2016,5.59261792432153e-09,2.899876117012923e-09
2017,6.037467414898856e-09,2.0124890642847504e-09
2018,7.744399788123246e-09,1.8070267504555204e-09
2019,6.12237061048404e-09,3.06118530524202e-09
