year,évitant_VERB en_ADP,évitant_VERB dans_ADP
1845,6.696273757711424e-09,7.254296274794569e-09
1846,9.952652035849496e-09,1.2879903366069811e-08
1847,1.0786447290911383e-08,1.0786447290911383e-09
1848,1.287235473768078e-08,3.218088684420195e-09
1849,2.513824481908955e-09,5.865590679832167e-09
1850,0.0,4.073397619208663e-09
1851,1.9348316282474798e-09,1.2898877521649865e-09
1852,1.3021090872200602e-09,3.2552727180501506e-09
1853,2.388772735173461e-09,5.971931837933653e-09
1854,5.7152309551611324e-09,6.234797567117312e-09
1855,5.306937111981824e-09,3.1841622671890946e-09
1856,1.3978411317339123e-08,9.318940286107136e-09
1857,3.4170564155999728e-09,9.763017949637742e-09
1858,6.8511463169329545e-09,2.936205500958522e-09
1859,2.036869339860914e-09,6.110608019582742e-09
1860,3.204028820036342e-09,5.492620580582752e-09
1861,3.3011746669586728e-09,1.8863854922557266e-09
1862,8.132375661773494e-09,4.9697850279528666e-09
1863,2.9967726078439227e-09,3.995696662428827e-09
1864,7.1920918109924514e-09,1.342523781033833e-08
1865,5.177528628053096e-09,1.882737743486018e-09
1866,9.244664589402873e-09,6.3252967308358166e-09
1867,3.396968040192405e-09,1.067618526917613e-08
1868,4.93987406535723e-10,1.0867722721741302e-08
1869,9.767038289254515e-10,6.8369265804335555e-09
1870,5.734048791339319e-09,5.734048791339319e-10
1871,5.3105884134652115e-09,2.1242354542039266e-09
1872,1.0885210954825197e-08,1.2094678591978436e-09
1873,1.6760813181804224e-08,1.1972008939764578e-09
1874,1.4339061493728877e-08,1.1351757756017378e-08
1875,4.577221712764867e-09,6.865832347102696e-09
1876,4.836811839936672e-09,8.464420275799966e-09
1877,1.608052180301911e-08,4.9478527941460015e-09
1878,6.039088784604019e-09,2.4156354694326865e-09
1879,1.221865097988939e-08,1.0996785704264767e-08
1880,1.0910338410496934e-08,3.2089231272180996e-09
1881,6.9725074602899895e-09,3.4862537301449947e-09
1882,3.9932310791357395e-09,9.317538740560849e-09
1883,1.516641390253426e-08,6.951272890631799e-09
1884,4.621187876807653e-09,7.922036360241691e-09
1885,1.160214413431504e-08,5.80107206715752e-09
1886,1.2906927970846027e-08,7.098810428374236e-09
1887,5.223139698529167e-09,1.3057849024278312e-08
1888,1.2047167707862627e-08,1.1413106904001324e-08
1889,1.3156786771162388e-08,8.771191772893872e-09
1890,7.865263995654459e-09,7.865263995654459e-09
1891,1.0198752065093686e-08,8.286486163910922e-09
1892,5.641661360300532e-09,9.402768341715273e-09
1893,8.005941687372342e-09,3.079208221734575e-09
1894,1.0082462864602348e-08,7.561847148451761e-09
1895,3.611168697403855e-09,1.2639090662958097e-08
1896,4.1279202278587945e-09,4.1279202278587945e-09
1897,8.740070001067579e-09,9.322741689743452e-09
1898,1.0185038590293516e-08,1.1882545614128048e-08
1899,4.4220627160029835e-09,1.6029977345510815e-08
1900,7.786579381274805e-09,1.1939421895590385e-08
1901,7.824234593556412e-09,1.117747761014698e-08
1902,4.17374117489544e-08,1.0311596021495006e-08
1903,1.83607493653426e-08,1.5120615870500842e-08
1904,1.1286712897629059e-08,8.599400302955473e-09
1905,8.257214467732865e-09,1.5998352864698973e-08
1906,6.6874399351490865e-09,5.144184633820714e-09
1907,4.114274698707732e-09,7.199980611716228e-09
1908,3.437972351250096e-09,5.893666887857307e-09
1909,4.950885035270858e-09,3.850688656825696e-09
1910,1.1222716089775986e-08,1.336037680488289e-08
1911,8.51259862599818e-09,9.576673676292558e-09
1912,4.167536982180309e-09,1.510732161591477e-08
1913,9.545381374209683e-09,1.2727175757731857e-08
1914,8.036092680185902e-09,7.366418142140674e-09
1915,4.712304768617059e-09,3.534228465440492e-09
1916,1.3184954461564757e-08,9.888715624128963e-09
1917,7.676496771580332e-09,6.57985488317081e-09
1918,3.44591288836682e-09,1.8378202071289707e-08
1919,4.603924352863942e-09,1.1049418269237776e-08
1920,9.843901693784574e-09,9.086678076641874e-09
1921,7.572747762196741e-09,1.060184651180407e-08
1922,1.623145884366295e-08,1.475587119159627e-08
1923,4.246379248229459e-09,1.3800733000834953e-08
1924,1.0313299547703991e-08,9.02413699321869e-09
1925,8.798542339150117e-09,3.299453377181294e-09
1926,5.57306911730393e-09,1.7833821530643945e-08
1927,1.8953683067479687e-08,8.919379901328739e-09
1928,1.0283437212876834e-08,1.9424270192303084e-08
1929,1.6710609784809094e-08,7.798284684668033e-09
1930,7.352522590764465e-09,7.352522590764465e-09
1931,3.4216069977333063e-09,5.7026783295555106e-09
1932,1.53433514782364e-08,7.6716757391182e-09
1933,3.326492148403304e-08,1.0323596200123575e-08
1934,7.188948103475923e-09,1.677421224144382e-08
1935,1.4361940969820353e-08,1.6755597798123745e-08
1936,1.33371855781661e-08,1.33371855781661e-08
1937,3.777335333410292e-09,1.1332006444320086e-08
1938,6.482607339819424e-09,1.0372171566075394e-08
1939,2.4470480752825097e-08,3.8235125288110794e-08
1940,1.5214697057785997e-08,2.5357829169792012e-09
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,6.068423541449874e-09,1.517105907566929e-08
1943,2.322588166236983e-08,1.1612940831184915e-08
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,2.178504132643866e-08,8.714016175304096e-09
1946,8.352662561605939e-09,1.8097434661967782e-08
1947,1.907339353124371e-08,1.6689218895749036e-08
1948,1.4133454406817236e-08,8.697510267552389e-09
1949,1.668891336237266e-08,2.0615717133409817e-08
1950,2.0207187034770868e-08,1.2762433776458693e-08
1951,1.0661401539380222e-08,2.4521224162299404e-08
1952,1.4762725264461096e-08,4.428817490520487e-08
1953,2.0470272588113403e-08,2.477980309834038e-08
1954,2.052232517257835e-08,1.2704297169818801e-08
1955,1.3139850985055546e-08,1.595553378308523e-08
1956,2.0058624983221307e-08,2.0058624983221307e-08
1957,2.738861759610245e-08,1.8553580005686854e-08
1958,1.5717262158432277e-08,1.9026160202884057e-08
1959,2.1702094343822864e-08,1.4726420971555854e-08
1960,1.7302083321624195e-08,1.1073333361366622e-08
1961,1.389631876236308e-08,1.528595028332802e-08
1962,1.585489073363533e-08,1.6489087428794846e-08
1963,1.4871922360271128e-08,2.0044765847160306e-08
1964,1.9468698653213323e-08,1.3993127545575135e-08
1965,1.9699356812452606e-08,1.586892572902343e-08
1966,1.9386762417639147e-08,1.2185964237687585e-08
1967,1.429797347185513e-08,1.7256175155466735e-08
1968,1.4372530721118437e-08,1.7516521566562915e-08
1969,2.361714024345929e-08,1.544197658631674e-08
1970,2.989171221656761e-08,3.0351586133292585e-08
1971,2.1581270104320538e-08,1.5929032315398217e-08
1972,1.6929485369132635e-08,2.0520587895589415e-08
1973,1.9847533394568018e-08,1.1026407342740185e-08
1974,2.3627400480563665e-08,1.912694358452427e-08
1975,1.6563292959403952e-08,2.1703623787061588e-08
1976,1.2569759455516305e-08,1.9425991482080462e-08
1977,1.8218024422367307e-08,1.5867311020656416e-08
1978,1.7821774278559133e-08,2.673266052966028e-08
1979,2.3993090181306798e-08,2.5163485517509798e-08
1980,1.5349906234973787e-08,1.6486936260662333e-08
1981,1.9609203150139365e-08,1.644642821929665e-08
1982,1.6139505731871395e-08,1.2415004135846175e-08
1983,2.3998200759933752e-08,1.7682884490000106e-08
1984,1.1598016769198694e-08,1.1598016769198694e-08
1985,2.2257564680217e-08,1.804667348892508e-08
1986,1.6784559520033326e-08,1.3187867686781374e-08
1987,2.810975807676641e-08,1.2832715334809564e-08
1988,2.7584148298842592e-08,1.679035044332977e-08
1989,1.8659616074501173e-08,8.232182935330457e-09
1990,1.6345952147389653e-08,1.4166492867673242e-08
1991,1.4653663171770859e-08,8.7921980806982e-09
1992,1.322386644631024e-08,1.5427843891302473e-08
1993,1.550978012687665e-08,1.1632335983335906e-08
1994,1.160483886764041e-08,1.5824779708850656e-08
1995,1.5182862966867106e-08,9.21816667442954e-09
1996,1.8149513891785318e-08,7.473328622609188e-09
1997,1.965906726297817e-08,1.3425704992187093e-08
1998,2.3840646790063147e-08,9.536258005482523e-09
1999,2.2851006420410158e-08,1.96518641359944e-08
2000,1.590491294223284e-08,1.2370488633450805e-08
2001,1.664860427297299e-08,9.20054432640427e-09
2002,1.3143664823189738e-08,1.445803121669087e-08
2003,1.3334153337041244e-08,1.2084076850271686e-08
2004,1.7178685141061578e-08,1.2773894830786503e-08
2005,1.9816498664226856e-08,9.908249332113428e-09
2006,1.2353670086895363e-08,1.4824403926638752e-08
2007,1.2782334302130494e-08,1.1583990655594789e-08
2008,1.7455501932772677e-08,1.2346575317678798e-08
2009,1.9549588614609092e-08,1.0490023072406984e-08
2010,1.2281861749841028e-08,1.0392344762522043e-08
2011,1.9502257586623273e-08,8.412738061736036e-09
2012,1.7702113552786614e-08,1.2255309655984092e-08
2013,1.7013663367038134e-08,1.2551062411603198e-08
2014,1.1260315346817151e-08,7.57905826986871e-09
2015,1.0196246513771712e-08,1.10828768384863e-08
2016,1.2220906064897008e-08,7.042556315894899e-09
2017,1.33327402451755e-08,8.804639684001359e-09
2018,9.551427204712581e-09,8.002547069452248e-09
2019,9.693753355577428e-09,7.397864543179367e-09
