year,serait_VERB en_ADP,serait_VERB dans_ADP
1902,3.6463768537942087e-06,1.0223210438198294e-06
1903,4.066365818289341e-06,1.1038050615752582e-06
1904,3.886928880092455e-06,1.016879082271771e-06
1905,4.013006218883675e-06,1.1152400247738115e-06
1906,3.9466185626224615e-06,1.059701958183723e-06
1907,3.86690408049617e-06,1.1103398946943344e-06
1908,3.925673354387982e-06,1.1546675295903697e-06
1909,3.710413466251339e-06,1.121100467571523e-06
1910,3.7141846860322403e-06,1.0405061630081036e-06
1911,3.772677246161038e-06,1.0810999810928479e-06
1912,3.968536930187838e-06,1.0700151733544772e-06
1913,3.839364580926485e-06,1.101961288441089e-06
1914,3.837234089587582e-06,1.0600945188343758e-06
1915,4.01959596274537e-06,1.0508439345358056e-06
1916,3.85550038117799e-06,1.0328213875254733e-06
1917,3.996165105490945e-06,1.1098021559519111e-06
1918,3.908814051101217e-06,1.1141785307700047e-06
1919,3.8912367017474025e-06,1.0285166354151443e-06
1920,4.023126621177653e-06,1.0949447641905863e-06
1921,4.026429905934492e-06,1.0177772082897718e-06
1922,3.998103238700423e-06,1.098574557545362e-06
1923,4.012828412669478e-06,9.108483709496795e-07
1924,3.5993416531709954e-06,1.1305954785711947e-06
1925,3.631598247011425e-06,9.854367135631037e-07
1926,3.583483476177207e-06,9.463071819482138e-07
1927,3.721611165019567e-06,1.0379928880865918e-06
1928,3.4232418784085894e-06,9.209389304487559e-07
1929,3.987151558249025e-06,9.5584687187511e-07
1930,3.7109232380316826e-06,9.600294106348883e-07
1931,4.039777195430361e-06,1.036746880345163e-06
1932,4.334496679803124e-06,9.951259016816039e-07
1933,4.198262558929855e-06,9.509179221822706e-07
1934,3.820925940090092e-06,1.0495864444237668e-06
1935,3.863362053380115e-06,9.179673838843883e-07
1936,3.7974605220369995e-06,8.4145517575962e-07
1937,3.773558091779705e-06,8.624916176813713e-07
1938,3.741760792763671e-06,9.270128202842898e-07
1939,3.597160684876144e-06,9.558781357554835e-07
1940,3.291446319053648e-06,9.027386909110646e-07
1941,3.338149326737039e-06,9.739958386489889e-07
1942,3.5682330690178787e-06,9.77016156866739e-07
1943,3.576785729819676e-06,8.854867132868094e-07
1944,3.6019816889165668e-06,8.675602884977707e-07
1945,4.36790060120984e-06,9.71612848843506e-07
1946,3.6668188840849325e-06,9.090480830309389e-07
1947,3.7908368994976627e-06,9.131387059824192e-07
1948,3.792114512179978e-06,8.773613444645889e-07
1949,3.842377282126108e-06,7.598364391014911e-07
1950,3.722376504811109e-06,8.295581892525661e-07
1951,3.872220986522734e-06,9.499308930571715e-07
1952,3.9300484786508605e-06,9.047441835718928e-07
1953,3.746059746845276e-06,8.586740705140983e-07
1954,3.988172011304414e-06,8.472788977087475e-07
1955,3.892211680067703e-06,8.02469457994448e-07
1956,3.785847638937412e-06,8.006007874428178e-07
1957,3.773444632315659e-06,7.412596687572659e-07
1958,3.8110224522824865e-06,8.611405633018876e-07
1959,3.6947815260646166e-06,8.084030014288146e-07
1960,3.7164875266171293e-06,8.298079023916216e-07
1961,3.7304666875570547e-06,8.171035119630687e-07
1962,3.8432253859355114e-06,7.902077641119831e-07
1963,3.71086798622855e-06,7.403630775115744e-07
1964,3.7373818031483097e-06,8.5844794739387e-07
1965,3.6903461477777455e-06,7.584251875414338e-07
1966,3.760477738978807e-06,7.59961039875634e-07
1967,3.574986294552218e-06,7.701183903918718e-07
1968,3.5284563182358397e-06,8.111496754281688e-07
1969,4.058060767420102e-06,1.0555045264482033e-06
1970,4.016526418126887e-06,8.903131742954429e-07
1971,3.5994473819300765e-06,7.83091763878474e-07
1972,3.6300918964116136e-06,8.187714115592826e-07
1973,3.5278990253573284e-06,7.889394737503608e-07
1974,3.552548605512129e-06,7.763288749629282e-07
1975,3.436026418057736e-06,6.996563115535537e-07
1976,3.5115335776936263e-06,8.010364922483859e-07
1977,3.4708273233263753e-06,7.381237878689717e-07
1978,3.520988457239582e-06,7.48514537463052e-07
1979,3.7048844205855858e-06,7.95283199295227e-07
1980,3.6095020732318517e-06,7.47028821024287e-07
1981,3.5315542845637538e-06,7.287032985914266e-07
1982,3.6580811411113245e-06,8.169072884811612e-07
1983,3.68877613254881e-06,7.508911039622035e-07
1984,3.564650569387595e-06,7.712681053817505e-07
1985,3.4288680126337567e-06,7.657805554117658e-07
1986,3.5541304441721877e-06,7.535068107245024e-07
1987,3.437334498812561e-06,7.705739903940412e-07
1988,3.6273154364607763e-06,7.411740625684615e-07
1989,3.545875642885221e-06,7.502263201786263e-07
1990,3.6015583191328915e-06,7.649906024198572e-07
1991,3.508672989482875e-06,7.391307690340909e-07
1992,3.471264790277928e-06,7.427404966620088e-07
1993,3.6198721318214666e-06,7.41699864192924e-07
1994,3.6122696656093467e-06,7.933489882816502e-07
1995,3.698653699757415e-06,7.558896299997286e-07
1996,3.8391558518924285e-06,8.04450507985166e-07
1997,3.878110874211416e-06,7.9259604035542e-07
1998,3.7472727854037657e-06,7.471658705071604e-07
1999,3.8723314901289996e-06,7.865316433708358e-07
2000,3.747374421436689e-06,7.660866572223313e-07
2001,3.7165818866924383e-06,7.934374366413977e-07
2002,3.696436579048168e-06,7.413026992253435e-07
2003,3.828151875495678e-06,8.067162866609578e-07
2004,3.833930350083392e-06,7.404453867820848e-07
2005,3.7462189084180864e-06,8.17430532151775e-07
2006,3.6719225136039313e-06,8.24401581667189e-07
2007,3.888226274284534e-06,8.108793281280668e-07
2008,3.652457507996587e-06,7.893293059169082e-07
2009,3.734925257958821e-06,8.353873113264854e-07
2010,3.716680339493905e-06,9.003549621411366e-07
2011,3.4216900530736893e-06,8.152708232955774e-07
2012,3.6769333746633492e-06,9.031482477439567e-07
2013,3.76085631614842e-06,9.435610195396293e-07
2014,3.678874918477959e-06,1.002168005470594e-06
2015,3.6835049286310095e-06,9.73298256212729e-07
2016,3.690092398755951e-06,1.044369696501235e-06
2017,3.5958148600911954e-06,9.544229442326468e-07
2018,3.669296802399913e-06,9.948972774509457e-07
2019,3.5499544992489973e-06,9.680998118710704e-07
