year,apprenant_VERB en_ADP,apprenant_VERB dans_ADP
1916,3.076489463182952e-08,1.2086207812345151e-08
1917,2.52227767560953e-08,2.19328495365545e-08
1918,1.033773866510046e-08,1.722956355365568e-08
1919,1.5653342400057113e-08,3.6831393490643904e-09
1920,1.590168619003407e-08,1.1358347151713133e-08
1921,7.572747762196741e-09,2.2718242842501013e-09
1922,1.0329109456641561e-08,1.623145884366295e-08
1923,1.8047111360885992e-08,7.431163684401554e-09
1924,1.0313299436681689e-08,5.156649773851996e-09
1925,1.6497267552040284e-08,6.598906754362588e-09
1926,2.3406890647947876e-08,8.916910987366578e-09
1927,8.919380123373344e-09,1.2264147475349318e-08
1928,1.2568645568755699e-08,6.8556245125250825e-09
1929,1.5596568925246856e-08,1.0026365959703298e-08
1930,1.0503603875555712e-08,3.1510810627466412e-09
1931,2.167017854048936e-08,1.3686427990933225e-08
1932,1.205549005067752e-08,4.383814644626227e-09
1933,1.3764794859483231e-08,6.882397318719313e-09
1934,1.9170528275935794e-08,2.156684431042777e-08
1935,2.6330225999515733e-08,7.180970484910176e-09
1936,9.699771208460106e-09,9.699771652549316e-09
1937,1.6368453148452033e-08,3.777335333410292e-09
1938,1.555825723809079e-08,1.0372171566075394e-08
1939,1.2235240376412548e-08,3.058810094103137e-09
1940,7.607348750937604e-09,0.0
1941,8.854507793643052e-09,8.854507793643052e-09
1942,2.1239483061208375e-08,6.068423541449874e-09
1943,1.7419411690866582e-08,5.806470415592457e-09
1944,1.927911696952833e-08,2.2492303131116387e-08
1945,8.714016175304096e-09,2.3963545370264683e-08
1946,1.1136883415474585e-08,1.3921104269343232e-08
1947,1.7881307101674793e-08,2.861009096299938e-08
1948,2.717971980814582e-08,1.3046265179283978e-08
1949,2.0615717133409817e-08,1.9634016634739737e-09
1950,1.2762433776458693e-08,4.2541445921528975e-09
1951,1.4925962799061665e-08,1.1727541604500402e-08
1952,6.326882462381889e-09,1.1599284199803606e-08
1953,1.723812426135396e-08,1.0773827385790469e-09
1954,1.6613311615287785e-08,5.86352189024808e-09
1955,1.9709776921672528e-08,1.1262728971672686e-08
1956,1.4825940475304833e-08,6.976913047296307e-09
1957,1.1485549233913872e-08,1.76700756249204e-08
1958,1.2408365002158916e-08,4.963346011965797e-09
1959,2.2477168126755487e-08,1.0851047171911432e-08
1960,1.3841666979264033e-08,4.844583401109048e-09
1961,2.153929345993788e-08,9.032606829162404e-09
1962,1.331810839388936e-08,1.0781325887609938e-08
1963,1.099229041123806e-08,7.759264120110743e-09
1964,2.129388909644092e-08,8.517555771803131e-09
1965,1.5868925395956524e-08,1.2585699593614663e-08
1966,1.273987182415226e-08,5.539074976468328e-09
1967,1.4791006641701188e-08,1.133977201028813e-08
1968,1.751652198289655e-08,1.0330256594581755e-08
1969,2.0437909559190004e-08,1.7712854627482955e-08
1970,1.6555410375929114e-08,1.7015282349763794e-08
1971,1.3359833683779243e-08,9.249115362486293e-09
1972,2.0520587007410995e-08,3.5911026929902334e-09
1973,1.4334329723197925e-08,3.307922269435437e-09
1974,1.3501371687318908e-08,6.1881286761433785e-09
1975,1.7134440977173426e-08,3.4268881066168433e-09
1976,1.9425991037991253e-08,6.2848797277581525e-09
1977,2.52701610747863e-08,1.5279633558407113e-08
1978,3.207919463399378e-08,1.544553818177974e-08
1979,2.8089471859615855e-08,1.4044735707763323e-08
1980,4.4344176552968406e-08,2.8994268319593175e-08
1981,4.7441621742194684e-08,4.5543955384808044e-08
1982,5.276376979779229e-08,4.531476693880876e-08
1983,4.2312618742101904e-08,4.7996400631689085e-08
1984,4.5812166060699155e-08,5.4510678637598176e-08
1985,3.1882456563714356e-08,3.9101127669027846e-08
1986,4.615753690373481e-08,4.6756987615026446e-08
1987,4.522004326545925e-08,3.666490044906823e-08
1988,3.777828871953659e-08,2.9982768157132966e-08
1989,3.0733484202016825e-08,2.9635859988275115e-08
1990,4.0320017102857264e-08,3.05124451260852e-08
1991,3.5754939453624957e-08,4.571942935349682e-08
1992,5.289546534115175e-08,3.636563100650747e-08
1993,3.5450928637104084e-08,4.486757926303042e-08
1994,5.5386727648709666e-08,6.118914774866369e-08
1995,6.235818705846441e-08,4.7175321427062045e-08
1996,3.843426465977018e-08,5.231330280075497e-08
1997,4.6030986133871465e-08,3.164630291152548e-08
1998,7.390600265111402e-08,7.485962716380357e-08
1999,4.661605279565606e-08,6.398281532371541e-08
2000,8.747702073819141e-08,7.378112909517398e-08
2001,9.288169078303099e-08,8.718611610447624e-08
2002,9.37581416948774e-08,1.1303551605834627e-07
2003,8.583860999777926e-08,1.0167291586427041e-07
2004,6.34289936130017e-08,9.029821912420744e-08
2005,6.980812194967712e-08,9.457874483587148e-08
2006,5.559151250444927e-08,6.05329826264267e-08
2007,4.9531546864045595e-08,6.790615147966861e-08
2008,7.705966065252312e-08,9.451516125302817e-08
2009,7.724471906556118e-08,8.630428283140645e-08
2010,8.880731083849014e-08,9.589299554413344e-08
2011,8.412738461416325e-08,1.0171765640887287e-07
2012,4.9021239290070184e-08,6.025527166109157e-08
2013,6.498661053733201e-08,8.39526650420197e-08
2014,5.4136128024850905e-08,5.391958685097009e-08
2015,7.536356205761763e-08,8.932799069882869e-08
2016,5.7168983769173565e-08,7.933232126777767e-08
2017,6.993399281896018e-08,7.82355105144461e-08
2018,9.319094917970006e-08,7.150662517663164e-08
2019,4.591777780227346e-08,5.6631929090666944e-08
