year,sont_VERB en_ADP,sont_VERB dans_ADP
1863,3.9475984522141516e-05,1.7060126992873847e-05
1864,4.1741943277884275e-05,1.6058023902587593e-05
1865,4.186126170679927e-05,1.611341031093616e-05
1866,3.933750849682838e-05,1.60137060447596e-05
1867,4.279888526070863e-05,1.61069674504688e-05
1868,4.346200148575008e-05,1.5530469681834802e-05
1869,4.1885945393005386e-05,1.5197511856968049e-05
1870,4.173412889940664e-05,1.5088576219568495e-05
1871,4.2491083149798214e-05,1.4594559615943581e-05
1872,4.176836955593899e-05,1.4293491403805092e-05
1873,4.2975920223398134e-05,1.4442432984651532e-05
1874,4.429515320225619e-05,1.445496945962077e-05
1875,4.195767542114481e-05,1.3921047866460867e-05
1876,4.472962609725073e-05,1.504490319348406e-05
1877,4.38280803791713e-05,1.4805212231294718e-05
1878,4.3230815208517015e-05,1.446301303076325e-05
1879,4.407145024742931e-05,1.4479712262982503e-05
1880,4.306631672079675e-05,1.3774623766948935e-05
1881,4.404951323522255e-05,1.441565927962074e-05
1882,4.366331995697692e-05,1.3645536455442198e-05
1883,4.454375812201761e-05,1.421472097717924e-05
1884,4.428880492923781e-05,1.3373057299759239e-05
1885,4.4544500269694254e-05,1.4174597708915826e-05
1886,4.51013220299501e-05,1.2930160664836876e-05
1887,4.5546432374976575e-05,1.3602361832454335e-05
1888,4.3823791202157736e-05,1.2579145732161123e-05
1889,4.562648609862663e-05,1.3741951079282444e-05
1890,4.537732820608653e-05,1.3433214917313308e-05
1891,4.6860717702656984e-05,1.5507839634665288e-05
1892,4.6027180360397324e-05,1.2564606549858581e-05
1893,4.572439502226189e-05,1.2771324691129848e-05
1894,4.692000220529735e-05,1.2604338735400233e-05
1895,4.5773369492962956e-05,1.2731175047520082e-05
1896,4.554452243610285e-05,1.2053526916133706e-05
1897,4.802843614015728e-05,1.2791384506272152e-05
1898,4.6255918277893215e-05,1.2023438102914952e-05
1899,4.6463719627354294e-05,1.2447000699467026e-05
1900,4.702575097326189e-05,1.207335117214825e-05
1901,4.835432628169656e-05,1.2523804798547644e-05
1902,5.0056416512234136e-05,1.2673933269979898e-05
1903,4.6833411033730954e-05,1.1979308510490227e-05
1904,4.7323035687441006e-05,1.1873084076796658e-05
1905,4.652217830880545e-05,1.184652228403138e-05
1906,4.751014421344735e-05,1.2212808542244602e-05
1907,4.704107413999736e-05,1.1857339814014267e-05
1908,4.78757283417508e-05,1.2371789125609212e-05
1909,4.70834675070364e-05,1.2115366189391352e-05
1910,4.695317329606041e-05,1.1986930076091085e-05
1911,4.756893395096995e-05,1.1884119885507971e-05
1912,4.7032739530550316e-05,1.176964542537462e-05
1913,4.7498349886154756e-05,1.1606653970375191e-05
1914,4.690600326284766e-05,1.097462336474564e-05
1915,4.814090425497852e-05,1.166648871731013e-05
1916,4.6898883738322183e-05,1.1690659448504448e-05
1917,4.6143424697220325e-05,1.1557514881133102e-05
1918,4.590874959831126e-05,1.1783873560489155e-05
1919,4.5143318857299164e-05,1.0801726602949202e-05
1920,4.6025539631955326e-05,1.0556448614806868e-05
1921,4.592871482600458e-05,1.0385266250523273e-05
1922,4.701294164988212e-05,9.668784514360595e-06
1923,4.6202731027733535e-05,1.032931777444901e-05
1924,4.5981847506482154e-05,1.0533746717555914e-05
1925,4.426876694196835e-05,1.017771410261048e-05
1926,4.3967058445559815e-05,1.0031524652731605e-05
1927,4.365701897768304e-05,1.0083358574775048e-05
1928,4.514085958362557e-05,9.429912097402848e-06
1929,4.385532520245761e-05,9.728916666063014e-06
1930,4.478946721064858e-05,9.984725693357177e-06
1931,4.706420440925285e-05,9.756142389960587e-06
1932,4.5751679863315076e-05,9.348485036753118e-06
1933,4.692533184424974e-05,9.755798600963317e-06
1934,4.6304015995701775e-05,9.64157788985176e-06
1935,4.7443474613828585e-05,9.344836144009605e-06
1936,4.803812043974176e-05,9.154159670288209e-06
1937,4.7060562792466953e-05,9.170111297862604e-06
1938,4.731914305011742e-05,9.258459613192827e-06
1939,4.722649828181602e-05,9.375253284815699e-06
1940,4.676490789279342e-05,9.876874173642136e-06
1941,4.41898955614306e-05,9.39758410822833e-06
1942,4.5252232666825876e-05,1.0543885764491279e-05
1943,4.485208046389744e-05,9.197448889608495e-06
1944,4.487857222557068e-05,9.572081580699887e-06
1945,4.2842460970859975e-05,1.0476425813976675e-05
1946,4.2929899791488424e-05,9.405098353454378e-06
1947,4.367807196103968e-05,1.0117243618879002e-05
1948,4.7313369577750564e-05,9.509640221949667e-06
1949,5.1638446166180074e-05,9.685460099717602e-06
1950,4.781445750268176e-05,9.925983249559067e-06
1951,4.7075420297915116e-05,1.026906193146715e-05
1952,4.9343354476150125e-05,9.016861440613866e-06
1953,4.909848576062359e-05,9.658736416895408e-06
1954,4.9108948587672785e-05,9.74810518528102e-06
1955,4.9099868192570284e-05,9.021446203405503e-06
1956,5.015528586227447e-05,9.750236131367274e-06
1957,4.9699738156050444e-05,9.086836143978871e-06
1958,5.133837112225592e-05,9.33439969230676e-06
1959,4.8952948418445885e-05,9.501642125542276e-06
1960,4.963344690622762e-05,9.367347956867889e-06
1961,4.981830352335237e-05,9.548160051053856e-06
1962,4.9476137064630166e-05,9.821153980738018e-06
1963,5.1533796067815274e-05,9.740462701302022e-06
1964,4.8760572099126875e-05,1.0169961569772568e-05
1965,4.9275204219156876e-05,9.914795555232558e-06
1966,5.1185481424909085e-05,9.971442523237783e-06
1967,4.847949821851216e-05,1.0306866897735745e-05
1968,4.8160552978515625e-05,1.0280401511408854e-05
1969,5.066966696176678e-05,1.1420704140618909e-05
1970,4.899205669062212e-05,9.955319910659455e-06
1971,4.871868804912083e-05,1.0046594979939982e-05
1972,4.9265825509792194e-05,9.699569091026206e-06
1973,4.9382870201952755e-05,1.0068212759506423e-05
1974,5.035617868998088e-05,9.764305104908999e-06
1975,4.994632399757393e-05,9.321135621576104e-06
1976,4.9294594646198675e-05,9.558159035805147e-06
1977,4.85921700601466e-05,9.300594683736563e-06
1978,4.8607700591674075e-05,9.661183867137879e-06
1979,4.69737897219602e-05,1.0078268132929225e-05
1980,4.820439426111989e-05,9.615295311959926e-06
1981,4.7885041567496955e-05,9.501607564743608e-06
1982,4.885428279521875e-05,1.0038772416010033e-05
1983,4.848394382861443e-05,9.713588042359333e-06
1984,4.739007636089809e-05,1.0205674698227085e-05
1985,4.740018994198181e-05,9.786711416381877e-06
1986,4.7257526603061706e-05,1.0107301932293922e-05
1987,4.750182415591553e-05,9.971019608201459e-06
1988,4.78992733405903e-05,9.78157822828507e-06
1989,4.737456765724346e-05,1.0119548278453294e-05
1990,4.789473314303905e-05,9.71548979578074e-06
1991,4.6993125579319894e-05,9.706000128062442e-06
1992,4.754145265906118e-05,1.0025343726738356e-05
1993,4.71574894618243e-05,9.91628894553287e-06
1994,4.6961089537944645e-05,9.982270967157092e-06
1995,4.711188012151979e-05,9.996830158343073e-06
1996,4.7486068069702014e-05,9.730274541652761e-06
1997,4.8234720452455804e-05,9.908649190037977e-06
1998,4.8862835683394223e-05,1.0190922694164328e-05
1999,4.952178642270155e-05,1.0518774615775328e-05
2000,4.9344111175742e-05,1.058825455402257e-05
2001,4.88562072860077e-05,1.0209538231720217e-05
2002,4.892466313322075e-05,1.0633224519551732e-05
2003,4.9403872253606096e-05,1.077107935998356e-05
2004,4.8698930186219513e-05,1.0378128536103759e-05
2005,4.863779395236634e-05,1.0654970537871122e-05
2006,4.8493919166503474e-05,1.0415378710604273e-05
2007,4.6674293116666377e-05,1.0455550182086881e-05
2008,4.761009768117219e-05,1.0288103112543467e-05
2009,4.64221702713985e-05,1.0609228411340155e-05
2010,4.475840978557244e-05,1.0295034371665679e-05
2011,4.3186410039197654e-05,9.60161105467705e-06
2012,4.12445624533575e-05,9.737865184433758e-06
2013,3.8126225263113156e-05,9.722331924422178e-06
2014,3.591065978980623e-05,9.420985406904947e-06
2015,3.581564669730142e-05,9.437512744625565e-06
2016,3.5549994208849967e-05,9.779831998457666e-06
2017,3.642051888164133e-05,1.0362557986809406e-05
2018,3.504108826746233e-05,9.129873433266766e-06
2019,3.5055927583016455e-05,9.345288162876386e-06
