year,écrivant_VERB en_ADP,écrivant_VERB dans_ADP,ecrivant_VERB en_ADP,ecrivant_VERB dans_ADP
1907,1.902852098112362e-07,1.0748542322858157e-07,1.5428529565042481e-09,5.142843373384665e-10
1908,1.586378735041194e-07,1.1001511501795846e-07,1.7681000663571922e-08,4.911389073214423e-09
1909,1.540275451628048e-07,1.331238030921611e-07,5.500983446538044e-09,6.601180213561264e-09
1910,1.9452708033274035e-07,1.2772520274761945e-07,6.412980813053082e-09,5.344150677544235e-09
1911,1.558869686668629e-07,9.949099322170696e-08,4.25629931299909e-09,4.788336838146279e-09
1912,1.7399466312184586e-07,1.3909154494839981e-07,8.335073686804861e-09,1.5628263683176158e-09
1913,1.903773270139908e-07,1.6598358243413713e-07,9.015082902408267e-09,2.121195885607108e-09
1914,1.9889329383460108e-07,1.4130128533906827e-07,6.027069510139427e-09,3.3483718020477227e-09
1915,1.4254721403261783e-07,1.0602685651672772e-07,9.424609537234119e-09,5.890381071793627e-09
1916,1.5931819308256934e-07,1.5712070933204814e-07,2.307367097387214e-08,1.2086208478478966e-08
1917,1.6449637207927026e-07,1.4366015510525187e-07,2.4126133979507358e-08,3.289927441585405e-09
1918,2.3087616440875536e-07,1.4587698071721888e-07,2.756730221875614e-08,2.2972752589112133e-09
1919,1.896816712587679e-07,1.4088007338486364e-07,1.9336481860143806e-08,4.603924352863942e-09
1920,1.9157746145026522e-07,1.3857184466559147e-07,9.086678076641874e-09,5.300562211374427e-09
1921,1.9992053701400891e-07,1.552413206873382e-07,1.8931868961402643e-08,5.300923255902035e-09
1922,1.9035073028916827e-07,1.497720834020555e-07,7.377935318242379e-09,1.4755870969551665e-09
1923,1.7516313732812705e-07,1.422537048156869e-07,7.431163684401554e-09,0.0
1924,3.0424234065407063e-07,1.8821771119448272e-07,7.734974438733389e-09,6.445812328337297e-09
1925,2.221631962839865e-07,1.3857703606845462e-07,9.898360353588487e-09,7.698724324711748e-09
1926,2.1177663445115513e-07,1.4489980060261587e-07,4.458455382660986e-09,1.0031524944054127e-08
1927,2.385934134707668e-07,1.5385930951516968e-07,8.919380123373344e-09,7.804457524684949e-09
1928,2.3537645432725185e-07,1.8624447217785445e-07,1.0283437212876834e-08,2.2852082448565625e-09
1929,2.22808122174456e-07,1.2811467287043854e-07,2.0052731031228177e-08,7.798284684668033e-09
1930,2.2582747871702225e-07,1.7225909343387968e-07,8.402882945013346e-09,5.251801771244402e-09
1931,1.813451779852926e-07,1.2545892769111333e-07,1.1405356659111021e-09,6.843213995466613e-09
1932,2.1042309672480997e-07,1.5891327587169712e-07,1.53433514782364e-08,3.287861094491973e-09
1933,1.9270711781871341e-07,1.8697180093063537e-07,1.3764795081527836e-08,1.1470662197865522e-09
1934,2.3244266245114886e-07,1.737329107243113e-07,1.0783422155213884e-08,9.585264137967897e-09
1935,1.902957196264765e-07,1.6755597886941587e-07,1.3165112555668657e-08,9.574627313213568e-09
1936,1.8065824392010654e-07,1.3337185711392863e-07,3.6374143697059935e-09,6.0623572828433225e-09
1937,2.1404901406896215e-07,1.0702450436994582e-07,1.510934133364117e-08,1.2591118148108649e-09
1938,2.2429820667468903e-07,1.5039648815218243e-07,9.075650453382877e-09,6.482607339819424e-09
1939,1.9423444452826288e-07,1.2235240731683916e-07,1.6823455517567254e-08,3.058810094103137e-09
1940,2.5864985442325406e-07,1.67361678293787e-07,7.607348528892999e-09,5.0715658339584024e-09
1941,1.652841423727125e-07,1.6233263977483148e-07,1.7709016475464523e-08,1.4757512545315876e-08
1942,2.0632640040929573e-07,1.7295006671247393e-07,1.517105863158008e-08,6.068423541449874e-09
1943,2.3516204827878084e-07,1.3064558856967778e-07,5.806470415592457e-09,2.322588166236983e-08
1944,2.2170985225500317e-07,1.6065931163211644e-07,2.2492303131116387e-08,6.4263723231761105e-09
1945,2.0042236847928052e-07,1.7428032483834954e-07,1.742803235060819e-08,8.714016175304096e-09
1946,2.129928979854867e-07,1.7122957629567281e-07,1.9489545977080525e-08,1.3921104269343232e-09
1947,2.2649654862760826e-07,1.7166054555595167e-07,2.3841742802233057e-08,1.0728783861324587e-08
1948,2.34832782552985e-07,1.8156053371853886e-07,1.6307831529616124e-08,6.523132700664291e-09
1949,2.2382778741558695e-07,1.717976414461475e-07,1.668891336237266e-08,2.945102384188658e-09
1950,1.903729769381357e-07,1.8718236871606564e-07,3.190608444114673e-09,3.190608444114673e-09
1951,2.0150048829492562e-07,1.7058242463008355e-07,8.529121409139861e-09,2.1322803522849654e-09
1952,2.0140575740512645e-07,1.6871686514541295e-07,1.3708244650523227e-08,1.0544803918932644e-09
1953,1.9500627423951755e-07,1.1743471617364776e-07,1.508335856215126e-08,1.0773827385790469e-09
1954,1.89587205490227e-07,1.4170177875527656e-07,6.840775057526116e-09,5.863521668203475e-09
1955,2.1399186067583287e-07,1.726951910363539e-07,2.815682265122632e-08,0.0
1956,2.3459871201225724e-07,1.5349209636639216e-07,4.360570571293465e-09,6.976913269340912e-09
1957,2.235264506822432e-07,1.7493374926402794e-07,1.3252556385623393e-08,1.7670075402875796e-09
1958,1.8695269776713985e-07,1.2904699842053446e-07,2.3162282425381875e-08,7.445019101215422e-09
1959,2.2632183460657984e-07,1.526897266401761e-07,2.7127618040800883e-08,3.875373910666724e-09
1960,1.8617041597224215e-07,1.626395835785388e-07,6.920833239831836e-09,4.844583401109048e-09
1961,2.0080180584969298e-07,1.3965800294002406e-07,1.5285950061283415e-08,4.16889545107324e-09
1962,2.1879750278230858e-07,1.598172993944047e-07,1.6489086374082973e-08,8.244543381330516e-09
1963,2.3795076131705173e-07,1.5906491412920332e-07,2.5864213659687607e-08,5.819448034571906e-09
1964,2.2267324251146192e-07,1.7339309354991173e-07,1.520992043424485e-08,3.6503810529886493e-09
1965,2.0465442407413548e-07,1.543116224245189e-07,1.1491291473930687e-08,7.660860668057268e-09
1966,1.933137028231613e-07,1.6284879356120996e-07,7.754704656193212e-09,6.6468897053084675e-09
1967,2.0806015843533032e-07,1.8735274931458434e-07,7.395503320850594e-09,7.395503320850594e-09
1968,2.5151927829369924e-07,1.7202122015724797e-07,2.1558795526566144e-08,6.737123747768692e-09
1969,1.9438723164455496e-07,1.5124053559523176e-07,1.4079449134341004e-08,1.1354394757745467e-08
1970,2.4649164842571736e-07,1.5681652820731529e-07,1.7475154490131928e-08,8.277704743875347e-09
1971,2.0861893235135653e-07,1.6751176468154938e-07,1.233215407570043e-08,1.0276794526475896e-08
1972,2.2623947515398868e-07,1.528783712956283e-07,1.539044092169206e-08,6.15617617993891e-09
1973,2.2604134830572775e-07,1.593315905878967e-07,8.821126051827832e-09,1.4885650045926013e-08
1974,2.1545939787870338e-07,1.4288951721841414e-07,1.4626486799507177e-08,1.012602895977821e-08
1975,2.1932083305031824e-07,1.9419033225887006e-07,2.227477224892027e-08,4.569184142155791e-09
1976,1.8740367613290232e-07,1.7026310472623152e-07,2.7424929827102318e-08,6.2848797277581525e-09
1977,2.1861628729524796e-07,1.8688165970282e-07,1.3516598340590491e-08,9.990529292736028e-09
1978,2.1089099266902167e-07,1.8594050654741068e-07,2.2574247693363247e-08,9.504946163474415e-09
1979,2.1886380663360683e-07,1.626848530333902e-07,8.192762579461998e-09,7.022368020415115e-09
1980,2.239949328242119e-07,1.643008582519201e-07,1.6486937204351904e-08,5.116635670709968e-09
1981,2.1506868197462836e-07,1.9292925568237251e-07,1.4548763582755697e-08,5.692994575756671e-09
1982,2.377473409254094e-07,1.7318931577747776e-07,2.110550845202397e-08,8.690503427999374e-09
1983,2.2671984822864033e-07,1.8882795660424279e-07,1.7682884490000106e-08,9.472974182855864e-09
1984,2.2964073309594824e-07,2.1630301283437348e-07,1.681712546997005e-08,5.799008384599347e-09
1985,2.1656008453163622e-07,1.726465228557572e-07,2.6468455871508922e-08,1.0828004270990732e-08
1986,2.7874358110580033e-07,2.038125093140053e-07,1.8582905048081244e-08,4.795588426365072e-09
1987,2.456548342522069e-07,1.7782476424699212e-07,1.2221633483022742e-08,6.721898704320495e-09
1988,2.440597466346617e-07,1.7809764951692841e-07,1.199310784016916e-08,1.619069489589009e-08
1989,2.4586786739888566e-07,1.942795306852929e-07,1.6464367313950845e-08,1.042743191792539e-08
1990,2.539071317642083e-07,2.005103603153202e-07,1.8525414091641323e-08,1.198703181159999e-08
1991,2.186326462094712e-07,1.9694522812585546e-07,1.1722930182145319e-08,9.37834432335194e-09
1992,2.710892434976131e-07,1.9395004136057992e-07,1.3223866057732181e-08,2.7549720282848966e-09
1993,2.7751430131672805e-07,1.8057816841832164e-07,1.994114740000441e-08,4.985286850001103e-09
1994,2.669112841857668e-07,2.2682183864475292e-07,1.5824779708850656e-08,9.494868002946077e-09
1995,2.5702417350004225e-07,2.0822210977655686e-07,1.843633334885908e-08,3.79571546416102e-09
1996,2.6156651955488996e-07,2.129898724057e-07,7.473328622609188e-09,4.804283193493575e-09
1997,2.5604736464401867e-07,2.1193433186184052e-07,2.061804682540469e-08,4.315404922294874e-09
1998,2.5080359655760276e-07,2.2219481987661993e-07,1.1920323284009271e-08,1.0966697439052098e-08
1999,2.84723539856202e-07,2.0794415478420092e-07,1.4624643274174787e-08,9.597422190310567e-09
2000,2.571294217545983e-07,2.0941469891511133e-07,1.0161472552283612e-08,3.0926219363180962e-09
2001,3.031798492258986e-07,2.243180388106225e-07,1.7086725256909574e-08,8.324302303019948e-09
2002,2.8171254484732344e-07,2.3439535645763954e-07,1.0514931148009055e-08,7.009954283709874e-09
2003,2.6834983302137516e-07,2.1667999661190152e-07,1.6251000212186284e-08,7.500461585152607e-09
2004,2.775018455025702e-07,2.34775371588114e-07,7.488145131739898e-09,2.202395626982323e-09
2005,2.68423466565082e-07,2.2879048344748298e-07,1.170974917030776e-08,3.602999676388663e-09
2006,2.5077949317164894e-07,2.41720143900892e-07,9.471146866779634e-09,4.941467846020231e-09
2007,2.5444833173793313e-07,1.993245319908965e-07,3.1955834922658966e-09,4.393927444112933e-09
2008,2.3841662510903916e-07,2.0307986936529687e-07,9.792111205220166e-09,5.108927503272298e-09
2009,2.336414404169318e-07,1.9883363133743615e-07,7.1522885392028e-09,5.721831008997924e-09
2010,2.4422010369562486e-07,1.8517268163265044e-07,3.30665506087513e-09,2.3618964561933353e-09
2011,1.529588828930173e-07,1.5104689898848278e-07,3.059177577924288e-09,2.2943831279320648e-09
2012,1.283403259222382e-07,1.3582968419467711e-07,6.808505426114664e-10,2.7234021704458655e-09
2013,1.3527256470524662e-07,1.2857866948934316e-07,2.7891249310130206e-09,5.578250084070646e-10
2014,1.634911068748579e-07,1.5807749598195642e-07,3.897801192920269e-09,1.5158115873603606e-09
2015,1.1725683801699915e-07,1.214683345018841e-07,1.3299452233939135e-09,8.866301581811342e-10
2016,1.3049441616175272e-07,1.2262333104473555e-07,2.4856081637381067e-09,4.1426800878596737e-10
2017,1.1898841734137022e-07,1.3156646749834522e-07,2.264050280587071e-09,5.031222660711876e-10
2018,1.0558198759724746e-07,1.1358453289034287e-07,1.0325866828253538e-09,1.8070266949443692e-09
2019,1.4617159127539026e-07,1.3673294274596515e-07,1.02039510174734e-09,5.1019755087367e-10
