year,écrivant_VERB en_ADP,écrivant_VERB dans_ADP,ecrivant_VERB en_ADP,ecrivant_VERB dans_ADP
1800,2.1694735607979965e-07,1.1947824418712116e-07,0.0,1.8864987794131594e-08
1801,1.262026785298076e-07,1.0000967165524344e-07,0.0,0.0
1802,9.398928568771225e-08,8.280008501060365e-08,0.0,2.2378401354217203e-09
1803,7.606323038089613e-08,1.1507001573818343e-07,0.0,0.0
1804,1.0628959046243835e-07,3.312280227873998e-07,0.0,2.4718509461507665e-09
1805,1.5635826855486812e-07,1.4214388954769674e-07,0.0,2.842877711017877e-09
1806,3.7461699520235925e-08,1.498467980809437e-07,8.645007376628655e-09,2.881669125542885e-09
1807,5.97860605466849e-08,7.117387923472052e-08,0.0,0.0
1808,1.6315732409566408e-07,3.0591999689022487e-07,2.2660739951163578e-09,9.064295980465431e-09
1809,8.132509776714869e-08,7.228897658251299e-08,0.0,0.0
1810,2.620942041176022e-07,1.3104709895017663e-07,0.0,9.360507036149102e-09
1811,2.1811567307850055e-07,1.278609147448151e-07,0.0,2.5070767684098882e-09
1812,2.2404549326893175e-07,6.401299401659344e-08,1.3336041604361526e-08,0.0
1813,1.121539270343419e-07,8.339650747757332e-08,0.0,2.8757416448144113e-09
1814,1.5733385794192145e-07,1.384537959836507e-07,4.405347908686963e-08,0.0
1815,1.348611817775236e-07,1.3216394734172354e-07,2.697223555614414e-09,0.0
1816,1.4137383175238938e-07,2.7811246638975717e-08,4.6352077731626196e-09,1.8540831092650478e-08
1817,1.7281294617532694e-07,1.214361304846534e-07,1.556873407970727e-09,1.4011860671736542e-08
1818,1.287487094714379e-07,1.418620172444207e-07,3.5763532135746345e-09,5.960588467246453e-09
1819,1.3249344021915022e-07,1.1593176196811328e-07,0.0,1.035105001712111e-09
1820,1.7325062628970045e-07,1.1391821885808895e-07,1.1866481131050932e-09,0.0
1821,1.8835442405773506e-07,1.844098300729513e-07,9.86148829262845e-10,5.916893086599373e-09
1822,1.3334069137727056e-07,1.5439448475262907e-07,0.0,8.02049271442229e-09
1823,1.087095569118901e-07,1.4527549296872166e-07,0.0,0.0
1824,1.515800249762833e-07,1.7684336572898474e-07,5.894778887238772e-09,7.57900142644985e-09
1825,7.13240879690602e-08,1.6730341201309784e-07,0.0,0.0
1826,2.1491481561053405e-07,1.1714619319036501e-07,0.0,1.7615968683770689e-09
1827,1.1429418833586169e-07,9.032927827945514e-08,0.0,7.373818444733615e-09
1828,1.733564971573287e-07,1.0548146650579682e-07,9.172301251858528e-10,6.420610709767516e-09
1829,1.5517449014623708e-07,1.208817792530681e-07,2.571952817387313e-09,1.714635211591542e-09
1830,1.3046044422537761e-07,1.816009402855201e-07,0.0,8.349468894053302e-09
1831,1.6994414409055025e-07,1.3564348932959547e-07,0.0,0.0
1832,1.5018265742128278e-07,1.7453660605681875e-07,4.058990921151917e-09,1.3529969367098715e-09
1833,1.0888610546544442e-07,1.2510318470049242e-07,0.0,2.3167257001688313e-09
1834,1.6335428654201678e-07,1.2881652367013885e-07,9.334530925997342e-10,9.334530925997342e-10
1835,8.31939672707449e-08,1.005890695182643e-07,0.0,2.2689263801112247e-09
1836,6.115882911217341e-08,9.207427353885578e-08,2.016224964762614e-09,0.0
1837,1.6977254524430663e-07,8.697363540477454e-08,1.1828414692161004e-08,0.0
1838,1.7800297147374522e-07,1.0793796789698717e-07,6.312161904276081e-10,1.2624323808552163e-09
1839,1.5870649017202254e-07,1.4262609226989298e-07,4.894032734625853e-09,6.292327547896548e-09
1840,1.4459193664606573e-07,1.1401742905370327e-07,0.0,0.0
1841,1.9454262112361675e-07,1.3547357236021185e-07,1.926164561183441e-09,0.0
1842,1.2745704225380905e-07,1.0800306426972384e-07,2.683306021822318e-09,2.0124795163667386e-09
1843,1.1282200063078562e-07,1.3704034085293415e-07,1.1813822142769936e-09,1.7720733769266417e-09
1844,1.1635749785909866e-07,1.4599573650020403e-07,2.7442805805577564e-09,0.0
1845,1.1551072082172098e-07,1.0546630990759809e-07,1.674068439427856e-09,0.0
1846,1.510461373754879e-07,1.0245377368711672e-07,0.0,1.7563503984519002e-09
1847,1.6772925715002884e-07,9.438141290729618e-08,4.853901280910122e-09,1.6179670936367074e-09
1848,1.0136979256003542e-07,9.493361918799792e-08,0.0,1.6090443422100975e-09
1849,1.1982562853063428e-07,8.379414850878675e-08,4.1897072478036534e-09,5.865590679832167e-09
1850,1.0115603998883671e-07,8.214685376373154e-08,0.0,1.0862393651223101e-08
1851,1.064157402197452e-07,1.0319102017319892e-07,6.449438760824933e-09,0.0
1852,1.438830565803073e-07,1.3607039606178262e-07,6.510545436100301e-10,1.3021090872200602e-09
1853,1.487011047629494e-07,1.8871304807710487e-07,1.1943863675867306e-09,3.5831591027601917e-09
1854,1.9379828924970255e-07,1.6106559108663987e-07,1.5586993362681767e-09,0.0
1855,1.204674759947011e-07,1.12507063221301e-07,0.0,2.1227748447927297e-09
1856,1.1130957106031403e-07,1.2528798593036683e-07,5.177189232874468e-10,1.0354378465748937e-09
1857,1.3521780695135988e-07,1.6401870889248826e-07,5.857810903009408e-09,4.881509030330022e-09
1858,1.4632091338562248e-07,1.4827839001085863e-07,2.4468380654951716e-09,0.0
1859,1.522559784916666e-07,1.273043324090395e-07,9.165912473463322e-09,0.0
1860,1.4601216102860803e-07,1.6432090244045128e-07,0.0,1.8308735638683515e-09
1861,1.612859579225301e-07,1.2167186458356127e-07,5.659156698811785e-09,5.659156365744877e-09
1862,1.7574966926225954e-07,2.20025932140544e-07,0.0,9.035972525772706e-10
1863,1.5483324489196093e-07,1.6132625602072181e-07,0.0,0.0
1864,1.7884335923312733e-07,1.606233905881993e-07,4.315255264231155e-09,9.589455896019672e-10
1865,2.2169236402191927e-07,1.4497080402797735e-07,0.0,1.0355057256106193e-08
1866,1.7516205907952553e-07,1.771083057988676e-07,5.838735717134114e-09,2.919367858567057e-09
1867,1.645103093750322e-07,1.378198479784487e-07,5.338092634588065e-09,1.94112459439566e-09
1868,1.9413704555049094e-07,1.4918419244391856e-07,3.951899252285784e-09,1.4819622196071691e-09
1869,1.4015700267044906e-07,1.3234336915246558e-07,4.395167341186834e-09,5.860222973552709e-09
1870,1.9381084248593083e-07,1.3647036078978658e-07,1.7202146374017957e-09,1.1468097582678638e-09
1871,1.7737365487491275e-07,1.1683295131348359e-07,2.1242354542039266e-09,2.1242354542039266e-09
1872,1.917006597906834e-07,1.5420715504532723e-07,1.0885210954825197e-08,0.0
1873,1.5503751171763724e-07,1.0415647788697413e-07,4.788803575905831e-09,3.591602570907071e-09
1874,1.3442869928326218e-07,1.1292011237173938e-07,4.182226565063729e-09,4.779687312606029e-09
1875,1.5162047395378409e-07,1.1671915228772534e-07,1.716458086775674e-09,1.1443054281912168e-09
1876,2.091921129654395e-07,1.0217765322728667e-07,0.0,0.0
1877,1.4410621873572893e-07,1.3482899419159367e-07,2.4739263970730008e-09,1.8554447978047506e-09
1878,2.0230947628263607e-07,1.2742477378813177e-07,5.435179861734696e-09,9.662541877730746e-09
1879,1.4479100540754075e-07,1.2157557527370244e-07,1.832797580370027e-09,0.0
1880,1.4055083763508947e-07,1.719982734016412e-07,1.2193908105473383e-08,1.2835692508872398e-09
1881,1.4781715496070547e-07,1.58973179509303e-07,3.486253785656146e-09,0.0
1882,1.9167509002215866e-07,8.785108618347692e-08,1.3310770263785798e-09,6.655385131892899e-10
1883,1.6114314560500276e-07,1.3081030925121695e-07,5.0554711528150165e-09,2.5277356319186595e-09
1884,2.1917634107637696e-07,1.1552969425565607e-07,4.621187876807653e-09,1.3203393933736152e-09
1885,1.8112236510603452e-07,1.308464021576583e-07,5.156508553483263e-09,0.0
1886,1.4778432344542125e-07,1.0454611754084908e-07,1.936039106809062e-09,0.0
1887,1.1947932199163347e-07,1.0642147352246667e-07,1.3057849246322917e-09,0.0
1888,1.6992847085006701e-07,1.2998259846241922e-07,1.268122939990235e-09,6.340614699951175e-10
1889,1.4096558054177422e-07,9.961567570826446e-08,1.2530273485467092e-09,1.2530273485467092e-09
1890,1.8090106790324967e-07,1.4616282095758493e-07,9.176140736144589e-09,3.9326319978272295e-09
1891,1.2111017744231845e-07,1.6509230493788607e-07,6.374220040683554e-10,1.9122659011827636e-09
1892,1.454294906721998e-07,1.0217675217027988e-07,2.5074049503359674e-09,3.761107425503951e-09
1893,1.4041189988489577e-07,1.0099802949525838e-07,1.847525021858587e-09,4.310891643655168e-09
1894,1.6951141112997448e-07,1.323323195467907e-07,3.150769645188234e-09,3.150769645188234e-09
1895,1.5708583589457703e-07,1.1977042935207294e-07,4.213029924926559e-09,4.213030146971164e-09
1896,1.4447720575461176e-07,1.1617146733478023e-07,7.076434549446731e-09,2.948514543632541e-09
1897,1.485811971235762e-07,1.4916387058860892e-07,2.913356778044829e-09,0.0
1898,1.5730226810006798e-07,1.2618131961517065e-07,8.487532454637403e-09,0.0
1899,1.3874222126730729e-07,8.844125609641651e-08,6.633094074004475e-09,1.6582735185011188e-09
1900,1.2718079478446498e-07,1.0434016484150987e-07,6.74836919678512e-09,2.07642125715779e-09
1901,1.4251283930732939e-07,1.3189423619941465e-07,7.824234371511807e-09,1.1177477832191585e-09
1902,1.532008626625725e-07,1.0262492944335122e-07,4.419255628107521e-09,3.437198747846537e-09
1903,1.7280704955879855e-07,1.4904608303112354e-07,3.2401321625741275e-09,5.400220270956879e-09
1904,1.7628770709876562e-07,1.252287633590754e-07,1.4511488011237361e-08,2.1498500757388683e-09
1905,1.8372301813229797e-07,1.3727619735393048e-07,8.773290205432716e-09,5.160759042333041e-10
1906,1.9907994452950106e-07,1.3632089207460396e-07,6.687439713104482e-09,3.086510713679047e-09
