year,protégeant_VERB en_ADP,protégeant_VERB dans_ADP
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.2378401354217203e-08
1803,1.950339267864365e-08,0.0
1804,0.0,2.4718509461507665e-09
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,2.2775640928784924e-08,5.693910232196231e-09
1808,2.2660739951163578e-09,2.2660739951163578e-09
1809,2.259030518203531e-09,0.0
1810,0.0,4.680253518074551e-09
1811,2.5070767684098882e-09,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,5.751483289628823e-09
1814,0.0,3.1466771410748606e-09
1815,2.697223555614414e-09,2.697223555614414e-09
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,1.0351049795076506e-08
1820,0.0,3.5599443393152796e-09
1821,4.930744257336528e-09,1.577838126820552e-08
1822,2.0051231786055723e-09,1.7043547018147365e-08
1823,4.941343334508019e-09,2.9648061783404955e-09
1824,8.421112696055388e-10,0.0
1825,2.641632912414593e-09,8.805443485471187e-09
1826,0.0,6.1655889282974385e-09
1827,2.7651818612639545e-09,9.217273055917019e-10
1828,0.0,4.586150570418113e-09
1829,6.858540846366168e-09,1.0287811491593857e-08
1830,3.1310507520032616e-09,8.349468672008697e-09
1831,0.0,4.677361609140007e-09
1832,1.2176972319366541e-08,0.0
1833,1.1583628500844156e-09,2.3167257001688313e-09
1834,1.4935249481595747e-08,2.8003592777992026e-09
1835,1.5126175867408165e-09,1.8151411040889798e-08
1836,6.72075017860152e-09,2.688300027031687e-09
1837,2.7831563720326358e-09,9.74104708006962e-09
1838,0.0,5.680945491803868e-09
1839,0.0,1.3283802502428443e-08
1840,1.0828470564661075e-08,5.095750932326837e-09
1841,3.852329122366882e-09,3.852329122366882e-09
1842,6.037438549100216e-09,2.0124795163667386e-09
1843,2.3627644285539873e-09,2.953455480181333e-09
1844,9.330554107123135e-09,3.841992946007622e-09
1845,2.7901139176833567e-09,6.696273757711424e-09
1846,5.854501328173001e-09,7.025401593807601e-09
1847,5.393223645455691e-10,1.6179670936367074e-09
1848,8.045221711050488e-10,1.609044275596716e-08
1849,0.0,1.3407063903514427e-08
1850,6.788996032014438e-10,1.3577992064028876e-08
1851,2.579775504329973e-09,1.7413483988093503e-08
1852,1.3021090872200602e-09,1.3021090872200602e-09
1853,0.0,1.3735443005202796e-08
1854,5.195664343204953e-09,1.0391328908454511e-09
1855,5.306937111981824e-09,2.2819829581521844e-08
1856,0.0,5.177189343896771e-09
1857,0.0,6.8341128311999455e-09
1858,7.34051397444091e-09,6.8511463169329545e-09
1859,2.5460866748261424e-09,3.055304009791371e-09
1860,2.288591982591015e-09,7.781213007262977e-09
1861,1.4147891747029462e-09,1.226150558863992e-08
1862,4.066187830886747e-09,4.066187830886747e-09
1863,1.9978483312144135e-09,2.9967726078439227e-09
1864,2.3973640850272204e-09,4.315255264231155e-09
1865,2.3534221238463715e-09,1.0825742080555756e-08
1866,5.352174259343201e-09,6.811858188626729e-09
1867,1.455843445796745e-09,0.0
1868,5.433861360870651e-09,4.939874287401835e-09
1869,5.371870948067681e-09,8.30198221279943e-09
1870,8.601073631098188e-09,1.3188312664169644e-08
1871,1.4869648623516696e-08,5.3105884134652115e-09
1872,6.047339518033823e-09,1.8142017887967654e-09
1873,5.387403856360606e-09,2.3944017879529156e-09
1874,6.572069999322139e-09,2.9873046258899194e-09
1875,1.1443054281912168e-09,1.1443054281912168e-09
1876,6.04601479992084e-09,3.02300739996042e-09
1877,4.9478527941460015e-09,1.9172929910382663e-08
1878,1.2078177347163432e-09,5.435179861734696e-09
1879,1.2829582729523281e-08,9.774920428640144e-09
1880,1.9253538763308597e-09,8.343199908722454e-09
1881,1.2550513517339823e-08,4.8807553554297556e-09
1882,4.6587693702804245e-09,3.3276925659464496e-09
1883,1.2006744043446815e-08,1.1374810426900694e-08
1884,7.922036360241691e-09,6.601696966868076e-09
1885,6.445635580831777e-09,5.80107206715752e-09
1886,9.680196200179125e-09,7.744156427236248e-09
1887,3.9173548849191775e-09,1.2404957061562527e-08
1888,7.60873763994141e-09,1.2047167707862627e-08
1889,2.5060546970934183e-09,1.0650732740202784e-08
1890,6.554386366985909e-09,4.5880703680722945e-09
1891,2.5496880162734215e-09,1.9122659011827636e-09
1892,8.775916882086676e-09,1.2537024751679837e-09
1893,8.621783287310336e-09,1.2932674486876294e-08
1894,8.822155450616265e-09,8.192000855444803e-09
1895,1.444467478961542e-08,1.2037228991346183e-09
1896,1.1204354777305525e-08,1.179405795248556e-09
1897,1.2236098356765979e-08,1.5732126712464378e-08
1898,1.3580051749784161e-08,9.619203211741478e-09
1899,1.1055156790007459e-08,5.527578395003729e-09
1900,6.22926377147337e-09,1.0901211489056095e-08
1901,2.794369535763508e-08,3.353243460679778e-09
1902,2.455141867585553e-08,5.892340837476695e-09
1903,1.6200660368781428e-08,1.674068350610014e-08
1904,1.0211787859759625e-08,8.599400302955473e-09
1905,5.160758931310738e-09,6.192911072844254e-09
1906,9.773950537805831e-09,1.0288369045596824e-09
1907,1.4399961223432456e-08,7.199980611716228e-09
1908,6.875944702500192e-09,0.0
1909,2.7504918342913243e-09,1.1552065082298668e-08
1910,2.67207544979442e-09,4.809735720812114e-09
1911,1.1172785363555704e-08,6.916486494645824e-09
1912,4.167536982180309e-09,1.40654377034366e-08
1913,5.302989602995467e-09,2.121195885607108e-09
1914,6.696743604095445e-09,4.68772043404897e-09
1915,0.0,7.068456930880984e-09
1916,4.394984820521586e-09,6.592477230782379e-09
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,1.1486376294556067e-09,1.2635013924011673e-08
1919,3.6831393490643904e-09,1.012863304339362e-08
1920,3.786115865267448e-09,4.543339038320937e-09
1921,9.844571380313027e-09,9.844571380313027e-09
1922,9.591316185719734e-09,5.164555005876537e-09
1923,6.369568872344189e-09,1.4862327368803108e-08
1924,1.0313299547703991e-08,1.0313299547703991e-08
1925,1.0998178368026856e-08,0.0
1926,1.0031524944054127e-08,4.458455382660986e-09
1927,1.0034302277972529e-08,5.574612327308159e-09
1928,9.14083297942625e-09,9.14083297942625e-09
1929,1.0026365515614089e-08,7.798284684668033e-09
1930,8.402882833991043e-09,1.05036033204442e-08
1931,3.4216069977333063e-09,1.1405356659111021e-08
1932,1.0959536389520963e-08,8.767629289252454e-09
1933,6.882397318719313e-09,4.588264879146209e-09
1934,7.188948103475923e-09,5.990790086229936e-09
1935,1.196828414151696e-08,5.98414207075848e-09
1936,1.33371855781661e-08,4.849885826274658e-09
1937,8.813782592653752e-09,3.777335333410292e-09
1938,1.1668692678767911e-08,5.186085783037697e-09
1939,6.117620188206274e-09,1.6823456405745674e-08
1940,1.0143131667916805e-08,1.2678914806940611e-08
1941,1.4757512545315876e-08,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,1.1612940831184915e-08,1.1612940831184915e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,8.714016175304096e-09,1.089252066321933e-08
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,1.907339353124371e-08,1.3112957830685446e-08
1948,1.195907639583993e-08,6.523132700664291e-09
1949,7.853606653895895e-09,6.8719057111366055e-09
1950,1.3825969702452312e-08,1.0635361480382244e-09
1951,2.1322803078760444e-08,4.264560704569931e-09
1952,9.490323193972472e-09,9.490323193972472e-09
1953,1.1851209791302608e-08,3.232148326759443e-09
1954,1.172704333640695e-08,3.9090144454689835e-09
1955,7.508486277174597e-09,3.754243138587299e-09
1956,1.5698054411927842e-08,1.3953826538681824e-08
1957,1.1485549400447326e-08,7.068030161150318e-09
1958,4.1361216673863055e-09,4.9633461784992505e-09
1959,3.8753737996444215e-09,4.650448914844674e-09
1960,9.689166802218097e-09,3.460416619915918e-09
1961,9.72742331128984e-09,3.47407969059077e-09
1962,1.1415521861124489e-08,4.43936931660005e-09
1963,1.0345685197421517e-08,7.759263453976928e-09
1964,9.125952438182594e-09,1.2167936658258327e-09
1965,7.660860390501512e-09,7.660860390501512e-09
1966,8.862519607077957e-09,4.431259803538978e-09
1967,5.916402479044791e-09,5.423369309198733e-09
1968,9.431973424511852e-09,7.186265360559219e-09
1969,4.995933444718048e-09,4.541757636644661e-09
1970,1.1496812390987543e-08,5.978342709767048e-09
1971,7.193756701440179e-09,4.624557625731995e-09
1972,7.69522046084603e-09,3.0780880067027283e-09
1973,8.269805285010534e-09,4.410563025913916e-09
1974,4.500457340128605e-09,6.1881286761433785e-09
1975,7.996072248772634e-09,6.8537762132336866e-09
1976,6.8562320265641574e-09,5.142174241967723e-09
1977,1.23412418062685e-08,5.876781727920388e-09
1978,5.346532105932056e-09,2.3762365408686037e-09
1979,8.777959692451986e-09,4.096381456264453e-09
1980,7.95921106799824e-09,5.116635559687666e-09
1981,4.427884725544118e-09,3.795329828193417e-09
1982,1.0552754226011984e-08,6.2075020679230875e-09
1983,1.0104505676622466e-08,9.47297440490047e-09
1984,6.378909400694965e-09,1.2177918229383522e-08
1985,9.624892882698077e-09,8.421781494405423e-09
1986,7.792831269171074e-09,5.395036861699509e-09
1987,9.777306964053878e-09,5.49973533381376e-09
1988,1.0793796967334401e-08,8.395175221664886e-09
1989,1.2622680678475717e-08,2.7440609784434855e-09
1990,1.3621627381610324e-08,3.814055737905164e-09
1991,1.1136783939491579e-08,7.6199047072123e-09
1992,9.91789939064347e-09,1.1570882918476855e-08
1993,1.4401939196773128e-08,7.754890063438324e-09
1994,1.160483886764041e-08,8.439882570598911e-09
1995,1.7351842629409475e-08,9.760411145975922e-09
1996,1.0676184380997711e-08,9.60856638698715e-09
1997,1.6302641014931396e-08,9.110299181713799e-09
1998,1.382757464085671e-08,1.0013071261028017e-08
1999,1.2339542720951613e-08,1.1425503210205079e-08
2000,5.743440834038438e-09,5.3016377954406835e-09
2001,1.270551397425379e-08,8.762423675534592e-09
2002,7.886198361006791e-09,1.0514931148009055e-08
2003,1.2917460878725251e-08,7.083769126836614e-09
2004,8.369103632333008e-09,9.690540814233373e-09
2005,1.4411998705554652e-08,1.5312748402607212e-08
2006,7.412201963319376e-09,7.000412693969338e-09
2007,9.98619853476157e-09,6.391167151065247e-09
2008,1.830699147831183e-08,6.3861596011349775e-09
2009,1.5258216023994464e-08,1.0966842545201416e-08
2010,6.140930874920514e-09,1.1809482280966677e-08
2011,7.647943611743813e-09,8.795135286732148e-09
2012,1.4297861561374248e-08,9.19148224198807e-09
2013,1.812931316180766e-08,8.646287241731443e-09
2014,1.017759210242275e-08,1.1260315346817151e-08
2015,8.86630147078904e-09,6.206410940734486e-09
2016,1.0770968117412849e-08,8.285359953674742e-09
2017,8.553078245654433e-09,9.559323110863716e-09
2018,1.5746946857575495e-08,1.0842160058643913e-08
2019,1.0969247732361964e-08,1.020395146156261e-08
