year,refusant_VERB en_ADP,refusant_VERB dans_ADP
1800,3.144164484325529e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,6.713520406265161e-09,3.5805442166747525e-08
1803,1.950339223455444e-09,0.0
1804,6.179627121127851e-08,0.0
1805,0.0,2.2743021688143017e-08
1806,2.881669125542885e-09,1.729001475325731e-08
1807,1.7081731584767113e-08,0.0
1808,2.2660739951163578e-09,0.0
1809,6.7770917766551975e-09,4.518061036407062e-09
1810,0.0,4.680253518074551e-09
1811,2.5070767684098882e-09,1.2535384286138651e-08
1812,2.6672082320544632e-09,2.1337665856435706e-08
1813,0.0,8.627225156487839e-09
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,1.1588019432906549e-08,2.3176038865813098e-09
1817,3.113746815941454e-09,1.556873407970727e-09
1818,1.0729059418679299e-08,0.0
1819,1.449147024601416e-08,4.140420006848444e-09
1820,1.779972080839798e-08,2.3732962262101864e-09
1821,0.0,1.0847637454958203e-08
1822,7.017931125119503e-09,6.015369535816717e-09
1823,2.075364236020505e-08,1.581229902569703e-08
1824,0.0,5.894778887238772e-09
1825,9.68598712347557e-09,9.68598712347557e-09
1826,3.5231937367541377e-09,8.807984341885344e-10
1827,7.373818444733615e-09,6.452091305675367e-09
1828,1.1923991571904935e-08,9.172301251858528e-10
1829,1.1145129263923081e-08,4.286587973467704e-09
1830,9.39315203396518e-09,1.461157062010443e-08
1831,1.870944643656003e-08,3.1182412207897414e-09
1832,1.7588959622116818e-08,8.117981842303834e-09
1833,8.108539617524002e-09,3.4750886612755494e-09
1834,8.401078055442213e-09,3.733812370398937e-09
1835,3.554651328840919e-08,3.781543966852041e-09
1836,2.419469957715137e-08,8.736974699274924e-09
1837,8.349468672008697e-09,1.461157062010443e-08
1838,2.019891809368346e-08,1.2624323808552163e-08
1839,1.2584655095793096e-08,7.690622361167243e-09
1840,1.1465439264668476e-08,5.095750932326837e-09
1841,4.494383976094696e-09,3.2102742686390684e-09
1842,4.024959032733477e-09,1.2074877098200432e-08
1843,1.2404512972352677e-08,8.860366662588604e-09
1844,5.488561161115513e-09,1.5916826967554698e-08
1845,1.562463758375543e-08,1.785672942844485e-08
1846,1.3465353276842507e-08,5.854501328173001e-09
1847,1.4561703842730367e-08,1.5640349459999925e-08
1848,3.218088551193432e-08,1.287235473768078e-08
1849,1.256912263158938e-08,1.4245005175439474e-08
1850,5.431196825611551e-09,8.146795238417326e-09
1851,1.6123596680017727e-08,1.0319102017319892e-08
1852,6.510545436100301e-09,2.6042181744401205e-09
1853,1.19438634538227e-08,7.763511611358354e-09
1854,2.286092382064453e-08,1.0391328908454511e-09
1855,2.0697054736729115e-08,7.429711956774554e-09
1856,2.329735160344626e-08,1.1907535402144731e-08
1857,2.39193944651106e-08,9.763018171682347e-10
1858,5.872411001917044e-09,2.4468380654951716e-09
1859,1.1202780925145817e-08,1.7313389832906978e-08
1860,1.5104706818647173e-08,3.066713105681629e-08
1861,1.131831339762357e-08,9.903524222920623e-09
1862,4.9697850279528666e-09,7.680577063240435e-09
1863,1.548332440037825e-08,6.493007020935693e-09
1864,5.753673426589501e-09,4.794727948009836e-10
1865,8.001635798393636e-09,8.001635798393636e-09
1866,6.811858188626729e-09,5.838735495089509e-09
1867,1.1161466417775046e-08,3.88224918879132e-09
1868,7.409810987013543e-09,1.2349684830326169e-08
1869,2.197583626184496e-08,7.813630631403612e-09
1870,5.160643912205387e-09,4.013834153937523e-09
1871,1.4869648623516696e-08,0.0
1872,8.4662747923403e-09,6.652073114565837e-09
1873,2.7535620006347017e-08,2.3944017879529156e-09
1874,8.364453130127458e-09,1.4936522907404992e-08
1875,1.0870901290260804e-08,9.154443425529735e-09
1876,1.874264654588842e-08,1.209202959984168e-08
1877,1.4225077116236662e-08,3.710889595609501e-09
1878,2.2344627481629686e-08,1.2078177347163432e-09
1879,1.1607718342077078e-08,3.0546627449723474e-09
1880,6.417846254436199e-09,1.0268554007097919e-08
1881,4.183504653809678e-09,5.5780060570498335e-09
1882,1.5307385581309063e-08,9.317538740560849e-09
1883,1.64302811356265e-08,1.3270612164717477e-08
1884,1.1222884843675729e-08,6.601696966868076e-10
1885,1.160214413431504e-08,9.66845359329227e-09
1886,3.872078213618124e-09,1.355227396970804e-08
1887,1.5016526688782506e-08,1.1752063988623718e-08
1888,1.3315291091942072e-08,1.3315291091942072e-08
1889,1.9421923624918236e-08,5.012109394186837e-09
1890,1.5730527991308918e-08,1.1797895660414781e-08
1891,6.3742202627281586e-09,1.0198752065093686e-08
1892,1.002961980134387e-08,1.8805537127519756e-09
1893,4.926733243593162e-09,5.542574843531156e-09
1894,1.2603078580752936e-08,9.452309157609307e-09
1895,2.8889349357186234e-08,6.018614495673091e-09
1896,1.4152869098893461e-08,8.255840455717589e-09
1897,1.1653426668090106e-08,5.826713334045053e-09
1898,1.4145887128336199e-08,3.960848538042683e-09
1899,1.5477219506010442e-08,1.2160672469008205e-08
1900,1.0901211489056095e-08,4.671947717582725e-09
1901,2.0119459875900247e-08,5.029864968975062e-09
1902,8.838511256215043e-09,5.892340837476695e-09
1903,1.2960528428251905e-08,6.480264325148255e-09
1904,6.987012746151322e-09,3.2247751136083025e-09
1905,8.257214467732865e-09,1.2385822145688508e-08
1906,9.773950537805831e-09,7.716276506641861e-09
1907,6.1714118260169926e-09,2.057137349353866e-09
1908,7.858222517143076e-09,3.437972351250096e-09
1909,8.251475058784763e-09,3.300590023513905e-09
1910,1.4963622230190765e-08,4.809735720812114e-09
1911,1.3300935464144459e-08,7.44852390877071e-09
1912,1.0939784189645252e-08,8.856016364688912e-09
1913,7.42418571064718e-09,5.302989602995467e-09
1914,1.9420557606508737e-08,2.0090231700464756e-09
1915,1.0602685840410686e-08,0.0
1916,2.307367097387214e-08,5.493730803607377e-09
1917,2.1932848426331475e-08,1.0966424435210342e-09
1918,1.033773866510046e-08,9.189101035644853e-09
1919,3.038589824200244e-08,6.4454939163738345e-09
1920,1.9687803387569147e-08,2.2716695191604686e-09
1921,1.060184651180407e-08,3.0290989716519334e-09
1922,2.0658220023506146e-08,2.951174193910333e-09
1923,1.5923922180860473e-08,3.1847844361720945e-09
1924,2.578324886925998e-09,6.445812328337297e-09
1925,1.3197813286680571e-08,2.1996355847875293e-09
1926,2.6750733184144337e-08,3.343841648018042e-09
1927,6.689535148041159e-09,4.4596899506643695e-09
1928,2.9707706517001498e-08,4.570416489713125e-09
1929,2.2280811862174232e-08,2.2280812750352652e-09
1930,2.10072066408884e-08,9.453243521306831e-09
1931,2.8513390759599133e-08,5.7026783295555106e-09
1932,2.082311922890767e-08,1.0959536389520963e-08
1933,2.408838994938378e-08,8.02946331646126e-09
1934,1.3179738189705859e-08,5.990790086229936e-09
1935,8.377798899061872e-09,1.196828414151696e-08
1936,2.3036957230715416e-08,9.699771652549316e-09
1937,2.6441348666139675e-08,3.777335333410292e-09
1938,2.463390735840676e-08,2.5930428915188486e-09
1939,2.5999884911698246e-08,6.117620188206274e-09
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,1.7709016475464523e-08,0.0
1942,9.102635090130207e-09,3.034211770724937e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,1.927911696952833e-08,0.0
1945,1.5249528306782167e-08,6.535512131478072e-09
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,2.622591566137089e-08,2.3841741914054637e-09
1948,1.4133454406817236e-08,1.0871887834440486e-08
