year,refusant_VERB en_ADP,refusant_VERB dans_ADP
1949,1.570721330779179e-08,7.853606653895895e-09
1950,1.914365022059883e-08,9.571825110299415e-09
1951,2.2388944032059044e-08,9.595261474260042e-09
1952,1.4762725597528004e-08,5.272402070488624e-09
1953,1.508335856215126e-08,6.464296653518886e-09
1954,2.149958033825783e-08,7.818028890937967e-09
1955,2.4402580844906652e-08,8.447047505910632e-09
1956,2.703553914074064e-08,1.0465369904011368e-08
1957,4.0641172205369e-08,2.6505113659425206e-09
1958,2.7298403537656668e-08,9.099467845885556e-09
1959,3.952881399982289e-08,1.5501495642666896e-09
1960,2.906750040665429e-08,6.920833350854139e-10
1961,2.848745239703021e-08,9.72742331128984e-09
1962,2.6002021535909137e-08,1.1415521194990674e-08
1963,3.103705603635376e-08,5.819447923549603e-09
1964,3.346182686492227e-08,3.650380997477498e-09
1965,2.5171400352963502e-08,9.302473735761652e-09
1966,2.9911003784910406e-08,9.970334891029609e-09
1967,2.7116845657815247e-08,1.18328057352457e-08
1968,3.593132524848386e-08,1.5719955531734442e-08
1969,2.4979667556657148e-08,8.175163657142548e-09
1970,2.897196726969753e-08,6.438214850135182e-09
1971,2.0553589163974095e-08,9.762954888969944e-09
1972,3.385897073826527e-08,8.721249500354133e-09
1973,2.039885482751913e-08,1.1026407842340546e-08
1974,2.8127859263982202e-08,1.237625746330906e-08
1975,2.8557401332562904e-08,9.709516746170266e-09
1976,2.685357691767365e-08,1.314111175432231e-08
1977,3.3497655538283766e-08,1.5279633114317903e-08
1978,2.9108897847685e-08,1.2475241617515564e-08
1979,2.867466974976196e-08,1.3459538927840242e-08
1980,3.4679419391725474e-08,9.66475621755336e-09
1981,4.1748625501103476e-08,1.3283653788054295e-08
1982,3.041676055470788e-08,1.4898005162855554e-08
1983,3.915495971895666e-08,1.0104505454577861e-08
1984,3.885335653208699e-08,1.1018116474748041e-08
1985,3.9101126669827124e-08,1.2031116325417202e-08
1986,4.076250204043674e-08,1.1988970816112499e-08
1987,4.888653615253702e-08,1.588812414965446e-08
1988,5.037105266225694e-08,1.139345240375178e-08
1989,2.7989423112551037e-08,1.0427432139969994e-08
1990,4.522380225857603e-08,1.0897301727652575e-08
1991,5.6270064163754796e-08,8.792197858653594e-09
1992,4.7385519508225116e-08,1.2121877057680308e-08
1993,4.874502579355067e-08,1.3294097822580397e-08
1994,2.2682184575018027e-08,8.439882459576609e-09
1995,3.633042089390415e-08,9.218166119318028e-09
1996,4.217092697267333e-08,8.007138063703678e-09
1997,4.027711542065049e-08,1.8220598807516808e-08
1998,3.909866030937792e-08,1.001307092796111e-08
1999,5.0272211282731405e-08,1.0968482927475875e-08
2000,3.004261461825308e-08,1.3695898082310975e-08
2001,4.3812118599717564e-08,1.270551397425379e-08
2002,3.9430991805033955e-08,1.3581786362237835e-08
2003,4.000246001112373e-08,2.3751460576093564e-08
2004,3.039305984664509e-08,1.4976290096946343e-08
2005,4.5037495954858286e-08,2.0266873068663926e-08
2006,3.3766698770421044e-08,1.1941880373456115e-08
2007,3.475197019042753e-08,1.2782334302130494e-08
2008,4.598035019398594e-08,1.873273380859075e-08
2009,3.814554050407537e-08,8.105927262747059e-09
2010,3.3066552163063534e-08,1.228186230495254e-08
2011,2.0649449039567003e-08,8.030340836739924e-09
2012,1.565956264659718e-08,1.0893608459738857e-08
2013,2.1755175660942427e-08,1.2272150518022329e-08
2014,1.9055917066523875e-08,7.795602385840539e-09
2015,2.682056265967958e-08,1.0417904233728237e-08
2016,2.2991873960265252e-08,4.349814064497082e-09
2017,2.6162358723880175e-08,1.1571812508215373e-08
2018,1.832841367566118e-08,1.0325866828253538e-08
2019,1.989770392896162e-08,7.397864432157064e-09
