year,surprenant_VERB en_ADP,surprenant_VERB dans_ADP
1859,0.0,2.49516496353408e-08
1860,0.0,3.753290656050012e-08
1861,0.0,3.819930682880113e-08
1862,0.0,3.5240294238292336e-08
1863,0.0,3.995696573610985e-08
1864,0.0,2.9727313943794798e-08
1865,4.706844358715045e-10,2.4946274379544775e-08
1866,0.0,2.1895258939252926e-08
1867,0.0,3.2513838732484146e-08
1868,0.0,1.778354707937524e-08
1869,0.0,5.1765301378736694e-08
1870,0.0,3.268407766654491e-08
1871,0.0,2.973929724703339e-08
1872,0.0,2.4189358072135292e-08
1873,0.0,4.070482972906575e-08
1874,0.0,2.9275584623178474e-08
1875,0.0,3.2612703648737806e-08
1876,0.0,2.539326260375674e-08
1877,0.0,6.555904974447913e-08
1878,0.0,2.959153455606156e-08
1879,0.0,6.475885072632082e-08
1880,0.0,3.2089232604448625e-08
1881,0.0,2.5798277292210514e-08
1882,0.0,4.9249848643739824e-08
1883,0.0,3.854796659652493e-08
1884,0.0,3.895001299270007e-08
1885,0.0,4.060750313783501e-08
1886,0.0,5.808117364836107e-08
1887,2.6115698492645834e-09,4.0479331886444925e-08
1888,1.268122939990235e-09,3.61415040117663e-08
1889,1.8795409673089125e-09,2.8193115397812107e-08
1890,1.3108772956016423e-09,1.7696843102044113e-08
1891,0.0,3.505821055682645e-08
1892,0.0,3.0715710863660206e-08
1893,0.0,2.0322774574310642e-08
1894,0.0,3.591877373310126e-08
1895,0.0,4.69451926221609e-08
1896,0.0,1.533227589334274e-08
1897,0.0,2.6220211779559577e-08
1898,0.0,2.6028432742464247e-08
1899,0.0,1.3818945987509323e-08
1900,0.0,3.5818267463127995e-08
1901,0.0,3.856229824350521e-08
1902,0.0,3.535404502486017e-08
1903,0.0,3.348136701220028e-08
1904,0.0,3.493506284257819e-08
1905,0.0,3.302885787093146e-08
1906,0.0,4.012463961089452e-08
1907,0.0,3.651418722938615e-08
1908,0.0,2.357466755142923e-08
1909,0.0,2.8605114721358404e-08
1910,0.0,3.847788576649691e-08
1911,0.0,4.9479478292369095e-08
1912,5.209421227725386e-10,4.063348413296808e-08
1913,0.0,2.227255713194154e-08
1914,0.0,3.147469485043075e-08
1915,0.0,3.062998032987707e-08
1916,0.0,2.966614687238689e-08
1917,0.0,2.1932848426331475e-08
1918,0.0,3.675640414257941e-08
1919,0.0,2.8544329566670967e-08
1920,0.0,2.3473917920568965e-08
1921,0.0,4.0892835784234194e-08
1922,0.0,2.87739485571592e-08
1923,0.0,3.290944050604594e-08
1924,0.0,5.0277336072213075e-08
1925,0.0,4.6192347724627325e-08
1926,0.0,4.458455293843144e-08
1927,0.0,4.2367055641534535e-08
1928,1.1426041224282812e-09,3.313552099371009e-08
1929,0.0,3.230717737778832e-08
1930,4.201441416995522e-09,2.4158287814657342e-08
1931,0.0,3.9918749195066994e-08
1932,0.0,2.9590749406338546e-08
1933,0.0,3.0970788600370724e-08
1934,0.0,6.11060571031885e-08
1935,0.0,2.992070946561398e-08
1936,0.0,2.5461901032031165e-08
1937,0.0,3.273690651894867e-08
1938,0.0,3.1116513810047763e-08
1939,0.0,2.4470480752825097e-08
1940,0.0,3.803674530900025e-08
1941,0.0,2.3612020783048138e-08
1942,0.0,1.8205270180260413e-08
1943,0.0,2.9032351633873077e-08
1944,0.0,4.177142187700156e-08
1945,0.0,5.664110602765504e-08
1946,0.0,3.201854070766785e-08
1947,0.0,3.337843779149807e-08
1948,1.0871887834440486e-09,4.67491183542279e-08
1949,0.0,3.8286334103077024e-08
1950,0.0,4.3604980959344175e-08
1951,0.0,3.6248767543156646e-08
1952,0.0,5.166953798152463e-08
1953,0.0,3.3398865895151175e-08
1954,0.0,3.420387528763058e-08
1955,0.0,3.754243138587299e-08
1956,0.0,4.098936656760088e-08
1957,0.0,4.4175187952077977e-08
1958,0.0,3.887954491688106e-08
1959,0.0,4.5729411368711226e-08
1960,0.0,4.221708493901133e-08
1961,0.0,4.446821932901912e-08
1962,0.0,3.805173776072479e-08
1963,0.0,3.297687101166957e-08
1964,0.0,3.467862086381501e-08
1965,0.0,3.009623839034248e-08
1966,0.0,4.486650695412209e-08
1967,0.0,4.7824254778561226e-08
1968,0.0,4.9854715911124003e-08
1969,0.0,3.951329219376021e-08
1970,0.0,4.598724956395017e-08
1971,1.541519245584766e-09,2.3122789016838396e-08
1972,5.130146862875051e-10,5.6944628568089684e-08
1973,0.0,5.954260018370405e-08
1974,0.0,3.431598827319249e-08
1975,0.0,3.5982324675387645e-08
1976,5.713526873840635e-10,5.484985621251326e-08
1977,0.0,5.7592462354705276e-08
1978,0.0,4.633661276898238e-08
1979,0.0,4.388979846225993e-08
1980,0.0,5.742002073816366e-08
1981,0.0,4.617651327976091e-08
1982,0.0,4.407326770206055e-08
1983,0.0,6.062703050702112e-08
1984,2.8995041922996734e-09,6.72685018798802e-08
1985,6.015558051686298e-10,6.31633625403083e-08
1986,1.1988970927134801e-09,5.3350920126149504e-08
1987,6.110816852533674e-10,5.8052759044358027e-08
1988,2.398621523624911e-09,4.3175187869337606e-08
1989,0.0,4.280735410588932e-08
1990,0.0,5.7210836956755884e-08
1991,1.7584396161396398e-09,5.4511627212150415e-08
1992,0.0,5.0691486563891885e-08
1993,5.539207426075166e-10,6.81322518403249e-08
1994,2.1099706426497278e-09,4.958431176760314e-08
1995,0.0,6.506940763983948e-08
1996,1.6014276571496566e-09,5.17794944698835e-08
1997,0.0,5.6100265766190205e-08
1998,0.0,5.054216956068558e-08
1999,0.0,5.3014332479506265e-08
2000,0.0,4.859834490389403e-08
2001,1.7524847129024579e-09,4.9945814595275806e-08
2002,4.38122149670761e-10,4.9069679874946814e-08
2003,0.0,4.750292248445476e-08
2004,0.0,5.1536058975898413e-08
2005,0.0,5.5396121467765624e-08
2006,1.6471559671771274e-09,4.529679031861633e-08
2007,7.988958938831558e-10,5.352602627795022e-08
2008,0.0,4.598035019398594e-08
2009,9.53638501499654e-10,4.3867370180805665e-08
2010,0.0,4.2514137987836875e-08
2011,3.82397197240536e-10,3.823971894689748e-08
2012,3.404252713057332e-10,3.6425504390535934e-08
2013,1.3945624655065103e-09,3.0680375573410856e-08
2014,2.1654451842767486e-10,3.2481676015549965e-08
2015,6.649726325136385e-10,2.992376835209143e-08
2016,6.214020409345267e-10,3.624845135163923e-08
2017,1.0062445321423752e-09,3.069045817483129e-08
2018,2.0651733656507076e-09,3.949644167278166e-08
2019,1.7856913725466939e-09,3.622402644509748e-08
