year,jouant_VERB en_ADP,jouant_VERB dans_ADP
1909,6.436150429278698e-08,1.859332483533649e-07
1910,4.80973554317643e-08,1.726160723247716e-07
1911,3.5646507967612706e-08,1.6227140831048814e-07
1912,5.990834450742e-08,2.2192134485621295e-07
1913,6.681766923088972e-08,1.8984703475943832e-07
1914,5.0225578640539226e-08,1.9688426028396933e-07
1915,3.887651434109074e-08,1.2016377215484653e-07
1916,3.296238504368887e-08,1.6261444102383393e-07
1917,6.141197772535634e-08,1.524333065328065e-07
1918,4.5945505178224266e-08,1.5736336234084547e-07
1919,4.4197672688373046e-08,1.7034518862146797e-07
1920,5.224839805251236e-08,1.991496967335138e-07
1921,5.9067428281878165e-08,1.8326048834005348e-07
1922,7.377935717922668e-08,2.1986248022187738e-07
1923,6.688047005098952e-08,1.7197836488236362e-07
1924,7.734974594164612e-08,1.7790441431131399e-07
1925,6.70888880005549e-08,1.968673812857702e-07
1926,8.24814272437635e-08,1.660774699985268e-07
1927,7.692965198202728e-08,2.062606567765357e-07
1928,7.998228568339982e-08,1.771036437503426e-07
1929,7.352667896753928e-08,2.4174681190203273e-07
1930,9.558279367993805e-08,1.9746774393425426e-07
1931,6.044839295782367e-08,1.870478465448855e-07
1932,4.822195975862087e-08,1.5672136677302717e-07
1933,7.800050383366397e-08,2.4317803681839223e-07
1934,8.506922100082193e-08,2.0728133165448526e-07
1935,8.01875019718068e-08,2.0346083218214517e-07
1936,7.517323297179246e-08,1.8065825013735548e-07
1937,6.169647714937554e-08,1.5738898184736172e-07
1938,1.1020432344466258e-07,1.892921375201695e-07
1939,1.0399953964679298e-07,2.2635194696363214e-07
1940,4.564409250562562e-08,1.4200383957607698e-07
1941,8.854507882460894e-08,1.8299316195680149e-07
1942,7.888950648293758e-08,1.9115533689273434e-07
1943,1.2483911882021914e-07,3.3387205200519077e-07
1944,8.032965581605822e-08,2.2492302598209335e-07
1945,1.0892520085903357e-07,3.0499057546151676e-07
1946,1.0858461063634195e-07,1.879349014188847e-07
1947,9.894323005354977e-08,2.2530445686896883e-07
1948,1.000213647461834e-07,2.109146224338332e-07
1949,1.2467600718490957e-07,2.0812058287855706e-07
1950,1.1486190354403902e-07,2.0207186968157487e-07
1951,1.0448173926036475e-07,1.972359326973816e-07
1952,1.2337420574048963e-07,2.0667815847641435e-07
1953,1.1097042351693176e-07,1.9177412413640127e-07
1954,1.1433866986543251e-07,2.2085931838944362e-07
1955,1.2858282660843656e-07,2.0648336862549854e-07
1956,1.2209598310164438e-07,2.5552944116213894e-07
1957,1.272245420125273e-07,2.076233798220528e-07
1958,1.6709932104674863e-07,2.2335057137112813e-07
1959,1.4338883203013353e-07,2.3097228041280005e-07
1960,1.2249874870029487e-07,1.8963082681899834e-07
1961,1.2784613501182207e-07,2.1122404669782213e-07
1962,1.3825464373340424e-07,2.162607111166892e-07
1963,1.2220840428511792e-07,2.308381059634712e-07
1964,1.2776333052633149e-07,2.1415569007032786e-07
1965,1.3461226089361844e-07,2.1778733305666265e-07
1966,1.384768650858348e-07,1.90544177769425e-07
1967,1.163559220085375e-07,2.1397655936006288e-07
1968,1.6124183455090702e-07,2.3535019555431802e-07
1969,1.312568054245844e-07,2.1119173587713647e-07
1970,1.2968404305979675e-07,2.0280377288628415e-07
1971,1.5415192744505646e-07,2.543506818497576e-07
1972,1.292797007224067e-07,2.42655943338832e-07
1973,1.400353745184546e-07,2.0839910774839154e-07
1974,1.3388860176100081e-07,1.9239454962516334e-07
1975,1.4107355461590032e-07,1.9361918424110058e-07
1976,1.3026841094720965e-07,1.7426257548081026e-07
1977,1.5808543318840407e-07,1.9510915505449589e-07
1978,1.3841578105910912e-07,2.0257415878077722e-07
1979,1.4044736362794907e-07,2.475384635047817e-07
1980,1.6259530433160307e-07,2.2001533861448763e-07
1981,1.5813874076897605e-07,2.3847322072612087e-07
1982,1.4091030298146734e-07,2.51403831530439e-07
1983,1.7556578324473548e-07,1.9577479082322213e-07
1984,1.6527174206970585e-07,2.0006579637410482e-07
1985,1.8046674710170407e-07,2.0272431200396568e-07
1986,1.5405827147318973e-07,2.050114078500087e-07
1987,1.484928491279902e-07,2.303778021683911e-07
1988,1.8109592714310452e-07,2.014842115372062e-07
1989,1.4708166951038493e-07,2.0470696160401758e-07
1990,1.7326709444986932e-07,1.8416440328294925e-07
1991,1.8639458865266079e-07,2.0163439806708539e-07
1992,1.4325855257624198e-07,2.2811169175795953e-07
1993,1.4457331332096146e-07,2.0882812390432548e-07
1994,1.371480911060985e-07,2.1890944834623838e-07
1995,1.426104625501523e-07,2.2394721321816746e-07
1996,1.4519610758156887e-07,2.1565891916708324e-07
1997,1.5199816072453132e-07,2.090573998358991e-07
1998,1.6831495486258063e-07,2.1218175483284085e-07
1999,1.66812336832578e-07,2.1434242825080219e-07
2000,1.4844585471962546e-07,2.284122313511716e-07
2001,1.5597114266796552e-07,2.230036728612106e-07
2002,1.5553336440987664e-07,2.0723177462933506e-07
2003,1.7126053375449146e-07,2.2126360188501337e-07
2004,1.4491762989621293e-07,2.180371685422955e-07
2005,1.5447860635120492e-07,2.3959948514118423e-07
2006,1.5565623634472558e-07,2.4830876288461923e-07
2007,1.561841402875075e-07,2.644345514224433e-07
2008,1.6050547646528912e-07,2.6949592601965833e-07
2009,1.368471231888435e-07,2.655883151181371e-07
2010,1.3746238014533674e-07,2.90513261447245e-07
2011,1.2733827015054544e-07,2.539117482935893e-07
2012,1.232339457146736e-07,2.7404233948757906e-07
2013,1.285786623839158e-07,2.8421184516957965e-07
2014,1.1108733621867373e-07,2.5920379043142816e-07
2015,1.1880844397182955e-07,3.3470289384496255e-07
2016,1.0108139303355301e-07,3.167078839183546e-07
2017,1.1269938449132155e-07,2.7797504253967986e-07
2018,9.267465594930968e-08,2.994501286934792e-07
2019,1.0382519821661162e-07,2.9463907447180304e-07
