year,embrassant_VERB en_ADP,embrassant_VERB dans_ADP
1838,2.5879863585487328e-08,1.1929986065695175e-07
1839,2.7266752411492234e-08,1.496175681126033e-07
1840,1.0828470564661075e-08,1.2166105101130142e-07
1841,3.0818634311202686e-08,1.4446234608556097e-07
1842,2.0124794275488966e-08,1.2812786565064016e-07
1843,2.2446262681885543e-08,1.205009838578519e-07
1844,1.811225303072206e-08,1.3995831871227438e-07
1845,3.0691253982695343e-08,1.2778722124906494e-07
1846,2.6345256642912318e-08,1.4928978231409928e-07
1847,3.829188699455699e-08,1.736618031600301e-07
1848,4.263967667839097e-08,1.6251348000650978e-07
1849,5.865590679832167e-09,1.8937477985758733e-07
1850,1.0862393651223101e-08,1.6904600741440845e-07
1851,2.192809134271556e-08,1.4511236656744586e-07
1852,1.4323199737376058e-08,1.7838894095234537e-07
1853,2.7470886010405593e-08,1.4571513773375955e-07
1854,2.338049043260071e-08,1.6730039575918454e-07
1855,2.2289135870323662e-08,1.6239227207393014e-07
1856,1.346069211649592e-08,1.5945742948275665e-07
1857,1.610898081594314e-08,1.6401869729065766e-07
1858,1.2234189661342043e-08,1.5268269493162734e-07
1859,3.4626779665813956e-08,1.7567998078504843e-07
1860,1.9224172476128842e-08,1.6752493703364735e-07
1861,9.903524222920623e-09,2.0703081293760306e-07
1862,2.801151488540654e-08,1.1701584501366824e-07
1863,2.5472566278494924e-08,1.6482248099691788e-07
1864,2.3973639073915365e-08,1.7644598937494038e-07
1865,3.577201823645737e-08,1.5956202048528212e-07
1866,1.3137155030484848e-08,1.61538348919521e-07
1867,1.552899675516528e-08,1.2714366093291574e-07
1868,4.445886503390284e-08,2.4106584994854074e-07
1869,2.6859355628516823e-08,1.904572446420616e-07
1870,2.981705193860762e-08,1.9725127131664522e-07
1871,1.4869648623516696e-08,1.2108142399824828e-07
1872,1.0885210954825197e-08,1.536024214487952e-07
1873,9.577607151811662e-09,1.5324171104280637e-07
1874,3.4652732239237594e-08,1.475728410582633e-07
1875,2.1169650921137873e-08,1.0355964041863785e-07
1876,1.269663130187837e-08,1.4087213884295124e-07
1877,2.2265338017746217e-08,1.0823427876172076e-07
1878,2.1740720113072598e-08,1.3346386262824694e-07
1879,3.6045020190833554e-08,1.2279743877297022e-07
1880,1.7328185109022343e-08,1.1423766643758881e-07
1881,1.673401861523871e-08,1.1504637242865101e-07
1882,2.3293848405714357e-08,9.184431348785438e-08
1883,1.9589950994713945e-08,8.278334162614698e-08
1884,1.1883054540362536e-08,1.1354918605377406e-07
1885,1.5469526104539e-08,1.0957580820480928e-07
1886,2.2587123282846733e-08,9.486591578955483e-08
1887,1.6322312390570914e-08,9.466940614766273e-08
1888,2.4094335415725254e-08,9.447516102767395e-08
1889,1.8168895721260014e-08,9.898915909190009e-08
1890,2.6872983838188702e-08,5.8989476858783974e-08
1891,1.5935549768641977e-08,1.032623657692966e-07
1892,3.071571019752639e-08,1.1784803044534442e-07
1893,2.3401982574000613e-08,8.129109874133178e-08
1894,1.6384001710889606e-08,1.0901662683693303e-07
1895,2.828748768557432e-08,9.088107910670828e-08
1896,2.5357223876198987e-08,7.784078404071693e-08
1897,2.2724183423861177e-08,7.982597649558443e-08
1898,4.3003495875382214e-08,6.90319306162479e-08
1899,1.0502398950507086e-08,7.959712711169686e-08
1900,1.7130474816440255e-08,9.966822211993076e-08
1901,3.968004602672437e-08,8.774320026105897e-08
1902,2.2096276808269977e-08,5.4995179965544594e-08
1903,1.1880484818149739e-08,1.0044409570753032e-07
1904,2.6335662539622717e-08,7.63196768005514e-08
1905,1.0321517862621477e-08,5.3671893263107506e-08
1906,1.4403716441790948e-08,4.166789491222289e-08
1907,1.2857107989372452e-08,4.93712972726712e-08
1908,1.2278472460991452e-08,5.893666910061768e-08
1909,1.6502950117569526e-08,7.261298229366275e-08
1910,2.1911018666109783e-08,5.557916726850465e-08
1911,1.8089272302290738e-08,7.501727194991759e-08
1912,2.917275843117295e-08,4.8968558541417906e-08
1913,2.704524781904638e-08,7.159036163884025e-08
1914,2.343860217024485e-08,6.49584137590864e-08
1915,2.238344798399794e-08,4.712304835230441e-08
1916,1.2086208478478966e-08,5.16410700868164e-08
1917,1.5352993543160665e-08,4.49623400733401e-08
1918,5.743188147278033e-09,3.445912977184662e-08
1919,1.4732557396257562e-08,4.788081042761405e-08
1920,8.329454459499175e-09,3.9375604554692245e-08
1921,6.058197943303867e-09,5.2251958815308086e-08
1922,1.475587119159627e-08,5.016996240669869e-08
1923,1.1677542488541803e-08,6.157250043159479e-08
1924,2.4494086758863887e-08,8.121723737986031e-08
1925,7.698724324711748e-09,4.179307633300766e-08
1926,1.0031524944054127e-08,4.458455293843144e-08
1927,2.4528294062520217e-08,4.348197735204451e-08
1928,4.570416489713125e-09,3.884854038460617e-08
1929,1.5596569369336066e-08,3.230717737778832e-08
1930,1.6805765667982087e-08,3.256117209193832e-08
1931,1.0264820993199919e-08,2.5091784650044247e-08
1932,8.767629289252454e-09,3.06867029564728e-08
1933,1.0323596200123575e-08,3.211785326584504e-08
1934,1.677421224144382e-08,4.193553060360955e-08
1935,2.154291145473053e-08,5.146362003216609e-08
1936,1.2124714565686645e-08,6.426098764222843e-08
1937,1.7627565185307503e-08,4.1550689555691633e-08
1938,1.1668693344901726e-08,9.07565009811151e-08
1939,9.176430282309411e-09,3.97645321115192e-08
1940,0.0,2.028626333583361e-08
1941,1.4757512545315876e-08,4.132103725851266e-08
1942,2.1239483061208375e-08,3.641054280301148e-08
1943,5.806470415592457e-09,5.8064703267746154e-08
1944,1.6065930807940276e-08,3.855823393905666e-08
1945,1.089252066321933e-08,6.099811145077183e-08
1946,1.9489545088902105e-08,3.062642939255511e-08
1947,2.1457568388782988e-08,3.457052599742383e-08
1948,1.7395020757149382e-08,4.348755111571734e-08
1949,1.0798709482173763e-08,4.712164036746458e-08
1950,1.3825969702452312e-08,3.084254984742074e-08
1951,2.238894425410365e-08,1.9190522948520083e-08
1952,8.435843024123812e-09,3.1634410646574906e-08
1953,6.464296653518886e-09,3.555363037310855e-08
1954,9.772536557761669e-09,3.224936762080688e-08
1955,1.3139850985055546e-08,2.1586897158698548e-08
1956,1.831439710997529e-08,2.6163424982073025e-08
1957,5.301022731885041e-09,2.9155623693100097e-08
1958,2.4816730892496253e-09,2.8125628048769613e-08
1959,8.525822714489095e-09,1.7826720211111535e-08
1960,1.314958364417862e-08,2.2146666722733244e-08
1961,9.72742331128984e-09,2.084447814354462e-08
1962,1.7123282347597524e-08,3.0441391629665304e-08
1963,1.4871922360271128e-08,2.9097239173658807e-08
1964,1.5209921211400967e-08,5.1713730186975226e-08
1965,1.91521518644322e-08,4.9248390698863886e-08
1966,1.273987226824147e-08,2.9357095532311916e-08
1967,1.2818872185960117e-08,2.859594561144263e-08
1968,1.7965662735264232e-08,2.919420261093819e-08
1969,1.2262745902047456e-08,4.587175481129968e-08
1970,1.5635665207014426e-08,2.4373243423525537e-08
1971,1.2845993713206383e-08,2.620582706391872e-08
1972,1.0773308023459549e-08,3.437198470290781e-08
1973,9.37244681864513e-09,2.3706776597354207e-08
1974,6.750686232237513e-09,2.4752515148662724e-08
1975,7.996072248772634e-09,1.8847885030481848e-08
1976,1.1427053969725876e-08,2.513951885552146e-08
1977,1.057820764316375e-08,2.2331770654915317e-08
1978,1.3069301196821925e-08,2.1386129422928946e-08
1979,1.345953837272873e-08,2.9259867084796554e-08
1980,1.0233271119375331e-08,2.2740602734216964e-08
1981,6.325549417596221e-09,2.783241725978769e-08
1982,1.0552753892945077e-08,3.972801454477093e-08
1983,4.4207211225000265e-09,2.273513821648976e-08
1984,8.69851302098823e-09,2.609553817478627e-08
1985,8.421781494405423e-09,2.285912081845254e-08
1986,9.591176741707841e-09,1.4386764890517156e-08
1987,8.555143260480236e-09,3.177624785521971e-08
1988,3.597932174415064e-09,2.998276826815527e-08
1989,7.683371272548811e-09,2.1952488271637094e-08
1990,9.262707045820662e-09,2.7243255429354463e-08
1991,1.0550637696837839e-08,3.0479617330048114e-08
1992,3.856960972825618e-09,2.4794748587630977e-08
1993,1.1632335539246696e-08,2.8803877782923593e-08
1994,9.494867947434926e-09,2.320967767976967e-08
1995,8.675921314704738e-09,1.3556126887692699e-08
1996,8.007138063703678e-09,1.7615704006601618e-08
1997,1.2946214766884623e-08,1.7741109914481967e-08
1998,5.72175506974304e-09,2.1933393545836566e-08
1999,5.484241505371301e-09,2.2393985332769262e-08
2000,5.301637684418381e-09,2.1206551181762734e-08
2001,4.8193329327261836e-09,2.5849149126733195e-08
2002,7.009954394732176e-09,2.234422957769766e-08
2003,1.0417307017007715e-08,2.2084691408963408e-08
2004,1.101197855124525e-08,2.114299846311951e-08
2005,5.404499514582994e-09,1.7114247796712334e-08
2006,9.882935358973555e-09,2.347197314289673e-08
2007,5.991719120856942e-09,3.754810862233171e-08
2008,8.514879551446697e-09,4.725758051549178e-08
2009,6.675469732542183e-09,6.580105593734231e-08
2010,8.97520635589899e-09,5.763027388638875e-08
2011,8.412738061736036e-09,5.582998952036178e-08
2012,1.1234034147378225e-08,5.412761863721194e-08
2013,1.3387799813191492e-08,7.419072289849282e-08
2014,6.279790909502481e-09,9.462995267939256e-08
2015,9.309617077235544e-09,9.664269047526819e-08
2016,1.5120782986821624e-08,1.153736386427795e-07
2017,1.1320251402935355e-08,9.50901082319433e-08
2018,1.161660012627408e-08,1.0454940313486816e-07
2019,1.0459050236999445e-08,9.642733517223334e-08
