year,peuvent_VERB écrire_VERB,peuvent_VERB ecrire_VERB,peuvent_VERB décrire_VERB
1867,7.036576477048584e-08,4.85281148598915e-10,3.008743121313273e-08
1868,6.174842326345242e-08,0.0,1.333765986544222e-08
1869,8.008971263961939e-08,0.0,2.0510780629479086e-08
1870,4.243196016773254e-08,0.0,3.325748210158963e-08
1871,3.504988654867702e-08,0.0,6.37270636261178e-09
1872,5.9868661139717e-08,6.047339295989218e-10,2.4189358072135292e-08
1873,9.876907114403366e-08,0.0,1.6760813181804224e-08
1874,7.587753714233259e-08,0.0,1.7326366119618797e-08
1875,5.0921592276154115e-08,5.721527140956084e-10,1.3159512590732447e-08
1876,4.836811839936672e-08,0.0,1.9951848173604958e-08
1877,3.710889728836264e-08,0.0,6.80329748092845e-09
1878,2.7779808675632012e-08,0.0,1.3285995414946683e-08
1879,7.147910707772098e-08,0.0,2.1382637882538802e-08
1880,4.043243251317108e-08,0.0,3.529815373326528e-08
1881,6.344981784422998e-08,0.0,6.2752567586699115e-09
1882,4.45910792734594e-08,0.0,1.7969540522244642e-08
1883,7.204046426068089e-08,0.0,1.8958017378167824e-08
1884,5.743476449993068e-08,0.0,1.386356363042296e-08
1885,4.640857653726016e-08,0.0,1.933690718658454e-08
1886,4.646494033977433e-08,1.2906927748801422e-09,2.2587123282846733e-08
1887,6.463635315867577e-08,0.0,1.1099172247952538e-08
1888,5.326116436776829e-08,0.0,2.1558090423923204e-08
1889,4.636201111907212e-08,0.0,1.4409814674820609e-08
1890,4.784702056781498e-08,0.0,2.818386235503567e-08
1891,4.143242904319777e-08,0.0,1.466070642663908e-08
1892,7.647584965297938e-08,0.0,1.3163876211308434e-08
1893,4.6803965148001225e-08,0.0,1.3548516086814288e-08
1894,3.843938856107343e-08,0.0,1.1342770278588432e-08
1895,4.393588426410133e-08,0.0,1.3842813118003505e-08
1896,5.366296207398591e-08,1.179405795248556e-09,1.1794058174530164e-08
1897,4.428302347037061e-08,0.0,1.5732126712464378e-08
1898,3.847681284696591e-08,0.0,1.2448380992680086e-08
1899,5.03009616181771e-08,0.0,1.2713430308508578e-08
1900,7.94231098666387e-08,0.0,1.764958135197503e-08
1901,6.538824237622975e-08,0.0,1.900171220370339e-08
1902,3.633610035080892e-08,0.0,1.915010727771005e-08
1903,5.8322378038155875e-08,0.0,9.1803746826713e-09
1904,4.407192477628996e-08,0.0,2.364835083312755e-08
1905,6.450948575320581e-08,0.0,1.186974607492175e-08
1906,3.806696469155213e-08,0.0,1.5432553013283723e-08
1907,5.142843306771283e-08,0.0,1.1828539925318182e-08
1908,5.8445529305117816e-08,0.0,1.6698722404839828e-08
1909,4.7858556229130045e-08,0.0,2.0353638774395222e-08
1910,5.183825990684454e-08,0.0,1.2291546447329438e-08
1911,5.107559175598908e-08,0.0,1.702519725199636e-08
1912,3.80287765722187e-08,0.0,1.510732161591477e-08
1913,6.41661728195686e-08,0.0,3.075734156254839e-08
1914,3.9510787530616653e-08,0.0,1.6741859454327823e-08
1915,1.2251992131950828e-07,0.0,4.712304768617059e-09
1916,1.6151568615896394e-07,1.0987462051303964e-09,1.3184954461564757e-08
1917,9.760118047097421e-08,0.0,6.57985488317081e-09
1918,7.581008532042688e-08,0.0,3.675640414257941e-08
1919,6.077179648400488e-08,1.8415696745321952e-09,1.6574126959767455e-08
1920,7.723676276327751e-08,0.0,2.953170330499688e-08
1921,4.922285867792198e-08,0.0,3.1048266180278006e-08
1922,3.098733003525922e-08,0.0,1.475587119159627e-08
1923,5.201814445854325e-08,0.0,1.9108707505210987e-08
1924,5.285566118118368e-08,0.0,1.4180787211159895e-08
1925,5.27912540349007e-08,0.0,1.2097995494286806e-08
1926,3.901148559748435e-08,0.0,1.3375366592072169e-08
1927,2.7873062080630007e-08,0.0,3.4562596340492746e-08
1928,5.484499610020066e-08,0.0,2.5137291359556002e-08
1929,3.5649300400564243e-08,0.0,2.1166771446701205e-08
1930,5.146765857944047e-08,0.0,2.7309368988426286e-08
1931,3.5356606531422585e-08,0.0,1.596749932275543e-08
1932,5.370172928564898e-08,0.0,1.2055489939655217e-08
1933,7.914756849913829e-08,0.0,2.408838994938378e-08
1934,3.5944740517379614e-08,0.0,2.036868629318178e-08
1935,4.188899538348778e-08,0.0,1.196828414151696e-08
1936,4.4861444337129797e-08,0.0,2.424942913137329e-08
1937,4.0291578073947676e-08,0.0,1.2591118370153254e-08
1938,4.6674770715071645e-08,0.0,2.852347158466273e-08
1939,4.129393715857077e-08,1.5294050470515685e-09,2.141167065872196e-08
1940,6.085878823114399e-08,0.0,1.7750480196809804e-08
1941,1.0330258959356797e-07,0.0,1.1806010391524069e-08
1942,6.978687139280737e-08,0.0,6.068423541449874e-09
1943,5.2258233296242906e-08,0.0,1.7419411690866582e-08
1944,7.069009200222354e-08,0.0,1.2852744646352221e-08
1945,4.357008265287732e-08,0.0,1.5249527862692958e-08
1946,6.682130049284751e-08,0.0,1.2528993842408909e-08
1947,5.006765846360395e-08,0.0,1.907339353124371e-08
1948,4.783630558335972e-08,0.0,6.523132700664291e-09
1949,4.613993809243766e-08,0.0,1.8652315247891238e-08
1950,6.487570658464392e-08,0.0,1.808011518278363e-08
1951,5.863770979885885e-08,0.0,1.5992101864981123e-08
1952,5.061505703451985e-08,0.0,1.370824520563474e-08
1953,5.2791754967529414e-08,0.0,2.3702419582605216e-08
1954,7.036226179479854e-08,0.0,3.713563856422297e-08
1955,5.631364530245264e-08,0.0,1.8771215692936494e-08
1956,6.889701609225085e-08,0.0,1.657016923672927e-08
1957,3.975766915687018e-08,0.0,2.2087593976038988e-08
1958,5.542403158642628e-08,0.0,2.2335056470978998e-08
1959,7.983270222666761e-08,0.0,2.40273188012452e-08
1960,3.8064584373387333e-08,0.0,2.5607082676515347e-08
1961,4.794229724325305e-08,0.0,2.223410966450956e-08
1962,5.0735650347633054e-08,0.0,2.5367825173816527e-08
1963,3.427008365974871e-08,0.0,2.2631185814248056e-08
1964,6.327326929067567e-08,0.0,2.1902286206909594e-08
1965,5.1984411442163037e-08,5.472043373977442e-10,2.954903344232207e-08
1966,4.154306054715562e-08,1.1078149508847446e-09,2.9357096309468034e-08
1967,6.310829547828689e-08,0.0,2.9088980113556318e-08
1968,6.961694509755034e-08,0.0,3.09907690621003e-08
1969,7.902658438752042e-08,0.0,2.997560244466513e-08
1970,7.633883569724276e-08,0.0,2.2993624781975086e-08
1971,6.98822049116643e-08,0.0,2.363662865434435e-08
1972,7.849124727954404e-08,0.0,3.8989117712162624e-08
1973,6.450448353234606e-08,2.205281512956958e-09,4.190034985640523e-08
1974,5.1755257857166725e-08,0.0,3.54411007208455e-08
1975,6.168398414274634e-08,0.0,3.484002775167028e-08
1976,5.88493271891366e-08,1.142705374768127e-09,4.342280490732264e-08
1977,6.28815683967332e-08,0.0,3.114694280270669e-08
1978,5.762373689321976e-08,0.0,2.7326720442033547e-08
1979,8.017203612098456e-08,0.0,2.867466974976196e-08
1980,6.424220089229493e-08,0.0,3.1268328370970266e-08
1981,8.223214109648325e-08,7.590659656386833e-09,3.479052068655619e-08
1982,9.559553859617154e-08,0.0,2.3588508923921836e-08
1983,8.651983307572664e-08,0.0,2.9681984869966982e-08
1984,7.248760880429472e-08,0.0,3.36342509399401e-08
1985,6.31633625403083e-08,0.0,4.8726018775369084e-08
1986,5.2751470747125495e-08,5.994485463567401e-10,3.356911904006665e-08
1987,6.660790319301668e-08,0.0,3.360949207831254e-08
1988,5.5767952034102564e-08,0.0,4.557380961500712e-08
1989,6.805271368648391e-08,0.0,3.786804469996241e-08
1990,6.592867407562153e-08,0.0,3.2691904294779306e-08
1991,5.0408601737217396e-08,0.0,3.751337729340776e-08
1992,6.336436086940012e-08,0.0,3.250866953408149e-08
1993,7.644106148063656e-08,5.539207426075166e-10,2.6588196533339215e-08
1994,6.118914797070829e-08,0.0,4.114442830882581e-08
1995,5.53089982702204e-08,0.0,3.849940100053573e-08
1996,5.87190136513982e-08,0.0,4.750901894112758e-08
1997,4.6030987022049885e-08,4.79489448146353e-10,2.972834600711849e-08
1998,6.00784275661681e-08,0.0,4.1959538066294044e-08
1999,5.8498574873055986e-08,0.0,4.2959889867688617e-08
2000,6.582867229099065e-08,0.0,4.462211933287108e-08
2001,6.396569318667389e-08,0.0,3.855466346180947e-08
2002,7.623325615213616e-08,0.0,4.2497848795619575e-08
2003,6.958761389341817e-08,0.0,4.208592230270369e-08
2004,6.210755998381501e-08,0.0,4.228599692623902e-08
2005,6.620511783239635e-08,9.007499190971657e-10,5.26938706002511e-08
2006,7.453380845845459e-08,0.0,5.68268809786332e-08
2007,5.7919951501617106e-08,3.994479469415779e-10,5.352602627795022e-08
2008,6.343584857404494e-08,1.2772318758180745e-09,5.4069484889396335e-08
2009,5.48342136141855e-08,0.0,4.3867370180805665e-08
2010,5.90474122930118e-08,0.0,4.912744699936411e-08
2011,6.883149694658641e-08,0.0,5.850677098351298e-08
2012,5.54893198057016e-08,0.0,5.072336506373176e-08
2013,6.080292536125853e-08,0.0,4.183687707381978e-08
2014,5.6518118185522326e-08,0.0,4.590743785115592e-08
2015,5.3862780902136365e-08,0.0,3.923338454114855e-08
2016,5.7583253720849825e-08,0.0,4.2255337007190974e-08
2017,5.6601255238319936e-08,0.0,4.528100561174142e-08
2018,4.5175667651164986e-08,0.0,4.827342792168565e-08
2019,5.3570744285025285e-08,0.0,3.9540310581287486e-08
