year,enlevant_VERB en_ADP,enlevant_VERB dans_ADP
1855,1.8043586180738203e-08,2.653468555990912e-08
1856,7.248064815001953e-09,1.65670055451983e-08
1857,7.810414537345878e-09,1.9037885934380938e-08
1858,6.361778659424999e-09,3.963877404089544e-08
1859,2.1387128512628806e-08,1.1202780925145817e-08
1860,1.785101666484934e-08,1.785101666484934e-08
1861,1.0846716413936974e-08,1.5091083938045813e-08
1862,1.536115412648087e-08,8.584174260306554e-09
1863,9.989241434027463e-09,1.748117206545885e-08
1864,1.726102105692462e-08,2.205574922697906e-08
1865,7.0602665935837194e-09,2.3534221682552925e-08
1866,2.0435575009969398e-08,1.0704348518686402e-08
1867,1.747012134956094e-08,2.232293283555009e-08
1868,1.1361710683388537e-08,2.1241458370013788e-08
1869,1.5627261262807224e-08,3.1742874995188686e-08
1870,8.601073631098188e-09,2.6376625328339287e-08
1871,6.37270636261178e-09,1.911811864374613e-08
1872,3.0236694925633856e-08,2.237515595027162e-08
1873,1.1972009161809183e-08,3.352162636360845e-08
1874,1.3144139998644278e-08,2.2106053876314036e-08
1875,1.6592428764283795e-08,3.20405533216217e-08
1876,2.6602464231473277e-08,1.6928840551599933e-08
1877,2.8450154232473324e-08,2.288381928394756e-08
1878,2.959153455606156e-08,1.6305540029293297e-08
1879,1.2829582729523281e-08,1.0385853066452455e-08
1880,1.9895322722618403e-08,1.7328185109022343e-08
1881,1.1156012114099667e-08,2.370652651961791e-08
1882,2.7952617998039386e-08,1.5972924316542958e-08
1883,2.1485751844352308e-08,3.222862687835004e-08
1884,2.442627788923346e-08,2.706695667598069e-08
1885,1.8692343672910283e-08,1.4180398189012067e-08
1886,1.2906927970846027e-08,2.0651084398082276e-08
1887,1.7628096316002484e-08,2.154545164501087e-08
1888,1.7119660356001987e-08,2.1558090423923204e-08
1889,1.8795409673089125e-08,1.566284169030041e-08
1890,1.9663159989136147e-08,7.865263995654459e-09
1891,2.677172439291553e-08,1.3385862196457765e-08
1892,2.6327752422616868e-08,5.641661360300532e-09
1893,1.9091091374434654e-08,1.970693297437265e-08
1894,9.452309157609307e-09,7.561847148451761e-09
1895,1.745398137131815e-08,1.023164486468886e-08
1896,3.656158042986135e-08,9.435246361988447e-09
1897,2.6220211779559577e-08,1.7480140002135158e-08
1898,1.2448380992680086e-08,1.4145887128336199e-08
1899,8.291367592505594e-09,2.819064981451902e-08
1900,2.6474371139784125e-08,1.0901211489056095e-08
1901,2.179608138419553e-08,1.3412973842719111e-08
1902,2.6515532880466708e-08,1.915010727771005e-08
1903,2.6461078661554893e-08,2.214090244478939e-08
1904,2.9022976022474722e-08,1.1286712897629059e-08
1905,2.9932401446330914e-08,1.186974607492175e-08
1906,2.2634411678268407e-08,1.3374879870298173e-08
1907,9.771402353919711e-09,1.0799970695529737e-08
1908,1.5716445034286153e-08,2.0136695866312948e-08
1909,4.1257376182102234e-08,3.4656196135074424e-08
1910,2.7255168788542505e-08,2.137660359835536e-08
1911,1.4365010514438836e-08,1.0108711201439746e-08
1912,1.40654377034366e-08,1.2502610502451716e-08
1913,2.8105844762649212e-08,1.5378670781274195e-08
1914,2.4777952134513725e-08,1.7411533548283842e-08
1915,2.1205371680821372e-08,9.424609537234119e-09
1916,2.0876177231343718e-08,1.538244731591476e-08
1917,2.4126133979507358e-08,2.3029491202919417e-08
1918,4.020231614276781e-08,1.722956355365568e-08
1919,1.749491218561161e-08,1.3811772170413406e-08
1920,1.2115570768855832e-08,1.665890891899835e-08
1921,2.120369302360814e-08,1.3630945261411398e-08
1922,1.1804696775641332e-08,1.696925089333945e-08
1923,8.492758496458919e-09,1.0615948120573648e-09
1924,1.675911143195208e-08,1.4180787211159895e-08
1925,1.8696901804560184e-08,1.5397448649423495e-08
1926,1.671920735191179e-08,1.5604593173179637e-08
1927,1.3379070296082318e-08,4.7941668412931904e-08
1928,2.170947865920425e-08,3.5420729460611255e-08
1929,1.6710609784809094e-08,1.5596569369336066e-08
1930,1.470504518152893e-08,8.402882833991043e-09
1931,2.0529641986399838e-08,1.8248570654577634e-08
1932,1.53433514782364e-08,1.9727165678773417e-08
1933,2.064719240024715e-08,2.2941324395731044e-09
1934,2.875579241390369e-08,1.1981580172459871e-08
1935,2.5133395809007197e-08,7.180970484910176e-09
1936,1.8187071404440758e-08,1.091224355320719e-08
1937,1.510934133364117e-08,7.554670666820584e-09
1938,1.4261735792331365e-08,1.4261735792331365e-08
1939,1.3764645423464117e-08,1.3764645423464117e-08
1940,1.7750480196809804e-08,1.2678914806940611e-08
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,0.0,1.2136847082899749e-08
1943,2.0322646676618206e-08,2.0322646676618206e-08
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,4.357008087652048e-09,4.357008087652048e-09
1946,1.1136883415474585e-08,4.1763312808029696e-09
1947,8.344609447874518e-09,1.0728784083369192e-08
1948,1.7395020535104777e-08,4.348755133776194e-09
1949,1.7670615193310368e-08,1.3743811422273211e-08
1950,1.3825969702452312e-08,4.2541445921528975e-09
1951,9.595261474260042e-09,8.529121409139861e-09
1952,1.0544804140977249e-08,7.381362632230548e-09
1953,1.2928593307037772e-08,4.3095309543161875e-09
1954,1.6613311615287785e-08,1.172704333640695e-08
1955,9.385607846468247e-09,1.407841132561316e-08
1956,1.744228228517386e-08,6.976913269340912e-09
1957,1.0602045463770082e-08,1.3252556385623393e-08
1958,9.926692356998501e-09,1.2408365002158916e-08
1959,1.9376869886400527e-08,6.200598257066758e-09
1960,1.038124963770315e-08,4.844583401109048e-09
1961,1.459113452284555e-08,4.16889545107324e-09
1962,8.8787386332001e-09,5.7077609305622445e-09
1963,1.5518526907953856e-08,5.1728425987107585e-09
1964,7.909158661334459e-09,1.2167936880302932e-08
1965,9.302473458205895e-09,3.2832261354087677e-09
1966,9.416426749453422e-09,6.6468897053084675e-09
1967,1.1339771788243524e-08,7.888536934785861e-09
1968,8.533690198930799e-09,3.1439910674890825e-09
1969,8.175163657142548e-09,8.629339909305145e-09
1970,1.103694025061941e-08,6.898087434592526e-09
1971,7.707596338946132e-09,8.221435976452085e-09
1972,9.234264020108185e-09,1.128632298730281e-08
1973,6.615844760915479e-09,7.1671650836435674e-09
1974,4.500457340128605e-09,4.500457340128605e-09
1975,9.138368284311582e-09,3.998036124386317e-09
1976,5.713526984862938e-09,6.8562320265641574e-09
1977,1.1753563455840776e-08,5.876781727920388e-09
1978,5.940591352171509e-10,1.0693064211864112e-08
1979,7.022368020415115e-09,5.851973128301324e-09
1980,6.253665585376211e-09,6.822181042309694e-09
1981,8.855769451088236e-09,1.0753434587229549e-08
1982,1.2415004135846175e-08,4.966001831974154e-09
1983,6.946847541655643e-09,1.136756910824488e-08
1984,2.3196033982486597e-09,1.4497521405587577e-08
1985,4.812446441349039e-09,6.617113967877231e-09
1986,5.395036861699509e-09,6.593933843390687e-09
1987,6.721898593298192e-09,7.944062296871834e-09
1988,8.994830658082265e-09,5.99655392008458e-09
1989,4.390497743145261e-09,8.780995486290522e-09
1990,9.80757164370516e-09,4.90378582185258e-09
1991,3.5168792322792797e-09,5.8614650910726596e-09
1992,6.060938417817852e-09,4.4079553340736766e-09
1993,2.7696036575264316e-09,3.877445031719162e-09
1994,4.2199412852994556e-09,3.6924485691258724e-09
1995,3.253470381991974e-09,3.795715741716776e-09
1996,4.270473752399084e-09,7.473328622609188e-09
1997,1.438468344439059e-09,4.794894259418925e-09
1998,2.3840645013706308e-09,2.3840645013706308e-09
1999,5.484241505371301e-09,5.941261704833778e-09
2000,3.5344251969604557e-09,7.068850393920911e-09
2001,3.066848330846028e-09,1.7524847129024579e-09
2002,3.504977197366088e-09,5.6955880012310445e-09
2003,4.166922806803086e-09,5.8336921959778465e-09
2004,5.726228824443069e-09,6.607186797680242e-09
2005,2.702249757291497e-09,6.305249655724765e-09
2006,5.7650457740976435e-09,5.353256948836815e-09
2007,5.592271090648637e-09,3.994479413904628e-09
2008,3.405951742863067e-09,6.811903485726134e-09
2009,3.337734755248789e-09,8.582746957586096e-09
2010,7.558068837454357e-09,4.723792912386671e-09
2011,4.206369030868018e-09,5.7359579308524644e-09
2012,3.4042526575461807e-09,9.531907707582832e-09
2013,5.857162754807632e-09,1.1156499724052082e-08
2014,3.4647122948427977e-09,8.87832563023494e-09
2015,7.979671146074452e-09,1.6402658786773827e-08
2016,5.3854840587064245e-09,1.6570719907349485e-08
2017,5.0312225496895735e-09,8.553078245654433e-09
2018,1.8070267504555204e-09,8.518839855753413e-09
2019,4.3366790158927415e-09,8.16316081397872e-09
