year,avait_VERB écrit_VERB,avait_VERB ecrit_VERB,avait_VERB décrit_VERB
1910,4.77553294331301e-06,4.809735720812114e-09,2.885841468014405e-07
1911,4.796317170985276e-06,5.852411444351446e-09,2.633585154399043e-07
1912,4.861431989411358e-06,4.167536982180309e-09,2.974579444980918e-07
1913,4.9004929678631015e-06,2.6514948014977335e-09,3.086340143454436e-07
1914,4.910052666673437e-06,4.018046340092951e-09,2.2568026736280444e-07
1915,3.939486759918509e-06,2.3561523843085297e-09,2.5328637320853886e-07
1916,4.2730239329102915e-06,3.2962386153911893e-09,2.1315676690392138e-07
1917,4.534616437013028e-06,1.0966424213165737e-08,2.478412000073149e-07
1918,4.462457127374364e-06,8.040463406189247e-09,1.9756566871365067e-07
1919,4.22271932620788e-06,2.762354567309444e-09,2.1730522803409258e-07
1920,4.510021426540334e-06,7.572231730534895e-10,2.4003975340747274e-07
1921,4.6201330405892804e-06,6.815472630705699e-09,3.119971836440527e-07
1922,4.437828010850353e-06,3.6889677978990676e-09,2.9364181841629033e-07
1923,4.958709268976236e-06,1.0615948120573648e-09,3.131704602310492e-07
1924,5.230132046563085e-06,5.156649773851996e-09,2.9135071599739604e-07
1925,4.695122242992511e-06,1.0998177923937646e-09,2.628564459428162e-07
1926,4.819590230908943e-06,1.1146138456652466e-09,3.655933369373088e-07
1927,5.469809821079252e-06,5.574612327308159e-09,2.943395429610973e-07
1928,4.8126485125976615e-06,1.0283437212876834e-08,3.3706822932799696e-07
1929,5.690519628842594e-06,1.0026365515614089e-08,3.475806806818582e-07
1930,5.241298367764102e-06,6.302162347537887e-09,3.6762611443919013e-07
1931,5.05257321492536e-06,3.4216069977333063e-09,3.22771597893734e-07
1932,4.8243878154607955e-06,2.1919073223131136e-09,3.3097799700954056e-07
1933,5.345328645489644e-06,4.588264879146209e-09,3.555905152552441e-07
1934,4.688392436946742e-06,1.1981580172459871e-09,3.390787242096849e-07
1935,4.831596470467048e-06,2.393656828303392e-09,3.8657557865917624e-07
1936,4.6668028517160565e-06,1.2124714565686645e-09,3.4555435490801756e-07
1937,4.5944989324198104e-06,1.1332006444320086e-08,2.958912830308691e-07
1938,4.5352321649261285e-06,1.0372171566075394e-08,3.396886256723519e-07
1939,4.30527506978251e-06,6.117620188206274e-09,3.3493969908704457e-07
1940,4.0344307308259886e-06,7.607348528892999e-09,4.1079684365286084e-07
1941,4.716501280199736e-06,1.4757512545315876e-08,2.7744124508899404e-07
1942,5.494957349583274e-06,9.102635090130207e-09,3.550027827259328e-07
1943,5.710663572244812e-06,2.9032352077962287e-09,2.932267477717687e-07
1944,4.360293587524211e-06,6.4263723231761105e-09,3.7594278978758666e-07
1945,5.2806935855187476e-06,4.357008087652048e-09,3.0716907417627226e-07
1946,4.797212568519171e-06,8.352662561605939e-09,2.812062973589491e-07
1947,5.373928615881596e-06,1.0728784083369192e-08,3.3616856853768695e-07
1948,5.074997261544922e-06,1.0871887834440486e-09,4.01172655983828e-07
1949,3.880663371091941e-06,9.817008317369869e-10,2.7487624265631894e-07
1950,4.1690618672873825e-06,8.508289184305795e-09,2.9779010901620495e-07
1951,4.533228093350772e-06,7.462981344019681e-09,2.8999014034525317e-07
1952,4.422490746947005e-06,8.435843135146115e-09,3.722315682352928e-07
1953,4.532549155555898e-06,5.386913581872932e-09,3.2429221619167947e-07
1954,4.696680662163999e-06,2.9317608341017376e-09,4.0556025737714663e-07
1955,4.6768482206971385e-06,3.754243138587299e-09,4.007654581528186e-07
1956,4.63964715891052e-06,6.104799332717903e-09,3.6279948290030006e-07
1957,4.5968699851073325e-06,5.301022731885041e-09,3.3573144264664734e-07
1958,4.148530024394859e-06,1.6544486891589827e-09,3.1020911706036713e-07
1959,5.187575425225077e-06,2.325224457422337e-09,2.9452840522026236e-07
1960,4.417568106873659e-06,2.7683333403416555e-09,2.9275125257299806e-07
1961,4.6747213673370425e-06,4.16889545107324e-09,3.6130427361058537e-07
1962,4.8211554712906945e-06,2.5367825617905737e-09,2.9109580168551474e-07
1963,4.522357812675182e-06,9.052474325699222e-09,3.562795427569654e-07
1964,4.477800757740624e-06,7.300761772910391e-09,3.2366710911446717e-07
1965,4.650689788832096e-06,7.660860390501512e-09,2.829046366059629e-07
1966,4.486096713662846e-06,3.8773522170743036e-09,2.863701524802309e-07
1967,4.386026375868823e-06,4.930335695263466e-09,3.219509210339311e-07
1968,4.774375156557653e-06,8.084548142051062e-09,2.8879804858661373e-07
1969,4.079860900674248e-06,4.541757636644661e-09,2.170960300418301e-07
1970,4.178861217951635e-06,1.8854771965948203e-08,2.2579739322736714e-07
1971,4.230442755215336e-06,4.624557625731995e-09,2.6976587719218514e-07
1972,4.317531420383602e-06,5.643161493651405e-09,2.677936663531e-07
1973,3.960134108638158e-06,4.9618833486420044e-09,2.46440208684362e-07
1974,3.594177769628004e-06,6.1881286761433785e-09,2.075835965342776e-07
1975,3.7495867672987515e-06,7.4249242310031605e-09,2.2731691728949954e-07
1976,3.8823413888167124e-06,5.142174241967723e-09,2.2682701228404767e-07
1977,3.4414433685014956e-06,1.23412418062685e-08,2.14502534845451e-07
1978,3.872671641147463e-06,2.1386128423728223e-08,2.5306920292678114e-07
1979,3.53049563273089e-06,1.1118749476679568e-08,2.3759011469337565e-07
1980,3.6231465401215246e-06,9.664756106531058e-09,2.6492801907807007e-07
1981,3.5492657843860798e-06,6.958104314946922e-09,2.751613976670342e-07
1982,3.378122755748336e-06,7.449002747961231e-09,2.439548438815109e-07
1983,3.451320253589074e-06,9.47297440490047e-09,2.361928181926487e-07
1984,3.1819158721191343e-06,1.1018116197192285e-08,2.6559459342934133e-07
1985,3.7248335047479486e-06,5.414002135495366e-09,2.8573902000061935e-07
1986,3.6752189771505073e-06,1.2588419195935785e-08,2.76345787142418e-07
1987,3.730653588718269e-06,6.110816741511371e-09,2.7376458433536754e-07
1988,3.5043860862060683e-06,7.195864348830128e-09,2.980287376885826e-07
1989,3.7494851312658284e-06,6.036934507847036e-09,2.381844979026937e-07
1990,3.290440417913487e-06,3.814055737905164e-09,3.0784877935730037e-07
1991,3.642900537670357e-06,4.68917216167597e-09,2.467676836204191e-07
1992,3.3759426969481865e-06,5.509944056569793e-09,2.9753698527201777e-07
1993,3.858057880279375e-06,8.308811416668505e-09,2.908084013597545e-07
1994,3.2999939776345855e-06,7.912389854425328e-09,2.695487637538463e-07
1995,3.7089564557390986e-06,1.138714633697191e-08,2.5105947543124785e-07
1996,3.354990894877119e-06,4.804283193493575e-09,2.9626411901517713e-07
1997,3.20155095323571e-06,1.054876808126437e-08,2.7139103053741565e-07
1998,3.2537714105274063e-06,9.536258005482523e-09,2.846573181614076e-07
1999,3.3444732707721414e-06,3.656160929565999e-09,2.6187251478404505e-07
2000,3.0541850719600916e-06,1.7672125984802278e-09,2.6198927116638515e-07
2001,3.4370607409073273e-06,5.695575122643959e-09,2.567390140484349e-07
2002,3.145278924421291e-06,3.504977197366088e-09,2.8390314810167183e-07
2003,3.4597960620885715e-06,5.416999737661854e-09,3.225198383915995e-07
2004,3.3621772672631778e-06,3.9643119897903034e-09,3.2507358582734014e-07
2005,3.336828058309038e-06,3.1526248278623825e-09,2.8688884867733577e-07
2006,3.5916236811317503e-06,4.117890028965121e-09,3.1501858188676124e-07
2007,3.4480347039789194e-06,1.1983438685803094e-09,3.423268992719386e-07
2008,3.5106847917631967e-06,3.8316958494988285e-09,3.8529827861566446e-07
2009,3.3987676033575553e-06,2.384096253749135e-09,4.0624999542160367e-07
2010,3.543317234289134e-06,1.4171379625338432e-09,5.030839815844956e-07
2011,3.4541938020993257e-06,3.823971805871906e-09,4.92527590267855e-07
2012,3.980252131441375e-06,0.0,5.729357326345053e-07
2013,4.2400279198773205e-06,2.789125042035323e-10,5.968727805338858e-07
2014,5.27134307048982e-06,0.0,6.621931447625684e-07
2015,4.438249106897274e-06,4.433150790905671e-10,5.450559115161013e-07
2016,4.461459411686519e-06,6.214020409345267e-10,5.567762286773359e-07
2017,3.949006440961966e-06,1.2578056374223934e-09,5.984639415146376e-07
2018,4.193334461888298e-06,2.0651733656507076e-09,5.996747063363728e-07
2019,4.65886887468514e-06,5.1019755087367e-10,5.431052727544738e-07
