year,ont_VERB eu_VERB,ont_VERB dû_VERB
1800,2.362210761930328e-05,8.907418305170722e-06
1801,2.500003574823495e-05,7.936481779324822e-06
1802,2.6243151296512224e-05,8.857371540216263e-06
1803,2.211489663750399e-05,7.850115252949763e-06
1804,2.432795736240223e-05,8.668781447340734e-06
1805,2.517652501410339e-05,7.510882824135479e-06
1806,2.4070583094726317e-05,8.03697548690252e-06
1807,2.3202685042633675e-05,8.589263416070025e-06
1808,2.398865944996942e-05,8.86714769876562e-06
1809,2.3173135559773073e-05,9.072266948351171e-06
1810,2.3927796064526774e-05,8.574224011681508e-06
1811,2.2247799279284663e-05,7.430975529132411e-06
1812,2.2961996364756487e-05,7.87893350207014e-06
1813,2.6123236239072867e-05,8.966562745627016e-06
1814,2.9440310754580423e-05,9.081310054170899e-06
1815,2.6891319066635333e-05,9.718096407596022e-06
1816,2.431166467431467e-05,8.155648174579255e-06
1817,2.4855484298313968e-05,8.19849537947448e-06
1818,2.360750841035042e-05,7.622400971740717e-06
1819,2.4495759134879336e-05,7.688759978918824e-06
1820,2.6039806471089832e-05,8.351629730896093e-06
1821,2.464583121764008e-05,7.744226422801148e-06
1822,2.455774665577337e-05,7.85005704528885e-06
1823,2.2165879272506572e-05,6.8319013735163026e-06
1824,2.2020367396180518e-05,7.3996316132252105e-06
1825,2.2145688490127213e-05,7.835963515390176e-06
1826,2.1635052689816803e-05,8.104226253635716e-06
1827,2.305147791048512e-05,8.0568179328111e-06
1828,2.3053662516758777e-05,8.715520380064845e-06
1829,2.5049963369383477e-05,9.348191269964445e-06
1830,2.4454549929942004e-05,9.164585208054632e-06
1831,2.6826228349818848e-05,9.529345334158279e-06
1832,2.500744267308619e-05,9.763225534697995e-06
1833,2.2680744223180227e-05,9.63989532465348e-06
1834,2.353701893298421e-05,9.077831236936618e-06
1835,2.190799750678707e-05,8.844274816510733e-06
1836,2.2298105250229128e-05,7.584366358059924e-06
1837,2.35128009080654e-05,8.563772098568734e-06
1838,2.2556510884896852e-05,8.720882760826498e-06
1839,2.3313772544497624e-05,9.132264494837727e-06
1840,2.3734097339911386e-05,8.685070497449487e-06
1841,2.4334520276170224e-05,1.0387805559730623e-05
1842,2.3593638616148382e-05,9.348637831863016e-06
1843,2.5166984414681792e-05,9.59636781772133e-06
1844,2.2509688278660178e-05,8.798163435130846e-06
1845,2.272268829983659e-05,9.012068403535523e-06
1846,2.4550265152356587e-05,9.159953151538502e-06
1847,2.4737099010962993e-05,1.0284337804478128e-05
1848,2.691046211111825e-05,9.863441846391652e-06
1849,2.5341863874928094e-05,1.0309194294677582e-05
1850,2.4255725293187425e-05,9.014428542286623e-06
1851,2.3928063455969095e-05,9.36522974370746e-06
1852,2.4230948838521726e-05,9.754098755365703e-06
1853,2.3973125280463137e-05,9.063601282832678e-06
1854,2.37540589296259e-05,8.765086022322066e-06
1855,2.324916022189427e-05,8.819068170851097e-06
1856,2.3106831577024423e-05,8.551681276003364e-06
1857,2.378808130742982e-05,9.000526006275322e-06
1858,2.3395687094307505e-05,8.650061317894142e-06
1859,2.339140701224096e-05,9.342101293441374e-06
1860,2.387092899880372e-05,9.395585038873833e-06
1861,2.4751263481448404e-05,8.779709787631873e-06
1862,2.408448199275881e-05,9.510361451248173e-06
1863,2.392023816355504e-05,9.151644007943105e-06
1864,2.405275336059276e-05,1.0155234122066759e-05
1865,2.3730968678137287e-05,9.11103870748775e-06
1866,2.38439351960551e-05,9.327380212198477e-06
1867,2.3942800908116624e-05,9.367867278342601e-06
1868,2.420735836494714e-05,9.643128578318283e-06
1869,2.36699288507225e-05,9.690366823633667e-06
1870,2.2608781364397146e-05,9.379757102578878e-06
1871,2.624705302878283e-05,1.0900514098466374e-05
1872,2.4807999579934403e-05,1.0775754162750673e-05
1873,2.361658334848471e-05,1.0710159585869405e-05
1874,2.3846458134357817e-05,1.0169979759666603e-05
1875,2.4467539333272725e-05,1.0106505214935169e-05
1876,2.4525053959223442e-05,1.0370728887210134e-05
1877,2.3651355149922892e-05,1.0619329259498045e-05
1878,2.4172055418603122e-05,1.03183865576284e-05
1879,2.42271398747107e-05,9.985692486225162e-06
1880,2.3671584131079726e-05,9.758335181686562e-06
1881,2.3812508516130038e-05,1.0466431376698893e-05
1882,2.345158100069966e-05,9.579761353961658e-06
1883,2.35768220591126e-05,9.260991646442562e-06
1884,2.3578621039632708e-05,9.605469131201971e-06
1885,2.3991944544832222e-05,9.788342140382156e-06
1886,2.3326045266003348e-05,8.705722393642645e-06
1887,2.3665392291150056e-05,9.22667641134467e-06
1888,2.3699316443526186e-05,8.89968669071095e-06
1889,2.449668500048574e-05,9.348837011202704e-06
1890,2.515114647394512e-05,9.437005246581975e-06
1891,2.484415927028749e-05,9.391138519276865e-06
1892,2.444594429107383e-05,9.034806680574547e-06
1893,2.4098499125102535e-05,8.946947673393879e-06
1894,2.4139306333381683e-05,9.344552381662652e-06
1895,2.4207469323300757e-05,8.974958291219082e-06
1896,2.4017419491428882e-05,9.36743072088575e-06
1897,2.463767486915458e-05,8.808242455415893e-06
1898,2.407403735560365e-05,9.048275387613103e-06
1899,2.37591902987333e-05,8.778900337347295e-06
1900,2.379007673880551e-05,9.147154742095154e-06
1901,2.400083940301556e-05,9.31419253902277e-06
1902,2.0876563212368637e-05,7.85792690294329e-06
1903,2.2968757548369467e-05,8.969225746113807e-06
1904,2.2548165361513384e-05,8.891779543773737e-06
1905,2.2629412342212163e-05,8.833155334286857e-06
1906,2.2709516997565515e-05,8.9791737991618e-06
1907,2.2287540559773333e-05,9.047804269357584e-06
1908,2.3174879970611073e-05,8.895998689695261e-06
1909,2.1558355001616292e-05,8.786170837993268e-06
1910,2.2308087864075787e-05,8.734479706618004e-06
1911,2.2075297238188796e-05,8.589743629272562e-06
1912,2.2017098672222346e-05,8.592940503149293e-06
1913,2.1911422663833946e-05,8.901068213162944e-06
1914,2.2950411221245304e-05,9.570316251483746e-06
1915,2.8244376153452322e-05,1.4109818948782049e-05
1916,2.6834679374587722e-05,1.3005858818360139e-05
1917,2.660564314282965e-05,1.183606218546629e-05
1918,2.4569359084125608e-05,1.1422052921261638e-05
1919,2.4243343432317488e-05,9.920536285790149e-06
1920,2.168005630664993e-05,9.07001958694309e-06
1921,2.1654272131854668e-05,8.859356967150234e-06
1922,2.186967685702257e-05,8.748018444748595e-06
1923,2.154188223357778e-05,8.826099474390503e-06
1924,2.121832403645385e-05,8.804979188425932e-06
1925,2.0924033378832974e-05,8.430103662249167e-06
1926,2.030380528594833e-05,8.407531822740566e-06
1927,2.0881383534288034e-05,8.407630048168357e-06
1928,2.1355270291678607e-05,8.209610314224847e-06
1929,2.0764602595590986e-05,8.277322194771841e-06
1930,2.117211442964617e-05,8.483760211674962e-06
1931,2.0488581867539324e-05,8.686319233675022e-06
1932,2.1025871319579892e-05,8.919966603571083e-06
1933,2.1306754206307232e-05,8.250847713497933e-06
1934,2.0319561372161843e-05,8.885539500624873e-06
1935,1.9402981706662104e-05,8.408916073676664e-06
1936,2.0130662960582413e-05,8.454563612758648e-06
1937,2.0308214516262524e-05,8.354207238880917e-06
1938,2.0168687115074135e-05,8.061770131462254e-06
1939,1.8874387023970485e-05,8.639609404781368e-06
1940,1.8125776477972977e-05,9.116139153775293e-06
1941,1.672026155574713e-05,8.851556231093127e-06
1942,1.826898915169295e-05,8.923616405809298e-06
1943,1.6876505469554104e-05,8.930351214075927e-06
1944,1.8006694517680444e-05,9.366437552671414e-06
1945,1.9175193301634863e-05,9.138824680121616e-06
1946,1.8989778254763223e-05,8.764727681409568e-06
1947,1.932849954755511e-05,8.252818588516675e-06
1948,1.8733349861577153e-05,8.052807061176281e-06
1949,2.0062037947354838e-05,9.077787581190933e-06
1950,1.837684067140799e-05,8.273247658507898e-06
1951,1.857216193457134e-05,8.368134331249166e-06
1952,1.8089611330651678e-05,8.403154424740933e-06
1953,1.9096609321422875e-05,8.583508133597206e-06
1954,1.8583454220788553e-05,7.717371772741899e-06
1955,1.8403299691271968e-05,8.18612716102507e-06
1956,1.8761791579890996e-05,8.219675692089368e-06
1957,1.851293745858129e-05,7.911776265245862e-06
1958,1.8106286006513983e-05,7.761846063658595e-06
1959,1.83382690011058e-05,7.651537998754065e-06
1960,1.7967175153899007e-05,7.83092309575295e-06
1961,1.8235443349112757e-05,7.629078936588485e-06
1962,1.8676428226171993e-05,7.687719516979996e-06
1963,1.839139440562576e-05,7.92479477240704e-06
1964,1.9354320102138445e-05,7.620778887940105e-06
1965,1.88801914191572e-05,7.81954986450728e-06
1966,1.89813017641427e-05,7.845545042073354e-06
1967,1.9192317267879844e-05,7.819512575224508e-06
1968,1.9295572201372124e-05,7.857732271077111e-06
1969,2.1069214199087583e-05,8.549858648621012e-06
1970,1.9534923922037706e-05,7.555245247203857e-06
1971,1.883787990664132e-05,7.44605176805635e-06
1972,1.9369383153389208e-05,7.604416623507859e-06
1973,1.7812610167311504e-05,7.598297543154331e-06
1974,1.8527820429881103e-05,7.69972029956989e-06
1975,1.767132016539108e-05,7.24958181308466e-06
1976,1.7786780517781153e-05,7.360165454883827e-06
1977,1.837258241721429e-05,7.44059343560366e-06
1978,1.7935239156940952e-05,7.2231650847243145e-06
1979,1.8735678168013692e-05,7.02997567714192e-06
1980,1.8329494196223095e-05,7.366249519691337e-06
1981,1.8665432435227558e-05,7.2667912718316074e-06
1982,1.8858392650145106e-05,7.446519703080412e-06
1983,1.851713750511408e-05,7.625112630194053e-06
1984,1.826803600124549e-05,7.4238905654056e-06
1985,1.828308631957043e-05,7.258973710122518e-06
1986,1.8569116946309805e-05,7.22515324014239e-06
1987,1.865510239440482e-05,7.516304776800098e-06
1988,1.8894541426561773e-05,7.552659553766716e-06
1989,1.936813168867957e-05,7.700384230702184e-06
1990,1.8784223357215524e-05,7.19221907274914e-06
1991,1.8650009224074893e-05,7.2887319220171776e-06
1992,1.831285044318065e-05,7.09956293576397e-06
1993,1.8697041014092974e-05,7.287381322385045e-06
1994,1.909365164465271e-05,7.259881385834888e-06
1995,1.876655915111769e-05,7.274759809661191e-06
1996,1.849649015639443e-05,7.185072263382608e-06
1997,1.8633440049597993e-05,7.15062606104766e-06
1998,1.861429882410448e-05,6.9643297138100024e-06
1999,1.8889555576606654e-05,7.10666290615336e-06
2000,1.883362710941583e-05,7.079895567585481e-06
2001,1.8459797502146102e-05,6.913990091561573e-06
2002,1.8281960365129635e-05,6.758034032827709e-06
2003,1.8812406779034063e-05,6.992513135628542e-06
2004,1.8518183424021117e-05,7.00317741575418e-06
2005,1.8504555555409752e-05,6.754723472113255e-06
2006,1.824801802285947e-05,6.7891651269746944e-06
2007,1.798634184524417e-05,6.334046247502556e-06
2008,1.7147689504781738e-05,6.46151602268219e-06
2009,1.6799296645331196e-05,6.308795491349883e-06
2010,1.5791640180395916e-05,6.482933713414241e-06
2011,1.4032447325007524e-05,6.057171503925929e-06
2012,1.3918287550040986e-05,6.299910182860913e-06
2013,1.3548175047617406e-05,6.430606845242437e-06
2014,1.3089683307043742e-05,6.5877175075002015e-06
2015,1.2605442861968186e-05,6.1654045566683635e-06
2016,1.3088591003906913e-05,6.366678007907467e-06
2017,1.2418567166605499e-05,6.070924882806139e-06
2018,1.2345864888629876e-05,6.469930212915642e-06
2019,1.2372545825201087e-05,6.4011937865871005e-06
