year,entraînant_VERB en_ADP,entraînant_VERB dans_ADP
1878,1.5701630218245555e-08,2.1982282744081871e-07
1879,2.871382953628654e-08,2.3643088309377447e-07
1880,1.8611753915820373e-08,1.8483397612456542e-07
1881,3.346803723047742e-08,1.7222093573465713e-07
1882,2.861815673327328e-08,1.9367170178696824e-07
1883,1.0742875922176154e-08,2.0727431709888222e-07
1884,1.7824582698722224e-08,2.4624329242328713e-07
1885,1.8692343672910283e-08,2.3075376298642425e-07
1886,2.452316216761119e-08,2.2974331614911137e-07
1887,1.9586773092328258e-08,2.0957848001490476e-07
1888,3.360525724360741e-08,2.2953024836347424e-07
1889,3.069916942877171e-08,2.3870171589335243e-07
1890,3.1461055982617836e-08,2.3399159942982806e-07
1891,2.1672347472190268e-08,2.2054801718240924e-07
1892,2.1312942521944933e-08,2.093683093562504e-07
1893,1.9091091374434654e-08,2.2601388144360968e-07
1894,1.071261657159539e-08,2.186634162626433e-07
1895,2.046328972937772e-08,2.2268872945652163e-07
1896,2.358811634906033e-08,2.1111363401882244e-07
1897,3.3212266714599536e-08,1.794627835227658e-07
1898,3.7910979244770715e-08,2.1162247965111902e-07
1899,3.537650172802387e-08,1.790935435508345e-07
1900,2.7512582434496835e-08,2.149096017811658e-07
1901,1.7325090695408107e-08,1.9784136290335042e-07
1902,7.021706238674597e-08,3.0836581360604853e-07
1903,2.3220946943069976e-08,1.8522755840244542e-07
1904,3.654745128756076e-08,1.972487373436138e-07
1905,2.0126959654476195e-08,1.764979551399648e-07
1906,2.82930141537463e-08,2.0731063415935225e-07
1907,2.7257069490360664e-08,1.9697089531645062e-07
1908,1.4734167663732478e-08,1.9498214953728166e-07
1909,2.1453836041018803e-08,1.8923383038327302e-07
1910,2.7255168788542505e-08,2.1216277779068093e-07
1911,1.8621308939259507e-08,1.9206551093997604e-07
1912,1.7712032729377825e-08,2.073349660847157e-07
1913,2.5454351515463713e-08,1.9090763259121957e-07
1914,3.281404303834279e-08,1.9688425823005673e-07
1915,2.8273827723523937e-08,1.555060504809802e-07
1916,3.29623865980011e-08,2.439216473248962e-07
1917,5.04455535121906e-08,2.566143187943126e-07
1918,2.6418664589300533e-08,2.7797031787457627e-07
1919,3.4069039145379065e-08,2.1638443492566495e-07
1920,3.104614876292544e-08,2.1277971562483344e-07
1921,3.1048266180278006e-08,2.642888918824582e-07
1922,3.172512208493572e-08,2.648678959493722e-07
1923,2.7601466001669905e-08,1.9745662882542092e-07
1924,3.609654797287476e-08,1.843502275278297e-07
1925,3.079489729884699e-08,1.803701137337299e-07
1926,4.458455293843144e-08,2.0063049399610122e-07
1927,1.5608915049369898e-08,1.5943390963002457e-07
1928,2.742249805010033e-08,2.0909655296108554e-07
1929,2.785101571589621e-08,1.9384307337055873e-07
1930,1.995684684175103e-08,1.848634241241598e-07
1931,2.167017854048936e-08,2.5662052394181956e-07
1932,1.9727165678773417e-08,2.191907384485603e-07
1933,3.326492148403304e-08,1.9041299026412162e-07
1934,2.7557634396657704e-08,2.3124449732847552e-07
1935,3.590485420090772e-08,2.2380690722911822e-07
1936,2.5461901032031165e-08,2.085450954147916e-07
1937,4.658713592675667e-08,2.0397611588673925e-07
1938,3.8895642262559704e-08,2.5282168658602444e-07
1939,2.7529290846928234e-08,1.8658742284571872e-07
1940,3.0429394115571995e-08,1.6482588960364808e-07
1941,3.246652724442356e-08,2.0955668933453353e-07
1942,2.1239483061208375e-08,2.032921884165262e-07
1943,3.193558839598154e-08,2.4677498888792115e-07
1944,2.2492303131116387e-08,2.69907644678824e-07
1945,3.703456741277478e-08,2.5488498067716137e-07
1946,4.1763314584386535e-08,2.784220782814373e-07
1947,2.622591566137089e-08,2.706037776079029e-07
1948,3.044128504825494e-08,2.804947136780811e-07
1949,4.22131343214005e-08,2.3168140161899942e-07
1950,2.6588404367089424e-08,1.9888126434608466e-07
1951,3.944718685033877e-08,2.2495558327229048e-07
1952,2.9525450528922192e-08,2.5412977211480836e-07
1953,6.356557946674002e-08,2.4241112184242297e-07
1954,3.9090146231046674e-08,2.531086853441167e-07
1955,2.7218263198847126e-08,2.346402023789551e-07
1956,3.750090726839517e-08,2.1105162173462588e-07
1957,3.6223653410161205e-08,2.0497287922527363e-07
1958,4.549733745307094e-08,2.688478979440134e-07
1959,3.022791617013354e-08,2.2322153481191265e-07
1960,4.221708493901133e-08,2.270033273576999e-07
1961,5.766972321907815e-08,2.536078035353384e-07
1962,3.55149545328004e-08,2.6319119950102277e-07
1963,4.4615767080813384e-08,2.5088285182661707e-07
1964,5.1713730186975226e-08,2.433587318328989e-07
1965,4.2134733035936733e-08,2.6594131563584256e-07
1966,2.9357096309468034e-08,2.3374896152006386e-07
1967,3.9442685562107727e-08,2.312327334053066e-07
1968,3.772789369804741e-08,2.528667015777586e-07
1969,4.405504938631566e-08,2.189127252250067e-07
1970,4.7826741678136386e-08,2.2119867892911316e-07
1971,5.5494691508783944e-08,2.4767076700626944e-07
1972,4.104117579117883e-08,2.4419499577987835e-07
1973,3.528450420731133e-08,2.2659266973867886e-07
1974,5.2880373857533414e-08,2.098338252043419e-07
1975,3.655347313724633e-08,2.3531297932422035e-07
1976,4.513686135965145e-08,2.2796972087846257e-07
1977,4.9364967225074e-08,2.6386750384688185e-07
1978,3.445542873237173e-08,2.2158405865724262e-07
1979,4.388979846225993e-08,2.5222004185199154e-07
1980,4.3207144528878416e-08,2.1717275006105652e-07
1981,3.858585273519566e-08,2.492266502063245e-07
1982,3.972801465579323e-08,2.681641065871432e-07
1983,5.5574780333245144e-08,2.7092705323639166e-07
1984,4.755186822080759e-08,2.696538836666207e-07
1985,3.7296459254321235e-08,3.1882457429688316e-07
1986,4.435919365164409e-08,2.7454742523858044e-07
1987,3.238733015109574e-08,2.670427003970133e-07
1988,3.897759981441595e-08,2.926318241058823e-07
1989,2.9635859988275115e-08,2.892240416052516e-07
1990,4.90378582185258e-08,3.356368880602645e-07
1991,3.51687923227928e-08,2.995208765455004e-07
1992,3.636563050690711e-08,3.2178074693689496e-07
1993,3.43430848204207e-08,2.974554416113051e-07
1994,4.008944287647864e-08,3.0752822466340035e-07
1995,3.524592884218691e-08,3.0799521399949015e-07
1996,4.056949975961288e-08,3.469759795038385e-07
1997,3.308477047880842e-08,3.3947853106397474e-07
1998,2.5747898035888284e-08,3.552256295780154e-07
1999,3.97607493596297e-08,2.851805520620587e-07
2000,3.887867805474343e-08,3.322359816149145e-07
2001,3.242096724420662e-08,3.3560081957872967e-07
2002,3.8992872930521116e-08,3.1281920964687515e-07
2003,4.8752998083045895e-08,3.3627069095931716e-07
2004,3.655976854588516e-08,3.2903789781713044e-07
2005,5.044199724579812e-08,3.0445346865803913e-07
2006,4.4473210891737835e-08,3.211954104909154e-07
2007,3.435252438066527e-08,3.615003814072537e-07
2008,4.4277371102907637e-08,3.942389168454241e-07
2009,3.290052674742583e-08,4.372432540478144e-07
2010,4.818268806161541e-08,4.59625054904933e-07
2011,3.518054114692859e-08,4.6117103358334077e-07
2012,3.676592896795228e-08,4.626379390693103e-07
2013,3.7374274342028e-08,4.872601704342117e-07
2014,4.309235990263005e-08,5.158090523593728e-07
2015,3.7238468308942174e-08,4.88754852145945e-07
2016,3.604131748602413e-08,4.832436479862423e-07
2017,3.370919188228072e-08,4.6463342329161605e-07
2018,3.149389371515099e-08,4.811853830943846e-07
2019,3.188734609693711e-08,4.510146258684955e-07
