year,ont_VERB écrit_VERB,ont_VERB ecrit_VERB,ont_VERB décrit_VERB
1841,6.141254743852187e-06,2.0545754875200828e-08,8.30176929866866e-07
1842,5.152618541615084e-06,1.0062397581833693e-08,6.721681415911007e-07
1843,5.9051390053355135e-06,1.1813821920725331e-08,7.495870022466988e-07
1844,4.932569936499931e-06,1.3721403568922597e-08,6.026440360074048e-07
1845,4.272780643077567e-06,1.674068350610014e-08,6.807878207837348e-07
1846,5.47395893590874e-06,1.7563504428608212e-08,7.745505286038679e-07
1847,4.545948286249768e-06,7.011190739092399e-09,6.54198004212958e-07
1848,4.445789727469673e-06,7.240699539945439e-09,6.774076837245957e-07
1849,4.033012373838574e-06,8.379414939696517e-10,6.837602768428042e-07
1850,4.32594833910116e-06,9.504594444820214e-09,6.510647381219314e-07
1851,4.669393547374057e-06,7.094382858952031e-09,5.288540023684618e-07
1852,4.936946425004862e-06,5.208436348880241e-09,7.304831797227962e-07
1853,4.5870406211179215e-06,1.0749477752369785e-08,7.297700790331874e-07
1854,4.134709797654068e-06,1.506742641765868e-08,5.990601152916497e-07
1855,4.390959929878591e-06,1.0083180512765466e-08,6.30464114692586e-07
1856,4.381455255497713e-06,7.248064815001953e-09,5.109885705678607e-07
1857,3.964761617680779e-06,6.345961978126979e-09,6.023782361808117e-07
1858,3.92472838939284e-06,1.1255455234504552e-08,6.263905447667639e-07
1859,4.129243279749062e-06,7.1290429115578036e-09,4.91903961119533e-07
1860,3.8402572499762755e-06,3.661747072225552e-09,6.485869334937888e-07
1861,3.8043679069232894e-06,5.187559992680946e-09,6.173196425152128e-07
1862,3.7729703308286844e-06,3.162590411776023e-09,5.249900141279795e-07
1863,4.039649411424762e-06,2.597202808374277e-08,4.3353307432880683e-07
1864,3.74660044144548e-06,4.315255264231155e-09,5.45640034488315e-07
1865,3.84360919269966e-06,5.6482134525026595e-09,6.504859015876718e-07
1866,3.515891876304522e-06,5.838735717134114e-09,6.300968493633263e-07
1867,3.2606039894744754e-06,3.396968040192405e-09,6.449386660278833e-07
1868,3.3230533063033363e-06,8.397785578040384e-09,6.471234996752173e-07
1869,3.4541130844445433e-06,1.660396486968807e-08,6.822276077400602e-07
1870,3.6227720556780696e-06,1.4335121534259088e-08,5.963410671938618e-07
1871,2.8963950171601027e-06,3.18635318130589e-09,6.181525122883613e-07
1872,3.1149845653999364e-06,3.628403577593531e-09,6.277138027144247e-07
1873,2.8882470815005945e-06,1.3169209889252187e-08,7.901525691522693e-07
1874,2.7459302600618685e-06,1.7923826867161097e-09,7.844661809031095e-07
1875,3.3007490856107324e-06,8.58229043387837e-09,6.974541406634671e-07
1876,3.4698080071393633e-06,6.04601479992084e-09,7.424505952258187e-07
1877,3.315061348985182e-06,6.184816214727107e-09,7.774313530717336e-07
1878,3.3806818464654498e-06,4.22736201599605e-09,7.488470146199688e-07
1879,3.1267527447198518e-06,1.2829582729523281e-08,8.198714454010769e-07
1880,3.2718180591473356e-06,4.492492600149944e-09,7.746340315861744e-07
1881,2.6955715384247014e-06,4.8807553554297556e-09,7.146820166781254e-07
1882,2.9709640330111142e-06,5.324308105514319e-09,8.09960397418763e-07
1883,2.8576050681294873e-06,3.159669414998234e-09,8.891310017133947e-07
1884,2.7951584797847318e-06,1.1883054540362536e-08,8.179502515304193e-07
1885,2.8206102342664963e-06,1.2891271383708158e-09,8.269750537692744e-07
1886,2.5265310341637814e-06,3.872078213618124e-09,8.376596269954462e-07
1887,2.5769666081032483e-06,1.9586774424595887e-09,9.049089726431703e-07
1888,2.6142354272451485e-06,4.4384300679212174e-09,8.065262022682873e-07
1889,2.582489287306089e-06,6.265136853755848e-09,7.204907319646736e-07
1890,2.5876718154904665e-06,6.554386366985909e-09,8.055341140789096e-07
1891,2.3310522010433488e-06,4.461953917456185e-09,8.082511158136185e-07
1892,2.3983327537280275e-06,4.387958441043338e-09,8.763380492382566e-07
1893,2.299552761542145e-06,4.310891643655168e-09,9.539387519907905e-07
1894,2.3731597593723563e-06,9.452308713520097e-09,7.965145414345898e-07
1895,2.3496670564782107e-06,1.8055843487019274e-09,8.137166673805041e-07
1896,2.181310946980375e-06,1.7691086373616827e-09,8.267634825642745e-07
1897,2.2362926301866537e-06,2.330685422435863e-09,9.614077498554252e-07
1898,2.283146159243188e-06,2.26334195829736e-09,7.350203077294282e-07
1899,2.2884173631609883e-06,4.9748205555033564e-09,8.175288712664042e-07
1900,2.139232947229175e-06,3.6337372000261325e-09,8.378359552807524e-07
1901,1.9929443624278065e-06,5.58873880507349e-09,1.0858919949896517e-06
1902,1.8064934010908473e-06,9.820567692386817e-10,7.664953045605216e-07
1903,1.9230185444030212e-06,4.320176216765503e-09,9.245177352568135e-07
1904,2.027845994234667e-06,5.912087708281888e-09,9.389470392306976e-07
1905,2.007535158554674e-06,1.0321518084666081e-09,8.89714840468514e-07
1906,2.067962213914143e-06,6.173021205313489e-09,9.12063910618599e-07
1907,2.0591944576153765e-06,1.0285686968813934e-08,9.761116643858259e-07
1908,1.910530272652977e-06,2.4556945366072114e-09,9.930828355209087e-07
1909,2.0271124867576873e-06,1.870334465081669e-08,9.64322453000932e-07
1910,2.0644454252760625e-06,9.085056262847502e-09,8.823192843010474e-07
1911,1.8498940335121006e-06,2.128149656499545e-09,9.895895800582366e-07
1912,1.9712449557118816e-06,6.772247651554153e-09,9.97083247966657e-07
1913,2.046423787760432e-06,5.30298971401777e-10,9.837045809035772e-07
1914,1.9393769434827846e-06,1.1384464038144415e-08,9.388834882884112e-07
1915,2.031003305091872e-06,0.0,9.23611708003591e-07
1916,1.8283136569152703e-06,3.2962386153911893e-09,7.108887984941248e-07
1917,1.8083634358845302e-06,0.0,8.531878279427474e-07
1918,1.9147789771523094e-06,4.594550517822427e-09,7.489117592740513e-07
1919,1.8093421658704756e-06,5.524709134618888e-09,7.660929668418248e-07
1920,1.943791858138866e-06,3.028892692213958e-09,7.700959940848406e-07
1921,1.924235220940318e-06,2.2718242842501013e-09,1.0594274044706253e-06
1922,1.7456195564591326e-06,4.426761179843197e-09,1.0255330380459782e-06
1923,1.8790227613862953e-06,3.1847844361720945e-09,8.25920778879663e-07
1924,1.9917558802262647e-06,3.867487219366694e-09,8.998354132927489e-07
1925,1.9103836166323163e-06,1.0998178368026856e-08,9.72238922258839e-07
1926,1.7309953364019748e-06,1.1146138456652466e-09,1.0365909020038089e-06
1927,1.942195012816228e-06,1.2264147031260109e-08,1.0190391321884817e-06
1928,1.8293092125531984e-06,5.713020723163709e-09,1.022630726765783e-06
1929,1.8392811398371123e-06,5.570202965543558e-09,8.511270266353677e-07
1930,1.8570370912129874e-06,7.352522590764465e-09,9.558278861732106e-07
1931,1.8020463130596909e-06,5.7026783295555106e-09,1.0949142961180769e-06
1932,1.5606379974997253e-06,4.383814644626227e-09,9.929340194503311e-07
1933,1.6345693438779563e-06,4.588264879146209e-09,1.129860265791649e-06
1934,1.5743796666356502e-06,5.990790086229936e-09,1.0639643051035819e-06
1935,1.600159635017917e-06,0.0,1.2219618383824127e-06
1936,1.4755777328900876e-06,4.849885826274658e-09,1.2076216080458835e-06
1937,1.4857519090583082e-06,7.554670666820584e-09,1.0324716868126416e-06
1938,1.6219482859014533e-06,9.075650453382877e-09,1.0424032552691642e-06
1939,1.6257575907729915e-06,1.2235240376412548e-08,1.0981128752973746e-06
1940,1.4200384157447843e-06,2.5357829169792012e-09,1.1157444532727823e-06
1941,1.7620470771362307e-06,1.7709016475464523e-08,1.0064624120786902e-06
1942,1.8296296957487357e-06,1.2136847082899749e-08,1.1712057812474086e-06
1943,1.6635538031550823e-06,0.0,1.2716170658677584e-06
1944,1.937551360242651e-06,9.639558484764166e-09,9.671690577306435e-07
1945,1.435634203517111e-06,4.357008087652048e-09,8.517951073372387e-07
1946,1.5424583352796617e-06,6.960552134671616e-09,9.75869397734641e-07
1947,1.5818995962035842e-06,3.5762612871081956e-09,9.500934083916945e-07
1948,1.4524841844831826e-06,4.348755133776194e-09,1.4731408555235248e-06
1949,1.451935531804338e-06,9.817008317369869e-10,1.1034317140001804e-06
1950,1.5197931588772917e-06,7.444753258312176e-09,1.0124864502358832e-06
1951,1.5053899460326647e-06,4.264560704569931e-09,1.0096347295984742e-06
1952,1.2432324183464516e-06,3.1634410646574906e-09,1.260104113498528e-06
1953,1.4307643141364679e-06,0.0,1.061221951204061e-06
1954,1.5186520840870799e-06,1.9545072227344917e-09,1.0652064474925282e-06
1955,1.3674830370291602e-06,4.6928039232341234e-09,1.0877919294216554e-06
1956,1.3482884924087557e-06,4.360570571293465e-09,1.1337483556417283e-06
1957,1.3729649026572588e-06,3.534015080575159e-09,1.2015651691399398e-06
1958,1.2367004273983184e-06,1.6544486891589827e-09,1.1184073400727357e-06
1959,1.35793106892379e-06,6.200598479111363e-09,1.0122477078766678e-06
1960,1.4762136970603024e-06,8.305000243069571e-09,1.023591266857693e-06
1961,1.5091402474354254e-06,2.779263708063695e-09,1.2200968058095896e-06
1962,1.4865545381326228e-06,5.7077609305622445e-09,9.208520737047365e-07
1963,1.520169121249637e-06,4.526237162849611e-09,1.1128078085675952e-06
1964,1.8045050182990963e-06,7.909158661334459e-09,8.888677598406503e-07
1965,1.67006760420918e-06,2.2435377999840966e-08,9.100008355744649e-07
1966,1.7880133782455232e-06,4.985167390003653e-09,9.239176961273188e-07
1967,2.0948996279912535e-06,6.409436092980059e-09,8.790788115220494e-07
1968,1.9609522041719174e-06,5.3896989093971115e-09,7.990228709786606e-07
1969,1.7394932001479901e-06,5.450109252791435e-09,7.126017749214952e-07
1970,1.7774071920939605e-06,7.817832381462608e-09,6.493399951068568e-07
1971,2.0152795059402706e-06,7.707596338946132e-09,6.828930168012448e-07
1972,1.7504061133877258e-06,8.208234980600082e-09,7.043691425678844e-07
1973,1.566852461110102e-06,1.1026407342740185e-08,6.748161354153126e-07
1974,1.3709518498217221e-06,4.500457340128605e-09,6.581918796655373e-07
1975,1.4398641496882192e-06,1.2565256390928425e-08,6.082726144995831e-07
1976,1.4449509535552352e-06,6.856232248608762e-09,6.11347388712602e-07
1977,1.4445130318563315e-06,8.815172425347129e-09,6.053085144230863e-07
1978,1.5083161315487814e-06,8.910886695190356e-09,5.809898198094743e-07
1979,1.4302222552942112e-06,1.404473604083023e-08,5.881233278159925e-07
1980,1.4292469359133975e-06,9.096241204709088e-09,6.572034294549667e-07
1981,1.3865604842067114e-06,1.7078983338691955e-08,5.800528697363916e-07
1982,1.3935842844148283e-06,1.1794254461960918e-08,6.244747510208981e-07
1983,1.4518911939376267e-06,6.315316269933646e-09,5.955342885499704e-07
1984,1.3621870493807364e-06,1.2177918229383522e-08,5.967179959043278e-07
1985,1.3258289754958241e-06,3.6093348754207e-08,5.991495868329366e-07
1986,1.4218919659469975e-06,2.8773529336945103e-08,5.472965085573378e-07
1987,1.4653738844572217e-06,1.649920555735207e-08,5.359186161513207e-07
1988,1.3282366353450925e-06,1.0793796523245192e-08,5.894612513657194e-07
1989,1.4944156419005594e-06,1.7561990306447228e-08,4.87345232613734e-07
1990,1.369790879834909e-06,1.19870322556892e-08,5.301537271407142e-07
1991,1.4184745396050857e-06,1.582595654525676e-08,5.304626142788038e-07
1992,1.445809402866871e-06,5.0140493534911457e-08,5.295056553222821e-07
1993,1.5471006236111862e-06,8.862731881720265e-09,5.195776680011477e-07
1994,1.4817269402556121e-06,1.160483886764041e-08,5.116679062666663e-07
1995,1.4109217545410502e-06,6.506940763983948e-09,5.156750830792589e-07
1996,1.497868652222678e-06,1.0676184380997711e-08,4.7562400595779764e-07
1997,1.430796487511543e-06,1.102825741838842e-08,4.631868080196e-07
1998,1.4862258694847696e-06,7.629006759657386e-09,4.7252160584321246e-07
1999,1.5095374692464247e-06,8.683382235474824e-09,4.97237863328337e-07
2000,1.560890495966305e-06,7.510653432518666e-09,5.332564114723937e-07
2001,1.5080130424394156e-06,1.270551397425379e-08,5.353840606403537e-07
2002,1.4725285382155562e-06,7.00995456126563e-09,5.00773637668317e-07
2003,1.5209268440230517e-06,8.333845613606172e-09,5.537840479519218e-07
2004,1.5654628668926307e-06,1.1452457648886138e-08,5.039080974711396e-07
2005,1.5758620293127024e-06,8.557123898356167e-09,5.620679530693451e-07
2006,1.5100301880011102e-06,5.765045940631097e-09,5.22972015915002e-07
2007,1.4464010291703744e-06,9.586750421286538e-09,4.981116035196465e-07
2008,1.3913312386648613e-06,9.792111205220166e-09,4.989719286641048e-07
2009,1.376100385641621e-06,5.245011758248097e-09,5.049515721111675e-07
2010,1.1941748425670085e-06,4.723792912386671e-09,4.950534844283538e-07
2011,1.1211885748707573e-06,1.1471915639660324e-09,4.7608452291569847e-07
2012,1.1186374422322842e-06,3.404252713057332e-10,4.4629751982938615e-07
2013,1.0955683364954893e-06,8.367375126105969e-10,4.139061502428376e-07
2014,1.176702880911762e-06,2.1654451842767486e-10,3.5188483593628916e-07
2015,1.1707951443895581e-06,4.433150790905671e-10,3.5819857657770626e-07
2016,1.2539892395579955e-06,4.1426800878596737e-10,3.3969976698244864e-07
2017,1.0064960633826558e-06,0.0,3.554558816176723e-07
2018,1.0367169807068422e-06,7.744400121190154e-10,3.4462581766092626e-07
2019,1.188760279546841e-06,0.0,3.127510979084036e-07
