year,pouvaient_VERB écrire_VERB,pouvaient_VERB décrire_VERB
1957,2.297109880089465e-08,8.835037701437898e-10
1958,2.3162280982091943e-08,4.1361216673863055e-09
1959,3.332821663093455e-08,3.100299128533379e-09
1960,1.7302083321624195e-08,6.920833350854139e-10
1961,1.598076693198891e-08,4.86371165564492e-09
1962,2.029426049432459e-08,1.0781326054143392e-08
1963,3.427008365974871e-08,3.879631726988464e-09
1964,2.494427064902993e-08,3.041984220075733e-09
1965,3.0643441562006046e-08,5.47204326295514e-09
1966,1.8832853498906843e-08,3.8773522170743036e-09
1967,2.9088980113556318e-08,2.9582012395223956e-09
1968,3.054162789339898e-08,2.245707841908029e-09
1969,1.862120768691966e-08,1.8167031212712459e-09
1970,2.6212733317265702e-08,1.8394900047624674e-09
1971,1.849823050292798e-08,3.083038491169532e-09
1972,1.5903454553267693e-08,1.0260293725750103e-09
1973,3.087394162548662e-08,2.7566018356850464e-09
1974,2.6440186928766707e-08,3.3753431161187564e-09
1975,2.8557401776652114e-08,5.711480177694739e-10
1976,2.2282755196556536e-08,3.4281160132820787e-09
1977,2.52701610747863e-08,1.1753563677885381e-09
1978,3.2079192635592335e-08,3.5643548113029055e-09
1979,2.2822696621460636e-08,3.5111840102075575e-09
1980,2.7288724169238776e-08,5.116635559687666e-09
1981,1.8976647808699454e-08,4.427884725544118e-09
1982,2.1726258125909226e-08,3.7245013739806154e-09
1983,2.5892795463278162e-08,0.0
1984,2.3775934110403796e-08,1.1598016991243298e-09
1985,1.3835783185811579e-08,1.8046674155058895e-09
1986,2.8773531113301942e-08,2.997242676272549e-09
1987,2.4443266966045485e-08,3.0554083707556856e-09
1988,2.278690480750356e-08,1.798966087207532e-09
1989,3.128229764115531e-08,4.939309850016116e-09
1990,2.1249737969242233e-08,5.993515905799995e-09
1991,1.992898113201136e-08,2.9307325455363298e-09
1992,1.7080827419135858e-08,8.264915862810085e-09
1993,2.049506697687775e-08,5.539207315052863e-09
1994,1.8462243289718572e-08,2.637463358823311e-09
1995,1.8978578708583882e-08,3.253470381991974e-09
1996,2.7758080278772468e-08,6.939520069693117e-09
1997,2.3494983736327413e-08,2.876936688878118e-09
1998,2.193339376788117e-08,9.536258005482523e-09
1999,1.6452723627935484e-08,5.484241505371301e-09
2000,2.6066386382694873e-08,3.97622823555821e-09
2001,3.110660529159759e-08,2.6287270138425356e-09
2002,2.102986229601811e-08,8.324320788233308e-09
2003,2.875176896566245e-08,5.8336921959778465e-09
2004,1.6297727611913615e-08,5.726228824443069e-09
2005,3.557962102718193e-08,7.205999352777326e-09
2006,2.3471972809829822e-08,6.58862386870851e-09
2007,2.5564668604260987e-08,5.991719120856942e-09
2008,2.426740586258802e-08,6.3861596011349775e-09
2009,2.0503227560197956e-08,4.291373478793048e-09
2010,2.645324137517946e-08,1.0392344762522043e-08
2011,1.873746313663105e-08,8.795135286732148e-09
2012,2.3148919225945974e-08,7.489355802192676e-09
2013,1.617692468869336e-08,9.204113027294625e-09
2014,1.9272462736807938e-08,8.228691505962615e-09
2015,1.5959342292148904e-08,9.97458915463767e-09
2016,1.7399257146166747e-08,9.735297901158901e-09
2017,2.037645252528364e-08,6.289028409156572e-09
2018,1.4972506789945328e-08,1.1358453733123497e-08
2019,1.8877308605169674e-08,9.183556137770665e-09
