year,furent_VERB en_ADP,furent_VERB dans_ADP
1933,1.3730382306675892e-06,2.993842826981563e-07
1934,1.3682964663530583e-06,3.019358132405614e-07
1935,1.492444994255493e-06,2.621054306928272e-07
1936,1.3191689731684164e-06,3.940532167234778e-07
1937,1.306958097302413e-06,2.669316927494947e-07
1938,1.2524396879598498e-06,3.3320600323349936e-07
1939,1.2143476624260074e-06,3.043516016987269e-07
1940,1.5037193179523456e-06,2.5864986241685983e-07
1941,1.2012615115963854e-06,2.9219876296338043e-07
1942,1.4533874264088809e-06,2.8825010645050497e-07
1943,1.419682007508527e-06,3.4548497751529794e-07
1944,1.3495381381289917e-06,3.7594278978758666e-07
1945,1.4792042293265695e-06,3.245970958687394e-07
1946,1.4310895721791894e-06,3.689092693548446e-07
1947,1.451962134524365e-06,3.147110021473054e-07
1948,1.2448311963453307e-06,2.8049470301994006e-07
1949,1.3743812132815947e-06,3.190527593233128e-07
1950,1.1762709846152575e-06,3.7436473121488234e-07
1951,1.2495162309278385e-06,3.0811452234047465e-07
1952,1.3022832945353002e-06,3.237254873056372e-07
1953,1.2077460951331886e-06,3.2752436140981445e-07
1954,1.2733614767057588e-06,3.439932640958432e-07
1955,1.180709432446747e-06,3.2474201816512505e-07
1956,1.070956159310299e-06,3.1308897519011225e-07
1957,1.300517510571808e-06,3.242458888053079e-07
1958,1.1399151844670996e-06,3.838320878912782e-07
1959,1.1711380238921265e-06,3.255314027228451e-07
1960,1.161315822173492e-06,3.467337421625416e-07
1961,1.2228759942445322e-06,2.7653675260808086e-07
1962,1.16374894787441e-06,3.0251132443481765e-07
1963,1.2175578376627527e-06,3.1231036246026633e-07
1964,1.2417378911777632e-06,3.3522664466545393e-07
1965,1.2788165122401551e-06,3.5185237834411964e-07
1966,1.2994669305044226e-06,3.373296522113378e-07
1967,1.5639024013580638e-06,3.776636958718882e-07
1968,1.2885872138213017e-06,3.3640705510151747e-07
1969,1.2180994417576585e-06,2.843140407549072e-07
1970,1.1437028888394707e-06,2.970776336042036e-07
1971,1.1931358585570706e-06,3.129284209535399e-07
1972,1.1122158412035787e-06,2.734368251822161e-07
1973,9.774910267879022e-07,2.8393000661708356e-07
1974,1.0727965218393365e-06,2.756530079750519e-07
1975,1.0806120371853467e-06,2.524474211895722e-07
1976,1.024435391627776e-06,2.799628191496595e-07
1977,9.908254696711083e-07,2.3859735165387974e-07
1978,1.084157929653884e-06,2.9702957249355677e-07
1979,1.0012726079366985e-06,2.569016430697957e-07
1980,9.505571938461799e-07,2.370707790078086e-07
1981,1.0032321142716683e-06,2.6187774437858025e-07
1982,1.0801054486364592e-06,2.700263621591148e-07
1983,9.599280019756407e-07,2.3429822704201797e-07
1984,9.42338886034122e-07,2.568960724147473e-07
1985,9.125601536652539e-07,2.328020940467468e-07
1986,9.58518171501055e-07,2.6555571253084054e-07
1987,9.53898506850237e-07,2.4932131736932206e-07
1988,9.528524174129416e-07,2.446593896365812e-07
1989,9.467010499975004e-07,2.3653807090795453e-07
1990,9.883852953862515e-07,2.964066254662612e-07
1991,9.126301279138715e-07,2.168742128105805e-07
1992,1.067276230060088e-06,2.6502831929064996e-07
1993,1.0230916132059065e-06,2.664358760284813e-07
1994,9.231121680386423e-07,2.4844905510690296e-07
1995,9.603160151527845e-07,2.4184132030313776e-07
1996,1.0526717915126937e-06,2.3968033247001586e-07
1997,1.103784711631306e-06,2.598832793410111e-07
1998,9.679301911091898e-07,2.388832740507496e-07
1999,9.848783975030528e-07,2.275960184761061e-07
2000,9.569456551616895e-07,2.1383272041930468e-07
2001,1.0663869716154295e-06,2.532340488414775e-07
2002,1.0002328281188966e-06,2.4491026806572336e-07
2003,9.767267101778998e-07,2.3751461242227379e-07
2004,9.051846063812263e-07,2.1363237578952976e-07
2005,9.72809857557877e-07,2.4995810576911026e-07
2006,9.121126254285628e-07,2.2524858422912075e-07
2007,9.890330829875893e-07,2.824097009579418e-07
2008,9.140723022937891e-07,2.550206374962727e-07
2009,8.673342222209612e-07,3.027802222277387e-07
2010,7.345498147515173e-07,3.150769884996407e-07
2011,6.913741117386962e-07,3.066825513542426e-07
2012,6.937867169654055e-07,3.55063548340695e-07
2013,7.435807560796093e-07,3.5784475471700716e-07
2014,7.873558729443175e-07,4.302739569084224e-07
2015,7.915390938251221e-07,4.317888908644818e-07
2016,8.919190008782607e-07,4.198606404770544e-07
2017,6.507886496365245e-07,4.638787345356832e-07
2018,7.070637479955622e-07,4.2103721398234484e-07
2019,7.515209858866001e-07,3.8979092664703785e-07
