year,croyant_VERB en_ADP,croyant_VERB dans_ADP
1847,2.297513246318772e-07,6.364004256909084e-08
1848,1.5125017482908731e-07,3.057184372323718e-08
1849,1.5920888873921513e-07,1.5920888163378777e-08
1850,1.934863869124115e-07,4.820187271548093e-08
1851,2.489483366119316e-07,6.384944128967618e-08
1852,1.9596741829275288e-07,5.338647257602247e-08
1853,1.6542251546347586e-07,5.4941774241257235e-08
1854,2.665375742338938e-07,3.065442089056347e-08
1855,2.053784662336966e-07,2.812676669350367e-08
1856,2.153710769725592e-07,4.814786080942213e-08
1857,2.3187168807226044e-07,6.736482882629957e-08
1858,2.0161945890606603e-07,3.229826006645453e-08
1859,2.39332148765925e-07,3.4626777889457117e-08
1860,2.2840148083957956e-07,5.4926205972360975e-08
1861,1.9524089900357922e-07,2.735258980424149e-08
1862,2.1550793904978605e-07,2.981871105589562e-08
1863,1.848009685279095e-07,6.642845562510047e-08
1864,2.421337753633068e-07,8.774351822893323e-08
1865,2.080425196560043e-07,4.8951182274326044e-08
1866,2.4765968564821605e-07,4.622332205883595e-08
1867,1.6693671511802677e-07,4.658699204185268e-08
1868,2.1982439957213273e-07,5.829051552552755e-08
1869,2.1145638040565018e-07,5.371870959169911e-08
1870,2.7867477303544774e-07,3.7271316699616364e-08
1871,2.910202514527782e-07,5.098165090089424e-08
1872,2.473361906396576e-07,2.7817760317461193e-08
1873,1.7898153492623692e-07,3.23244258026989e-08
1874,1.5892460281108356e-07,2.5093358502203955e-08
1875,1.8995470441041107e-07,4.920513418937844e-08
1876,1.5054576518735985e-07,6.106474814693286e-08
1877,1.6018673054674082e-07,2.9687117097942917e-08
1878,1.690944850807341e-07,2.8987625411147633e-08
1879,1.96109341876749e-07,5.070739916845923e-08
1880,1.9317717114830657e-07,3.016387850607316e-08
1881,1.7361543669380808e-07,3.346803723047742e-08
1882,1.9234063408646307e-07,3.394246306243076e-08
1883,1.2954645267626574e-07,3.728409936343269e-08
1884,1.8022632541914163e-07,1.8484752395409032e-08
1885,2.017483913263618e-07,4.447488466396976e-08
1886,1.206797770603174e-07,5.3563748991791726e-08
1887,1.5408262599159173e-07,3.656197677948114e-08
1888,1.4963850469840168e-07,3.1069011141582337e-08
1889,1.3845952384627935e-07,5.388017498830777e-08
1890,1.284659815192768e-07,2.6217545467943637e-08
1891,1.3640830864858344e-07,2.8046567734918426e-08
1892,1.7113038675020675e-07,4.764069405638338e-08
1893,1.385643750850818e-07,2.7097032173628577e-08
1894,1.550178660991719e-07,2.7726772433567248e-08
1895,1.3782627839020734e-07,2.2870734639468537e-08
1896,1.6629621946151474e-07,1.0614652268259306e-08
1897,1.392584536574759e-07,3.55429521370354e-08
1898,8.657282757340568e-08,3.055511588190285e-08
1899,1.243705138875839e-07,2.7637891975018647e-08
1900,1.469068013904007e-07,3.0627212765921286e-08
1901,1.0003842421113518e-07,3.7444550626819506e-08
1902,1.4141617299401332e-07,1.6694964355412623e-08
1903,1.1448466974428584e-07,2.7001100910695186e-08
1904,1.3490308603536505e-07,2.3110889202371254e-08
1905,1.326315071104034e-07,3.56092361153415e-08
1906,1.419794948276376e-07,3.4980454532984595e-08
1907,1.5479958648256797e-07,3.188562924805183e-08
1908,1.3015181288267286e-07,4.6167058176393994e-08
1909,1.3862478631665454e-07,3.4106096613584214e-08
1910,1.5391154217780922e-07,2.778958352323002e-08
1911,1.5641900330543024e-07,3.5114468555086376e-08
1912,1.5419886478795775e-07,3.542406501466644e-08
1913,1.3946862864600007e-07,4.8787504702829665e-08
1914,8.571831777715033e-08,4.151981158884155e-08
1915,1.5786221385649668e-07,9.424609537234119e-09
1916,1.3075079641211573e-07,4.504859418830165e-08
1917,1.5791650798124834e-07,3.3995917192441993e-08
1918,1.3324195968777985e-07,1.722956533001252e-08
1919,1.2338516697241175e-07,2.6702760891339494e-08
1920,1.4614407550794795e-07,2.1202248845497706e-08
1921,1.4009582038898571e-07,3.483463717479651e-08
1922,1.254249006876762e-07,2.7298360905092522e-08
1923,1.2632977952620195e-07,3.503262879789304e-08
1924,1.2504875623875478e-07,3.867487308184536e-08
1925,1.319781375297424e-07,2.8595261936104066e-08
1926,1.69421309870188e-07,2.0063049221974438e-08
1927,1.1372209329785221e-07,2.0068604555945058e-08
1928,9.369353470844999e-08,3.085031252680892e-08
1929,9.357941266330272e-08,1.7824650422326727e-08
1930,1.1448927939028408e-07,3.256117209193832e-08
1931,9.124285504924501e-08,2.2810714206400462e-08
1932,1.0411559880907362e-07,3.9454331357546835e-08
1933,1.422362125858001e-07,3.785318636317925e-08
1934,1.198158052773124e-07,2.3963160344919743e-08
1935,1.2087966805296446e-07,3.590485420090772e-08
1936,1.0669748640168564e-07,2.9099314957647948e-08
1937,1.133200659975131e-07,1.7627565185307503e-08
1938,1.1150084233690905e-07,3.370955670156661e-08
1939,1.0705835418178822e-07,3.211750598808294e-08
1940,1.4453962648985907e-07,3.2965177032551196e-08
1941,1.3281761290784289e-07,2.3612020783048138e-08
1942,9.102635578628337e-08,4.247896612241675e-08
1943,9.870999684302717e-08,4.354852856103264e-08
1944,1.2210107591670294e-07,6.42637232317611e-08
1945,1.3724575742557477e-07,6.75336235822499e-08
1946,1.475637114722872e-07,3.3410650246423756e-08
1947,1.883497642296561e-07,4.2915136333476767e-08
1948,1.3154984745966658e-07,5.762100396822234e-08
1949,1.2958451200972831e-07,2.7487622844546422e-08
1950,1.1911604502756745e-07,3.935083658923588e-08
1951,1.290029660871994e-07,2.1322804411028073e-08
1952,1.3391900521853017e-07,3.057992969957013e-08
1953,1.0773827119336943e-07,4.632745742583211e-08
1954,1.172704333640695e-07,4.593092084448358e-08
1955,9.010183177338149e-08,6.2883569906802e-08
1956,1.3081712513240973e-07,3.314033847345854e-08
1957,1.201565162922691e-07,6.891329240588107e-08
1958,1.0919361637107272e-07,5.9560154141991006e-08
1959,1.2168674246026967e-07,5.2705085629156656e-08
1960,1.4810583248703324e-07,3.8064584872987695e-08
1961,1.4799578895718923e-07,6.878677749622142e-08
1962,1.1605780381174213e-07,3.805173776072479e-08
1963,1.260880413411769e-07,4.9142006020019835e-08
1964,1.3810608212594389e-07,5.536411151751963e-08
1965,1.5376442163983484e-07,4.705957334927291e-08
1966,1.423542173029091e-07,5.982200557141937e-08
1967,1.6615231235306283e-07,5.078245690626204e-08
1968,1.495641432924799e-07,6.377810324309507e-08
1969,1.24444159643744e-07,4.9050982775522556e-08
1970,1.4118086166803323e-07,4.966622890734129e-08
1971,1.4644432688726283e-07,5.806389014040292e-08
1972,1.3902697704182287e-07,5.2327496280479835e-08
1973,1.2018784456557796e-07,4.245166984606641e-08
1974,1.254502479675068e-07,2.981553137715309e-08
1975,1.0166434805114477e-07,3.541117576943975e-08
1976,1.4283817462157344e-07,5.2564448682623777e-08
1977,1.4456883157265565e-07,6.229388849199324e-08
1978,1.3544548593813488e-07,4.871284886576177e-08
1979,1.3576578261620398e-07,5.617894494047704e-08
1980,1.2336776755716983e-07,5.400893160478759e-08
1981,1.2714354280518592e-07,5.692994659023398e-08
1982,1.446348063538494e-07,5.58675191664193e-08
1983,1.2125406545493433e-07,4.3575679398166756e-08
1984,1.5541343145741848e-07,5.6250382685085754e-08
1985,1.2933449511365325e-07,6.31633625403083e-08
1986,1.492626870991387e-07,5.4549817218862984e-08
1987,1.2404958393830157e-07,6.110817030169358e-08
1988,1.4871453313247684e-07,4.3175187647293e-08
1989,1.602531662925344e-07,6.091815496489517e-08
1990,1.1224221285743852e-07,7.028759757554681e-08
1991,1.441920414180231e-07,5.3925479193139836e-08
1992,1.5262545893790502e-07,6.942529851006185e-08
1993,1.617448504021013e-07,7.03479363650672e-08
1994,1.587752924692154e-07,5.2221771740246226e-08
1995,1.5291310972997962e-07,6.181593792398132e-08
1996,1.4679753324031708e-07,4.911044726441105e-08
1997,1.553545789789723e-07,6.0895162912189e-08
1998,1.2969311757871083e-07,5.864798913179925e-08
1999,1.8372208376860044e-07,6.718195599830779e-08
2000,1.6567618033036524e-07,7.201391216682396e-08
2001,1.6736228847236134e-07,5.213642192969381e-08
2002,1.726201253049453e-07,7.798574175321704e-08
2003,1.862614489311909e-07,7.333784690644052e-08
2004,1.9469177914288593e-07,8.545294893913535e-08
2005,1.7204323832231694e-07,8.106749094238808e-08
2006,1.9065830691999963e-07,8.56521094050322e-08
2007,1.889388752118748e-07,8.02890376405685e-08
2008,1.80515444370144e-07,8.302007292737557e-08
2009,2.1599911370628888e-07,8.821156027849497e-08
2010,1.7430795828943246e-07,7.227403209242311e-08
2011,1.804914777636668e-07,7.303786797585587e-08
2012,1.8893602948821808e-07,6.46807989390652e-08
2013,1.8854485794861375e-07,5.717706330621297e-08
2014,2.117805326662392e-07,5.6085029287444854e-08
2015,1.8397575374251574e-07,5.3419466544690763e-08
2016,2.1769783931091524e-07,7.22897661731281e-08
2017,2.004942283306832e-07,7.597146023385903e-08
2018,1.7399086260638796e-07,6.453667023009757e-08
2019,2.1708905340034335e-07,5.408094105874284e-08
