year,partant_VERB en_ADP,partant_VERB dans_ADP
1935,1.8191792072741464e-07,5.2660450222674626e-08
1936,1.5883376081049505e-07,3.8799086610197264e-08
1937,1.6872098651532497e-07,6.169647714937554e-08
1938,1.542860523784384e-07,6.741911562357927e-08
1939,2.2941075705773528e-07,5.199976982339649e-08
1940,2.332920234771052e-07,4.564409294971483e-08
1941,2.0365367880970098e-07,4.7224041566096275e-08
1942,2.639764224987573e-07,5.461581054078124e-08
1943,2.5548469473335444e-07,2.6129116870166058e-08
1944,2.217098398205053e-07,5.7837350908584995e-08
1945,2.3745694122112582e-07,7.84261473540937e-08
1946,1.7122957718385123e-07,6.26449718765798e-08
1947,2.1815193562702007e-07,4.0530959921625254e-08
1948,2.228736977194501e-07,5.0010683594337024e-08
1949,2.051754801613015e-07,5.301184635708722e-08
1950,1.8824589487209664e-07,4.892266147749069e-08
1951,2.0896347763255108e-07,5.757156884556025e-08
1952,2.0562367630816425e-07,4.112473561690422e-08
1953,2.3271467419760938e-07,4.094054262271385e-08
1954,2.0131424705027712e-07,5.2771696346098906e-08
1955,1.8865071815810097e-07,6.006789154966441e-08
1956,1.9273722351442757e-07,3.750090837861819e-08
1957,2.2617696338045334e-07,9.100088727009847e-08
1958,2.010155086829002e-07,5.9560153697901796e-08
1959,1.9299361575519924e-07,3.642851353902188e-08
1960,1.6817625247966816e-07,5.6058751196630396e-08
1961,2.1469811528618266e-07,5.489045973305906e-08
1962,2.023084135771569e-07,6.405376140605767e-08
1963,2.2372544350446333e-07,5.8841084449312575e-08
1964,1.9955415542227684e-07,4.015419108327478e-08
1965,1.8987990779706365e-07,4.596516456345512e-08
1966,1.6894178322957032e-07,5.040557904401055e-08
1967,1.853806210760922e-07,5.127548918792968e-08
1968,1.8280062086262205e-07,5.7490124549808286e-08
1969,1.9756646629787156e-07,5.223021504185965e-08
1970,1.9130696138347503e-07,5.150572024437139e-08
1971,1.9680062646187935e-07,4.110717821692589e-08
1972,2.0058873761996665e-07,6.617889591886694e-08
1973,1.8358968034704048e-07,5.2926757310167716e-08
1974,1.867689838341846e-07,5.794339008602378e-08
1975,2.113247647983485e-07,6.111283523679845e-08
1976,1.959739748258471e-07,5.656391777186798e-08
1977,2.027489784950376e-07,6.64076325040952e-08
1978,2.001979346744065e-07,4.514849294423584e-08
1979,1.7731479751148527e-07,7.432005899588034e-08
1980,1.8817848967955797e-07,6.083111392385376e-08
1981,1.625666223858957e-07,6.262294072190144e-08
1982,2.122965794271181e-07,5.7729772073855656e-08
1983,1.8251262812185587e-07,7.578379057626705e-08
1984,2.110839076863158e-07,6.668859864333854e-08
1985,2.0392741539865256e-07,7.940536694839295e-08
1986,2.205970677238156e-07,5.7547060894336255e-08
1987,2.0837885550406554e-07,4.88865353753809e-08
1988,2.0987938498251424e-07,7.195864504261351e-08
1989,1.8549852853766424e-07,4.500260208928353e-08
1990,1.776260205588187e-07,6.538381458476294e-08
1991,1.940144942480515e-07,5.7442360201775955e-08
1992,1.614413616124466e-07,5.950739723203924e-08
1993,1.988575473177434e-07,6.480872960512585e-08
1994,2.146895194954368e-07,5.2221774904381846e-08
1995,1.9249700411450021e-07,5.8020224791288655e-08
1996,1.8309655835935246e-07,8.00713859661073e-08
1997,2.1097535363168163e-07,5.610026421187797e-08
1998,2.1599625554813429e-07,6.675380914700213e-08
1999,2.0291693303420288e-07,6.90100340483557e-08
2000,2.1913436576426193e-07,6.361965265710978e-08
2001,2.1248877324353543e-07,6.878502190055258e-08
2002,2.1949919748465163e-07,6.79089326993676e-08
2003,2.4709852652904374e-07,7.292115000723243e-08
2004,2.3829921147466848e-07,6.827426224376154e-08
2005,2.1212660605840483e-07,6.620511605603951e-08
2006,2.2483679629203834e-07,5.55915138367169e-08
2007,2.1370464953207602e-07,6.311277500614665e-08
2008,2.1968389329884985e-07,6.428733945185172e-08
2009,2.303037049955492e-07,7.67679018132128e-08
2010,2.1823924134523054e-07,8.73901728759563e-08
2011,2.2982072200861126e-07,8.374498738916714e-08
2012,2.434040631271728e-07,1.0110630466186876e-07
2013,2.2061979310095126e-07,1.1686433665225593e-07
2014,2.5400671699316035e-07,1.0762262858676763e-07
2015,2.132345526817403e-07,1.1326700155578351e-07
2016,2.0899821517872397e-07,1.064668799788393e-07
2017,2.1483321255288956e-07,1.3383052088755676e-07
2018,2.3129941340016558e-07,1.3733402237647852e-07
2019,2.423438347776141e-07,1.3545745058962666e-07
