year,grand_ADJ oeil_NOUN,grand_ADJ deuil_NOUN
1933,4.588264879146209e-09,3.177373457674548e-07
1934,3.5944740517379614e-09,3.258989806909085e-07
1935,3.590485242455088e-09,4.0572481907474867e-07
1936,3.6374143697059935e-09,3.5040426382693113e-07
1937,1.2591118148108649e-09,4.167659994891437e-07
1938,2.5930428915188486e-09,4.174798959866166e-07
1939,0.0,3.410573299333919e-07
1940,1.5214697057785997e-08,3.575453888515767e-07
1941,8.854508237732261e-09,5.19464435910777e-07
1942,6.068423541449874e-09,4.612001873738336e-07
1943,1.1612940831184915e-08,5.516146757145179e-07
1944,9.639558484764166e-09,5.012570341023093e-07
1945,6.535512131478072e-09,3.812382090018218e-07
1946,0.0,4.315542412314244e-07
1947,4.7683483828109274e-09,3.349764767790475e-07
1948,1.195907639583993e-08,2.978897271077585e-07
1949,4.908504158684934e-09,2.2480949724013044e-07
1950,5.317680518146517e-09,2.6482049975129485e-07
1951,5.330700769690111e-09,2.9851923954993254e-07
1952,1.0544803918932644e-09,2.836552255303104e-07
1953,7.54167928107563e-09,3.296791248885711e-07
1954,3.9090144454689835e-09,2.9024431569268927e-07
1955,1.8771215692936494e-09,2.4965717670966114e-07
1956,6.976913269340912e-09,2.433198460494168e-07
1957,6.184526224473075e-09,2.1115739912147546e-07
1958,2.4816730892496253e-09,2.7712016503755876e-07
1959,3.100299128533379e-09,2.5732481390150497e-07
1960,9.689166802218097e-09,2.595312480480061e-07
1961,2.08444772553662e-09,2.390166855548159e-07
1962,5.7077609305622445e-09,2.517756740871846e-07
1963,3.879631726988464e-09,2.722208307659457e-07
1964,5.475571551727398e-09,2.1841445629888767e-07
1965,5.47204326295514e-09,2.933015252892801e-07
1966,3.3234448526542337e-09,2.725224703681306e-07
1967,4.437302081328198e-09,2.913828325290524e-07
1968,4.940557296606585e-09,2.820609097398119e-07
1969,6.8126366770115965e-09,2.2390865694887907e-07
1970,9.657322941336588e-09,3.274292339483509e-07
1971,1.1304474689666222e-08,2.4510154617019e-07
1972,1.0260293947794707e-08,1.9443257315288065e-07
1973,7.718485406371656e-09,1.7917912487064314e-07
1974,6.18812873165453e-09,1.7326760826108512e-07
1975,5.711480177694739e-09,2.181785418997606e-07
1976,6.8562320265641574e-09,2.0397290256823908e-07
1977,3.526069214387917e-09,1.657252539644105e-07
1978,1.128712323605896e-08,2.0198010020067159e-07
1979,6.437170796402825e-09,2.0306347892073973e-07
1980,1.2507331281774725e-08,1.927266026768848e-07
1981,8.855769451088236e-09,2.2455701298440545e-07
1982,1.2415004135846175e-08,1.9491557168294094e-07
1983,6.315316158911344e-09,1.6482974274367734e-07
1984,6.958810083723677e-09,1.9948589624618762e-07
1985,6.617113967877231e-09,1.570060703670606e-07
1986,7.1933827783254856e-09,1.924229877658945e-07
1987,1.0388388649307245e-08,1.5827015431568725e-07
1988,7.195864348830128e-09,1.6550488624034188e-07
1989,1.3171493229435782e-08,1.7616872582948417e-07
1990,1.3076762561681221e-08,1.727222382896798e-07
1991,2.1101275393675678e-08,1.5650111606646533e-07
1992,1.2121876835635703e-08,1.9780699744842423e-07
1993,9.416652901883538e-09,2.459408108279604e-07
1994,5.274926717646622e-09,1.8567742188224656e-07
1995,8.675921314704738e-09,1.8490557351924508e-07
1996,1.0676184380997711e-08,2.0444893777948892e-07
1997,1.2466725540782875e-08,1.8172650584347139e-07
1998,7.1521940592234046e-09,1.6640771605125337e-07
1999,1.279656292041409e-08,1.704685104186865e-07
2000,9.277865919976591e-09,1.6611798514531984e-07
2001,1.2267393323384113e-08,1.840109007389401e-07
2002,5.257465574004527e-09,2.168704611449357e-07
2003,6.250384210204629e-09,1.6667691227212345e-07
2004,3.523833003171717e-09,1.850012267823331e-07
2005,5.404499514582994e-09,1.8555448377810535e-07
2006,3.294311934354255e-09,2.3842582663746725e-07
2007,3.994479413904628e-09,1.893383227979939e-07
2008,1.1069342775726909e-08,1.6348568010471354e-07
2009,2.384096253749135e-09,1.6927083379414398e-07
2010,9.447586046817946e-10,1.8611744678764808e-07
2011,6.883149605840799e-09,1.7054915701919526e-07
2012,1.7021263287730903e-09,2.532763971885288e-07
2013,5.857162754807632e-09,2.6719817469711415e-07
2014,8.445236510112863e-09,3.0142996365611907e-07
2015,5.984753581600444e-09,2.985727007853711e-07
2016,2.278474076078396e-09,3.5150640087522333e-07
2017,7.54683426862357e-10,2.3847994157222274e-07
2018,1.161660012627408e-08,2.726028753841092e-07
2019,9.183556137770665e-09,2.540783725635265e-07
