year,traversant_VERB en_ADP,traversant_VERB dans_ADP
1800,1.1633408547595536e-07,2.5153315874604232e-08
1801,8.810375362600098e-08,3.5717739876872656e-08
1802,4.0281122437590966e-08,1.7902721083373763e-08
1803,1.3652374342143503e-08,5.851017448321727e-09
1804,2.2246657849223084e-08,4.449331569844617e-08
1805,5.1171799242411e-08,1.421438877713399e-08
1806,7.204172902675055e-08,1.4408345627714425e-08
1807,3.4163463169534225e-08,1.99286853685976e-08
1808,2.039466551195801e-08,2.039466551195801e-08
1809,3.162642769893864e-08,6.551188391767937e-08
1810,3.510190182964834e-08,2.574139434941003e-08
1811,2.2563691359778204e-08,5.264861258069686e-08
1812,2.1337665856435706e-08,2.9339290108509886e-08
1813,2.300593315851529e-08,8.627225156487839e-09
1814,2.2026739543434815e-08,5.97868634599763e-08
1815,2.6972236000233352e-08,8.091670444798638e-09
1816,4.6352077731626196e-09,7.416332437060191e-08
1817,2.1796228488746294e-08,3.580808893843823e-08
1818,5.364529886975333e-08,5.722165141719415e-08
1819,3.8298885840504227e-08,3.622867339458935e-08
1820,4.6279275522920216e-08,1.898636980968149e-08
1821,4.043210211079895e-08,1.676452932031225e-08
1822,4.110502516141423e-08,7.719724237631453e-08
1823,4.150728649676694e-08,7.412015179397713e-08
1824,4.0421340941065864e-08,5.9789897477458e-08
1825,3.258013947515792e-08,3.081905064483692e-08
1826,6.605988289720699e-08,3.787433300317389e-08
1827,8.20337291429496e-08,2.8573547083965423e-08
1828,4.035812395386529e-08,3.0268594741755805e-08
1829,3.686465693819585e-08,5.572564276690173e-08
1830,5.3227864116323076e-08,2.400472176589119e-08
1831,6.080570358335535e-08,9.042899762334855e-08
1832,8.659180394943178e-08,3.92369123858316e-08
1833,6.02348677603004e-08,3.1275796175123105e-08
1834,7.841006155473451e-08,3.173740381612333e-08
1835,4.0084366048631637e-08,3.857174846189082e-08
1836,4.838939915430274e-08,3.091545153210973e-08
1837,6.470838798122713e-08,4.800944708449606e-08
1838,3.787297231383491e-08,3.3454458758797045e-08
1839,3.5656523067473245e-08,5.033862038317238e-08
1840,3.758116307039927e-08,3.057450648213944e-08
1841,5.585877183023058e-08,3.017657812520724e-08
1842,4.762868144325694e-08,2.2808102073668124e-08
1843,3.603215859016018e-08,4.430183153658618e-08
1844,7.793756706675481e-08,3.677336124496833e-08
1845,3.850357188639464e-08,3.57134588568897e-08
1846,3.6297908678761814e-08,2.2832555401919308e-08
1847,6.094342808182773e-08,2.534815113364175e-08
1848,2.333114323960217e-08,5.390298596363863e-08
1849,2.9327951622803994e-08,3.267971848686102e-08
1850,2.9192683825840504e-08,2.4440385715251978e-08
1851,3.998652076120379e-08,3.4826967976187007e-08
1852,4.7526983237844433e-08,3.385483537954315e-08
1853,5.6733352238325097e-08,3.0456853039595444e-08
1854,4.676098053213451e-08,3.3771819119010615e-08
1855,5.7845614520601885e-08,4.404757802944914e-08
1856,4.245295315286057e-08,3.520488789376941e-08
1857,4.393358032928063e-08,4.637433548282388e-08
1858,5.431980554249094e-08,2.3489644007668176e-08
1859,5.9069209523698873e-08,2.5460867192350634e-08
1860,5.9503392213500206e-08,2.9751696217772405e-08
1861,6.602348912032596e-08,1.5562680033553988e-08
1862,4.021007882215599e-08,4.517986385010886e-08
1863,3.945750420841776e-08,2.6471489888990618e-08
1864,6.568777022319949e-08,1.9178912680217763e-08
1865,7.013197977912e-08,3.9066808454890634e-08
1866,6.325296553200133e-08,2.3354942868536455e-08
1867,5.774845668327089e-08,4.4160586298858107e-08
1868,5.1374691167893616e-08,3.359114331136226e-08
1869,5.323035745519178e-08,2.6371003158942585e-08
1870,3.096386169687548e-08,2.8096838633473453e-08
1871,2.7615060460561835e-08,5.8416475212652585e-08
1872,3.1446163006876304e-08,1.6327815544059376e-08
1873,7.602225338132484e-08,2.8134220730891002e-08
1874,4.540703102406951e-08,3.883495836021211e-08
1875,7.83849216645649e-08,1.716458086775674e-08
1876,5.98555458530825e-08,5.683253734289906e-08
1877,5.690030557836678e-08,2.4739264858908427e-08
1878,7.0657335982105e-08,1.509772218355465e-08
1879,7.697750070700948e-08,2.3215436684154156e-08
1880,6.417846476480804e-08,2.823852374156388e-08
1881,5.787181356353699e-08,3.2073533162702006e-08
1882,8.119569838704876e-08,2.3293848405714357e-08
1883,4.739504033679509e-08,3.033282780506852e-08
1884,5.0833066644884184e-08,3.9610181801208455e-08
1885,6.63900492359204e-08,2.6427105837001363e-08
1886,5.485444276587259e-08,2.968593371122097e-08
1887,7.508263166755569e-08,3.982643903555072e-08
1888,6.21380236154323e-08,4.057993407968752e-08
1889,8.332631873386731e-08,4.322944491264025e-08
1890,8.782878024859997e-08,6.030035848425541e-08
1891,9.24261935875137e-08,3.76078996833229e-08
1892,6.268512375839919e-08,3.13425623232888e-08
1893,8.067525669730458e-08,3.818218274886931e-08
1894,7.75089310511845e-08,2.835692747282792e-08
1895,7.222337550238933e-08,2.8287487907618925e-08
1896,8.9634842548314e-08,4.0689498437274096e-08
1897,5.710179429296858e-08,3.6708296846654775e-08
1898,8.26119839203443e-08,2.8857609635224435e-08
1899,8.346643554091315e-08,2.4874102777516782e-08
1900,8.098042580950704e-08,4.100931916273254e-08
1901,8.997869477278542e-08,3.1855812210324075e-08
1902,1.0115184423398205e-07,5.695929417015577e-08
1903,7.34429979054596e-08,4.050165136604278e-08
1904,8.061937428749388e-08,3.171028950532673e-08
1905,6.60577150757291e-08,2.580379465655369e-08
1906,5.452835694086389e-08,3.343719967574543e-08
1907,5.194271923691929e-08,1.8514235478050978e-08
1908,6.33569166019754e-08,2.2101251717643322e-08
1909,8.03143578309573e-08,2.3104130164597336e-08
1910,8.283433450273492e-08,1.8704527482427125e-08
1911,6.278041708718263e-08,2.926205766584644e-08
1912,4.5842906359894187e-08,3.125652747737462e-08
1913,6.628736948233183e-08,1.1666577037772186e-08
1914,6.964613330495695e-08,2.8795998474606677e-08
1915,8.128725426104211e-08,3.887651445211304e-08
1916,7.471474194886696e-08,3.0764893077517286e-08
1917,6.03153353928576e-08,4.934890895924582e-08
1918,7.925599998515054e-08,1.4932290071101306e-08
1919,9.852397542253755e-08,2.1178051312631396e-08
1920,6.512119199442168e-08,2.2716694303426266e-08
1921,6.28538003866197e-08,1.9689142760626055e-08
1922,5.090775445637519e-08,1.549366501762961e-08
1923,7.855801698042342e-08,1.0615948120573648e-08
1924,4.8988173073638563e-08,2.191576153887098e-08
1925,5.389107116116065e-08,1.9796720707176974e-08
1926,7.022067194384363e-08,3.009457216762712e-08
1927,7.692965475758484e-08,2.4528294062520217e-08
1928,9.483614382688188e-08,2.6279895481984283e-08
1929,8.466708578680482e-08,1.7824650422326727e-08
1930,6.827342424742255e-08,2.941009036305786e-08
1931,7.527535395013274e-08,1.9389106320488736e-08
1932,5.589363638591749e-08,3.06867030674951e-08
1933,6.079450853846424e-08,2.1794258842078307e-08
1934,6.829500698302127e-08,1.9170528275935794e-08
1935,5.2660451110853046e-08,2.393656828303392e-08
1936,5.577368744624778e-08,2.3036957230715416e-08
1937,7.30284823724503e-08,1.6368453259474336e-08
1938,5.186085871855539e-08,2.5930429359277696e-08
1939,1.0094073132904668e-07,1.3764645423464117e-08
1940,9.382396992663189e-08,2.5357829391836617e-08
1941,6.198155233505531e-08,1.4757512545315876e-08
1942,6.978687383529802e-08,1.8205270180260413e-08
1943,9.580676163523094e-08,1.1612940831184915e-08
1944,6.105053707017305e-08,2.8918675454292497e-08
1945,8.714016530575464e-08,2.3963544037997053e-08
1946,8.074240120947707e-08,1.1136883415474585e-08
1947,4.1723048349595615e-08,1.3112957830685446e-08
1948,7.936477963710331e-08,2.2830963786191205e-08
1949,4.810334131022387e-08,1.2762110479513922e-08
1950,5.211327192000681e-08,1.4889506516624351e-08
1951,4.691016919355917e-08,1.4925962688039363e-08
1952,6.854122491795067e-08,1.5817205323287453e-08
1953,5.925605250922672e-08,1.2928593307037772e-08
1954,6.938500729525288e-08,1.1727043114362345e-08
1955,4.223523619728553e-08,1.9709776921672528e-08
1956,5.1454734917300016e-08,1.5698054411927842e-08
1957,4.8592706747285774e-08,1.7670075902476157e-08
1958,5.625125593100577e-08,1.0753916868111446e-08
1959,6.045583289537859e-08,1.6276571201956358e-08
1960,5.052208251754564e-08,1.7302083321624195e-08
1961,6.531269436393927e-08,1.737039845295385e-08
1962,5.3906629216005086e-08,1.9025868880362395e-08
1963,6.33673225003406e-08,6.466053470433053e-09
1964,6.814044595238045e-08,1.2167936880302932e-08
1965,6.292850091016433e-08,8.20806533852192e-09
1966,4.320478397268346e-08,9.416427082520329e-09
1967,4.486605398312804e-08,1.3311906243984595e-08
1968,3.5033044798460367e-08,1.3474247440026232e-08
1969,4.6780104456800586e-08,1.816703176782397e-08
1970,3.495031042355379e-08,1.2876429700270364e-08
1971,3.494110334401057e-08,8.735275613958038e-09
1972,5.2840511688412306e-08,9.747279428040656e-09
1973,4.134902831243181e-08,1.8193572481894904e-08
1974,2.5315072260667648e-08,1.406392957647995e-08
1975,4.0551510593900275e-08,8.567219822452898e-09
1976,3.199574960532914e-08,9.712995741040231e-09
1977,4.5838897844152626e-08,1.1165885105413054e-08
