year,traversant_VERB en_ADP,traversant_VERB dans_ADP
1978,2.6732660751704884e-08,1.1881182704343018e-08
1979,3.7452630219370064e-08,5.266775904289034e-09
1980,4.491268978945584e-08,1.5918422247018782e-08
1981,2.783241864756647e-08,1.4548763971333756e-08
1982,3.9107264093729555e-08,1.5518756057986138e-08
1983,3.726036501561225e-08,1.0104505676622466e-08
1984,3.3054349146688367e-08,4.639206796497319e-09
1985,4.0304237947097477e-08,1.6843562655743938e-08
1986,2.8773530447168127e-08,7.792831324682226e-09
1987,3.7887063097929996e-08,1.2221633927111952e-08
1988,4.677312004375267e-08,7.195864348830128e-09
1989,3.347754518046031e-08,6.036934507847036e-09
1990,4.086488103460795e-08,1.4166492479095183e-08
1991,2.6376592687782363e-08,4.68917216167597e-09
1992,3.085568828220531e-08,5.509944056569793e-09
1993,2.7142116110212555e-08,9.416652346772025e-09
1994,4.5364369594125264e-08,1.1604838812129259e-08
1995,3.741490972597461e-08,7.049185846152994e-09
1996,2.3487604750016544e-08,1.1209993600047596e-08
1997,2.8289878328813245e-08,1.3425704992187093e-08
1998,4.100591088906924e-08,1.0013071150005715e-08
1999,3.0163328279542156e-08,6.8553016596695215e-09
2000,2.6066386493717175e-08,1.1486881779099178e-08
2001,3.8554662018519537e-08,1.0514908055370142e-08
2002,3.6364138367162013e-08,7.886198361006791e-09
2003,3.4168769147413514e-08,1.250076897552077e-08
2004,2.246443511766394e-08,8.809582757729473e-09
2005,2.8823997633153908e-08,6.7556245042510454e-09
2006,3.7884587467118536e-08,9.471146977801936e-09
2007,3.035804430062683e-08,7.1900631282151295e-09
2008,4.08714206923122e-08,1.2346575484212252e-08
2009,2.860915548907883e-08,7.629108011997232e-09
2010,4.393127606139302e-08,1.4171378737160012e-08
2011,2.715020008814406e-08,1.6825476123472072e-08
2012,4.2212732642710193e-08,1.736168966925966e-08
2013,4.127904973394436e-08,1.227215012944427e-08
2014,4.460816915852206e-08,1.4941571452320446e-08
2015,4.3001562310962527e-08,1.2634480128781433e-08
2016,5.074783038239161e-08,1.5327916491614246e-08
2017,4.603568903860378e-08,8.804639961557115e-09
2018,3.768941359005851e-08,1.2391039860837338e-08
2019,4.005050735500504e-08,9.94885240857002e-09
