year,sont_VERB en_PRON,sont_VERB dans_ADP
1880,2.3117082807999623e-06,1.3774623766948935e-05
1881,2.2207436103371947e-06,1.441565927962074e-05
1882,2.258837806579095e-06,1.3645536455442198e-05
1883,2.208608904652465e-06,1.421472097717924e-05
1884,2.2888083712757634e-06,1.3373057299759239e-05
1885,2.4048666915632566e-06,1.4174597708915826e-05
1886,2.2296717023806423e-06,1.2930160664836876e-05
1887,2.2191814323946346e-06,1.3602361832454335e-05
1888,2.350465841516325e-06,1.2579145732161123e-05
1889,2.3726073852259333e-06,1.3741951079282444e-05
1890,2.4428198628356768e-06,1.3433214917313308e-05
1891,2.516542146224765e-06,1.5507839634665288e-05
1892,2.321230201829394e-06,1.2564606549858581e-05
1893,2.498469488187993e-06,1.2771324691129848e-05
1894,2.3958452111116912e-06,1.2604338735400233e-05
1895,2.4862896097488374e-06,1.2731175047520082e-05
1896,2.4348833758125465e-06,1.2053526916133706e-05
1897,2.4711092478924e-06,1.2791384506272152e-05
1898,2.343690589157177e-06,1.2023438102914952e-05
1899,2.2690708689765415e-06,1.2447000699467026e-05
1900,2.38580804179378e-06,1.207335117214825e-05
1901,2.198050909285598e-06,1.2523804798547644e-05
1902,3.0011654423844902e-06,1.2673933269979898e-05
1903,2.2664724816934267e-06,1.1979308510490227e-05
1904,2.3696723054911217e-06,1.1873084076796658e-05
1905,2.213449661780942e-06,1.184652228403138e-05
1906,2.274758433173929e-06,1.2212808542244602e-05
1907,2.1990798551030366e-06,1.1857339814014267e-05
1908,2.2528542427124876e-06,1.2371789125609212e-05
1909,2.3203148167283416e-06,1.2115366189391352e-05
1910,2.3348593458649702e-06,1.1986930076091085e-05
1911,2.483018647581048e-06,1.1884119885507971e-05
1912,2.3426766624368156e-06,1.176964542537462e-05
1913,2.367784972534537e-06,1.1606653970375191e-05
1914,2.375335071747031e-06,1.097462336474564e-05
1915,2.317275765051363e-06,1.166648871731013e-05
1916,2.3381319067539152e-06,1.1690659448504448e-05
1917,2.481701827150573e-06,1.1557514881133102e-05
1918,2.3501126094060965e-06,1.1783873560489155e-05
1919,2.1933095091242194e-06,1.0801726602949202e-05
1920,2.4443163439968885e-06,1.0556448614806868e-05
1921,2.3801145800916856e-06,1.0385266250523273e-05
1922,2.1868200441588215e-06,9.668784514360595e-06
1923,2.3907114865551193e-06,1.032931777444901e-05
1924,2.1657930133756054e-06,1.0533746717555914e-05
1925,2.1853379692515773e-06,1.017771410261048e-05
1926,2.1668093665994093e-06,1.0031524652731605e-05
1927,2.1707541293380928e-06,1.0083358574775048e-05
1928,2.046403963618104e-06,9.429912097402848e-06
1929,2.265958762848186e-06,9.728916666063014e-06
1930,1.9788789096253367e-06,9.984725693357177e-06
1931,2.2035149953580913e-06,9.756142389960587e-06
1932,2.148069185636814e-06,9.348485036753118e-06
1933,2.0452189630759676e-06,9.755798600963317e-06
1934,2.059633729345478e-06,9.64157788985176e-06
1935,2.0226399186640265e-06,9.344836144009605e-06
1936,2.1994232923816526e-06,9.154159670288209e-06
1937,2.146785757162206e-06,9.170111297862604e-06
1938,2.047207374289428e-06,9.258459613192827e-06
1939,2.1763434148169836e-06,9.375253284815699e-06
1940,2.2745973389248775e-06,9.876874173642136e-06
1941,2.358250476675039e-06,9.39758410822833e-06
1942,2.3818561913913072e-06,1.0543885764491279e-05
1943,2.3109751801086986e-06,9.197448889608495e-06
1944,2.1014237567840155e-06,9.572081580699887e-06
1945,2.180682473706952e-06,1.0476425813976675e-05
1946,2.2552188490010394e-06,9.405098353454378e-06
1947,2.30192017625086e-06,1.0117243618879002e-05
1948,2.5222779811429064e-06,9.509640221949667e-06
1949,3.0737053435814232e-06,9.685460099717602e-06
1950,2.598218728167012e-06,9.925983249559067e-06
1951,2.509694034813492e-06,1.026906193146715e-05
1952,2.6625629914178717e-06,9.016861440613866e-06
1953,2.731165146485637e-06,9.658736416895408e-06
1954,2.8516260215383227e-06,9.74810518528102e-06
1955,2.7255804866399558e-06,9.021446203405503e-06
1956,2.740182623028886e-06,9.750236131367274e-06
1957,2.8484161447295264e-06,9.086836143978871e-06
1958,3.0615573507475347e-06,9.33439969230676e-06
1959,3.0026396728999316e-06,9.501642125542276e-06
1960,3.034093232656687e-06,9.367347956867889e-06
1961,3.1822568757888803e-06,9.548160051053856e-06
1962,3.1589285356403707e-06,9.821153980738018e-06
1963,3.2776424703229168e-06,9.740462701302022e-06
1964,3.240321483133357e-06,1.0169961569772568e-05
1965,3.278301178966103e-06,9.914795555232558e-06
1966,3.520082039187855e-06,9.971442523237783e-06
1967,3.3304416184876118e-06,1.0306866897735745e-05
1968,3.3097242990720588e-06,1.0280401511408854e-05
1969,3.4930658259213487e-06,1.1420704140618909e-05
1970,3.5258425512552094e-06,9.955319910659455e-06
1971,3.635930163170542e-06,1.0046594979939982e-05
1972,3.7732230566689395e-06,9.699569091026206e-06
1973,3.7506325440972432e-06,1.0068212759506423e-05
1974,3.980091982214162e-06,9.764305104908999e-06
1975,3.841541492022316e-06,9.321135621576104e-06
1976,3.988041640923257e-06,9.558159035805147e-06
1977,4.016780302151801e-06,9.300594683736563e-06
1978,3.999800007647991e-06,9.661183867137879e-06
1979,3.953593093797281e-06,1.0078268132929225e-05
1980,4.229752171625023e-06,9.615295311959926e-06
1981,4.2178763948186315e-06,9.501607564743608e-06
1982,4.353942010482115e-06,1.0038772416010033e-05
1983,4.483874441518765e-06,9.713588042359333e-06
1984,4.218198732530709e-06,1.0205674698227085e-05
1985,4.616940806556613e-06,9.786711416381877e-06
1986,4.421532310061593e-06,1.0107301932293922e-05
1987,4.371678514303312e-06,9.971019608201459e-06
1988,4.543588612904159e-06,9.78157822828507e-06
1989,4.4678800961150955e-06,1.0119548278453294e-05
1990,4.5414507496843726e-06,9.71548979578074e-06
1991,4.46936721232305e-06,9.706000128062442e-06
1992,4.473523702586135e-06,1.0025343726738356e-05
1993,4.410870797499911e-06,9.91628894553287e-06
1994,4.490545105539923e-06,9.982270967157092e-06
1995,4.531542160179924e-06,9.996830158343073e-06
1996,4.812290264055719e-06,9.730274541652761e-06
1997,4.749822604566134e-06,9.908649190037977e-06
1998,4.97458903581105e-06,1.0190922694164328e-05
1999,4.843042383129159e-06,1.0518774615775328e-05
2000,4.918152789912256e-06,1.058825455402257e-05
2001,4.903452378357542e-06,1.0209538231720217e-05
2002,4.995907076477124e-06,1.0633224519551732e-05
2003,5.020308861958256e-06,1.077107935998356e-05
2004,4.825448854717251e-06,1.0378128536103759e-05
2005,4.818561503583396e-06,1.0654970537871122e-05
2006,4.793635564936949e-06,1.0415378710604273e-05
2007,4.451048532416735e-06,1.0455550182086881e-05
2008,4.483935402532779e-06,1.0288103112543467e-05
2009,4.181704930772412e-06,1.0609228411340155e-05
2010,4.040260186854994e-06,1.0295034371665679e-05
2011,3.877125260842718e-06,9.60161105467705e-06
2012,3.4604229268708764e-06,9.737865184433758e-06
2013,3.2049835674285987e-06,9.722331924422178e-06
2014,3.0030392910163073e-06,9.420985406904947e-06
2015,2.8686917712406057e-06,9.437512744625565e-06
2016,2.773524276022954e-06,9.779831998457666e-06
2017,2.9845212212720185e-06,1.0362557986809406e-05
2018,2.848906673236229e-06,9.129873433266766e-06
2019,2.865014282704692e-06,9.345288162876386e-06
