year,avaient_VERB écrit_VERB,avaient_VERB ecrit_VERB,avaient_VERB décrit_VERB
1899,2.8301201382419094e-07,5.527578395003729e-10,5.859233098703953e-08
1900,2.699347589896206e-07,5.191053142894475e-10,4.049021384844309e-08
1901,3.096161265148112e-07,0.0,4.470991044058792e-08
1902,2.2047174752515275e-07,4.910283846193408e-10,3.633610035080892e-08
1903,2.413898414488358e-07,1.0800440541913758e-09,3.726151831529023e-08
1904,2.5206992404491757e-07,1.0749250378694342e-09,5.858341367570574e-08
1905,3.158384629387001e-07,0.0,5.26397414546409e-08
1906,2.8704550913971616e-07,0.0,4.78409170057148e-08
1907,2.967420584809588e-07,0.0,5.297128780057392e-08
1908,2.691441238766856e-07,0.0,3.6835416494795936e-08
1909,2.689980931336322e-07,5.500983557560346e-10,4.1807474815414025e-08
1910,2.709484476781654e-07,0.0,3.366815093386322e-08
1911,2.5218574251084647e-07,0.0,3.1390207766435196e-08
1912,2.4380091190323583e-07,5.209421227725386e-10,4.271725373428126e-08
1913,2.216649761521694e-07,0.0,4.348451554392341e-08
1914,2.417524456177489e-07,6.696743715117748e-10,3.214437072074361e-08
1915,2.2265639643137547e-07,0.0,5.419150639340842e-08
1916,2.4502040218976617e-07,0.0,1.3184954461564757e-08
1917,3.0267332817857096e-07,0.0,2.7416060532914344e-08
1918,2.2168705982039683e-07,0.0,3.331049214239101e-08
1919,1.6482049147725775e-07,0.0,5.800944435918609e-08
1920,2.3019583750283346e-07,7.572231730534895e-10,4.164727585020955e-08
1921,1.893186833967775e-07,7.572747429129834e-10,6.133925722906497e-08
1922,2.1912468639584404e-07,0.0,5.902348476638508e-08
1923,2.4098201834021893e-07,0.0,4.883336046646036e-08
1924,2.436516979287262e-07,0.0,3.738571052736006e-08
1925,2.8045354838468484e-07,0.0,5.0591619782380803e-08
1926,1.7387975503879716e-07,0.0,6.687682940764716e-08
1927,2.0403081180120353e-07,0.0,5.1286434654684854e-08
1928,2.068113502673441e-07,0.0,6.741364444451392e-08
1929,2.840803574599704e-07,1.1140406375176326e-09,6.015819309368453e-08
1930,2.541871992889355e-07,0.0,5.7769820926978355e-08
1931,2.3152874462084583e-07,0.0,4.44808918587114e-08
1932,1.9288783903448348e-07,0.0,8.219652158913959e-08
1933,2.328544468355176e-07,0.0,4.12943848004943e-08
1934,1.605531707582486e-07,0.0,5.990790441501304e-08
1935,1.603750092726841e-07,0.0,3.4708023122220766e-08
1936,2.2188227433161956e-07,0.0,5.698615979099486e-08
1937,2.3167658014244807e-07,0.0,4.910535977842301e-08
1938,1.8540256974119984e-07,0.0,5.0564334941327616e-08
1939,1.8046979732844193e-07,0.0,4.282334131744392e-08
1940,1.9018371233414655e-07,0.0,5.325144059042941e-08
1941,2.095566884463551e-07,0.0,4.427253941230447e-08
1942,2.6094221539096907e-07,0.0,5.461581054078124e-08
1943,2.3806528304248786e-07,0.0,6.096794180621146e-08
1944,2.3456259157228487e-07,0.0,5.1410978585408884e-08
1945,1.808158316407571e-07,0.0,5.010559434026618e-08
1946,2.0185601101729844e-07,0.0,5.150808490839154e-08
1947,2.2530446130986093e-07,0.0,4.7683485604466114e-08
1948,1.7829896137300238e-07,0.0,6.52313261184645e-08
1949,1.7572445187852281e-07,0.0,6.086545312200542e-08
1950,1.9250003902016033e-07,0.0,7.019338710279044e-08
1951,1.5565646549475787e-07,1.0661401761424827e-09,4.691016641800161e-08
1952,1.4973620920955e-07,0.0,6.432330224015459e-08
1953,1.8315506622457178e-07,0.0,4.417269394707546e-08
1954,1.6808762381970155e-07,0.0,4.788542540268281e-08
1955,1.6894094301278528e-07,0.0,7.602342577683885e-08
1956,1.953535786469729e-07,0.0,5.232685040823526e-08
1957,1.9702133613463957e-07,0.0,5.9194753987412696e-08
1958,1.7288988374275505e-07,0.0,5.7905705119765116e-08
1959,1.519146621831169e-07,0.0,3.642851353902188e-08
1960,2.1454583531976823e-07,0.0,4.6369581951921646e-08
1961,1.8829511816420563e-07,6.948159270159238e-10,6.94815938118154e-08
1962,2.048451932523676e-07,0.0,5.580921680348183e-08
1963,2.095001292445886e-07,0.0,6.854016731949741e-08
1964,1.8556103498212906e-07,1.2167936658258327e-09,4.867174752121173e-08
1965,1.9535194439868064e-07,0.0,4.596516589572275e-08
1966,2.0882312412595638e-07,5.539074754423723e-10,5.5944653354345064e-08
1967,1.6418017878550017e-07,0.0,5.472672626183339e-08
1968,2.4837530077093106e-07,0.0,5.1202139417227954e-08
1969,2.0937503109053068e-07,0.0,3.724241537383932e-08
1970,1.7935028040483303e-07,4.5987250119061684e-10,4.092865424354386e-08
1971,1.890930292347548e-07,0.0,4.881477622120656e-08
1972,1.7083388570426905e-07,0.0,4.411926468605998e-08
1973,2.1501494984477176e-07,0.0,3.859242525550144e-08
1974,1.7608039115657448e-07,5.625571675160757e-10,3.431598827319249e-08
1975,1.7020211373619532e-07,1.7134440533084216e-09,4.283610266497817e-08
1976,1.799760980247811e-07,0.0,2.7996280849151844e-08
1977,1.7042667366240494e-07,0.0,2.4682483612537e-08
1978,1.859405074355891e-07,5.940591352171509e-10,3.683166482915112e-08
1979,1.6619604537027044e-07,0.0,3.979342011461995e-08
1980,1.6088976906303287e-07,0.0,3.638496437474714e-08
1981,1.688921713594027e-07,0.0,3.226030287351023e-08
1982,1.6511955891473917e-07,6.207502289967692e-10,3.47620137119975e-08
1983,1.2756937906033272e-07,6.315316047889041e-10,4.16810870262907e-08
1984,1.5541343145741848e-07,0.0,3.421414973558967e-08
1985,1.6843561922996741e-07,0.0,2.466378745680231e-08
1986,1.7923511563822103e-07,0.0,3.356911904006665e-08
1987,1.429931160146225e-07,0.0,3.422057304192094e-08
1988,1.4871453402065526e-07,5.996553809062277e-10,3.1182079140990027e-08
1989,1.6848535722147062e-07,1.0976244357863152e-09,3.1831110192115375e-08
1990,1.6999790375393786e-07,0.0,2.8332985735346483e-08
1991,1.5122580521165219e-07,5.861465202094962e-10,4.278869525364826e-08
1992,1.8513412669562967e-07,5.509944167592096e-10,3.4712648755430564e-08
1993,1.678379817349196e-07,0.0,3.157348160698348e-08
1994,1.9464479805719748e-07,1.0549853213248639e-09,2.953958855300698e-08
1995,1.4532167824654607e-07,1.0844901643380922e-09,4.5006341764519675e-08
1996,1.6921752887810726e-07,0.0,3.4697599460287165e-08
1997,1.5823151500171662e-07,9.58978896292706e-10,3.5961708277909565e-08
1998,1.7594396695130854e-07,0.0,3.3853716274734325e-08
1999,1.5218769533476006e-07,0.0,3.793266856177979e-08
2000,1.603745403144785e-07,1.3254094488601709e-09,4.5063920595111995e-08
2001,1.555330157998469e-07,0.0,3.9430904763548824e-08
2002,1.5860021562730253e-07,0.0,3.198291764761052e-08
2003,2.3959808004292427e-07,0.0,3.333538245442469e-08
2004,1.9645368354304082e-07,4.404791253964646e-10,3.347641452933203e-08
2005,1.8825673464561987e-07,4.5037495954858286e-10,3.738112042128705e-08
2006,1.9559976749405905e-07,4.1178899179428186e-10,4.323784352777693e-08
2007,1.6696924376446987e-07,0.0,4.2740929018236784e-08
2008,1.7625799841880507e-07,0.0,4.38516281064949e-08
2009,1.7070129842977622e-07,0.0,3.7191902890754136e-08
2010,1.6580513317876466e-07,4.723793023408973e-10,4.959982646823846e-08
2011,1.5525326091392344e-07,0.0,4.244608931003313e-08
2012,1.8689347314193583e-07,0.0,5.344676878848986e-08
2013,1.9830679320875788e-07,0.0,5.9129451557282664e-08
2014,2.3365153367649327e-07,0.0,5.9116654682611625e-08
2015,2.1877599465369713e-07,0.0,6.184245648910291e-08
2016,2.2121911058547994e-07,0.0,4.5983750140976554e-08
2017,1.8011776603543694e-07,0.0,5.8362182642213156e-08
2018,2.217479959654156e-07,2.5814667070633845e-10,6.376222927428898e-08
2019,2.0178313775431889e-07,0.0,6.045841161039789e-08
