year,veut_VERB écrire_VERB,veut_VERB ecrire_VERB,veut_VERB décrire_VERB
1800,2.578214832738013e-07,9.432493897065797e-09,1.0061326349841693e-07
1801,3.47652644450136e-07,0.0,7.619784270218588e-08
1802,2.2825969381301547e-07,0.0,8.727576528144709e-08
1803,1.4822578009443532e-07,0.0,3.1205427575287104e-08
1804,1.4336735887354735e-07,1.2359254952798437e-08,5.438072037122765e-08
1805,2.1890159018767008e-07,0.0,4.5486043376286034e-08
1806,2.737585589329683e-07,0.0,7.492339904047185e-08
1807,2.1067468480850948e-07,0.0,2.2775640928784924e-08
1808,2.22075257738652e-07,0.0,1.2236799307174806e-07
1809,2.5075237886085233e-07,0.0,2.4849335034105025e-08
1810,3.9080117630874156e-07,0.0,4.914266327205041e-08
1811,1.504246114336638e-07,0.0,1.7549536934780008e-08
1812,2.3204711396829225e-07,0.0,5.601137331723294e-08
1813,3.6521919355436694e-07,2.8757416448144113e-09,4.3136125782439194e-08
1814,1.6677388714469998e-07,0.0,5.034683425719777e-08
1815,2.643278946834471e-07,0.0,2.4275012222574333e-08
1816,1.4832664874120383e-07,0.0,5.0987285504788815e-08
1817,1.8371106591530406e-07,0.0,3.580808893843823e-08
1818,2.1100484559610777e-07,1.1921177378582115e-09,7.152706160695743e-08
1819,2.0391568966715568e-07,2.070210003424222e-09,3.622867339458935e-08
1820,2.1241001491034694e-07,2.3732962262101864e-09,5.814575843032799e-08
1821,1.6665914870372944e-07,9.86148829262845e-10,5.226588939422072e-08
1822,1.9148926355683216e-07,0.0,2.90742860897808e-08
1823,1.6998221497033228e-07,9.882686891060644e-10,5.0401702367253165e-08
1824,1.8189604134022375e-07,0.0,5.136878655775945e-08
1825,1.8227267162274075e-07,0.0,3.258013947515792e-08
1826,1.2771577928560873e-07,0.0,3.52319382557198e-08
1827,1.852671829283281e-07,9.217273055917019e-10,6.452091128039683e-08
1828,1.7060480672626e-07,9.172301251858528e-10,6.237164740241496e-08
1829,1.9546841656392644e-07,8.57317605795771e-10,3.6864655328372464e-08
1830,2.1499882052467e-07,0.0,6.679574937606958e-08
1831,2.2919073217053665e-07,0.0,1.5591206548037917e-08
1832,2.584224034762883e-07,1.3529969367098715e-09,5.953186388296672e-08
1833,2.1429713115139748e-07,1.1583628500844156e-09,3.59092489077284e-08
1834,1.1761508744712046e-07,0.0,7.654315226091057e-08
1835,9.756383434478266e-08,1.5126175867408165e-09,5.445423312266939e-08
1836,1.2433388008048496e-07,6.720750067579218e-10,6.787957573806125e-08
1837,1.315041373572967e-07,0.0,4.244313345225237e-08
1838,1.6600985475179186e-07,0.0,4.039783618736692e-08
1839,1.132618976384947e-07,6.9914751765765e-10,2.9364196407755117e-08
1840,1.4204405829332245e-07,1.2739377330817092e-09,5.5416290223320175e-08
1841,9.887644836226173e-08,0.0,3.78812359258518e-08
1842,1.247737344556299e-07,6.708265054555795e-10,3.957876515414682e-08
1843,1.346775775346032e-07,0.0,3.18973185642335e-08
1844,1.1910177732943339e-07,0.0,5.872760411307354e-08
1845,1.1997489934856276e-07,0.0,5.1896119401817487e-08
1846,1.0303922692855849e-07,0.0,4.6836010625384006e-08
1847,1.1002175881458243e-07,0.0,3.343798482546845e-08
1848,1.1424214818589462e-07,0.0,4.263967667839097e-08
1849,8.211826951765033e-08,0.0,1.8434713311421547e-08
1850,1.3102761897698656e-07,0.0,1.968808760466345e-08
1851,1.2060451126671978e-07,0.0,3.676180071465751e-08
1852,1.0937716155012822e-07,0.0,3.7761164861649377e-08
1853,1.5825619925635692e-07,0.0,3.3442816516071616e-08
1854,1.4755687516299076e-07,0.0,4.676098086520142e-08
1855,1.3320412506345747e-07,0.0,4.404757802944914e-08
1856,1.2269939020370657e-07,0.0,4.711242240773572e-08
1857,1.137391620886774e-07,0.0,3.758761835115365e-08
1858,1.48278388678591e-07,0.0,4.159624467092726e-08
1859,1.4207164156232466e-07,0.0,5.14309519417111e-08
1860,1.3731552428453142e-07,0.0,2.7920821210614122e-08
1861,1.7779183281163569e-07,0.0,4.33868656557479e-08
1862,1.4457556574143382e-07,0.0,4.608346060308577e-08
1863,1.4983862683948246e-07,4.994620828036034e-10,2.7969877081091e-08
1864,1.0260718141807956e-07,0.0,4.1234660130839984e-08
1865,1.5061901592616778e-07,9.41368871743009e-10,1.9298061815220535e-08
1866,1.4596838582292548e-07,0.0,5.303517980337347e-08
1867,1.0093847890857433e-07,0.0,4.124889585455094e-08
1868,1.3288261868638074e-07,4.93987406535723e-10,1.333765986544222e-08
1869,1.4797062419802387e-07,0.0,5.567211758261692e-08
1870,1.0722671106577764e-07,0.0,3.7844721134661086e-08
1871,7.859671313781291e-08,0.0,3.717412155879174e-08
1872,1.0522370530452463e-07,0.0,3.1446163006876304e-08
1873,1.5024870947399904e-07,0.0,2.6338419445437466e-08
1874,1.0395820027042646e-07,5.974609140757536e-10,3.1665429389704514e-08
1875,9.783811094621342e-08,0.0,6.064819046969205e-08
1876,9.55270351710169e-08,6.04601479992084e-10,4.836811839936672e-08
1877,1.107082070461729e-07,0.0,4.886004489890183e-08
1878,1.3769121665063722e-07,6.039088673581716e-10,3.925407554561389e-08
1879,1.392926094467839e-07,2.443730107160036e-09,4.7041805117942204e-08
1880,1.0011839890466945e-07,0.0,2.888030792291829e-08
1881,1.2620238010185858e-07,6.972507571312292e-10,3.486253774553916e-08
1882,1.2911446845009777e-07,0.0,3.660461800336634e-08
1883,1.232271102935556e-07,0.0,5.624211496524367e-08
1884,1.2741274701966177e-07,0.0,2.8387297845711146e-08
1885,1.2633445578558167e-07,0.0,5.9299846810745294e-08
