year,veut_VERB écrire_VERB,veut_VERB ecrire_VERB,veut_VERB décrire_VERB
1886,9.615661156203714e-08,0.0,3.1621972595985426e-08
1887,8.87933779836203e-08,0.0,3.395040693021656e-08
1888,9.891358843105991e-08,0.0,4.628648753168818e-08
1889,1.3407392884801084e-07,0.0,3.132568338060082e-08
1890,1.264996569716459e-07,0.0,2.5562107097698572e-08
1891,1.1473596117639318e-07,6.374220040683554e-10,2.8683990294098294e-08
1892,1.0092304592035362e-07,0.0,3.0715710863660206e-08
1893,1.0038218789532038e-07,0.0,4.0645549148621285e-08
1894,8.444062871149072e-08,6.301539290376468e-10,2.457600345451283e-08
1895,1.1676112166014718e-07,0.0,3.671354775747204e-08
1896,6.486732218036195e-08,0.0,3.892039046604623e-08
1897,1.019674868985021e-07,0.0,4.1952336715667116e-08
1898,1.1260126342449439e-07,0.0,3.281845906144554e-08
1899,1.0447123344192732e-07,0.0,3.758753308602536e-08
1900,1.495023269626472e-07,0.0,4.360484595622438e-08
1901,1.0450941800854707e-07,0.0,4.63865319488832e-08
1902,1.1931989263302967e-07,0.0,2.8479647085077886e-08
1903,1.0314420961776705e-07,5.400220270956879e-10,3.0781254878320397e-08
1904,1.0802996541769971e-07,0.0,2.3110889202371254e-08
1905,9.444188719953672e-08,0.0,3.612531429553201e-08
1906,1.0597020150271419e-07,5.144184522798412e-10,4.1153477070565714e-08
1907,1.1622825724089125e-07,0.0,4.217131532868734e-08
1908,1.0117461357594948e-07,0.0,4.813161424976897e-08
1909,1.0066799660535253e-07,0.0,4.0707277548790444e-08
1910,9.245380994116204e-08,0.0,4.275320719671072e-08
1911,1.2236860413850081e-07,0.0,3.405039450399272e-08
1912,1.3023553435687063e-07,0.0,3.438217888174222e-08
1913,1.03408297036367e-07,0.0,3.818152549683873e-08
1914,1.2188073128527321e-07,6.696743715117748e-10,3.683209115479258e-08
1915,6.597226587246041e-08,0.0,3.652036184575991e-08
1916,1.219608236624481e-07,0.0,2.8567400889301098e-08
1917,1.1295416868506436e-07,0.0,1.7546279096336548e-08
1918,1.1716103642811504e-07,0.0,4.135095466040184e-08
1919,9.944476175860473e-08,0.0,3.314825391953491e-08
1920,8.405176998849129e-08,0.0,4.316171953178127e-08
1921,1.5675587405894476e-07,0.0,3.4077363153528495e-08
1922,1.1952255363212316e-07,0.0,4.131644004701229e-08
1923,1.3057616854439402e-07,0.0,3.715581797791856e-08
1924,1.2247043912338995e-07,0.0,5.1566498626698376e-08
1925,1.0888196300129493e-07,0.0,3.959344141435395e-08
1926,1.2818058792163356e-07,0.0,5.3501466368288675e-08
1927,1.2933101345424802e-07,0.0,5.686104742608222e-08
1928,1.1426040913420366e-07,0.0,6.170062505361784e-08
1929,1.2365850921014498e-07,0.0,6.350031611646045e-08
1930,1.3654684494213143e-07,0.0,6.302162347537887e-08
1931,1.300210641375088e-07,0.0,2.737285598186645e-08
1932,8.658033578967661e-08,0.0,5.370172928564898e-08
1933,1.273243555033332e-07,1.1470662197865522e-09,5.1617981000617874e-08
1934,1.066360653112497e-07,0.0,5.870974462141021e-08
1935,1.2925747228109685e-07,0.0,5.146362269670135e-08
1936,1.0306007425242569e-07,0.0,3.273672888326473e-08
1937,9.443338910841703e-08,0.0,5.162358363008934e-08
1938,8.68669403075728e-08,0.0,6.612259539906518e-08
1939,9.023489866422096e-08,0.0,5.199976982339649e-08
1940,8.368083825871508e-08,0.0,6.846613587185857e-08
1941,1.2396310467011062e-07,0.0,3.5418032950929046e-08
1942,1.3047110769548453e-07,0.0,6.675266206457309e-08
1943,2.0322646321346838e-07,0.0,5.8064703267746154e-08
1944,1.5423293575622665e-07,0.0,5.462416652335378e-08
1945,1.241747327185294e-07,0.0,5.446259976338297e-08
1946,1.6844536787630204e-07,0.0,9.883984120051537e-08
1947,1.8000514501181897e-07,0.0,4.7683485604466114e-08
1948,1.1632919694193333e-07,1.0871887834440486e-09,6.958008214041911e-08
1949,1.0798709126902395e-07,9.817008317369869e-10,6.871906066407973e-08
1950,1.106077576196185e-07,0.0,7.12569203642488e-08
1951,1.4073050635943218e-07,0.0,7.996051465397613e-08
1952,1.0544803785705881e-07,0.0,4.8506098693223976e-08
1953,1.4975620388213429e-07,0.0,6.464296120611834e-08
1954,1.5929234109535173e-07,9.772536113672459e-10,5.570345606997762e-08
1955,1.5298540745334321e-07,9.385607846468247e-10,8.447047150639264e-08
1956,1.7267859675484942e-07,0.0,6.104799155082219e-08
1957,1.2899154455681128e-07,0.0,4.8592706747285774e-08
1958,1.0257581806172311e-07,0.0,5.7905705119765116e-08
1959,1.333128665237382e-07,7.750747821333448e-10,7.595733109155844e-08
1960,1.1280958034376454e-07,0.0,6.22874978262189e-08
1961,1.0630683533463525e-07,1.3896318540318475e-09,7.434530147065743e-08
1962,1.3888885064261558e-07,6.341956404476434e-10,6.4053757853344e-08
1963,1.338473083478675e-07,2.5864212993553792e-09,6.983337641486287e-08
1964,1.5757477456190827e-07,0.0,6.996563683969725e-08
1965,1.422731230604768e-07,2.73602163147757e-09,8.864710565603673e-08
1966,1.6451052431420976e-07,0.0,1.1133540311902834e-07
1967,1.4248669799599156e-07,0.0,8.775997173415817e-08
1968,1.7965663801078335e-07,4.4914158503495116e-10,7.904891674570536e-08
1969,1.2035658869535837e-07,2.2708788183223305e-09,7.266812218631458e-08
1970,1.3520251229692803e-07,4.5987250119061684e-10,8.50764152460215e-08
1971,1.4284745475379168e-07,5.138397485282553e-10,1.0225411273268037e-07
1972,1.456961769008558e-07,1.0260293725750103e-09,1.0414198214903081e-07
1973,1.2239311786288454e-07,0.0,9.09678590232943e-08
1974,1.0013517481866074e-07,5.625571675160757e-10,7.763289033846377e-08
1975,1.330774921370903e-07,1.1422960355389478e-09,8.110301763508687e-08
1976,1.3883870053632563e-07,0.0,8.97023753054782e-08
1977,1.4104276147008932e-07,5.876781838942691e-10,8.580101251709493e-08
1978,1.1465341032135257e-07,0.0,8.792075334440597e-08
1979,1.1235788832664184e-07,2.3407893401383717e-09,1.029947327424452e-07
1980,1.3075846538868063e-07,5.685150683554241e-10,1.159770732783727e-07
1981,1.4358997191266099e-07,0.0,9.172046588901139e-08
1982,1.5084231108630775e-07,0.0,9.683703439122837e-08
1983,1.0988649989940313e-07,6.315316047889041e-10,8.525676520321213e-08
1984,1.2873799448698264e-07,0.0,9.974294812309381e-08
1985,1.521936212611763e-07,0.0,1.1309249003943478e-07
1986,1.4206931098215136e-07,5.994485463567401e-10,1.0969908714741905e-07
1987,1.399377111965805e-07,6.110816852533674e-10,9.777306786418194e-08
1988,1.307248709281339e-07,0.0,9.2346930102849e-08
1989,1.5147217879984964e-07,0.0,9.823738622571909e-08
1990,1.378508756033625e-07,5.44865097484859e-10,7.573624571932669e-08
1991,1.4360590228079673e-07,0.0,9.554188551419429e-08
1992,1.2452473185931012e-07,0.0,8.815910490511669e-08
1993,1.606370148010683e-07,0.0,7.976458960001764e-08
1994,1.3556561384575616e-07,1.5824779264761446e-09,6.751906056479129e-08
1995,1.4152597316297033e-07,0.0,9.218166496793856e-08
1996,1.633456179206405e-07,5.338092190498855e-10,8.220661840141474e-08
1997,1.309006165683968e-07,9.58978896292706e-10,9.062350869726288e-08
1998,1.416134409737424e-07,0.0,9.488577035199341e-08
1999,1.4396132996807864e-07,2.285100553223174e-09,9.186104676928153e-08
2000,1.6214175957429688e-07,0.0,8.526800598929185e-08
2001,1.7174350830373442e-07,1.7524847129024579e-09,9.770102593620322e-08
2002,1.4939965353732987e-07,8.76244299341522e-10,7.842386651191191e-08
2003,1.633433726055955e-07,0.0,7.583799543908754e-08
2004,1.6165583360816527e-07,0.0,7.532192825010497e-08
2005,1.4411997995011916e-07,0.0,8.647199223332791e-08
2006,1.7336316204819013e-07,1.6471559671771274e-09,8.029885378846302e-08
2007,1.7495820259227912e-07,3.994479469415779e-10,7.19006294502833e-08
2008,1.5113910478703474e-07,0.0,6.769329274902702e-08
2009,1.459066965026068e-07,0.0,7.390698186782174e-08
2010,1.5068900438564015e-07,9.447586046817946e-10,6.471596236679034e-08
2011,1.2351429745649511e-07,0.0,4.665245967316878e-08
2012,1.2085097012004553e-07,0.0,4.9702091331482734e-08
2013,1.2802084370377997e-07,0.0,3.988448682434864e-08
2014,1.5201425185296102e-07,0.0,4.3741991362367116e-08
2015,1.3609772508971218e-07,0.0,4.43315073539452e-08
2016,1.1205949590475939e-07,0.0,4.349814020088161e-08
2017,1.0817128526241504e-07,0.0,3.3960752432449226e-08
2018,1.143589756225083e-07,0.0,4.956416077561698e-08
2019,1.3647785124248912e-07,0.0,3.469343212714193e-08
