year,serrant_VERB en_ADP,serrant_VERB dans_ADP
1880,4.492492378105339e-09,1.5402830766397813e-07
1881,3.4862537301449947e-09,1.4363365125058536e-07
1882,2.1962770935246567e-08,1.5373939277196769e-07
1883,1.64302811356265e-08,1.8452469374707903e-07
1884,4.621187876807653e-09,1.6042123096582372e-07
1885,6.445635691854079e-09,1.256898962687103e-07
1886,1.4197620412659262e-08,1.4842966933326096e-07
1887,3.9173548849191775e-09,1.6257021684396022e-07
1888,1.3949351895803375e-08,1.0715638865121946e-07
1889,5.6386229019267375e-09,1.2530273324484753e-07
1890,9.83157938394541e-09,1.264996569716459e-07
1891,2.5496880162734215e-09,1.3194635073432437e-07
1892,1.0656471260972467e-08,1.222359908847892e-07
1893,2.6481191017779793e-08,9.607129669575443e-08
1894,8.192000855444803e-09,1.178387825095939e-07
1895,1.1435367319734269e-08,1.3301138657162426e-07
1896,1.8870493501133012e-08,1.2501700941136562e-07
1897,1.4566783557157237e-08,1.1711694014593377e-07
1898,1.4145887128336199e-08,1.4202470310920035e-07
1899,8.291367592505594e-09,9.562710800992136e-08
1900,1.193942211763499e-08,1.1524137732976669e-07
1901,2.1237208436275523e-08,8.27133348479947e-08
1902,2.897067474805226e-08,1.1588270121265509e-07
1903,1.9440792975444765e-08,1.1610473427126067e-07
1904,1.1824175416563776e-08,1.10179816381617e-07
1905,1.1353670004154992e-08,1.156010021041709e-07
1906,1.1831624013858288e-08,8.179253319084978e-08
1907,7.1999805006939255e-09,8.588548305876742e-08
1908,1.8663278034125597e-08,1.1394422694266382e-07
1909,6.0510818578052294e-09,1.0176819387197611e-07
1910,1.2825961848150769e-08,1.1062391702676422e-07
1911,7.980560989828689e-09,1.1492008133995313e-07
1912,1.3544495303108306e-08,1.208585741485635e-07
1913,2.1742257771961704e-08,1.081809901659625e-07
1914,2.1429579888376793e-08,1.1317496895202339e-07
1915,7.068456930880984e-09,1.2841030461174796e-07
1916,1.7579939504130948e-08,1.42837009775576e-07
1917,2.522277586791688e-08,1.1734074478741974e-07
1918,1.8378202071289707e-08,9.189100858009169e-08
1919,1.4732557618302167e-08,1.0589025795093576e-07
1920,1.4387240288016301e-08,9.086677987824032e-08
1921,1.741731875393171e-08,9.768844111412989e-08
1922,1.623145795548453e-08,1.652657575235139e-07
1923,1.4862327368803108e-08,1.5605444447786e-07
1924,1.1602462102189293e-08,1.0442215603312377e-07
1925,4.399271169575059e-09,1.40776674539822e-07
1926,1.1146138789719373e-08,1.3040981627909787e-07
1927,1.1149224876660924e-08,1.9065174816645936e-07
1928,2.5137291359556002e-08,1.4168291784244502e-07
1929,1.4482528509773829e-08,1.6710609829218015e-07
1930,1.0503603542488804e-08,1.3969792489465505e-07
1931,7.983749661377715e-09,1.2888053113613296e-07
1932,7.671675517073595e-09,1.0740345690596342e-07
1933,1.3764794637438627e-08,1.0782422532606972e-07
1934,2.2765002327673756e-08,1.4018449157049417e-07
1935,7.180970484910176e-09,1.4122574842900804e-07
1936,8.487300195980652e-09,1.2730949627837163e-07
1937,1.7627564963262898e-08,1.1332006266684402e-07
1938,1.2965214679638848e-08,1.0890780188788085e-07
1939,1.5294050470515685e-09,9.94113298347088e-08
1940,1.2678914362851401e-08,8.875240098404902e-08
1941,2.9515025978810172e-09,1.0035108743977617e-07
1942,0.0,1.153000468434584e-07
1943,1.7419411024732767e-08,1.33548823777474e-07
1944,1.2852744646352221e-08,1.2531425674922048e-07
1945,2.178504043826024e-09,1.2635322832466045e-07
1946,1.3921104269343232e-09,1.0997672639234679e-07
1947,2.3841741914054637e-09,1.3828210398969532e-07
1948,1.087188761239588e-08,1.1741638727968962e-07
1949,8.835307485632882e-09,9.03164768528697e-08
1950,1.595304244261797e-08,1.3613261984346536e-07
1951,9.595261474260042e-09,1.1301086066950461e-07
1952,1.0544803696888039e-08,1.2759212952850874e-07
1953,2.1547654771580937e-09,1.5837526090578535e-07
1954,6.840775057526116e-09,1.3095198392321095e-07
1955,5.631364707880948e-09,1.1732009630449625e-07
1956,8.721141808720745e-09,1.299450098635191e-07
1957,3.534015080575159e-09,9.188438954144118e-08
1958,2.4816730892496253e-09,1.1829308332877986e-07
1959,7.750748043378053e-09,1.3331285586559716e-07
1960,6.228750015768725e-09,1.4187708274882027e-07
1961,7.642975030641708e-09,1.556387672074777e-07
1962,1.2683912808952869e-09,1.1415521683488805e-07
1963,9.052474325699222e-09,1.370803293099243e-07
1964,1.1559539991878864e-08,1.283717270261775e-07
1965,7.1136563306595235e-09,1.0561043473078513e-07
1966,4.431259803538978e-09,1.107814969758536e-07
1967,7.888536712741256e-09,1.4396579750552974e-07
1968,8.533689976886194e-09,1.248613619164729e-07
1969,5.450109363813738e-09,1.1127306406844006e-07
1970,5.5184699032651e-09,9.51936094395478e-08
1971,5.652237122788506e-09,1.21780019846085e-07
1972,7.182205663536223e-09,1.3697492384778798e-07
1973,4.410563025913916e-09,9.482710794372906e-08
1974,3.937900228123681e-09,6.80694168808671e-08
1975,7.4249242310031605e-09,8.68145018095845e-08
1976,6.284879505713548e-09,7.998937845421494e-08
1977,1.057820719907454e-08,7.228441534223862e-08
1978,1.2475242172627077e-08,7.960392123251836e-08
1979,2.9259866751729646e-09,9.363157293940105e-08
1980,6.253665807420816e-09,1.0119567950273023e-07
1981,1.897664858585557e-09,9.804601996954432e-08
1982,3.724501262958313e-09,8.690503339181532e-08
1983,5.052252838311233e-09,9.283514756930344e-08
1984,4.639206629963866e-09,1.1540026845224816e-07
1985,7.218669662023558e-09,1.052722651273541e-07
1986,4.196139880008332e-09,8.692003961030537e-08
1987,6.721898426764739e-09,1.0205064393531416e-07
1988,8.99483088012687e-09,1.0314072773631722e-07
1989,6.585746725740194e-09,1.1799462562578356e-07
1990,4.903786043897185e-09,1.1987032089155747e-07
1991,6.4476115557710045e-09,1.0960939800241931e-07
1992,4.4079553340736766e-09,1.1074987837922379e-07
1993,6.647048800267896e-09,1.1466159621775773e-07
1994,4.747434001473039e-09,1.1182844117385571e-07
1995,5.964695848348356e-09,1.1983616027277932e-07
1996,2.6690460952494277e-09,1.1049851056377236e-07
1997,3.3564261370244708e-09,9.925431387891592e-08
1998,5.721755180765342e-09,1.2397135584762964e-07
1999,1.3710603763428253e-09,1.2156735157420329e-07
2000,5.743440834038438e-09,9.542947987384309e-08
2001,3.943090687297257e-09,1.1478774597506458e-07
2002,4.381221385685308e-09,1.2749354616481412e-07
2003,2.9168459869666208e-09,1.2375761748728564e-07
2004,7.928624201625212e-09,1.3170325718903086e-07
2005,5.85487458515388e-09,1.3150948907636462e-07
2006,7.000412693969338e-09,1.5153835164483098e-07
2007,2.796135656346621e-09,2.572444742776625e-07
2008,6.811903263681529e-09,2.575751052447117e-07
2009,3.814554005998616e-09,2.9562793990578484e-07
2010,6.140930874920514e-09,4.0152239932922384e-07
2011,7.265546830836911e-09,4.466399188274295e-07
2012,1.1234033758800166e-08,5.89956971275285e-07
2013,1.2551062411603198e-08,6.593491495010539e-07
2014,1.104377074512275e-08,6.548306297204931e-07
2015,1.2412822103513577e-08,6.942314336733091e-07
2016,1.0149566187500625e-08,7.251761209303709e-07
2017,1.33327402451755e-08,7.151883139044912e-07
2018,1.4714359952705536e-08,8.22455290538926e-07
2019,1.4795729086358733e-08,8.155508082197116e-07
