year,ait_VERB écrit_VERB,ait_VERB ecrit_VERB,ait_VERB décrit_VERB
1846,6.890747954457765e-07,0.0,6.439951505399222e-08
1847,5.45254920325533e-07,2.6966118227278457e-09,2.9123407685460734e-08
1848,5.342027407095884e-07,8.045221711050488e-10,7.642960753173611e-08
1849,5.136581080478209e-07,2.513824481908955e-09,4.692472543865733e-08
1850,4.4943152488485794e-07,6.788996032014438e-10,4.616517301769818e-08
1851,5.488472538672795e-07,0.0,6.771910676661719e-08
1852,5.879022637600428e-07,1.3021090872200602e-09,8.463709377792838e-08
1853,6.837861974418047e-07,1.7915795513800958e-09,1.2899373302843742e-07
1854,5.335947435014532e-07,5.195664454227256e-10,8.105236304345453e-08
1855,6.32586875326524e-07,0.0,9.28714030123956e-08
1856,5.03740523072338e-07,1.0354378465748937e-09,6.523258377910679e-08
1857,5.931033797423879e-07,1.4644527812635033e-09,6.785297301803439e-08
1858,6.694548915220366e-07,4.893676019968041e-10,6.166031596421817e-08
1859,5.316229021445906e-07,0.0,6.467060131853941e-08
1860,5.423963216344418e-07,1.373155145145688e-09,4.119465657481669e-08
1861,5.626144456982729e-07,1.4147891747029462e-09,6.460870594082735e-08
1862,6.28903706001438e-07,1.3553959066214816e-09,6.776979688538631e-08
1863,5.469109964906238e-07,1.4983863039219614e-09,2.996772607843923e-08
1864,5.9886150438615e-07,4.794727948009836e-10,7.096197407463478e-08
1865,7.305022222681146e-07,2.8241067262513297e-09,5.3658027354686055e-08
1866,6.174462896524346e-07,4.865612912574591e-10,5.54679857600604e-08
1867,5.988369480292022e-07,4.85281148598915e-10,6.357183224281471e-08
1868,6.041465780981525e-07,4.93987406535723e-10,5.285665238830006e-08
1869,6.919946713423997e-07,4.883519144627257e-10,5.518376511304268e-08
1870,6.51961329367623e-07,5.734048791339319e-10,5.2753250656678574e-08
1871,4.875120112046716e-07,1.0621177271019633e-09,6.903765381593985e-08
1872,5.00719693263818e-07,0.0,9.433849612605627e-08
1873,6.219458441591996e-07,0.0,6.105724281724179e-08
1874,4.49290610049502e-07,5.974609140757536e-10,8.902167536462002e-08
1875,6.276515023273532e-07,5.721527140956084e-10,9.154443603165419e-08
1876,6.886410801598686e-07,1.209202959984168e-09,5.8041742079240066e-08
1877,6.302327619778225e-07,0.0,7.29808320443226e-08
1878,6.4739032268335e-07,6.039088673581716e-10,1.008527803492143e-07
1879,6.799679113100865e-07,0.0,4.826366861720999e-08
1880,6.398592518053192e-07,6.417846254436199e-10,6.931274043608937e-08
1881,5.208462994232832e-07,0.0,6.554157039317943e-08
1882,6.4424125412188e-07,6.655385131892899e-10,5.790185042542362e-08
1883,6.028649295330979e-07,0.0,6.066565561013704e-08
1884,4.667399764457514e-07,0.0,7.261866841190567e-08
1885,5.54324685708707e-07,3.2228177904158883e-09,6.445635847285303e-08
1886,5.175677983970672e-07,0.0,4.130216879616455e-08
1887,5.099090003568563e-07,6.528924623161458e-10,4.8966935395355904e-08
1888,4.5652424773834355e-07,1.9021844099853524e-09,7.862362139121615e-08
1889,4.7615040443815815e-07,6.265136742733546e-10,4.448246926358479e-08
1890,4.568407234728511e-07,0.0,6.619930559281784e-08
1891,4.5065735321259126e-07,2.5496880162734215e-09,7.01164211136529e-08
1892,4.58855112128731e-07,0.0,4.952124754709075e-08
1893,5.086852183922019e-07,6.158416554491453e-10,7.143763269823467e-08
1894,4.908899313704751e-07,0.0,7.057724360493012e-08
1895,5.043598889642453e-07,0.0,5.537125247201402e-08
1896,3.9922886685417325e-07,0.0,3.597187614445829e-08
1897,4.981840220352751e-07,1.7480140668268973e-09,4.253501018069983e-08
1898,5.726255380977818e-07,5.6583548957434e-10,5.6017714911149596e-08
1899,4.598945224643103e-07,1.6582735185011188e-09,3.371822998587959e-08
1900,4.5525536052082316e-07,5.191053142894475e-10,2.7512582434496835e-08
1901,4.878968979937781e-07,1.676621730339889e-09,3.968004591570207e-08
1902,4.3308702402100607e-07,1.4730852093691738e-09,1.3159561262909847e-07
1903,5.065406867288402e-07,1.0800440541913758e-09,8.100330717297766e-08
1904,4.503935997490771e-07,2.6873125946735854e-09,4.460938995975994e-08
1905,5.062704531155759e-07,1.0321518084666081e-09,6.399341145879589e-08
1906,5.349951948119269e-07,2.0576738091193647e-09,4.989858837234351e-08
1907,5.564556317949609e-07,0.0,4.782844342798853e-08
1908,4.921211598230002e-07,9.822778146428846e-10,4.174680867663483e-08
1909,5.247938474894909e-07,1.980354014108343e-08,5.831042670934039e-08
1910,5.547228170144081e-07,3.206490406526541e-09,4.221879024157715e-08
1911,5.602353780886915e-07,2.6601871816467337e-09,3.777465806820146e-08
1912,6.694106104987441e-07,2.0837684910901544e-09,4.8968558985507116e-08
1913,5.488594183589157e-07,2.121195885607108e-09,3.2878535449754054e-08
1914,5.464542596200772e-07,6.027069510139427e-09,4.2859159776753586e-08
1915,3.7580630873890186e-07,0.0,3.887651445211304e-08
1916,3.713762168899848e-07,1.0987462051303964e-09,4.8344833913915863e-08
1917,4.923924734612228e-07,0.0,2.631941953268324e-08
1918,4.0202317563853285e-07,0.0,1.4932290071101306e-08
1919,5.754905032517854e-07,0.0,2.5781975665495338e-08
1920,4.770506052409473e-07,3.028892692213958e-09,3.8618381381638756e-08
1921,5.831015528201533e-07,7.572747429129834e-10,4.8465583546430935e-08
1922,5.068641826255771e-07,0.0,5.4596721810185045e-08
1923,5.966163030279859e-07,2.1231896241147297e-09,3.290944050604594e-08
1924,5.955930646450724e-07,2.578324886925998e-09,5.285566118118368e-08
1925,5.950014383415692e-07,1.0998177923937646e-09,6.268961527666761e-08
1926,6.163814418869151e-07,0.0,3.009457216762712e-08
1927,6.722982561768731e-07,1.1149224876660924e-09,5.2401357919507063e-08
1928,5.8501331068328e-07,2.2852082448565625e-09,4.913197670930458e-08
1929,6.840209607616998e-07,0.0,2.2280811862174232e-08
1930,6.197126367624151e-07,4.201441416995522e-09,3.676261073337628e-08
1931,5.200842565500352e-07,0.0,4.219981875053236e-08
1932,5.370172857510624e-07,2.1919073223131136e-09,6.13734059129456e-08
1933,5.333857870937209e-07,0.0,4.588265056781893e-08
1934,5.379729373089503e-07,2.3963160344919743e-09,3.2350264689284813e-08
1935,5.68493476293952e-07,1.196828414151696e-09,5.505410882733486e-08
1936,5.492495915859763e-07,1.2124714565686645e-09,4.607391446143083e-08
1937,4.93571803872328e-07,0.0,4.784624962894668e-08
1938,5.49725086784747e-07,0.0,6.482607517455108e-08
1939,4.557627164558653e-07,3.058810094103137e-09,4.5882153187903896e-08
1940,5.071565851721971e-07,5.0715658339584024e-09,5.0715659227762444e-08
1941,5.607855086964264e-07,0.0,1.1806010036252701e-07
1942,6.918002668498957e-07,0.0,3.944475324146879e-08
1943,5.28388795828505e-07,0.0,3.774205836748479e-08
1944,5.590944169853174e-07,0.0,4.4984606262232774e-08
1945,5.141269525665848e-07,4.357008087652048e-09,5.2284097051824574e-08
1946,5.05336060996342e-07,0.0,6.40370814153357e-08
1947,5.912751817049866e-07,0.0,4.7683485604466114e-08
1948,4.848861863138154e-07,2.174377566888097e-09,6.19697573256417e-08
1949,4.2998496496693406e-07,0.0,5.006674186347482e-08
1950,4.6263821218417434e-07,2.1270722960764488e-09,4.0414374069541736e-08
1951,4.733662422040652e-07,1.0661401761424827e-09,5.330700858507953e-08
1952,4.850609798268124e-07,1.0544803918932644e-09,5.799642011083961e-08
1953,5.03137755458738e-07,0.0,2.8011951869189033e-08
1954,5.1012636959058e-07,0.0,3.224936762080688e-08
1955,5.199626684770919e-07,1.8771215692936494e-09,2.3464020060259827e-08
1956,4.604762864346412e-07,0.0,2.8779767902165077e-08
1957,5.027136467106175e-07,0.0,2.47381048978923e-08
1958,4.591095148498425e-07,0.0,3.722509589465517e-08
1959,4.882971325059771e-07,0.0,2.40273188012452e-08
1960,5.335962782737624e-07,0.0,2.7683332959327345e-08
1961,4.808126163879933e-07,0.0,3.752005994783758e-08
1962,4.946725766785676e-07,3.170978146727066e-09,4.058852098864918e-08
1963,4.868937821811414e-07,0.0,4.2029345337368795e-08
1964,5.566831191572419e-07,6.083968329129164e-10,3.346182708696688e-08
1965,5.734701176152157e-07,3.2832261354087677e-09,3.775710055720083e-08
1966,5.179035156288592e-07,2.215629901769489e-09,4.708213552362395e-08
1967,5.60086107270763e-07,0.0,3.5991448044114804e-08
1968,5.951126240688609e-07,8.982831700699023e-10,3.9973599541553995e-08
1969,4.559924775549007e-07,9.083515606356229e-10,3.451735963722058e-08
1970,5.127578219799034e-07,9.197450023812337e-10,2.6212733317265702e-08
1971,5.169227961232536e-07,1.0276794970565106e-09,3.7510300643361916e-08
1972,5.335352852853248e-07,1.0260293725750103e-09,3.1293897251316594e-08
1973,5.281649464450311e-07,2.7566018356850464e-09,3.142526239230392e-08
1974,4.084164970663551e-07,5.625571675160757e-10,2.6440186928766707e-08
1975,3.9123639794524934e-07,2.2845920710778955e-09,2.341706917263764e-08
1976,4.0280363577949174e-07,1.142705374768127e-09,2.971033907783749e-08
1977,3.8845527683406544e-07,1.7630346071939584e-09,2.703319701424789e-08
1978,4.1346515899931546e-07,0.0,2.0198010375338527e-08
1979,4.271940667877061e-07,5.266775904289034e-09,3.101546042216796e-08
1980,3.968235091633687e-07,5.685150683554241e-10,2.7288724169238776e-08
1981,3.434773532262625e-07,3.1627747087981106e-09,2.5934753011824796e-08
1982,3.7307088973648206e-07,4.966001831974154e-09,3.041676066573018e-08
1983,3.8586580330957077e-07,3.157658134966823e-09,1.7682884490000106e-08
1984,3.3402290000594803e-07,1.739702604197646e-09,2.2616132966390978e-08
1985,3.1822301593820157e-07,9.02333674446254e-09,3.4890238254092765e-08
1986,3.830476202892896e-07,6.593933843390687e-09,2.937297871596911e-08
1987,3.5870493775291834e-07,6.110816852533674e-10,2.627651163322753e-08
1988,3.807811594924715e-07,5.996553809062277e-10,9.594486094499644e-09
1989,3.594720112687355e-07,1.0427432250992297e-08,2.030605195102453e-08
1990,3.356369120410818e-07,1.089730194969718e-09,1.471135746555774e-08
1991,3.469987461812707e-07,1.1722930404189924e-09,1.934283488935762e-08
1992,3.504324581626861e-07,2.7549720282848966e-09,2.5345743281945943e-08
1993,3.450926158166112e-07,2.2156829704300662e-09,1.938722604677423e-08
1994,3.5447507684693846e-07,2.637463358823311e-09,1.7407257857371405e-08
1995,3.253470595154795e-07,1.0844901643380922e-09,2.060531301140145e-08
1996,3.234883934055688e-07,2.6690460952494277e-09,2.7758080278772468e-08
1997,2.8337825597191113e-07,1.917957792585412e-09,2.157702461147437e-08
1998,3.123124656667642e-07,2.3840645013706308e-09,1.0966696883940585e-08
1999,3.0437539066952013e-07,1.3710603763428253e-09,1.828080442578539e-08
2000,3.026351578228059e-07,4.4180314962005696e-10,1.988114206596947e-08
2001,3.071229457418667e-07,1.7524847129024579e-09,1.8839211080035057e-08
2002,3.0230427228161716e-07,8.76244299341522e-10,1.3143664823189738e-08
2003,3.416876666051394e-07,8.333845835650777e-10,2.2918076325595393e-08
2004,2.6472795866538945e-07,1.7619165015858584e-09,2.070251881036711e-08
2005,3.0490383551295963e-07,1.8014998381943315e-09,1.5763124139311913e-08
2006,3.211954151538521e-07,2.8825228870488218e-09,1.8942293067425453e-08
2007,2.764179782843712e-07,1.1983438685803094e-09,2.2768533725070483e-08
2008,2.5587212348909816e-07,4.257439678578834e-10,1.4049550856043425e-08
2009,2.4746918825258035e-07,9.53638501499654e-10,1.43045770784056e-08
2010,2.177668534386612e-07,1.4171379625338432e-09,1.0864724231396394e-08
2011,2.0152332069756085e-07,3.82397197240536e-10,1.2619107536693264e-08
2012,1.7599985824290343e-07,3.404252713057332e-10,1.463828702696901e-08
2013,2.2926607812223665e-07,0.0,1.3666713094551142e-08
2014,2.628850381825032e-07,0.0,1.3425760059249114e-08
2015,2.1611610634408862e-07,2.2165753954528356e-10,1.0861219479352258e-08
2016,2.261903375710972e-07,0.0,1.4706514228635115e-08
2017,1.8414274904898775e-07,5.031222660711876e-10,1.33327402451755e-08
2018,1.8586560202038527e-07,0.0,1.626323964387666e-08
2019,2.4463972181365534e-07,0.0,1.2499840273960672e-08
