year,errant_VERB en_ADP,errant_VERB dans_ADP
1800,6.917161954334006e-08,5.973912493573152e-07
1801,3.095537337571841e-08,4.071822274909209e-07
1802,4.4756802708434407e-08,3.75957142750849e-07
1803,4.095712213825209e-08,3.627630924540881e-07
1804,7.168367766041683e-08,5.685257278287281e-07
1805,3.980028662198265e-08,4.889749565251122e-07
1806,4.3225035994964855e-08,5.417538133656308e-07
1807,5.693910143378389e-08,3.729511277583697e-07
1808,4.985362700438145e-08,4.509487254722444e-07
1809,3.840351725514779e-08,3.207823295880985e-07
1810,6.786367556799178e-08,5.733310679545411e-07
1811,1.2535384286138651e-08,5.71613497868384e-07
1812,2.400487364440096e-08,3.9474683077855843e-07
1813,1.1502966579257645e-08,4.802488611233002e-07
1814,1.8880062846449164e-08,5.538151839346028e-07
1815,1.3486118000116676e-08,4.4773910090611935e-07
1816,1.8540831092650478e-08,3.522757818785749e-07
1817,3.892183464415666e-08,3.783202409124442e-07
1818,4.2916237674717195e-08,2.78955536892056e-07
1819,5.072014630513877e-08,4.49235560751049e-07
1820,7.357218212433736e-08,4.6991264923690323e-07
1821,3.9445952282335384e-08,4.339054875401871e-07
1822,4.210758675071702e-08,4.581706463113733e-07
1823,2.174191138237802e-08,3.81471711108361e-07
1824,5.221089960372183e-08,4.235819801579055e-07
1825,4.9310479255382234e-08,4.2090016982854195e-07
1826,2.2019960965735663e-08,4.7034635741738384e-07
1827,1.566936447261469e-08,3.170741855740289e-07
1828,1.6510142586412258e-08,3.2103053371201895e-07
1829,5.572564276690173e-08,3.1292091229317975e-07
1830,5.635891398014792e-08,3.799008325700015e-07
1831,4.5214498367585065e-08,3.897801494900932e-07
1832,2.4353944860777688e-08,4.1807605555277405e-07
1833,3.4750885724577074e-08,4.7261204372262e-07
1834,4.200539027721106e-08,4.4619056538408586e-07
1835,4.9160071569076536e-08,3.221875317649392e-07
1836,4.9061474882705625e-08,3.7434578636919014e-07
1837,4.244313345225237e-08,3.7990084678085623e-07
1838,4.292270205930038e-08,3.1750175644162937e-07
1839,4.474544024191118e-08,4.076030126753949e-07
1840,4.1402977046800515e-08,3.057450648213944e-07
1841,3.338685417020315e-08,3.9422169173519706e-07
1842,2.0124794275488966e-08,4.494537684252009e-07
1843,4.134837727765017e-08,3.8394922530216036e-07
1844,4.061535296973062e-08,3.1559225988075923e-07
1845,2.2320911341466854e-08,3.3648773722916303e-07
1846,4.742145964797828e-08,2.9682322733037836e-07
1847,3.020205241455187e-08,3.3168324264920557e-07
1848,3.9421587549881565e-08,3.161772070825464e-07
1849,3.603148490682884e-08,3.7455983736833787e-07
1850,2.851378244628222e-08,3.1433052782858795e-07
1851,2.6442698919382224e-08,3.127977841188567e-07
1852,3.2552726736412296e-08,3.385483609008588e-07
1853,4.538668063602813e-08,4.341594426193751e-07
1854,2.7017454939937124e-08,3.3044426839268226e-07
1855,4.8823821430232783e-08,3.9112126870577413e-07
1856,3.572260709461261e-08,2.7594417328913323e-07
1857,3.3194261561675376e-08,3.788051152753269e-07
1858,6.263905127923408e-08,2.8481195712970475e-07
1859,3.920973634663483e-08,3.681641302932803e-07
1860,1.9681891227918413e-08,3.648015702850671e-07
1861,3.7256114637784776e-08,3.918965845173261e-07
1862,4.337266906739856e-08,2.8553672493103477e-07
1863,2.097740825490746e-08,3.336406821929927e-07
1864,5.4180424036154307e-08,3.116573097372566e-07
1865,3.059448761000283e-08,3.4359962608476735e-07
1866,3.3572728597164314e-08,2.851249121249566e-07
1867,3.008743121313273e-08,3.2319725562501844e-07
1868,2.7169306804353255e-08,3.265256882656331e-07
1869,2.539429999615095e-08,3.5649688712169336e-07
1870,5.676708170199163e-08,3.3716206004896776e-07
1871,4.6733180880664804e-08,2.644673013918464e-07
1872,5.684498893820944e-08,2.7152552384279716e-07
1873,2.8134220286801792e-08,2.6518001128295055e-07
1874,3.525019565131515e-08,2.7901424548559817e-07
1875,2.7463329388410784e-08,2.48314279360784e-07
1876,4.111290152764013e-08,2.59978629735258e-07
1877,2.10283740420536e-08,2.381154100561389e-07
1878,2.4156355138416075e-08,3.2973424790583294e-07
1879,5.742765907257308e-08,2.7736336249972737e-07
1880,5.134277003548959e-08,3.311608667289079e-07
1881,2.649552932609822e-08,2.5170751793979207e-07
1882,4.858430990850593e-08,2.5090803168481557e-07
1883,3.5388298513794325e-08,2.7552317050094643e-07
1884,5.743476272357384e-08,2.7925178258669803e-07
1885,3.287274097374393e-08,2.1077228895549638e-07
1886,3.0976625708944994e-08,2.5168509587558674e-07
1887,2.154545164501087e-08,2.2916524944349703e-07
1888,2.53624587998047e-08,2.3333461740548955e-07
1889,3.884384947028252e-08,2.938349235037663e-07
1890,2.5562107985876992e-08,2.464449204708785e-07
1891,5.4180870789899416e-08,1.9632597680896424e-07
1892,5.077495024430334e-08,2.3005441018852935e-07
1893,2.3401982796045218e-08,2.438733024412443e-07
1894,4.032984990409716e-08,2.804185124105629e-07
1895,4.5139607385280556e-08,2.2690177026163383e-07
1896,1.7101383420481397e-08,2.5828986949250066e-07
1897,2.680288169187861e-08,2.482179972673748e-07
1898,2.998928039232851e-08,2.1897833590855953e-07
1899,5.1959236913035056e-08,2.13917287439358e-07
1900,2.18024234222014e-08,1.9051164557026823e-07
1901,2.794369541314623e-08,1.97282478797689e-07
1902,2.0623192042990013e-08,1.620393677015386e-07
1903,4.158169653045718e-08,2.1546878414824278e-07
1904,5.0521475891684986e-08,1.9939858741935268e-07
1905,2.2707339675243077e-08,2.1159112284507842e-07
1906,3.549487259668638e-08,2.1142597983470068e-07
1907,3.548562038657721e-08,1.9645661186729058e-07
1908,3.38885837170011e-08,2.553922326953284e-07
1909,2.9705311432870474e-08,2.0353638507941696e-07
1910,2.5117507851390997e-08,2.362114561726969e-07
1911,2.500575824182505e-08,2.6123036134251265e-07
1912,3.959160110866833e-08,2.1202343791770772e-07
1913,2.0681659052002033e-08,2.5083141874659987e-07
1914,4.68772043404897e-08,2.216622174699978e-07
1915,2.8273827723523937e-08,2.0498525177270466e-07
1916,6.592477230782379e-09,2.351316819027005e-07
1917,3.947912929902486e-08,1.8971913906540294e-07
1918,3.331049214239101e-08,2.159438672322267e-07
1919,2.4861190439651182e-08,2.292754217592119e-07
1920,2.7260034229925623e-08,2.3852529906776e-07
1921,2.7261890134244737e-08,2.50657929079523e-07
1922,3.393850328547998e-08,2.2576482283653831e-07
1923,3.290943961786752e-08,2.4204361182000866e-07
1924,5.543398584606507e-08,2.1529012483867405e-07
1925,4.289289345926761e-08,2.782538897072584e-07
1926,3.4553028882555736e-08,2.7530961332900006e-07
1927,3.4562596340492746e-08,3.1775291464697375e-07
1928,2.5137291359556002e-08,2.548007191904844e-07
1929,5.23599084090165e-08,2.2280812750352652e-07
1930,3.466189113510154e-08,2.1742459743734344e-07
1931,4.44808918587114e-08,2.5205839015995934e-07
1932,3.726242614465747e-08,2.2247859776669543e-07
1933,2.2941325283909464e-08,2.557957605731076e-07
1934,1.0783422155213884e-08,1.7732738299969242e-07
1935,1.555876849579363e-08,2.4534982223656243e-07
1936,1.576212937948185e-08,2.0005779433063253e-07
1937,1.6368453148452033e-08,2.140490069635348e-07
1938,2.7226949583791793e-08,2.372634178016142e-07
1939,2.4470480752825097e-08,2.0494028074580228e-07
1940,1.7750480196809804e-08,2.0539840939193255e-07
1941,6.198155233505531e-08,3.040047649172095e-07
1942,6.068423630267716e-08,3.03421179737029e-07
1943,2.6129116648121453e-08,2.7290410375968577e-07
1944,3.2131861615880553e-09,2.088571058322941e-07
1945,2.178504132643866e-08,2.7449149797575956e-07
1946,2.227376683094917e-08,3.0765640168795017e-07
1947,4.0530959921625254e-08,3.218635056256858e-07
1948,3.152847383169899e-08,2.859306604818812e-07
1949,4.22131343214005e-08,1.963401716764679e-07
1950,1.595304155443955e-08,2.4567685130705286e-07
1951,3.944718685033877e-08,2.782625774244707e-07
1952,3.1634410646574906e-08,2.1195055133205187e-07
1953,2.801195209123364e-08,1.84232451960753e-07
1954,2.6385848173049453e-08,2.4822241684319124e-07
1955,3.378819002364253e-08,2.7781397982096223e-07
1956,2.0058626093444332e-08,2.145400763708949e-07
1957,3.710716001137371e-08,2.27060468205309e-07
1958,3.557064687242928e-08,2.2004167732347923e-07
1959,1.55014957536892e-08,2.0384467447343013e-07
1960,4.15249985508126e-08,2.1454583709612507e-07
1961,4.0994138528205326e-08,2.4804929132926645e-07
1962,3.1709782188915625e-08,2.872906375017692e-07
1963,2.5217607557692645e-08,2.4506342022334593e-07
1964,2.7377858202726202e-08,2.634358269304471e-07
1965,3.666269177138304e-08,2.3037303087392047e-07
1966,2.4925837394107475e-08,2.0383795007461458e-07
1967,5.37406565914722e-08,2.7560574800133963e-07
1968,4.2219307827551233e-08,2.9733173612100927e-07
1969,3.54257111978562e-08,2.1709602471275957e-07
1970,3.127133085811806e-08,2.2809676103463516e-07
1971,4.9842455607240765e-08,2.831256900037715e-07
1972,2.975485102751918e-08,2.370127862860727e-07
1973,3.8592426809813674e-08,1.918594936256568e-07
1974,3.09406438248061e-08,1.766429571503636e-07
1975,2.8557401776652114e-08,1.999018079956727e-07
1976,3.142439908287997e-08,2.1368590097381457e-07
1977,3.8786758693731826e-08,2.515262682578623e-07
1978,2.613860239364385e-08,2.566335455256308e-07
1979,3.686743144104554e-08,2.3934571569128593e-07
1980,2.8994268319593175e-08,2.444614768393194e-07
1981,3.41579685092519e-08,2.479615357486864e-07
1982,2.2967758028791252e-08,2.1788332738026384e-07
1983,2.841892188243378e-08,2.412450701427815e-07
1984,2.3775934665515308e-08,2.510970613656127e-07
1985,3.4890238254092765e-08,2.466378745680231e-07
1986,4.136195030923773e-08,2.571634158954339e-07
1987,3.3609493521602474e-08,2.493213271392847e-07
1988,4.677312037681958e-08,3.400045889279113e-07
1989,3.457516939420202e-08,2.722108565222925e-07
1990,2.996758019513379e-08,2.67528749375856e-07
1991,3.634108391992186e-08,2.661105291679178e-07
1992,3.8018615367008124e-08,2.903740483617412e-07
1993,3.9882293578763495e-08,2.7142115133216294e-07
1994,4.008944276545634e-08,2.55306444429948e-07
1995,4.8802059005037535e-08,2.7654499845652936e-07
1996,4.4306164070917475e-08,2.610327030083681e-07
1997,3.644119772605592e-08,2.9824242275822144e-07
1998,3.766822198603137e-08,2.8322688372384164e-07
1999,3.336246737206672e-08,2.796963016749032e-07
2000,3.313523511128125e-08,2.686163185217083e-07
2001,4.644084636296064e-08,3.2070470545875196e-07
2002,4.600282643707487e-08,3.3428720769279607e-07
2003,5.542007319725428e-08,2.950181503535987e-07
2004,4.360743433018399e-08,2.7838281191350234e-07
2005,4.233524564245528e-08,3.06254965387609e-07
2006,4.2414265877255275e-08,3.356080426897279e-07
2007,1.3341561877489028e-07,3.299439939041804e-07
2008,4.598034797353989e-08,3.2186242648890584e-07
2009,3.9099178561485814e-08,3.375880428535538e-07
2010,3.448368990355277e-08,3.7176250167192393e-07
2011,3.0209378887313676e-08,3.4683424843251487e-07
2012,4.391485930455019e-08,3.959145775667139e-07
2013,3.7095363447647856e-08,4.1697417962893724e-07
2014,4.893906146996585e-08,4.3525449022752127e-07
2015,3.9676701035773476e-08,4.1383462878741284e-07
2016,4.287673993630392e-08,4.360170713368916e-07
2017,3.672792425746252e-08,3.828760348767446e-07
2018,3.975458584548619e-08,4.050321322779382e-07
2019,4.05607045728118e-08,3.844338483105503e-07
