year,roulant_VERB en_ADP,roulant_VERB dans_ADP
1890,3.408280796479701e-08,1.651705381355839e-07
1891,3.442078744253507e-08,1.8166526416507622e-07
1892,4.2625883711622237e-08,1.7175723887596916e-07
1893,6.096832216861969e-08,1.3117427544173665e-07
1894,7.246770117319556e-08,1.821144843816569e-07
1895,4.875077741495204e-08,1.450486091236769e-07
1896,3.18439561386441e-08,1.562712647618092e-07
1897,6.817254849522669e-08,1.5615592807716183e-07
1898,3.5647636842384145e-08,1.725798197682593e-07
1899,3.205995469102163e-08,1.7577698940840492e-07
1900,5.191053087383324e-08,1.578080182085273e-07
1901,3.073806464914952e-08,1.4474834153510585e-07
1902,4.959386856739911e-08,2.494424131693762e-07
1903,2.970121215639665e-08,1.663267812368474e-07
1904,4.407192477628996e-08,1.4403995418632576e-07
1905,2.786809877308727e-08,1.2901896928596557e-07
1906,3.755254540660502e-08,1.6409948777607042e-07
1907,4.165703071379312e-08,1.1365683638686619e-07
1908,5.0587306565930135e-08,1.3358977635213876e-07
1909,3.355600108889689e-08,1.5952852061573708e-07
1910,3.4736981069372064e-08,1.9666474937451994e-07
1911,3.2454281040372734e-08,1.4684232674255782e-07
1912,4.3759137979826335e-08,1.2606799471015506e-07
1913,2.7575546790448158e-08,1.3628684092381604e-07
1914,4.3528835647066444e-08,1.453193436695699e-07
1915,2.1205371680821372e-08,1.0838300912308085e-07
1916,4.2851102222130066e-08,1.0657838189764846e-07
1917,3.5092558192673096e-08,1.37080311213289e-07
1918,3.2161853624756986e-08,1.2864741982809846e-07
1919,4.696002764426055e-08,1.8968167048161177e-07
1920,2.5745588327907853e-08,1.4841573747759185e-07
1921,2.877644039722682e-08,1.4539675263769425e-07
1922,3.984085128472259e-08,1.682169346040041e-07
1923,4.24637929263838e-08,1.2845297181485194e-07
1924,3.480738541838946e-08,1.701694356537331e-07
1925,4.179307566687385e-08,1.649726639740834e-07
1926,3.901148559748435e-08,1.259513577878124e-07
1927,3.1217830098739796e-08,1.471697639310321e-07
1928,3.5420729460611255e-08,1.6567759519858782e-07
1929,5.013182757807044e-08,1.414831547474904e-07
1930,2.7309368988426286e-08,1.5230224592599484e-07
1931,4.676196141417677e-08,1.2431838847248855e-07
1932,3.9454333244925976e-08,8.877224511039117e-08
1933,3.211785326584504e-08,9.405943046658649e-08
1934,2.875579241390369e-08,9.824896096688462e-08
1935,3.11175387679441e-08,9.215578877785902e-08
1936,2.424942868728408e-08,1.1882220274372912e-07
1937,2.7700460591972842e-08,1.0324717214515999e-07
1938,3.3709559033034964e-08,1.1668692800892444e-07
1939,3.058810182920979e-08,1.0399954586404192e-07
1940,3.296517903095264e-08,1.3946805665909778e-07
1941,4.132103725851266e-08,1.2396310555828904e-07
1942,3.3376331032286544e-08,8.799214157306778e-08
1943,6.677441222180391e-08,1.2193587695108477e-07
1944,6.105053707017305e-08,1.9279116258985596e-07
1945,5.2284098384092204e-08,1.655663024457965e-07
1946,4.315542501132086e-08,1.2389783066169002e-07
1947,5.9604353452868963e-08,1.490108836321724e-07
1948,5.0010683594337024e-08,1.4894486177752242e-07
1949,4.024973498939488e-08,1.1878579808666245e-07
1950,3.403315673722318e-08,1.2762433820867614e-07
1951,3.091806555222121e-08,1.1727542270634217e-07
1952,2.6362010130398517e-08,1.128294022656462e-07
1953,5.602390329428886e-08,1.5514311879627485e-07
1954,4.0067397844012476e-08,1.2020219308794822e-07
1955,4.598947844769441e-08,1.0230312375014705e-07
1956,4.796627783854035e-08,1.3517769836823845e-07
1957,4.152467597551279e-08,1.0336994193949067e-07
1958,4.1361218450219894e-08,1.2739254540150569e-07
1959,3.332821663093455e-08,1.3408794297120608e-07
1960,3.460416764244911e-08,1.2180667052774652e-07
1961,4.6552668164778765e-08,1.271513152545367e-07
1962,4.9467259843893885e-08,1.2683912675726106e-07
1963,5.3668242183668724e-08,1.3384729768972647e-07
1964,4.015419108327478e-08,1.1802898347568203e-07
1965,4.158753103000734e-08,1.1819613376928828e-07
1966,6.646889527672784e-08,1.3736905124517307e-07
1967,5.6205824883193145e-08,1.252305170673651e-07
1968,3.593132669177379e-08,1.4776758305856674e-07
1969,5.132186209344525e-08,1.1354394757745467e-07
1970,3.17312032205308e-08,9.381399257435419e-08
1971,3.648262181243922e-08,1.6185952267377957e-07
1972,3.847610086094022e-08,1.349228622160581e-07
1973,4.1900348302092993e-08,1.1136671518308106e-07
1974,5.2880374301622624e-08,1.0013517703910679e-07
1975,2.5701661243715535e-08,9.823745950043872e-08
1976,3.8280629999221105e-08,9.541589551798069e-08
1977,3.055926500739048e-08,8.638869397614712e-08
1978,3.1485134055486697e-08,1.0514846437992276e-07
1979,2.8674669083628146e-08,1.0357992863418986e-07
1980,3.9227540327146926e-08,9.266795375495462e-08
1981,4.4911403263014904e-08,1.0563667363072682e-07
1982,4.8418519416060235e-08,1.0056153465498596e-07
1983,5.3680187406257573e-08,8.27306383399673e-08
1984,4.4072463289968056e-08,9.510374054944037e-08
1985,4.0304239612432013e-08,8.421781283463048e-08
1986,5.4549816441706866e-08,9.651121635201321e-08
1987,3.666490044906823e-08,1.0816145917802444e-07
1988,5.516829637564058e-08,1.1033659275128116e-07
1989,3.45751683950013e-08,8.287064190426463e-08
1990,4.467893943704837e-08,1.0025517616085722e-07
1991,3.047961993907222e-08,9.143885471019075e-08
1992,3.140668236589761e-08,1.0358695390344508e-07
1993,4.4867579873653085e-08,1.024753366607456e-07
1994,4.325439895147554e-08,8.334384160590957e-08
1995,4.9344302865961254e-08,9.868860573192251e-08
1996,4.16371204181587e-08,9.608566209351466e-08
1997,4.075660386959612e-08,9.733635808473196e-08
1998,3.051602637249573e-08,1.0871334321649329e-07
1999,4.387393071070278e-08,1.0282952467299822e-07
2000,5.522539314739561e-08,9.366226505491682e-08
2001,3.8554663683854073e-08,9.419605415117438e-08
2002,4.1183480625761604e-08,1.0514931769733948e-07
2003,4.8752998527135105e-08,1.1334030380893978e-07
2004,4.4047911762490344e-08,1.0263163296997391e-07
2005,4.053374569323864e-08,8.917424443311006e-08
2006,4.653215479599737e-08,1.0582976761597251e-07
2007,4.753430582482565e-08,1.0145977502595827e-07
2008,5.662394708672025e-08,1.2772318891407508e-07
2009,5.8171947259211265e-08,1.325557557052548e-07
2010,6.896738025119475e-08,1.5068899505976674e-07
2011,7.227306730861471e-08,2.026705137048168e-07
2012,1.0314885789952655e-07,2.2910620556260142e-07
2013,9.678263523937858e-08,2.6022535593028806e-07
2014,1.0567372132896935e-07,2.6743248948690734e-07
2015,9.154456703797109e-08,2.996809893573982e-07
2016,9.96314568624257e-08,2.9040188742612827e-07
2017,1.0590723587000639e-07,2.170972566162277e-07
2018,9.887017249354813e-08,2.658910611685883e-07
2019,1.0714148324098005e-07,2.658129236721152e-07
