year,seront_VERB en_ADP,seront_VERB dans_ADP
1800,2.854901367754792e-06,2.1034461497038137e-06
1801,2.338321337447269e-06,1.4310907090475666e-06
1802,2.304975396327791e-06,1.3270391718833707e-06
1803,2.5276397082052426e-06,1.2735714562950307e-06
1804,2.770945002339431e-06,1.3100809610477882e-06
1805,3.908956841769395e-06,1.8563991943665314e-06
1806,4.81526922158082e-06,2.0949735244357726e-06
1807,4.002818968729116e-06,1.9700928532984108e-06
1808,3.49428614754288e-06,1.452553419767355e-06
1809,3.2236364404525375e-06,1.4593337027690723e-06
1810,3.2785176244942704e-06,1.4695996242153342e-06
1811,3.3895678370754467e-06,1.975576424229075e-06
1812,3.1713104817754356e-06,1.3309369251146563e-06
1813,2.706072791625047e-06,1.5902851373539306e-06
1814,2.523634975659661e-06,1.6488588698848616e-06
1815,3.1395682071888587e-06,1.2218422398291295e-06
1816,3.4787233289534925e-06,1.5458417692570947e-06
1817,2.951831902464619e-06,1.3809467418468557e-06
1818,3.3117030397988856e-06,1.6701569620636292e-06
1819,3.416881554585416e-06,1.7079232748073991e-06
1820,2.748276983766118e-06,1.2792066854672157e-06
1821,2.4762196062511066e-06,1.3342593092602328e-06
1822,2.904420853155898e-06,1.3865426353731891e-06
1823,2.1534374354814645e-06,1.1236614909648779e-06
1824,2.6324398731958354e-06,9.423225151294901e-07
1825,2.667168701009359e-06,1.039922835843754e-06
1826,2.819435849232832e-06,1.734292141009064e-06
1827,3.735760856216075e-06,1.647126737225335e-06
1828,2.506789996914449e-06,1.0052841616925434e-06
1829,2.7931407657888485e-06,1.1136555713164853e-06
1830,2.4568312255723868e-06,1.159532416750153e-06
1831,2.9498562525986927e-06,1.2847153811890166e-06
1832,2.448924533382524e-06,9.403328817825241e-07
1833,2.519439249226707e-06,9.440657322556945e-07
1834,3.5751254472415894e-06,1.5392641898870352e-06
1835,2.7612834401224973e-06,1.1715222854036256e-06
1836,3.3711282867443515e-06,1.374393377773231e-06
1837,2.8485605980677065e-06,1.1974530025327113e-06
1838,2.7603084618021967e-06,1.229609097208595e-06
1839,3.114702167295036e-06,1.3402658396444167e-06
1840,2.7695407425198937e-06,1.1503657333378214e-06
1841,2.6972725208906922e-06,1.2064210750395432e-06
1842,2.5122453735093586e-06,1.0887514463320258e-06
1843,2.6226684894936625e-06,1.1754752904380439e-06
1844,2.240430603706045e-06,9.802570275496691e-07
1845,2.6706970857048873e-06,1.0027669077317114e-06
1846,2.844116806954844e-06,1.1539221986822668e-06
1847,3.315753929200582e-06,1.436754814676533e-06
1848,2.525395075281267e-06,1.0466833373357076e-06
1849,2.238141632915358e-06,8.479967732455407e-07
1850,2.5390845621586777e-06,9.701475391921122e-07
1851,2.4978676265163813e-06,9.003416607811232e-07
1852,2.5371596166223753e-06,1.0280151627739542e-06
1853,2.314123548785574e-06,9.089280297303048e-07
1854,2.280896751472028e-06,1.005361127681681e-06
1855,2.119590590154985e-06,8.931575052884e-07
1856,2.229297706435318e-06,1.106365289160749e-06
1857,2.1156461116333958e-06,7.659087941647158e-07
1858,2.2109627479949268e-06,9.209898053086363e-07
1859,2.1494063275895314e-06,7.755380124763178e-07
1860,2.4959383608802455e-06,8.687495096637576e-07
1861,2.2504577827930916e-06,9.262152502742538e-07
1862,2.2196866211743327e-06,9.112778229791729e-07
1863,2.2705546598444926e-06,9.025279723573476e-07
1864,2.4409960133198183e-06,9.71891381595924e-07
1865,2.3656600660615368e-06,9.4325162081077e-07
1866,2.0824822968279477e-06,8.636462780486909e-07
1867,2.0726358798128786e-06,8.031403240238433e-07
1868,2.0564696114888648e-06,9.459859029448126e-07
1869,2.063775127680856e-06,7.505968824261799e-07
1870,2.0206787212373456e-06,8.021934263524599e-07
1871,2.257000232930295e-06,8.974894853963633e-07
1872,2.1976031803205842e-06,8.030866638364387e-07
1873,2.0974960079911398e-06,8.362448511434195e-07
1874,2.200448534495081e-06,8.460046387881448e-07
1875,2.230823383797542e-06,8.485024522997264e-07
1876,2.2829751742392546e-06,6.674800374639744e-07
1877,2.2562207959708758e-06,7.706280484853778e-07
1878,2.086505219267565e-06,6.534293675031222e-07
1879,2.215852191511658e-06,8.314791557495482e-07
1880,2.646077973622596e-06,8.30469332413486e-07
1881,2.2918632112123305e-06,7.634895951014187e-07
1882,2.1789730908494676e-06,6.262717420213448e-07
1883,2.091069291054737e-06,6.25614575255895e-07
1884,2.0537879663606873e-06,6.515874702017754e-07
1885,2.356524419155903e-06,7.689643553021597e-07
1886,2.2309625364869135e-06,7.59572685637977e-07
1887,2.5155945877486374e-06,8.716114621165616e-07
1888,2.1684902549168328e-06,6.87322653902811e-07
1889,2.211593255196931e-06,7.167316198319895e-07
1890,2.2691285721521126e-06,6.436407602450345e-07
1891,2.332327085241559e-06,7.183746220107423e-07
1892,2.3814077394490596e-06,6.788798714296718e-07
1893,2.2779981918574777e-06,7.507109671678336e-07
1894,2.294390469614882e-06,7.656370257791423e-07
1895,2.312953483851743e-06,7.059834956635314e-07
1896,2.196643208662863e-06,7.347697987825086e-07
1897,2.281158458572463e-06,7.586381229884864e-07
1898,2.7001669877790846e-06,6.484474965873233e-07
1899,2.5023348371178145e-06,7.158213861657714e-07
1900,2.0634436168620596e-06,6.161779992908123e-07
1901,2.622236252136645e-06,6.795906415391073e-07
1902,2.4433572889392963e-06,7.601119591527095e-07
1903,2.4003979888220783e-06,6.912281946824805e-07
1904,2.323450416952255e-06,6.788151836190082e-07
1905,2.3455650079995394e-06,7.813389402144821e-07
1906,2.8035806280968245e-06,7.212146897472849e-07
1907,2.427422032269533e-06,5.939984362157702e-07
1908,2.367780780332396e-06,6.591084229512489e-07
1909,2.450688270982937e-06,7.085266702233639e-07
1910,2.2504218577523716e-06,6.893954491715704e-07
1911,2.1696484964195406e-06,6.325925028249912e-07
1912,2.24526047531981e-06,6.615965162382054e-07
1913,2.1652106170222396e-06,6.124952847130771e-07
1914,2.1014382127759745e-06,6.020372325110657e-07
1915,2.2159613308758708e-06,7.186264951997146e-07
1916,2.0986053641536273e-06,7.075925623212242e-07
1917,2.2086378521635197e-06,8.137087093018636e-07
1918,2.1984924387652427e-06,7.44317162570951e-07
1919,2.394961256868555e-06,7.27420001567225e-07
1920,2.101294285239419e-06,6.413680466721416e-07
1921,2.120369344993378e-06,5.391796094045276e-07
1922,2.0577062969096005e-06,5.673632585967425e-07
1923,2.285613618369098e-06,5.424749360827263e-07
1924,2.0871539163636044e-06,5.904364002162765e-07
1925,1.911483423100435e-06,5.345114573174214e-07
1926,2.1701532659790246e-06,5.116077659295115e-07
1927,1.801714688554057e-06,5.418523301159439e-07
1928,1.9789904399658553e-06,4.810363520846295e-07
1929,2.0754578144988045e-06,5.180289122108661e-07
1930,1.8444327452016296e-06,5.1782762966468e-07
1931,2.2012338831700617e-06,5.725489131691575e-07
1932,2.1097107492096256e-06,4.964670097251656e-07
1933,2.2792205527366605e-06,4.760324827657314e-07
1934,2.0081129150639754e-06,5.271895133773796e-07
1935,2.0034908629895654e-06,4.4761381445823645e-07
1936,1.7799080751501606e-06,5.710740538233949e-07
1937,1.988137455555261e-06,5.892643457627855e-07
1938,1.9214448911952786e-06,4.680442486915126e-07
1939,1.7679922166280448e-06,4.419980541570112e-07
1940,1.8891582840296905e-06,4.3615466438495787e-07
1941,1.6528414334970876e-06,4.7224040145010804e-07
1942,1.4230453189156833e-06,4.369264843262499e-07
1943,1.5271017446139012e-06,4.964531967743824e-07
1944,1.6130194353536353e-06,4.3699333218683023e-07
1945,1.8756919644147274e-06,5.184839437788469e-07
1946,1.77494075614959e-06,5.568441565628746e-07
1947,1.814356551221863e-06,5.292866944728303e-07
1948,1.5264130297509837e-06,5.240249834059796e-07
1949,2.057644906017231e-06,5.114661121297104e-07
1950,1.761215912665648e-06,4.956078214490844e-07
1951,1.5107206081665936e-06,4.531095783022465e-07
1952,1.5954287846398074e-06,4.829520321436576e-07
1953,1.539579898235388e-06,4.169471310433437e-07
1954,1.666217372076062e-06,3.86992439871392e-07
1955,1.5026357687020209e-06,4.401850048907363e-07
1956,1.4843383269180777e-06,4.456503290839464e-07
1957,1.6168119145731907e-06,3.701880757489562e-07
1958,1.695809942248161e-06,4.698634370470245e-07
1959,1.7555444173922297e-06,4.968229632140719e-07
1960,1.684530843704124e-06,4.595433438225882e-07
1961,1.7898457826959202e-06,4.988778528058901e-07
1962,1.702181066320918e-06,4.7628091692786256e-07
1963,1.5078836668180884e-06,4.183536361779261e-07
1964,1.7156791045636055e-06,4.775915272148268e-07
1965,1.8927797782453126e-06,4.645764875021996e-07
1966,1.6096551007649396e-06,5.046097157901386e-07
1967,1.8424664176563965e-06,5.245877332527016e-07
1968,1.6887723859326798e-06,4.38811326830546e-07
1969,2.6006105144915637e-06,8.279624239548866e-07
1970,2.0565498743962962e-06,5.302329668666061e-07
1971,1.7326676697848598e-06,4.994522555534786e-07
1972,1.7201382433995605e-06,4.817208036911325e-07
1973,1.768635797816387e-06,4.482234601255186e-07
1974,1.8440623534843326e-06,4.309187886519794e-07
1975,1.599785605321813e-06,4.814777980755025e-07
1976,1.5975020914993365e-06,4.5708213747275295e-07
1977,1.593195520399604e-06,3.8434151861110877e-07
1978,1.5623754734406248e-06,4.3128693505423144e-07
1979,1.4536301478074165e-06,4.558687294320407e-07
1980,1.5270314861481893e-06,4.144474985423585e-07
1981,1.3846628235114622e-06,4.17486262449529e-07
1982,1.496008053436526e-06,4.177649088887847e-07
1983,1.4291559864432202e-06,3.62499150696749e-07
1984,1.3633468824991724e-06,3.525797183101531e-07
1985,1.4461401178778033e-06,4.0845640114639536e-07
1986,1.361947056466306e-06,4.016305297227518e-07
1987,1.412209826412436e-06,3.9598091916559497e-07
1988,1.4385732356458902e-06,3.627914963999501e-07
1989,1.5449063539563213e-06,4.675880234117358e-07
1990,1.388316263728484e-06,3.721428640801605e-07
1991,1.3926841120337485e-06,4.0737182871453115e-07
1992,1.3548952892961097e-06,3.4492251188567025e-07
1993,1.3183313285480835e-06,3.8996020634840534e-07
1994,1.4110428310232237e-06,4.056418561049213e-07
1995,1.4217665693649906e-06,4.1752872448341805e-07
1996,1.2597897693922278e-06,3.464421922672045e-07
1997,1.391478349432873e-06,4.003736933100299e-07
1998,1.3646385923493654e-06,3.986156116297934e-07
1999,1.2979371604160406e-06,3.6607312381420343e-07
2000,1.3978651622892357e-06,4.338506869316916e-07
2001,1.250835907740111e-06,4.1796761252044234e-07
2002,1.3721985396841774e-06,3.443639968736534e-07
2003,1.2909126780868974e-06,3.600221418764704e-07
2004,1.3011753026148654e-06,3.7705012800870463e-07
2005,1.1907914085895754e-06,3.9362771531159524e-07
2006,1.2246604228494107e-06,3.825519740985328e-07
2007,1.2594593954418087e-06,3.4552246575003664e-07
2008,1.1605781082835165e-06,3.2526838822377613e-07
2009,1.2726305840260466e-06,4.081572910763498e-07
2010,1.1412683988965e-06,3.5617398452814086e-07
2011,1.1735769476217683e-06,3.6480693665907893e-07
2012,1.121020432037767e-06,4.166805354088865e-07
2013,1.0579151421552524e-06,3.7485841630768846e-07
2014,1.0162434591620695e-06,3.451719692293409e-07
2015,1.0420120588605641e-06,3.717196932484512e-07
2016,1.0930461940006353e-06,4.06811182074307e-07
2017,1.2215808737892075e-06,7.000946311563894e-07
2018,1.0271655810356606e-06,3.4823986538867757e-07
2019,1.037996867125912e-06,3.60454578185454e-07
