year,avait_VERB étendu_VERB,avait_VERB etendu_VERB,avait_VERB détendu_VERB
1921,1.696295441888651e-07,1.5145494858259667e-09,9.087297137000405e-09
1922,1.8961294756536518e-07,0.0,1.696925089333945e-08
1923,1.8365589937729965e-07,0.0,6.369568872344189e-09
1924,1.727477609847483e-07,0.0,1.4180787211159895e-08
1925,2.155642846446426e-07,1.0998177923937646e-09,5.499089184013428e-09
1926,2.2515199304962152e-07,0.0,8.916910765321973e-09
1927,2.385934010362689e-07,0.0,6.689535148041159e-09
1928,2.388042616985331e-07,1.1426041224282812e-09,1.0283437212876834e-08
1929,2.0609752482414478e-07,0.0,1.1140405931087116e-08
1930,2.1427351271086081e-07,0.0,8.402882833991043e-09
1931,1.9046944998990512e-07,0.0,1.2545892325022123e-08
1932,2.433017129988002e-07,0.0,9.863582839386709e-09
1933,2.1564845553712075e-07,1.1470662197865522e-09,1.9500125958415992e-08
1934,1.8811080337854946e-07,0.0,1.677421224144382e-08
1935,2.14232287021332e-07,0.0,7.180970484910176e-09
1936,2.2915710928828048e-07,0.0,2.424942913137329e-09
1937,2.0019878377297573e-07,0.0,3.777335333410292e-09
1938,2.165190835512476e-07,0.0,5.186085783037697e-09
1939,2.0799907929358596e-07,0.0,1.8352860564618823e-08
1940,1.8257637179885933e-07,0.0,7.607348528892999e-09
1941,2.2726570136910595e-07,0.0,2.9515025978810172e-09
1942,2.4273694521070865e-07,0.0,1.2136847082899749e-08
1943,3.048396877147752e-07,2.9032352077962287e-09,5.806470415592457e-09
1944,2.634812688029342e-07,0.0,1.2852744646352221e-08
1945,3.006335589361697e-07,0.0,1.3071024262956144e-08
1946,2.784220782814373e-07,1.3921104269343232e-09,5.568441707737293e-09
1947,2.086152477431824e-07,0.0,3.5762612871081956e-09
1948,2.565765555573307e-07,0.0,1.3046265401328583e-08
1949,1.8357805231516977e-07,0.0,2.945102384188658e-09
1950,2.0738954731314152e-07,0.0,1.3825969702452312e-08
1951,2.1109575243372092e-07,0.0,1.8124383771578323e-08
1952,2.224953590257428e-07,2.1089607837865287e-09,5.272402070488624e-09
1953,1.8961935666084173e-07,0.0,5.386913581872932e-09
1954,2.2281382427991048e-07,9.772536113672459e-10,5.863521668203475e-09
1955,1.9052784239192988e-07,0.0,7.508486277174597e-09
1956,2.1192373367284745e-07,0.0,9.593255967388359e-09
1957,2.049728777819837e-07,8.835037701437898e-10,6.184526224473075e-09
1958,1.8033490789548523e-07,8.272243445794913e-10,1.9026160202884057e-08
1959,1.7361675475058291e-07,0.0,1.2401196514133517e-08
1960,1.8270999646574637e-07,0.0,8.305000243069571e-09
1961,1.8412622182495397e-07,6.948159270159238e-10,1.250668635321972e-08
1962,2.0294260139053222e-07,0.0,1.0147130247162295e-08
1963,1.9333499778895202e-07,0.0,3.879631726988464e-09
1964,1.7278469499615312e-07,0.0,6.6923653285755336e-09
1965,1.7565258758622804e-07,0.0,7.1136563306595235e-09
1966,1.9220588853841036e-07,0.0,9.970334780007306e-09
1967,1.7305477229001553e-07,0.0,4.930335695263466e-09
1968,1.9313088728267758e-07,4.4914158503495116e-10,6.737123747768692e-09
1969,1.594157055251344e-07,0.0,1.090021850558287e-08
1970,1.5681652598686924e-07,4.5987250119061684e-10,1.0117195081704722e-08
1971,1.4079209620376787e-07,0.0,4.1107179882260425e-09
1972,1.4005300386088493e-07,1.0260293725750103e-09,6.156176013405457e-09
1973,1.3507349194696872e-07,1.102640756478479e-09,4.410563025913916e-09
1974,1.423269679889927e-07,0.0,7.875800456247362e-09
1975,1.296506013659382e-07,0.0,7.4249242310031605e-09
1976,1.4283817506566265e-07,0.0,2.856763492431469e-09
1977,1.1871099303562005e-07,0.0,8.815172591880582e-09
1978,1.2594053089287627e-07,5.940591352171509e-10,3.5643548113029055e-09
1979,1.4278815285706514e-07,0.0,4.096381456264453e-09
1980,1.1142895317561852e-07,0.0,5.116635559687666e-09
1981,1.3663186848589248e-07,6.325549528618524e-10,6.958104314946922e-09
1982,1.4153104643810366e-07,0.0,2.483000915987077e-09
1983,1.1557028045672268e-07,6.315316047889041e-10,9.47297440490047e-09
1984,1.1018116197192285e-07,5.799008495621649e-10,1.0438215625185876e-08
1985,1.215142759747323e-07,6.015558051686298e-10,4.812446441349039e-09
1986,1.3787317243441066e-07,5.994485463567401e-10,5.395036861699509e-09
1987,1.3077148253159976e-07,0.0,4.888653482026939e-09
1988,1.331234926738034e-07,0.0,7.195864348830128e-09
1989,1.586067241987621e-07,5.488122178931576e-10,7.683371272548811e-09
1990,1.2695356588210416e-07,0.0,1.6345953479657283e-09
1991,1.1722930537416687e-07,1.1722930404189924e-09,4.10302547493302e-09
1992,1.283816999375631e-07,1.65298330578878e-09,6.61193322315512e-09
1993,1.3460274317367293e-07,1.1078414852150331e-09,7.200969598386564e-09
1994,1.0971847075325059e-07,0.0,7.384897138251745e-09
1995,1.1278697797934001e-07,0.0,6.506940763983948e-09
1996,1.4412849225209357e-07,0.0,5.871901187504136e-09
1997,1.2754419742577738e-07,0.0,1.006927874414032e-08
1998,1.1777279240732241e-07,0.0,6.198567881199324e-09
1999,1.3390689446168835e-07,0.0,8.683382013430219e-09
2000,1.1398521593264377e-07,4.4180314962005696e-10,6.627047355323157e-09
2001,1.1391150422923602e-07,4.3812117822561447e-10,6.571817756650944e-09
2002,1.2267420856915123e-07,0.0,7.009954394732176e-09
2003,1.3417491118161706e-07,0.0,6.250384210204629e-09
2004,1.206912827456108e-07,0.0,7.928623979580607e-09
2005,1.2655536352212948e-07,0.0,7.205999352777326e-09
2006,1.0377082304557916e-07,0.0,2.4707338397433887e-09
2007,1.1583990300323421e-07,0.0,1.2782334302130494e-08
2008,1.473074178193201e-07,4.257439678578834e-10,1.2346575317678798e-08
2009,1.3160210698970332e-07,0.0,9.059565542202108e-09
2010,1.336833435061635e-07,0.0,1.2754241218715379e-08
2011,1.6213641629292397e-07,0.0,1.606068167347985e-08
2012,1.9234028059145203e-07,0.0,1.872338906139248e-08
2013,2.448851716962963e-07,0.0,2.2312999448104165e-08
2014,2.2044231684503757e-07,0.0,3.39974910446017e-08
2015,2.518029589282378e-07,0.0,2.8150507702662253e-08
2016,2.6554579335424933e-07,0.0,3.127723502416302e-08
2017,2.125691622723025e-07,0.0,2.6665480490351e-08
2018,2.408508521511976e-07,7.744400121190154e-10,3.278462656908232e-08
2019,2.34690872957799e-07,0.0,3.239754420292229e-08
