year,eut_VERB écrit_VERB,eut_VERB ecrit_VERB,eut_VERB décrit_VERB
1873,4.6092235805872406e-08,1.1972008939764578e-09,4.190203295451056e-09
1874,5.078417686377179e-08,0.0,8.961913877669758e-09
1875,6.179249112392426e-08,0.0,2.2886108563824337e-09
1876,4.7158916771650183e-08,0.0,5.441413541973361e-09
1877,5.566334237983028e-08,0.0,4.329371083855449e-09
1878,8.817069385713694e-08,0.0,4.22736201599605e-09
1879,7.147910707772098e-08,0.0,6.109325489944695e-09
1880,4.043243251317108e-08,0.0,1.9253538763308597e-09
1881,3.346803723047742e-08,0.0,1.3945015142624584e-09
1882,4.19289278852375e-08,0.0,1.9966155395678697e-09
1883,4.107570461542309e-08,0.0,6.319338941018771e-10
1884,2.6406787867472303e-08,0.0,1.1883054540362536e-08
1885,4.18966337178972e-08,0.0,1.933690763067375e-09
1886,4.065682190912412e-08,0.0,1.936039106809062e-09
1887,4.0479331886444925e-08,0.0,1.3057849246322917e-09
1888,5.135897751529228e-08,0.0,6.340614699951175e-10
1889,3.257871128425904e-08,0.0,6.891650361495749e-09
1890,4.129263331265065e-08,0.0,5.243509182406569e-09
1891,4.6531805963923034e-08,0.0,1.2748440081367107e-09
1892,6.205826963423533e-08,0.0,1.2537024751679837e-09
1893,6.343169189904074e-08,0.0,6.774258043407144e-09
1894,3.7179081147087345e-08,0.0,1.2603078580752936e-09
1895,3.1296796265678495e-08,0.0,6.018614495673091e-10
1896,3.2433661090180976e-08,0.0,1.7691086373616827e-09
1897,4.777905004971217e-08,1.7480140668268973e-09,7.574727511894253e-09
1898,5.997856078465702e-08,0.0,2.8291773368493978e-09
1899,4.2562355417885556e-08,0.0,3.3165470370022376e-09
1900,4.360484595622438e-08,0.0,5.19105292084987e-09
1901,4.973977496547377e-08,0.0,4.470991132876634e-09
1902,4.713872669981356e-08,1.9641135384773634e-09,1.0311596021495006e-08
1903,3.4021386596805314e-08,0.0,1.0260418292773466e-08
1904,3.6009989656804464e-08,0.0,1.0211787859759625e-08
1905,5.3155819301764495e-08,0.0,5.160758931310738e-09
1906,4.166789580040131e-08,1.0288369045596824e-09,8.230695236477459e-09
1907,3.7028470956101955e-08,0.0,3.599990305858114e-09
1908,4.813161424976897e-08,4.911389073214423e-10,9.822778146428846e-10
1909,4.950885212906542e-08,0.0,2.7504918342913243e-09
1910,3.580580809625644e-08,1.068830135508847e-09,4.275320542035388e-09
1911,4.415910481725405e-08,1.0640748282497725e-09,7.980561100850991e-09
1912,4.740573444905749e-08,0.0,8.335073964360618e-09
1913,3.2878535449754054e-08,0.0,3.71209285532359e-09
1914,3.4823067096567684e-08,1.3393487430235496e-09,1.0045115850232378e-08
1915,4.476689596799588e-08,0.0,2.3561523843085297e-09
1916,1.7579939282086343e-08,0.0,1.0987462051303964e-09
1917,2.52227767560953e-08,1.0966424435210342e-09,2.1932848870420685e-09
1918,3.2161853624756986e-08,0.0,5.743188147278033e-09
1919,3.867296172188617e-08,0.0,4.603924352863942e-09
1920,2.953170330499688e-08,0.0,7.572231730534895e-10
1921,2.196096815509918e-08,0.0,7.572747429129834e-10
1922,6.861480272846165e-08,0.0,3.6889677978990676e-09
1923,3.503262746562541e-08,0.0,2.1231896241147297e-09
1924,5.672314884463958e-08,0.0,2.578324886925998e-09
1925,4.179307566687385e-08,0.0,5.499089184013428e-09
1926,5.9074533709235766e-08,0.0,6.687683296036084e-09
1927,6.355057990958812e-08,0.0,7.804457524684949e-09
1928,3.6563331917705e-08,0.0,1.1426041224282812e-09
1929,2.8965056131369238e-08,0.0,3.342121912552898e-09
1930,4.096405348263943e-08,1.0503603542488804e-09,7.352522590764465e-09
1931,3.649714130915527e-08,0.0,1.1405356659111021e-09
1932,2.849479585620429e-08,1.0959536611565568e-09,4.383814644626227e-09
1933,2.6382522833046096e-08,0.0,3.4411986593596566e-09
1934,2.6359476379411717e-08,0.0,7.188948103475923e-09
1935,3.590485420090772e-08,0.0,7.180970484910176e-09
1936,2.3036957230715416e-08,0.0,0.0
1937,3.273690651894867e-08,0.0,1.2591118148108649e-09
1938,3.3709557811789637e-08,0.0,1.0372171566075394e-08
1939,3.5176316970364496e-08,0.0,4.588215141154706e-09
1940,2.7893612752905028e-08,0.0,1.0143131667916805e-08
1941,2.6563522936839945e-08,0.0,1.1806010391524069e-08
1942,3.3376331032286544e-08,0.0,3.034211770724937e-09
1943,3.193558839598154e-08,5.806470415592457e-09,8.709705845433291e-09
1944,3.213186161588055e-08,0.0,3.2131861615880553e-09
1945,3.267756198965799e-08,0.0,4.357008087652048e-09
1946,4.872386583087973e-08,0.0,2.7842208538686464e-09
1947,6.07964452115084e-08,0.0,2.3841741914054637e-09
1948,2.0656587551570738e-08,0.0,9.784699273041042e-09
1949,2.0615717133409817e-08,0.0,6.8719057111366055e-09
1950,3.722376362702562e-08,0.0,1.0635361036293034e-08
1951,2.9851925376078725e-08,1.0661401761424827e-09,8.529121409139861e-09
1952,2.1089608281954497e-08,0.0,5.272402070488624e-09
1953,3.5553629373907825e-08,0.0,6.464296653518886e-09
1954,3.713563856422297e-08,0.0,9.772536113672459e-10
1955,2.9095383879962355e-08,9.385607846468247e-10,3.754243138587299e-09
1956,3.401245152190313e-08,0.0,2.616342476002842e-09
1957,4.8592706747285774e-08,0.0,1.1485549400447326e-08
1958,1.4890038535497752e-08,0.0,4.1361216673863055e-09
1959,3.797866554577922e-08,1.5501495642666896e-09,3.100299128533379e-09
1960,3.5296249478733444e-08,0.0,4.844583401109048e-09
1961,3.335116360858592e-08,0.0,2.779263708063695e-09
1962,2.917300001570311e-08,0.0,3.170978146727066e-09
1963,3.4916688207431434e-08,0.0,6.466053470433053e-09
1964,3.8937397306426647e-08,0.0,6.083968440151466e-09
1965,4.4323552828018364e-08,4.377634699181954e-09,4.924839203113152e-09
1966,4.985167123550127e-08,0.0,1.1078149508847446e-09
1967,4.930335606445624e-08,4.930335584241163e-10,4.930335695263466e-09
1968,5.3896989982149535e-08,4.4914158503495116e-10,3.1439910674890825e-09
1969,2.7704722072030563e-08,0.0,1.8167031212712459e-09
1970,4.3687887085752664e-08,0.0,9.197450023812337e-10
1971,2.0553589052951793e-08,0.0,3.083038491169532e-09
1972,2.565073486948677e-08,5.130146862875051e-10,1.0260293725750103e-09
1973,3.528450420731133e-08,0.0,4.410563025913916e-09
1974,2.81278591529599e-08,0.0,6.1881286761433785e-09
1975,2.627280792921738e-08,0.0,6.8537762132336866e-09
1976,3.142439908287997e-08,5.713526873840635e-10,5.713526873840635e-10
1977,2.2331770210826107e-08,0.0,4.11374712072643e-09
1978,3.148513272321907e-08,1.1881182704343018e-09,7.72276909088987e-09
1979,3.2185852205657284e-08,1.1703946700691858e-09,3.5111840102075575e-09
1980,2.1035058139773355e-08,0.0,5.685150683554241e-10
1981,2.213942273954217e-08,1.2651099057237047e-09,3.795329828193417e-09
1982,2.5450759721934446e-08,6.207502289967692e-10,4.345251713999687e-09
1983,1.705135410645653e-08,6.315316047889041e-10,6.315316047889041e-10
1984,1.739702604197646e-08,0.0,5.799008384599347e-09
1985,2.466378745680231e-08,1.8046674155058895e-09,4.210890747202711e-09
1986,2.517683839187157e-08,0.0,1.1988970927134801e-09
1987,2.5054349706010726e-08,0.0,7.944062296871834e-09
1988,2.398621568033832e-08,0.0,2.398621523624911e-09
1989,1.7013178421620978e-08,1.0976244357863152e-09,3.2928733073589456e-09
1990,2.0704874259536155e-08,0.0,1.6345953479657283e-09
1991,2.6962739596569918e-08,0.0,1.1722930404189924e-09
1992,2.2039776226279173e-08,0.0,1.65298330578878e-09
1993,1.2740176913439427e-08,0.0,1.661762283333701e-09
1994,2.7429617688312646e-08,0.0,1.5824779264761446e-09
1995,2.6570008415660595e-08,0.0,6.506940763983948e-09
1996,1.975094043871195e-08,5.338092190498855e-10,3.736664311304594e-09
1997,1.8700088588730068e-08,9.58978896292706e-10,4.315404922294874e-09
1998,2.0026142522056034e-08,4.768129224785866e-10,1.9072516899143466e-09
1999,2.422206613061917e-08,1.8280804647829996e-09,9.140402323914998e-10
2000,2.1206551181762734e-08,0.0,2.2090156370779823e-09
2001,2.4534786646768225e-08,0.0,8.762423564512289e-10
2002,1.6648641576466616e-08,0.0,7.886198361006791e-09
2003,2.0417921575699438e-08,4.1669229178253886e-10,3.7502307925763034e-09
2004,2.422635247967264e-08,8.809582507929292e-10,2.642874807889939e-09
2005,1.6663873836364473e-08,0.0,5.404499514582994e-09
2006,2.3060183096390574e-08,1.2353669198716943e-09,3.706100981659688e-09
2007,1.6377365241737607e-08,1.997239706952314e-09,4.7933754743212376e-09
2008,1.702975893635994e-08,4.257439678578834e-10,4.257439734089985e-09
2009,1.7165493915172192e-08,9.53638501499654e-10,5.245011536203492e-09
2010,2.0784689525044087e-08,4.723793023408973e-10,1.1809482280966677e-08
2011,2.141424282342541e-08,0.0,8.412738061736036e-09
2012,3.302125151094515e-08,0.0,9.531907707582832e-09
2013,3.0122549787847674e-08,0.0,1.0877587719448911e-08
2014,3.096586453921191e-08,0.0,1.3858849179371191e-08
2015,3.56868632422902e-08,0.0,1.4629397249166232e-08
2016,3.41771091427745e-08,0.0,9.735297901158901e-09
2017,1.685459594114036e-08,5.031222660711876e-10,9.056201122348284e-09
2018,2.581466773676766e-08,0.0,1.3423626654684995e-08
2019,3.035675533169524e-08,0.0,9.693753355577428e-09
