year,passant_VERB en_ADP,passant_VERB dans_ADP
1800,5.753821135101589e-07,1.4494597735392745e-06
1801,3.6908330969254166e-07,1.5977735685623884e-06
1802,3.312003400424146e-07,1.4322177150916104e-06
1803,4.739324372948772e-07,1.5290659645117444e-06
1804,3.8808059477091206e-07,1.5004135320850764e-06
1805,3.809456208259121e-07,1.316252347116631e-06
1806,4.783570943800441e-07,1.2592893687823903e-06
1807,4.839823652957875e-07,1.195721122115856e-06
1808,4.804076860764894e-07,1.3279193118442834e-06
1809,5.715347368706603e-07,1.1995451973945137e-06
1810,5.850316888711404e-07,1.3479129816751367e-06
1811,6.242620926855125e-07,1.2059039136147476e-06
1812,4.45423786743504e-07,1.5309774710203783e-06
1813,6.556690834713663e-07,1.245196131094417e-06
1814,3.1152103474596515e-07,1.3719511944287888e-06
1815,4.612252402225181e-07,1.324336778907309e-06
1816,3.893574600510874e-07,1.2051539730606464e-06
1817,3.845477438702005e-07,1.0851407576950578e-06
1818,4.875761800970935e-07,1.2779502718274216e-06
1819,6.479757281852017e-07,1.2918110678938888e-06
1820,5.446715078960551e-07,1.1949547058520693e-06
1821,6.331075326215796e-07,1.052220857111763e-06
1822,5.724626532810362e-07,1.179012457441786e-06
1823,1.008034061555918e-06,1.258066086418097e-06
1824,6.526362312797573e-07,1.2859038660550937e-06
1825,5.855619455985561e-07,1.3463522847700915e-06
1826,5.883733500411381e-07,1.1820314433919066e-06
1827,6.230876792301387e-07,1.1632198253508363e-06
1828,6.411438793207935e-07,1.1217723896450593e-06
1829,5.221064043325896e-07,1.2199629395581724e-06
1830,6.189043375570691e-07,1.1720566579498382e-06
1831,6.096161691004909e-07,1.3330481500872793e-06
1832,7.238533417108783e-07,1.3002300960351931e-06
1833,7.205017134026548e-07,1.3332756303441329e-06
1834,5.9834344057208e-07,1.2638954629551336e-06
1835,6.284925788690998e-07,1.2017747295089976e-06
1836,6.935813949837666e-07,1.1714267724727279e-06
1837,8.071153487776428e-07,1.343568695300057e-06
1838,7.726086224124629e-07,1.2466519372367202e-06
1839,6.942534991338789e-07,1.2549697503416724e-06
1840,7.541711646297244e-07,1.36375034376357e-06
1841,7.852330803359564e-07,1.2269667921671612e-06
1842,6.185020318127954e-07,1.1477841681539758e-06
1843,8.074747306352492e-07,1.2995204325960685e-06
1844,6.986938245745478e-07,1.2530385067321959e-06
1845,8.163873665978372e-07,1.3604595991978385e-06
1846,8.389500294470054e-07,1.3307281090391143e-06
1847,7.2269197559649e-07,1.156307106953136e-06
1848,7.313106777928624e-07,1.1408123907763468e-06
1849,8.035859018207248e-07,1.0139091966010483e-06
1850,6.714317208889042e-07,1.0577255462607127e-06
1851,6.804157806072908e-07,1.2376473095265794e-06
1852,6.621224883929244e-07,1.3470318034336515e-06
1853,6.921468909126816e-07,1.5712153071945067e-06
1854,7.138843045595422e-07,1.1773375430124133e-06
1855,7.387256708568657e-07,1.2179420210145508e-06
1856,7.2428877473385e-07,1.2798011512771268e-06
1857,8.015438126562913e-07,1.2784672440702138e-06
1858,8.81840445998705e-07,1.4088893269814662e-06
1859,8.00998840588818e-07,1.2827184363572997e-06
1860,8.330474692286316e-07,1.257810133381554e-06
1861,8.050150341887274e-07,1.36810107509433e-06
1862,7.60377101727272e-07,1.1335627627673261e-06
1863,8.780543510056305e-07,1.1552557896976623e-06
1864,8.237342541406178e-07,1.2154635626870913e-06
1865,8.378182911883414e-07,1.123053047891176e-06
1866,7.677936970651444e-07,1.088924168612948e-06
1867,9.487246686035178e-07,1.3020093199145322e-06
1868,1.067012796340805e-06,1.2275586906973501e-06
1869,8.809868390358133e-07,1.3058529653164896e-06
1870,8.509328282002571e-07,1.2098843242824842e-06
1871,1.1417765612975472e-06,1.325522902106968e-06
1872,1.0667506487038736e-06,1.32799567698072e-06
1873,1.204384126651803e-06,1.2810049296874126e-06
1874,1.0545185418209257e-06,1.2911130884418753e-06
1875,9.680824035740443e-07,1.239854952927999e-06
1876,9.395506879172899e-07,1.3289140312622294e-06
1877,1.0266794490121356e-06,1.4045716607569148e-06
1878,9.5538382538507e-07,1.2241232179022177e-06
1879,1.0178135880778427e-06,1.1845981644498238e-06
1880,8.792449577299521e-07,1.2418532957525485e-06
1881,9.880043378984738e-07,1.3442994468704228e-06
1882,9.956455926385388e-07,1.528742014755835e-06
1883,1.2379584930499732e-06,1.4686143376962946e-06
1884,8.951901264708795e-07,1.258943594706352e-06
1885,9.642670804055342e-07,1.3497161281961212e-06
1886,1.011257801053489e-06,1.417180659046835e-06
1887,1.1758593672084316e-06,1.430487379217027e-06
1888,9.745524849336107e-07,1.2846084995743468e-06
1889,9.936506941699008e-07,1.2104244486721427e-06
1890,9.995439214094404e-07,1.3737994528639774e-06
1891,1.281218281690144e-06,1.5355495657232154e-06
1892,1.026155494798786e-06,1.404146736661005e-06
1893,1.1805684678733996e-06,1.3844120321238051e-06
1894,1.1210438515263377e-06,1.2577872894325992e-06
1895,1.0562668464331182e-06,1.2452513562521972e-06
1896,1.0703108088705449e-06,1.2088909624452526e-06
1897,9.986986810872622e-07,1.327325349187447e-06
1898,1.0722582075572973e-06,1.1831619790569903e-06
1899,1.022602013733831e-06,1.1547111000709265e-06
1900,1.050150032710917e-06,1.2100344335408408e-06
1901,1.099863801812262e-06,1.2066086920725638e-06
1902,1.2133311955153658e-06,3.3635443985602365e-06
1903,9.990407363602571e-07,1.2307102412734139e-06
1904,1.0378400787658393e-06,1.3877282061258711e-06
1905,1.0455698031819338e-06,1.2354856870899766e-06
1906,1.0488992074897396e-06,1.3323437624279677e-06
1907,1.0306258246828293e-06,1.2851965056626113e-06
1908,1.0480904109044786e-06,1.2808903218086698e-06
1909,1.074342058871025e-06,1.3015327269272348e-06
1910,1.026611343490913e-06,1.3771876332668853e-06
1911,1.0257681424263865e-06,1.2040006787117363e-06
1912,1.0991878838240154e-06,1.2622427618680376e-06
1913,9.821136970344924e-07,1.3899136241946053e-06
1914,1.12304390142981e-06,1.257648413854895e-06
1915,1.1215285766752459e-06,1.1238846751027154e-06
1916,1.12621491155096e-06,1.147090998188105e-06
1917,1.1876637557861613e-06,1.1470879393016276e-06
1918,9.728960463917247e-07,1.1417457521645247e-06
1919,1.016546484322589e-06,1.268841473667237e-06
1920,1.0813147426347314e-06,1.2918226879321537e-06
1921,1.1790767615593722e-06,1.2903961064125724e-06
1922,1.082343111136197e-06,1.162762625739333e-06
1923,1.0180694474115626e-06,1.2558666853124123e-06
1924,1.103523025847153e-06,1.117703783748425e-06
1925,1.045926666165542e-06,1.1042170733333023e-06
1926,1.0321324097617435e-06,1.0566539785372697e-06
1927,1.0513719246318942e-06,1.037992809926891e-06
1928,1.10032782174585e-06,1.1163242534806272e-06
1929,1.0416279820901764e-06,1.1129265757858775e-06
1930,9.978423349821242e-07,1.0850222320613057e-06
1931,1.1017574621519088e-06,1.070962994731417e-06
1932,9.973178265454408e-07,1.0378681469802586e-06
1933,1.0174477225177725e-06,1.0897129438802722e-06
1934,1.1035034788164921e-06,9.333650741183419e-07
1935,1.085523379629194e-06,1.0520122053492287e-06
1936,1.1009240239445717e-06,9.76039503441939e-07
1937,1.0198805853178783e-06,1.0047712404315234e-06
1938,1.0411066995175133e-06,9.931354192360686e-07
1939,9.421135018783389e-07,1.0002309185352942e-06
1940,1.024456295795062e-06,9.154176074943621e-07
1941,8.972568181775387e-07,9.503838080959781e-07
1942,1.0346662406846008e-06,8.526135069075735e-07
1943,1.0074225968992323e-06,1.1003261768394168e-06
1944,9.31823976202395e-07,1.172812961414138e-06
1945,1.0304324220555827e-06,9.825053020051655e-07
1946,9.92574754832276e-07,8.700689928531347e-07
1947,9.715510174146402e-07,8.213479869567664e-07
1948,1.0165215229562818e-06,1.013259899096397e-06
1949,9.561766347587763e-07,8.766588468489545e-07
1950,8.39130002816546e-07,8.518924659028926e-07
1951,1.0075024619027317e-06,9.98973378685264e-07
1952,9.880481002255692e-07,9.690674609430516e-07
1953,9.06078895468454e-07,8.6406094546021e-07
1954,1.000707683829205e-06,7.671441082379715e-07
1955,9.714104294289427e-07,8.625373411064174e-07
1956,9.270573428921125e-07,9.663024691519695e-07
1957,9.488830272630366e-07,9.064748791587363e-07
1958,8.834756073383687e-07,8.826483721691147e-07
1959,8.789347774040834e-07,8.30880139801593e-07
1960,8.076612445506726e-07,7.986641499257985e-07
1961,7.705508906497016e-07,8.198827732286418e-07
1962,7.578637877259098e-07,8.599692957744764e-07
1963,8.334742460647249e-07,7.3971650760285e-07
1964,7.805731314647346e-07,7.458944963900649e-07
1965,8.312033941137997e-07,7.835965840641279e-07
1966,7.610688825820944e-07,7.416821024008868e-07
1967,7.972352733531807e-07,7.494110363381878e-07
1968,9.69696692720845e-07,7.815063440830272e-07
1969,7.816365439339279e-07,6.612799552385695e-07
1970,7.610889696252343e-07,6.484202099699132e-07
1971,7.240002304342852e-07,7.075573371650989e-07
1972,7.885035842036814e-07,6.643540348960641e-07
1973,7.007282150084393e-07,6.268512953155891e-07
1974,7.380749877938797e-07,5.704329604228064e-07
1975,6.859487768906547e-07,6.054168899538581e-07
1976,7.433298492287577e-07,5.816370141076277e-07
1977,6.711284683547092e-07,5.042278967692937e-07
1978,6.885145324986297e-07,6.481185312878779e-07
1979,6.735621482789611e-07,5.553522788304122e-07
1980,7.146234679566987e-07,5.821594122323859e-07
1981,7.312335412734683e-07,5.427321365658599e-07
1982,6.542707566836725e-07,5.816429418104008e-07
1983,6.094280209367753e-07,5.083829472951606e-07
1984,6.74424690316755e-07,5.665631483964262e-07
1985,5.95540221581814e-07,4.944788720706583e-07
1986,6.522000077779921e-07,5.035367953709624e-07
1987,6.318584553355322e-07,5.181972850820671e-07
1988,5.882619049657478e-07,4.851212036527386e-07
1989,5.943636054439594e-07,4.428914603948897e-07
1990,6.020759286684552e-07,5.219807430734136e-07
1991,5.867326891006996e-07,4.835708846684383e-07
1992,5.967269700590805e-07,5.1517979215987e-07
1993,6.591656926957512e-07,5.212394036391288e-07
1994,5.464824042178407e-07,5.042829780421698e-07
1995,6.14363649731331e-07,4.603660705981838e-07
1996,5.951972994466814e-07,4.841649641207368e-07
1997,6.089515807161661e-07,4.98669038506705e-07
1998,6.098437168589044e-07,4.6441579293343693e-07
1999,6.133209708991672e-07,4.739298660183522e-07
2000,6.141063622067122e-07,4.528482193677519e-07
2001,6.019784990485277e-07,4.766758499030743e-07
2002,6.177522315908845e-07,4.942017728382098e-07
2003,6.150378411007296e-07,4.758625928857896e-07
2004,6.726116481559075e-07,5.056700569383565e-07
2005,6.494406932233687e-07,4.6478695558960226e-07
2006,6.423908303077042e-07,4.896171112989123e-07
2007,6.163481600651721e-07,5.20081227861624e-07
2008,6.356357360459697e-07,5.300512242456534e-07
2009,6.18434576438176e-07,5.578785113868889e-07
2010,6.570796315941152e-07,5.474876125788342e-07
2011,6.70342259923018e-07,6.321025782796141e-07
2012,7.005951800920229e-07,6.954888185362051e-07
2013,6.571178836622948e-07,6.827778360474213e-07
2014,6.543975601402963e-07,7.208766845678838e-07
2015,7.374546591165654e-07,7.625019158297164e-07
2016,6.487436969848659e-07,8.007800680331911e-07
2017,6.01985785664283e-07,6.060107597960496e-07
2018,6.358152582208731e-07,7.083544737440661e-07
2019,6.882564989041384e-07,7.433578090854098e-07
