year,frappant_VERB en_ADP,frappant_VERB dans_ADP
1859,5.8050776630125256e-08,3.360834455179429e-07
1860,7.781212474355925e-08,2.897357376241416e-07
1861,8.771692705522582e-08,3.338902274663269e-07
1862,7.273958146924997e-08,3.234878249713802e-07
1863,5.893652499366908e-08,2.7020900006391457e-07
1864,4.650886253898534e-08,3.6967352912142815e-07
1865,6.966129717511649e-08,3.035914630800107e-07
1866,1.0023162388961282e-07,3.63461282404387e-07
1867,9.123285593659602e-08,2.8631586701521883e-07
1868,6.668830110356794e-08,3.5715288504434284e-07
1869,1.3478512528308784e-07,3.0326654609780235e-07
1870,5.676708170199163e-08,3.5780465168500086e-07
1871,7.965883241922711e-08,2.3579013941343874e-07
1872,1.0280476914203973e-07,3.0962377195464796e-07
1873,6.524744833313889e-08,3.028918342806719e-07
1874,6.572069821686455e-08,3.0589998800678586e-07
1875,6.694186538425129e-08,2.849320424047619e-07
1876,9.492243435715864e-08,3.0895134273123404e-07
1877,1.1751150452710135e-07,2.999635739797668e-07
1878,6.099479321619583e-08,2.6692771371017443e-07
1879,4.887460391955756e-08,3.1524118071502016e-07
1880,6.161132404258751e-08,2.804598864258878e-07
1881,5.996356833293248e-08,2.7471679686641437e-07
1882,1.211280107327184e-07,2.921714212789084e-07
1883,8.404720830412771e-08,2.7362736432223755e-07
1884,6.46966284989503e-08,2.9245518362586154e-07
1885,6.574548194748786e-08,2.5202436404470063e-07
1886,9.099384357114104e-08,2.665280476321641e-07
1887,8.814048158001242e-08,2.317768235116091e-07
1888,7.03808211710566e-08,2.7454862561171467e-07
1889,6.891650627949275e-08,2.9070233154016023e-07
1890,8.192983358412675e-08,2.47100359729302e-07
1891,8.541454832311501e-08,2.3584614439187135e-07
1892,6.080456671497814e-08,2.5826270189099887e-07
1893,6.959010789842068e-08,2.192396237887806e-07
1894,9.263262512604342e-08,2.501710980595817e-07
1895,8.726991040930443e-08,2.5037437012542796e-07
1896,6.545702291305133e-08,2.9544113999691035e-07
1897,5.360576338375722e-08,2.773515745957411e-07
1898,7.525611778191887e-08,2.721668579397374e-07
1899,8.623022296205818e-08,2.271834773637238e-07
1900,9.707269299497057e-08,2.611099603200273e-07
1901,8.886095059779109e-08,2.5261098812734417e-07
1902,7.807351209976332e-08,2.3863978526605933e-07
1903,5.6702312178913417e-08,1.9602799739004695e-07
1904,5.750849041419315e-08,2.434705095311074e-07
1905,8.153999431215198e-08,2.4874859150259e-07
1906,7.356183573392627e-08,2.474352811532299e-07
1907,7.714265137792609e-08,2.1291371865572728e-07
1908,6.188350454294778e-08,2.465517354721669e-07
1909,7.371318133664317e-08,2.6844799094760674e-07
1910,8.123109296320763e-08,2.656042852322571e-07
1911,8.672209617088811e-08,2.8410798336153675e-07
1912,6.355493553655833e-08,2.4327997039108595e-07
1913,6.893886705938712e-08,2.640888965288468e-07
1914,6.964613419313537e-08,2.417524456177489e-07
1915,6.125996065975414e-08,2.3797139192538452e-07
1916,8.899844061716067e-08,2.4282292088173563e-07
1917,7.23783983858084e-08,2.3797140613623924e-07
1918,1.0337738842736144e-07,2.4236254603238194e-07
1919,9.392005040353979e-08,2.5045346774277277e-07
1920,9.010955892563288e-08,2.347391898638307e-07
1921,6.588290091258386e-08,2.771625418063195e-07
1922,8.779743154718744e-08,2.574899440332956e-07
1923,9.235874642854469e-08,2.579675424385641e-07
1924,6.445812061883771e-08,2.707241151256312e-07
1925,8.35861513337477e-08,2.958509810468968e-07
1926,7.57937428375044e-08,2.641634750943922e-07
1927,1.0368778902147824e-07,3.1217828677654325e-07
1928,9.255093402771308e-08,2.867936359507439e-07
1929,8.243900850857244e-08,3.33098142846211e-07
1930,8.297846676441623e-08,2.972519723698497e-07
1931,9.124285327288817e-08,2.9197713047324214e-07
1932,8.000461804158476e-08,2.728924641814956e-07
1933,1.0208889023033407e-07,2.6497230010136263e-07
1934,1.0903237779302799e-07,3.0433213282776705e-07
1935,8.377799076697556e-08,2.3577520380513306e-07
1936,9.699771652549316e-08,2.521940700717096e-07
1937,1.0198805711070236e-07,2.593770318526367e-07
1938,8.297737252860315e-08,2.891242729674559e-07
1939,7.647025057622159e-08,2.3705777607574419e-07
1940,5.832300686847702e-08,2.4850672275533725e-07
1941,5.017554371988808e-08,2.7448973582977487e-07
1942,1.2136847260535433e-07,2.8521591843855276e-07
1943,1.1612940653549231e-07,3.251623468258913e-07
1944,8.675602458652065e-08,2.666944567408791e-07
1945,7.189063211399116e-08,1.9388686212096218e-07
1946,6.960551957035932e-08,3.104406118836778e-07
1947,7.748565877818692e-08,2.717958693665423e-07
1948,8.914948068650119e-08,2.6744842784864886e-07
1949,8.246286853363927e-08,2.0517546772680362e-07
1950,8.720996191868835e-08,2.616298786506377e-07
1951,1.5032576072826487e-07,2.9638695764333534e-07
1952,7.27591498161928e-08,3.3216133488167543e-07
1953,7.97263197682696e-08,3.0382193472178187e-07
1954,7.427127712844594e-08,2.7460825435809966e-07
1955,9.291751723594643e-08,2.871996116482478e-07
1956,9.506044307272532e-08,3.034957387626491e-07
1957,9.453490434907508e-08,2.774201846023061e-07
1958,1.1498418217570361e-07,2.5561232064319483e-07
1959,8.680837737529146e-08,3.371575303390273e-07
1960,8.858666689093297e-08,2.761412645213568e-07
1961,1.0144312767579322e-07,2.8209527158651326e-07
1962,1.0527647731350953e-07,2.606544171612768e-07
1963,9.893061303500872e-08,2.689878044748184e-07
1964,9.856028526655791e-08,3.0906559800314426e-07
1965,9.028871517102743e-08,2.9986796334924293e-07
1966,1.0191897814593176e-07,3.0741864520678064e-07
1967,8.775997173415817e-08,2.9335495810300927e-07
1968,1.0554827412079248e-07,2.9284032621035294e-07
1969,7.312230110301243e-08,2.9339756224544544e-07
1970,1.0071207867667908e-07,2.2717701142482838e-07
1971,9.197731287713395e-08,2.6411362341605127e-07
1972,9.747279250404972e-08,2.954964486434619e-07
1973,7.939013357827207e-08,2.6959565957440645e-07
1974,9.844750081811071e-08,2.6833976107809576e-07
1975,7.367809473635134e-08,2.798625189370796e-07
1976,8.570290077614118e-08,2.7424928816799365e-07
1977,8.638869530841475e-08,2.656305468917708e-07
1978,9.742569773152354e-08,2.71485021130502e-07
1979,8.368321857687988e-08,2.569016430697957e-07
1980,8.982537735846563e-08,2.6208545023109764e-07
1981,7.211126273887203e-08,2.9919848998360976e-07
1982,1.0118228743749569e-07,3.0540911666321335e-07
1983,7.957298464589257e-08,2.848207429906324e-07
1984,8.756502722917503e-08,2.853112164302729e-07
1985,6.496802740230123e-08,2.7611412178885075e-07
1986,1.025057017045583e-07,2.7514687417351524e-07
1987,8.49403534175508e-08,3.055408512864233e-07
1988,8.335209855658832e-08,2.644480332492094e-07
1989,9.00052015140318e-08,2.4037976231738867e-07
1990,8.990274125153519e-08,2.4028551592891745e-07
1991,9.730032246579867e-08,2.397339358140016e-07
1992,8.37511535678459e-08,2.8761908765773114e-07
1993,8.862731704084581e-08,2.847152700269362e-07
1994,7.173900229417995e-08,2.76933633358567e-07
1995,8.4590233484505e-08,2.516017048037611e-07
1996,8.060519007813127e-08,2.8078363811800955e-07
1997,8.630809844589749e-08,3.097501917181944e-07
1998,7.629006404386018e-08,2.7750510867008416e-07
1999,6.809599994994642e-08,2.6415762022224953e-07
2000,7.908276700163697e-08,3.044023628717696e-07
2001,7.710932692361894e-08,2.909124532379792e-07
2002,7.75476181047452e-08,2.790838209421054e-07
2003,7.25044557725596e-08,3.166861404224619e-07
2004,7.620288755560978e-08,2.973233961256483e-07
2005,8.557124431263219e-08,2.8688884867733577e-07
2006,8.359316439054965e-08,2.800165077587735e-07
2007,7.509621724466342e-08,3.391313043721311e-07
2008,6.982200773109071e-08,2.622582826461439e-07
2009,7.104606680741199e-08,2.8847563271483523e-07
2010,7.463592766043803e-08,2.905132703290292e-07
2011,6.65371118202529e-08,2.8603309942809574e-07
2012,5.8893572685292384e-08,3.005955022672424e-07
2013,7.084377529054109e-08,3.107085433384782e-07
2014,6.886115500037704e-08,3.046781387183728e-07
2015,7.048709704804423e-08,3.176352549871808e-07
2016,6.93898911663382e-08,3.4177111274402705e-07
2017,5.6098134137982925e-08,3.2476540923198627e-07
2018,6.453667111827599e-08,3.5417724575381726e-07
2019,7.474394436712828e-08,3.405568520520319e-07
