year,restant_VERB en_ADP,restant_VERB dans_ADP
1915,9.035844623639377e-07,8.305437222411172e-07
1916,7.493449203366254e-07,9.877728368579142e-07
1917,9.080199389055466e-07,1.0198774811343014e-06
1918,1.0705302502245218e-06,9.740447310946365e-07
1919,1.1472979225546354e-06,1.0607440836807314e-06
1920,9.700028669179517e-07,9.95748498766602e-07
1921,1.0321654280165404e-06,1.0495828206558144e-06
1922,9.554426251834336e-07,1.1384154099403077e-06
1923,9.044787923073727e-07,1.1613846737645872e-06
1924,8.547147054560611e-07,1.126728004230415e-06
1925,7.10482277010982e-07,1.0470265916495691e-06
1926,8.916910525513799e-07,1.0466223940852615e-06
1927,8.451112221141699e-07,1.0212690391142587e-06
1928,8.466696631570514e-07,1.0054916699253624e-06
1929,8.366445432006486e-07,8.834342404284712e-07
1930,9.411228507616443e-07,1.0619142827295036e-06
1931,9.31817627503051e-07,1.1211465213989413e-06
1932,8.263490869353518e-07,1.0608831626512938e-06
1933,1.1436250575425078e-06,1.0140065480612748e-06
1934,1.067558811129743e-06,1.0903237566139978e-06
1935,1.0125167895225218e-06,1.1226250684615025e-06
1936,1.0148386513364471e-06,1.0245384096663201e-06
1937,9.178924975650204e-07,9.657387902706205e-07
1938,9.736876129817773e-07,9.34791962059478e-07
1939,1.102700988298011e-06,1.0308189608565499e-06
1940,1.037135222148322e-06,1.0701004260482705e-06
1941,1.2661945660852325e-06,1.0359774211821104e-06
1942,1.040734673551924e-06,1.0680425326370369e-06
1943,9.55164381810647e-07,8.535511444307531e-07
1944,8.16149274385225e-07,1.0732041957339788e-06
1945,9.084361991540391e-07,9.520062906887006e-07
1946,8.129925008759642e-07,9.619483307687915e-07
1947,7.402860648930698e-07,1.0418840723502854e-06
1948,9.165001508826265e-07,9.219361096768353e-07
1949,8.913843795310683e-07,9.61085097728187e-07
1950,8.401935502888591e-07,9.050692426626483e-07
1951,8.390523027479446e-07,9.712536996886456e-07
1952,8.994717850541178e-07,1.0175735951634124e-06
1953,8.44668087696121e-07,1.0245910146977621e-06
1954,8.12097725955141e-07,9.860489171842346e-07
1955,8.052851603324029e-07,9.432535748032933e-07
1956,7.072845815692119e-07,8.555439663382458e-07
1957,8.207749879751702e-07,9.789221540046356e-07
1958,1.0787005346735157e-06,9.59580258808046e-07
1959,9.324149687905958e-07,9.269894292174286e-07
1960,8.920954175373197e-07,9.696087328592284e-07
1961,8.949229273191861e-07,8.838058871418752e-07
1962,8.561640918447466e-07,9.411463590680569e-07
1963,1.0649589521349867e-06,8.464063760982299e-07
1964,1.1626463336522619e-06,8.78525046488221e-07
1965,1.2826469397708706e-06,8.16976088557908e-07
1966,1.2939278914991803e-06,8.856980606708476e-07
1967,1.0969997052967528e-06,7.69625387420092e-07
1968,1.1875304035680045e-06,7.99472012147362e-07
1969,9.919199017716096e-07,7.957159908755784e-07
1970,1.073802316398087e-06,8.866341758562157e-07
1971,1.2419506250083145e-06,8.036453458259984e-07
1972,1.145561798532313e-06,7.828604280391005e-07
1973,1.291192281094311e-06,7.674379638444861e-07
1974,1.354637661155067e-06,7.70703303842879e-07
1975,2.4302347565452465e-06,7.550576910375639e-07
1976,1.2266942315264373e-06,8.033218996672531e-07
1977,1.2217829481464548e-06,7.921901907792517e-07
1978,1.0467321729379364e-06,8.41187748790162e-07
1979,8.584845154757659e-07,7.560749688551027e-07
1980,6.890402366455106e-07,7.583990768722515e-07
1981,8.526841019929066e-07,8.08405209440366e-07
1982,7.374512720481619e-07,8.355298053430715e-07
1983,7.445757872481806e-07,7.748892816294983e-07
1984,8.008430989470128e-07,7.724279180720828e-07
1985,9.444425934646006e-07,7.399136467967082e-07
1986,7.834792348226927e-07,6.641889633840492e-07
1987,8.145718952690117e-07,7.436863977972052e-07
1988,7.009971172422524e-07,7.66959244558052e-07
1989,8.791971719546154e-07,7.299202611221745e-07
1990,8.058555058809702e-07,7.617214237143344e-07
1991,8.012622920716694e-07,7.573012776873611e-07
1992,8.286956272307577e-07,7.829630757072437e-07
1993,7.162195392318438e-07,7.743812115990067e-07
1994,7.279398750448252e-07,7.56951946456752e-07
1995,5.975541039759946e-07,7.754104860424604e-07
1996,5.909267883907887e-07,7.702867250714007e-07
1997,5.34630734461139e-07,7.897191327543851e-07
1998,5.326000507288597e-07,8.220255001134547e-07
1999,4.419384413978378e-07,7.952149996270919e-07
2000,5.429760912001313e-07,8.438440222136023e-07
2001,5.599188401816946e-07,7.938755537395537e-07
2002,5.765687212111459e-07,8.723011939437697e-07
2003,5.066978245871212e-07,8.408850540320145e-07
2004,5.365035780080518e-07,9.250061694388023e-07
2005,5.728769658652766e-07,8.507582816008608e-07
2006,5.069122737122456e-07,9.104654665748058e-07
2007,4.941171276584555e-07,8.40039021454686e-07
2008,5.02803628149584e-07,8.736266341458077e-07
2009,5.16872093347942e-07,9.03572470178915e-07
2010,5.016668278567948e-07,9.286977036282451e-07
2011,4.5237589030300285e-07,9.835255987411529e-07
2012,4.953187469070031e-07,9.65786489004472e-07
2013,5.073418387624429e-07,8.83315919963934e-07
2014,4.850597095096276e-07,8.092268597437169e-07
2015,5.138021984818497e-07,8.564847124858943e-07
2016,4.7350833934367564e-07,8.438639067520626e-07
2017,4.767083381373993e-07,8.817217622691942e-07
2018,4.6466401476541463e-07,8.691798587534549e-07
2019,5.14789354866263e-07,8.04071361493186e-07
