year,indiquant_VERB en_ADP,indiquant_VERB dans_ADP
1874,9.320390148559454e-08,9.021659508334778e-08
1875,6.179249112392426e-08,5.149374260327022e-08
1876,6.892457093954363e-08,5.2600327649088285e-08
1877,6.617753456339415e-08,4.638611983409646e-08
1878,5.435179772916854e-08,7.246906363889138e-08
1879,7.453376582589044e-08,8.186496103235186e-08
1880,7.508879917850209e-08,9.1775198995947e-08
1881,8.436734333372442e-08,9.27343535295222e-08
1882,6.788492612486152e-08,7.05470810657971e-08
1883,8.467914369703067e-08,6.382532546922448e-08
1884,6.931782081665006e-08,7.12983307948889e-08
1885,7.348024411157894e-08,5.4787903991382336e-08
1886,1.1487165352264128e-07,6.582533274013258e-08
1887,6.006610675513002e-08,5.6148753202478474e-08
1888,8.369611492753393e-08,5.960177773545183e-08
1889,8.144677821064761e-08,5.889228660294066e-08
1890,8.782878069268918e-08,6.423298515301212e-08
1891,9.242619114502304e-08,7.394095291601843e-08
1892,1.0280360385195308e-07,9.841564718726659e-08
1893,1.2255249259851553e-07,6.77425830986067e-08
1894,6.553600684355843e-08,6.112492911825029e-08
1895,8.365874037963295e-08,6.19917273070314e-08
1896,8.373780957526833e-08,8.432751741338507e-08
1897,9.322741334472084e-08,8.273933360669616e-08
1898,9.336285700101143e-08,7.242694266551553e-08
1899,8.125540063019798e-08,9.617986052035121e-08
1900,1.0278284889864153e-07,7.371295396296773e-08
1901,7.824234415920728e-08,1.0003842731975965e-07
1902,1.0213390311264448e-07,9.771464704044774e-08
1903,1.3554553390804358e-07,9.828401204003967e-08
1904,7.900698761886815e-08,9.405594170175391e-08
1905,9.753834717685095e-08,1.1560100432461695e-07
1906,9.413857782192281e-08,6.790323681116206e-08
1907,9.411403567582965e-08,5.657127744029822e-08
1908,8.742272683548435e-08,7.661766687760974e-08
1909,7.536347368386487e-08,1.0231829605800158e-07
1910,1.2184663944481144e-07,7.054278938767311e-08
1911,1.090676704507132e-07,7.129301593522541e-08
1912,1.166910337246918e-07,8.595544898071239e-08
1913,1.0393859639634684e-07,7.583275163369763e-08
1914,1.1786269027425078e-07,8.705767129413289e-08
1915,1.4490336752714938e-07,4.005459075528961e-08
1916,1.42837009775576e-07,8.46034566848175e-08
1917,1.7655943906902394e-07,7.895825859804972e-08
1918,8.040463228553563e-08,7.351280828515883e-08
1919,9.023691660559052e-08,8.839534615390221e-08
1920,1.2418459505170176e-07,5.1491177543994127e-08
1921,1.355521845880503e-07,6.588290091258386e-08
1922,9.443757420513066e-08,7.009038682781465e-08
1923,1.0828266994167279e-07,6.475728042687479e-08
1924,1.0700048136413898e-07,9.668718092825657e-08
1925,9.458432970177455e-08,8.908524051776112e-08
1926,8.359603498320212e-08,1.0477370437911304e-07
1927,1.0926240179287561e-07,9.811317625008087e-08
1928,1.4168291784244502e-07,9.02657291135256e-08
1929,1.1808830890913669e-07,1.1586022452547695e-07
1930,1.1764036145223145e-07,9.033099246380516e-08
1931,1.2203732069338002e-07,8.439963750106472e-08
1932,9.973178549671502e-08,7.452484851455665e-08
1933,8.832410003378754e-08,1.2617728373243153e-07
1934,8.626737724171107e-08,8.506921744810825e-08
1935,8.497481474023516e-08,1.1130504162792931e-07
1936,1.2730950516015582e-07,9.33602990471627e-08
1937,1.2465207532841305e-07,9.94698368117497e-08
1938,9.723910920911294e-08,9.723910920911294e-08
1939,1.2082300315796601e-07,8.411727492330101e-08
1940,9.63597486247636e-08,7.100192078723921e-08
1941,8.854507882460894e-08,5.9030050181263505e-08
1942,6.675266206457309e-08,8.49579322448335e-08
1943,7.83873517207212e-08,5.8064703267746154e-08
1944,5.7837350908584995e-08,8.032965581605822e-08
1945,5.2284097051824574e-08,7.84261473540937e-08
1946,7.517396483081029e-08,7.79581839083221e-08
1947,5.4836007734593295e-08,6.318061451793255e-08
1948,7.284165093324191e-08,6.740570768215548e-08
1949,6.282885323116716e-08,6.47922533403289e-08
1950,8.827350228557407e-08,6.168509969484148e-08
1951,8.422507136174318e-08,6.503454841322309e-08
1952,7.592258555177978e-08,6.221434034614504e-08
1953,7.326202933199966e-08,7.54167928107563e-08
1954,8.502106396690579e-08,6.449873524161376e-08
1955,7.696198167650437e-08,6.382213513234092e-08
1956,6.628067694691708e-08,7.151336234301198e-08
1957,6.714628852932947e-08,5.301022554249357e-08
1958,9.264912392836777e-08,8.272243690043979e-08
1959,9.688434943200264e-08,1.147110708643595e-07
1960,7.751333441774477e-08,8.028166575968498e-08
1961,6.80919640672073e-08,5.072156383789661e-08
1962,5.644341172228451e-08,7.54692806026469e-08
1963,6.53071410283701e-08,7.953245528824482e-08
1964,8.091677727861679e-08,6.753204928600098e-08
1965,7.551420111440166e-08,7.11365615302384e-08
1966,5.760637833418514e-08,5.317511764246774e-08
1967,7.444806726653042e-08,6.360132687177611e-08
1968,7.141350977235561e-08,4.1321026600371624e-08
1969,7.357647291428293e-08,7.5393181475647e-08
1970,7.863819462272659e-08,7.174011074084774e-08
1971,1.2486306388836965e-07,7.913131838677145e-08
1972,7.079602681869801e-08,6.874396518696813e-08
1973,7.497957454916104e-08,6.781240813324985e-08
1974,7.763289033846377e-08,7.425754944279106e-08
1975,7.539154012192739e-08,8.624335379181503e-08
1976,5.142174330785565e-08,6.056338719417909e-08
1977,7.110906352636448e-08,6.405691976851813e-08
1978,5.999996943728547e-08,6.118808926203201e-08
1979,7.72460495568339e-08,6.027532606367458e-08
1980,7.33384410978033e-08,4.207011627954671e-08
1981,7.084615560870589e-08,4.680906684484398e-08
1982,5.4005269589652016e-08,5.152226734139731e-08
1983,7.199460583251494e-08,5.052253015946917e-08
1984,7.074790175920498e-08,4.9871474061546905e-08
1985,7.158514137017846e-08,4.4515129360434e-08
1986,7.373217414397004e-08,7.313272476494603e-08
1987,6.233032934233051e-08,5.438626970999394e-08
1988,5.636760747051994e-08,6.716140177331908e-08
1989,5.81740948746301e-08,4.335616665684938e-08
1990,7.737084217751544e-08,3.8140555602694803e-08
1991,5.1580894222524876e-08,4.6305576262284376e-08
1992,5.620142928819405e-08,6.116037809533736e-08
1993,5.539207492688547e-08,5.206855036021807e-08
1994,5.063929364723663e-08,6.435410426774979e-08
1995,5.6393488989670004e-08,5.747797970911961e-08
1996,6.725996115619637e-08,5.124568502878901e-08
1997,4.315404922294874e-08,5.274383951814343e-08
1998,5.054216956068558e-08,6.484656012162304e-08
1999,5.529943436499707e-08,5.255731494457905e-08
2000,5.169096795043515e-08,6.008522746014933e-08
2001,4.205963222148057e-08,5.607951081287865e-08
2002,6.221334558631497e-08,5.827024551763316e-08
2003,3.83356919542166e-08,5.917030421187519e-08
2004,4.096455796798182e-08,5.241701472868954e-08
2005,4.819012033863146e-08,5.6296869388461346e-08
2006,6.218013481884554e-08,6.382729367260254e-08
2007,4.753430715709328e-08,4.673540843214141e-08
2008,5.364373834026992e-08,5.7901178962538324e-08
2009,4.052963475942306e-08,6.484741987833331e-08
2010,5.337886221923327e-08,3.7790343299093365e-08
2011,4.894684124678861e-08,5.5447593183544086e-08
2012,3.302125151094515e-08,4.1872308287338456e-08
2013,4.295252509223246e-08,5.494576171827248e-08
2014,3.2265134564113396e-08,3.3780946040451454e-08
2015,3.56868632422902e-08,4.122830077335493e-08
2016,3.790552227656008e-08,4.3083872469651396e-08
2017,3.999821984734808e-08,3.6979486139898654e-08
2018,3.717311969353432e-08,3.7947561537521324e-08
2019,3.5458729286119706e-08,3.647912549809007e-08
