year,couchant_VERB en_ADP,couchant_VERB dans_ADP
1870,4.587239033071455e-09,2.8096838633473453e-08
1871,1.0621177271019633e-09,3.186353225714811e-08
1872,1.8142017887967654e-09,2.4189358072135292e-08
1873,7.183205141814142e-09,2.095101514498765e-08
1874,5.974609251779839e-09,2.0911132381229436e-08
1875,4.005069165202713e-09,1.602027666081085e-08
1876,6.04601479992084e-09,2.539326260375674e-08
1877,6.184816214727107e-09,8.658742167710898e-09
1878,6.039088673581716e-10,1.2078177569208037e-08
1879,1.832797580370027e-09,1.2829582729523281e-08
1880,0.0,2.4387816210946767e-08
1881,1.3945015142624584e-09,2.3009274485730202e-08
1882,6.655385131892899e-10,5.590523599607877e-08
1883,1.1374810426900694e-08,2.274962085380139e-08
1884,1.9805090900604227e-09,3.630933420595284e-08
1885,2.5782542767416317e-09,1.740321664556177e-08
1886,9.680196200179125e-09,3.1621972595985426e-08
1887,6.528924623161458e-10,1.9586773092328258e-08
1888,0.0,1.3949351895803375e-08
1889,6.265136742733546e-10,2.8193115397812107e-08
1890,5.898947996740844e-09,1.5075089621063853e-08
1891,5.099376032546843e-09,1.0836173736095134e-08
1892,6.268512375839919e-10,2.005923960268774e-08
1893,6.158416554491453e-10,1.4780200174868696e-08
1894,1.2603078580752936e-09,1.1972924873759894e-08
1895,3.611168697403855e-09,1.5648398132839247e-08
1896,1.179405795248556e-09,1.6511680911435178e-08
1897,0.0,6.992056267307589e-09
1898,5.092519295146758e-09,1.9238406423482957e-08
1899,3.8693048765026106e-09,8.844125432005967e-09
1900,3.633737311048435e-09,1.4015843596837385e-08
1901,2.235495566438317e-09,2.4031576728589243e-08
1902,4.419255628107521e-09,1.915010727771005e-08
1903,5.400220270956879e-10,1.4580594509538969e-08
1904,1.6123875568041512e-09,5.912087708281888e-09
1905,5.160759042333041e-10,2.167518786677647e-08
1906,5.144184522798412e-10,1.0288369267641428e-08
1907,2.057137349353866e-09,1.2342823652033985e-08
1908,4.911389073214423e-09,1.620758460774141e-08
1909,6.0510818578052294e-09,1.265226234892225e-08
1910,1.6032452032632705e-09,1.1222716089775986e-08
1911,5.320374141248863e-10,7.980561100850991e-09
1912,5.2094213387476884e-09,1.4586379215586476e-08
1913,2.121195885607108e-09,1.590896836489719e-08
1914,2.678697486047099e-09,2.9465672568562695e-08
1915,0.0,9.424609537234119e-09
1916,0.0,1.4283700444650549e-08
1917,0.0,6.57985488317081e-09
1918,1.1486376294556067e-09,1.4932290071101306e-08
1919,9.207848372660976e-10,2.1178051312631396e-08
1920,0.0,1.741613253614105e-08
1921,4.543648568500203e-09,1.438822039290244e-08
1922,0.0,6.640141769764796e-09
1923,1.0615948120573648e-09,1.3800733000834953e-08
1924,9.02413699321869e-09,1.804827398643738e-08
1925,2.1996355847875293e-09,2.1996356736053713e-08
1926,5.57306911730393e-09,1.0031524944054127e-08
1927,0.0,3.0102906833917586e-08
1928,1.1426041224282812e-09,1.82816659588525e-08
1929,0.0,1.5596569369336066e-08
1930,1.0503603542488804e-09,7.352522590764465e-09
1931,1.1405356659111021e-09,1.1405356659111021e-08
1932,5.4797681947604815e-09,1.4247397928102146e-08
1933,8.02946331646126e-09,1.1470662641954732e-08
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,7.180970484910176e-09,1.4361940969820353e-08
1936,3.6374143697059935e-09,6.0623572828433225e-09
1937,1.2591118148108649e-09,1.6368453259474336e-08
1938,1.0372171566075394e-08,3.8895642262559704e-09
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,0.0,2.6563522936839945e-08
1942,0.0,2.4273694165799498e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,1.6065930807940276e-08,2.8918675454292497e-08
1945,0.0,3.267756198965799e-08
1946,0.0,2.0881657292193267e-08
1947,1.1920870957027319e-09,2.622591566137089e-08
1948,1.0871887834440486e-09,8.697510267552389e-09
1949,1.9634016634739737e-09,1.0798709482173763e-08
1950,2.1270722960764488e-09,2.3397795700930146e-08
1951,4.264560704569931e-09,1.3859822622919182e-08
1952,1.0544803918932644e-09,1.8980646387944944e-08
1953,2.1547654771580937e-09,2.1547654327491728e-08
1954,0.0,1.8567819282111486e-08
1955,5.631364707880948e-09,1.8771215692936494e-08
1956,3.488456634670456e-09,2.2674967681268754e-08
1957,1.7670075402875796e-09,1.1485549400447326e-08
1958,2.4816730892496253e-09,1.8198935691771112e-08
1959,7.750747821333448e-10,1.4726420971555854e-08
1960,2.076250060767393e-09,1.868625076895114e-08
1961,6.948159270159238e-10,1.945484662257968e-08
1962,1.2683912808952869e-09,1.331810839388936e-08
1963,1.2932106496776896e-09,2.198458126656533e-08
1964,1.8251904432275978e-09,1.7035111099517053e-08
1965,1.6416130677043839e-09,1.91521518644322e-08
1966,2.769537488234164e-09,8.862519607077957e-09
1967,3.944268467392931e-09,1.3311906243984595e-08
1968,2.6948494546985557e-09,1.257596426995633e-08
1969,1.3625273131978588e-09,1.1354394757745467e-08
1970,4.1388523719376735e-09,1.1956685419534097e-08
1971,1.541519245584766e-09,1.9525909777939887e-08
1972,5.130146862875051e-10,5.130146973897354e-09
1973,4.410563025913916e-09,1.8193572870472963e-08
1974,1.6876715580593782e-09,5.625571564138454e-09
1975,6.282628195464213e-09,7.4249242310031605e-09
1976,5.713526873840635e-10,1.3712464053128315e-08
1977,2.938390863960194e-09,1.3516598507123945e-08
1978,3.5643548113029055e-09,7.72276909088987e-09
1979,0.0,6.437170796402825e-09
1980,2.8425752862659692e-09,9.664756106531058e-09
1981,0.0,1.0120879245789638e-08
1982,4.966001831974154e-09,1.5518756057986138e-08
1983,3.157658134966823e-09,8.209910973278056e-09
1984,2.3196033982486597e-09,8.69851302098823e-09
1985,1.8046674155058895e-09,7.820225356169885e-09
1986,1.1988970927134801e-09,1.019062523255343e-08
1987,1.8332451112712533e-09,9.166225112267057e-09
1988,3.597932174415064e-09,8.994830658082265e-09
1989,1.0976244357863152e-09,6.585746614717891e-09
1990,1.089730194969718e-09,1.689081763345257e-08
1991,2.344586080837985e-09,7.033758464558559e-09
1992,8.264915862810085e-09,1.2121876835635703e-08
1993,1.661762283333701e-09,9.416652346772025e-09
1994,2.1099706426497278e-09,6.329911705904578e-09
1995,1.626735190995987e-09,7.591431483433553e-09
1996,5.3380921904988554e-09,6.939520069693117e-09
1997,1.917957792585412e-09,9.110299181713799e-09
1998,0.0,9.059445638115449e-09
1999,2.285100553223174e-09,1.1425503210205079e-08
2000,1.3254094488601709e-09,6.185244316725402e-09
2001,3.5049694258049158e-09,5.257454027685071e-09
2002,4.381221607729913e-09,7.886198361006791e-09
2003,3.333538334260311e-09,6.667076668520622e-09
2004,2.2023955992267474e-09,1.0131019578807354e-08
2005,2.251874686720612e-09,1.0808999029165989e-08
2006,2.4707338397433887e-09,6.1768350434476815e-09
2007,7.988958938831558e-10,5.592271090648637e-09
2008,1.2772318758180745e-09,7.663391698997657e-09
2009,4.76819250749827e-09,6.675469510497578e-09
2010,2.8342759250676863e-09,1.1337103700270745e-08
2011,5.353560705856353e-09,9.177532511728259e-09
2012,3.063827413996023e-09,1.9063815415165664e-08
2013,4.741512515948898e-09,1.338780020176955e-08
2014,4.114345752981308e-09,1.3858849179371191e-08
2015,3.103205470367243e-09,1.7067630864175953e-08
2016,2.899876117012923e-09,2.092053463798038e-08
2017,2.5156112748447867e-09,8.804639684001359e-09
2018,4.904786798931582e-09,1.626323964387666e-08
2019,5.101975730781305e-09,1.1224345897176136e-08
