year,tout_DET honneur_NOUN,tout_DET donneur_NOUN
1800,3.6472307485269084e-07,0.0
1801,3.8098920640550205e-07,4.7623651688866175e-09
1802,2.774921767922933e-07,4.475680270843441e-09
1803,2.0868630201675842e-07,0.0
1804,3.6583392670763715e-07,0.0
1805,2.729162638104299e-07,0.0
1806,3.227469420608031e-07,0.0
1807,2.4768510797912313e-07,0.0
1808,1.880841375978548e-07,0.0
1809,3.637039185377944e-07,0.0
1810,2.246521670912216e-07,9.360507036149102e-09
1811,3.585119721094543e-07,0.0
1812,2.9339290463781253e-07,0.0
1813,4.888760862797881e-07,0.0
1814,4.2480141715373065e-07,0.0
1815,2.966945888971395e-07,0.0
1816,3.128765371229747e-07,0.0
1817,3.004765547487409e-07,0.0
1818,4.5777321311391006e-07,0.0
1819,4.067962589004992e-07,1.035105001712111e-09
1820,4.865257441366566e-07,0.0
1821,5.127973663476837e-07,0.0
1822,4.952654109047216e-07,1.0025615893027862e-09
1823,6.018556124587349e-07,9.882686891060644e-10
1824,6.47583586754763e-07,1.6842225392110777e-09
1825,8.558890494114735e-07,8.805443041381977e-10
1826,6.782147874417888e-07,8.807984341885344e-10
1827,3.5209982307549126e-07,9.217273055917019e-10
1828,3.210305312695283e-07,6.420610709767516e-09
1829,4.7152468862776686e-07,0.0
1830,4.769633852319544e-07,6.262101504006523e-09
1831,4.3187641285413747e-07,0.0
1832,4.4378299568492707e-07,0.0
1833,3.660426548535156e-07,0.0
1834,3.4257728032116574e-07,0.0
1835,7.631155867215966e-07,3.781543966852041e-09
1836,7.661654937152207e-07,0.0
1837,4.842692278295146e-07,0.0
1838,5.598887460322999e-07,3.787297142565649e-09
1839,4.859075239949107e-07,2.0974426639952526e-09
1840,4.904660029225738e-07,3.1848443882154243e-09
1841,5.097915618534898e-07,0.0
1842,4.769576591456826e-07,0.0
1843,5.263057829552054e-07,0.0
1844,4.067024017562204e-07,0.0
1845,5.691832285492637e-07,0.0
1846,5.228069923646217e-07,0.0
1847,4.5572740781096854e-07,0.0
1848,4.553595456258108e-07,0.0
1849,2.8741394331177617e-07,0.0
1850,3.6592687369108035e-07,6.788996032014438e-09
1851,4.424315043216609e-07,3.2247193804124663e-09
1852,4.7461877139554076e-07,0.0
1853,5.189608942579582e-07,5.971931837933653e-10
1854,5.564556584403135e-07,5.195664454227256e-10
1855,6.12951232881187e-07,2.653468555990912e-09
1856,5.140949079773804e-07,1.5531567143511893e-09
1857,6.438710564715677e-07,4.881509085841174e-10
1858,6.278586606178749e-07,4.893676019968041e-10
1859,6.915171661958652e-07,0.0
1860,6.046459750663757e-07,2.288591982591015e-09
1861,5.437505992134106e-07,7.073945429425521e-09
1862,5.426101670202854e-07,0.0
1863,5.489088286125821e-07,4.994620717013731e-09
1864,5.763263004610053e-07,1.0548401263577034e-08
1865,5.96357186744001e-07,4.706844358715045e-10
1866,5.877660624875602e-07,4.865612912574591e-10
1867,4.2607685557527475e-07,1.455843445796745e-09
1868,4.885535456189416e-07,9.87974813071446e-10
1869,6.128816583128582e-07,0.0
1870,5.562027611816234e-07,1.7202146374017957e-09
1871,4.7158027727256524e-07,1.0621177271019633e-09
1872,4.2633741426101324e-07,0.0
1873,5.36346025814538e-07,0.0
1874,4.158328095194008e-07,1.1949218281515073e-09
1875,5.996160394872163e-07,0.0
1876,5.108882401572146e-07,6.04601479992084e-10
1877,4.954037589044447e-07,3.710889595609501e-09
1878,4.378339262256503e-07,6.039088673581716e-10
1879,6.042122588922894e-07,2.443730107160036e-09
1880,4.5053281461093775e-07,0.0
1881,4.246257097051398e-07,0.0
1882,4.5722495300992705e-07,0.0
1883,4.0759734787343405e-07,0.0
1884,3.901603014000443e-07,0.0
1885,4.4926079789675555e-07,0.0
1886,4.259286054963951e-07,0.0
1887,3.7476027925364974e-07,0.0
1888,4.0072683615832716e-07,1.268122939990235e-09
1889,5.218858776245838e-07,0.0
1890,3.9785126659808157e-07,5.243509182406569e-09
1891,4.0030102166355164e-07,1.2748440081367107e-09
1892,4.782874993836117e-07,6.268512375839919e-10
1893,3.9044360322648686e-07,0.0
1894,4.2031267932785e-07,0.0
1895,4.0746020846249564e-07,1.2037228991346183e-09
1896,3.9804945051180596e-07,5.89702897624278e-10
1897,3.064851299416915e-07,5.826713556089658e-10
1898,3.5704220602283954e-07,0.0
1899,3.3662952958479764e-07,0.0
1900,3.197688762668349e-07,0.0
1901,3.839463682542288e-07,5.588738916095792e-10
1902,3.486301611843601e-07,0.0
1903,2.68930961944136e-07,0.0
1904,3.2516481507371964e-07,5.374625189347171e-10
1905,3.4112617375292587e-07,5.160759042333041e-10
1906,3.240836274898129e-07,2.0576738091193647e-09
1907,2.9262777401228846e-07,0.0
1908,3.0696182307110575e-07,0.0
1909,3.6911598755295927e-07,0.0
1910,3.714184615422056e-07,1.6032452032632705e-09
1911,3.6284951687726164e-07,2.128149656499545e-09
1912,3.5997101366369577e-07,5.209421227725386e-10
1913,3.2136119076930925e-07,1.0605979205990934e-08
1914,2.986747755784336e-07,4.018046229070649e-09
1915,3.369297835176255e-07,0.0
1916,3.241301382850281e-07,4.394984820521586e-09
1917,4.2549726231300156e-07,1.754627876326964e-08
1918,3.652667794895592e-07,1.6080926812378493e-08
1919,3.701555029156367e-07,2.762354511798293e-09
1920,3.3544986433042823e-07,7.572231730534895e-10
1921,2.824634732778719e-07,1.5145494858259667e-09
1922,4.330848071276705e-07,4.4267612908655e-09
1923,3.811125468544674e-07,3.1847844361720945e-09
1924,3.815920803784678e-07,7.734974438733389e-09
1925,3.574407854145534e-07,3.299453377181294e-09
1926,3.4218643851779973e-07,1.1146138456652466e-09
1927,3.456259732859124e-07,5.574612327308159e-09
1928,3.47351658547268e-07,4.570416489713125e-09
1929,3.2641391500831674e-07,3.342121912552898e-09
1930,3.4976998419811167e-07,1.0503603542488804e-09
1931,3.467228308906556e-07,2.2810713318222042e-09
1932,3.4193753117861547e-07,1.0959536611565568e-09
1933,2.3973683305200666e-07,0.0
1934,2.983413320833961e-07,7.188948103475923e-09
1935,3.0399440653638976e-07,4.787313656606784e-09
1936,3.3342965499727484e-07,9.699771208460106e-09
1937,3.1603707717486884e-07,8.813782814698357e-09
1938,3.293164437812024e-07,5.186085783037697e-09
1939,3.1046921300514896e-07,4.588215141154706e-09
1940,3.6008117376695736e-07,2.5357829169792012e-09
1941,4.958524186804425e-07,2.3612021671226557e-08
1942,4.1265279104862884e-07,3.034211770724937e-09
1943,3.629044025288408e-07,2.9032352077962287e-09
1944,2.666944567408791e-07,6.4263723231761105e-09
1945,3.137045947454453e-07,4.357008087652048e-09
1946,2.8955896969051764e-07,2.7842208538686464e-09
1947,3.182872443385776e-07,4.7683483828109274e-09
1948,3.783417019675994e-07,1.0871887834440486e-09
1949,2.7880303088423375e-07,3.9268033269479474e-09
1950,2.924724356034858e-07,5.317680518146517e-09
1951,2.953208246836425e-07,9.595261918349252e-09
1952,2.8576418631409695e-07,6.326882351359586e-09
1953,2.6826830989978845e-07,3.232148326759443e-09
1954,2.4626791939041937e-07,1.4658803948464083e-08
1955,2.477800564726351e-07,1.595553289490681e-08
1956,2.843092030690997e-07,2.616342520411763e-08
1957,2.7211917075220526e-07,4.329168490357915e-08
1958,2.771201575990645e-07,5.790570523078742e-09
1959,2.9452842209565233e-07,9.300897385600138e-09
1960,3.072850083274403e-07,1.314958320008941e-08
1961,3.126671770381506e-07,5.55852741612739e-09
1962,2.5367825173816527e-07,2.5367825617905737e-09
1963,2.870927633402687e-07,7.759264120110743e-09
1964,2.920304814635344e-07,7.300761994954996e-09
1965,3.157368908546232e-07,8.20806489443271e-09
1966,3.0077176405018946e-07,7.754704878237817e-09
1967,3.332906972630667e-07,7.888536934785861e-09
1968,3.35957916819396e-07,2.24570789741918e-09
1969,2.911266835381454e-07,5.904285060864822e-09
1970,3.2650948755819087e-07,6.898087434592526e-09
1971,3.309127838413417e-07,6.679916619845017e-09
1972,2.78566969047489e-07,6.669190755204113e-09
1973,2.5471000086874085e-07,1.1026407342740185e-08
1974,2.711525657339564e-07,5.625571675160757e-10
1975,2.593012027318764e-07,8.567220266542108e-09
1976,2.4339624360436574e-07,2.856763492431469e-09
1977,2.6092912541741953e-07,2.3507127355770763e-09
1978,2.744553226907698e-07,1.1881182704343018e-09
1979,2.9962103020864106e-07,4.096381456264453e-09
1980,2.819834802325616e-07,1.7055452050662723e-09
1981,2.498592051036752e-07,6.325549528618524e-10
1982,2.9175259408376064e-07,2.483000915987077e-09
1983,2.3808740934327943e-07,2.526126308133314e-09
1984,2.7719259332315005e-07,1.1598016991243298e-09
1985,2.6408300546343355e-07,4.812446441349039e-09
1986,2.5776288398171587e-07,1.0190625454598035e-08
1987,2.6520944640395783e-07,6.721898426764739e-09
1988,2.7704079652579594e-07,7.195864681897035e-09
1989,2.716620617349008e-07,7.683370828459601e-09
1990,2.8496445658721115e-07,1.1987032311200352e-08
1991,3.0714076570959037e-07,1.2895223222564312e-08
1992,2.57314383134144e-07,7.162927362358573e-09
1993,2.669897984919345e-07,1.1078414630105726e-08
1994,2.658563000856873e-07,6.8574046441227665e-09
1995,2.5810864645592346e-07,4.3379608238858225e-09
1996,2.6797222441032886e-07,8.540947726842774e-09
1997,2.4501911199958926e-07,5.753873155711631e-09
1998,2.655847904931008e-07,6.198567992221626e-09
1999,2.8746566338444524e-07,5.941261482789173e-09
2000,2.9733352557848036e-07,4.4180314962005696e-09
2001,2.6024398080970457e-07,8.3243023585311e-09
2002,2.59368316823938e-07,8.76244299341522e-09
2003,2.4918200058898776e-07,1.0417307461096925e-08
2004,2.5371596423795495e-07,4.845270407116686e-09
2005,2.441032278532873e-07,5.404499514582994e-09
2006,2.767221973787315e-07,4.117890028965121e-09
2007,3.367346053662068e-07,7.1900629894372514e-09
2008,2.992979982741062e-07,4.683183785214595e-09
2009,3.194688940055812e-07,5.721831008997924e-09
2010,3.665663288465737e-07,7.55806894847666e-09
2011,3.5295261802126277e-07,8.030341169806832e-09
2012,3.3634017593264787e-07,2.7234021704458655e-09
2013,3.662121186298606e-07,2.5102125378317908e-09
2014,4.1360001612478214e-07,3.8978013316981475e-09
2015,4.3866027166217236e-07,7.758014008985015e-09
2016,4.592160758321029e-07,2.2784741315895474e-09
2017,4.115540062077372e-07,5.0312225496895735e-09
