year,buvant_VERB en_ADP,buvant_VERB dans_ADP
1902,4.910283735171106e-09,4.910283735171106e-08
1903,1.5120615870500842e-08,5.238213773850475e-08
1904,3.7622376325430196e-09,6.503296390292235e-08
1905,6.192911072844254e-09,4.283430143914302e-08
1906,9.259531807970234e-09,4.2696733260072506e-08
1907,4.6285588695127444e-09,4.8342727154704335e-08
1908,7.367083831866239e-09,4.174680867663483e-08
1909,1.6502950117569526e-09,4.8408654862441836e-08
1910,5.878565634276356e-09,7.1077202790093e-08
1911,5.852411444351446e-09,3.937076797910777e-08
1912,7.814131564032323e-09,4.740573444905749e-08
1913,4.242391771214216e-09,6.045408440513711e-08
1914,1.0045115850232378e-08,3.8841115213017474e-08
1915,4.712304768617059e-09,2.709575319670421e-08
1916,5.493730803607377e-09,5.6036057571873243e-08
1917,3.289927441585405e-09,3.947912929902486e-08
1918,1.1486376294556067e-08,5.743188324913717e-08
1919,9.207848705727883e-09,5.7088659133341935e-08
1920,7.572231730534895e-09,3.710393414735336e-08
1921,1.1359120755116692e-08,6.28538003866197e-08
1922,7.377935595798135e-09,4.426761179843197e-08
1923,6.369568872344189e-09,4.140219900250486e-08
1924,9.02413699321869e-09,5.801231139912488e-08
1925,6.598906754362588e-09,5.389107116116065e-08
1926,0.0,5.795991953050361e-08
1927,1.1149224654616319e-08,5.5746124161260013e-08
1928,1.4853853258500749e-08,7.084145892122251e-08
1929,1.2254447234738564e-08,5.3473950600846365e-08
1930,8.402882833991043e-09,5.461873797685257e-08
1931,1.9389105432310316e-08,5.018356930008849e-08
1932,9.863582839386709e-09,4.931791508511196e-08
1933,5.735331320977366e-09,3.670611903316967e-08
1934,8.38710612072191e-09,3.5944740517379614e-08
1935,5.98414207075848e-09,4.4282650435434334e-08
1936,1.091224355320719e-08,5.577368611398015e-08
1937,6.295559185076627e-09,2.392312481447334e-08
1938,3.8895642262559704e-09,5.4453899167583586e-08
1939,6.117620188206274e-09,5.199976982339649e-08
1940,2.5357829169792012e-09,3.0429394115571995e-08
1941,5.9030051957620344e-09,4.132103725851266e-08
1942,3.034211770724937e-09,4.247896612241675e-08
1943,2.9032352077962287e-09,6.387117679196308e-08
1944,2.2492303131116387e-08,1.927911696952833e-08
1945,1.089252066321933e-08,4.574858536443571e-08
1946,6.960552134671616e-09,4.872386583087973e-08
1947,7.152522574216391e-09,3.457052599742383e-08
1948,7.610321262063735e-09,5.0010683594337024e-08
1949,6.8719057111366055e-09,2.2579119018928395e-08
1950,0.0,4.785912821603233e-08
1951,1.1727541604500402e-08,3.4116485636559446e-08
1952,7.381362632230548e-09,3.374337254058446e-08
1953,6.464296653518886e-09,3.770839640537815e-08
1954,3.9090144454689835e-09,4.0067398288101685e-08
1955,4.6928039232341234e-09,2.5341140741375057e-08
1956,4.360570571293465e-09,7.064124929456739e-08
1957,7.951533653738352e-09,3.8874166108371355e-08
1958,8.272243334772611e-09,2.9780077070995503e-08
1959,4.650448914844674e-09,2.2477168570844697e-08
1960,6.920833239831836e-09,3.5296249478733444e-08
1961,1.042223907177231e-08,3.265634873628187e-08
1962,5.7077609305622445e-09,3.805173776072479e-08
1963,3.2330267352165265e-09,3.9442923593924206e-08
1964,7.909158661334459e-09,4.258777863697105e-08
1965,2.188817349590977e-09,4.9795595202795084e-08
1966,6.6468897053084675e-09,4.9297764093125807e-08
1967,1.232583901611406e-08,4.6345153492666213e-08
1968,4.940557296606585e-09,4.5363300671397155e-08
1969,4.087581828571274e-09,2.815889921237158e-08
1970,1.8394900047624674e-09,2.575285940054073e-08
1971,8.221435976452085e-09,3.956565919338573e-08
1972,3.0780880067027283e-09,4.2580218462262565e-08
1973,8.821126051827832e-09,5.678599990233124e-08
1974,1.0688586016271984e-08,3.206575982517279e-08
1975,9.138368284311582e-09,2.627280792921738e-08
1976,5.142174241967723e-09,3.25671045686704e-08
1977,4.7014254711541525e-09,2.9971587878208084e-08
1978,5.346532105932056e-09,3.9801960838303785e-08
1979,2.3407893401383717e-09,3.2185852205657284e-08
1980,3.97960553399912e-09,2.6720208268216084e-08
1981,3.1627747087981106e-09,2.213942273954217e-08
1982,6.2075020679230875e-09,3.662426451001011e-08
1983,3.78918940668882e-09,2.1472073896688926e-08
1984,7.538710988796993e-09,3.653375202361531e-08
1985,1.142956040922627e-08,3.4890238254092765e-08
1986,2.3977941854269602e-09,3.416856841909066e-08
1987,6.721898593298192e-09,2.749867533680117e-08
1988,2.99827696004229e-09,1.6190695006912392e-08
1989,6.036934507847036e-09,2.9635859988275115e-08
1990,5.993515905799995e-09,3.160217687536715e-08
1991,5.2753188484189195e-09,2.6376593353916178e-08
1992,9.366905473484621e-09,3.912060364541503e-08
1993,6.093128224193833e-09,2.8249957040316076e-08
1994,4.2199412852994556e-09,2.8484603120659813e-08
1995,6.506940763983948e-09,3.524592884218691e-08
1996,5.3380921904988554e-09,3.3629980578098184e-08
1997,4.794894259418925e-09,3.356426248046773e-08
1998,1.0013071261028017e-08,3.0516027038629545e-08
1999,4.570201106446348e-09,3.0163327835452947e-08
2000,7.510653432518666e-09,3.180982588446568e-08
2001,9.20054432640427e-09,2.716351232834313e-08
2002,7.009954394732176e-09,2.9354184860608257e-08
2003,7.91715315529018e-09,3.4168767371056674e-08
2004,9.690540814233373e-09,2.642874719072097e-08
2005,9.457874483587148e-09,2.9724747108161864e-08
2006,8.235780057930242e-09,3.294312023172097e-08
2007,8.38840730210677e-09,3.754810862233171e-08
2008,8.940623352771127e-09,2.3841662866175284e-08
2009,7.1522885392028e-09,3.099325240896178e-08
2010,3.3066551718974324e-09,2.8815136943194375e-08
2011,6.500752380844688e-09,3.47981448101109e-08
2012,1.191488419038933e-08,4.153188370992211e-08
2013,1.1156499724052082e-08,4.1279051288256596e-08
2014,1.1260315346817151e-08,3.702911399727782e-08
2015,1.10828768384863e-08,4.3001563199140946e-08
2016,1.1806638333666797e-08,4.4119541797726924e-08
2017,9.056201122348284e-09,2.8677968444412727e-08
2018,1.755397427416483e-08,4.595010594243831e-08
2019,1.2754938438774843e-08,4.26014956644849e-08
