year,vieillissant_VERB en_ADP,vieillissant_VERB dans_ADP
1861,3.3011746669586728e-09,2.1221836732365773e-08
1862,0.0,1.1294965851504912e-08
1863,0.0,3.995696662428827e-09
1864,1.9178911792039344e-09,2.3014694150447212e-08
1865,8.001635798393636e-09,1.8827376990770972e-08
1866,0.0,9.244664589402873e-09
1867,0.0,1.649955905236311e-08
1868,5.433861360870651e-09,8.89177353968762e-09
1869,2.9301114867763545e-09,1.5138908793232986e-08
1870,1.1468097582678638e-09,2.2362790730312554e-08
1871,0.0,2.1242354542039266e-09
1872,1.2094678591978436e-09,1.1489944995446422e-08
1873,1.1972008939764578e-09,1.1373408881354408e-08
1874,0.0,1.7923827755339516e-08
1875,0.0,1.1443054503956773e-08
1876,3.02300739996042e-09,1.1487427897804992e-08
1877,1.2369631985365004e-09,7.421779191219002e-09
1878,1.2078177347163432e-09,1.509772218355465e-08
1879,0.0,1.3440515367335593e-08
1880,1.2835692508872398e-09,5.776061406947974e-09
1881,6.972507571312292e-10,4.8807553554297556e-09
1882,0.0,1.6638463051776853e-08
1883,0.0,1.4534479397809719e-08
1884,3.9610181801208455e-09,1.3203393933736152e-08
1885,3.2228177904158883e-09,1.5469526104539e-08
1886,6.453463874400711e-10,5.808117542471791e-09
1887,6.528924623161458e-10,3.9173548849191775e-09
1888,4.4384300679212174e-09,1.0779045211961602e-08
1889,6.265136742733546e-10,6.265136853755848e-09
1890,3.9326319978272295e-09,1.1142456735058204e-08
1891,3.824531802365527e-09,5.099376032546843e-09
1892,6.268512375839919e-10,2.7581453565517222e-08
1893,0.0,1.4780200174868696e-08
1894,1.2603078580752936e-09,1.1342770278588432e-08
1895,6.018614495673091e-10,7.824199066419624e-09
1896,0.0,7.66613794667137e-09
1897,5.826713334045053e-09,7.574727511894253e-09
1898,1.13167097914868e-09,1.3014216371232123e-08
1899,1.1055156790007459e-09,4.4220627160029835e-09
1900,1.5573159428683425e-09,1.142031713641245e-08
1901,5.58873880507349e-09,5.58873880507349e-09
1902,0.0,4.910283735171106e-09
1903,5.940242076007962e-09,2.1600881083827517e-09
1904,2.6873125946735854e-09,7.524475265086039e-09
1905,5.676835002077496e-09,4.64468330463319e-09
1906,5.144184522798412e-10,1.2860461140462576e-08
1907,2.5714217422034835e-09,4.6285588695127444e-09
1908,4.911389073214423e-10,7.367083831866239e-09
1909,5.500983557560346e-10,9.351672325408344e-09
1910,1.6032452032632705e-09,6.412980813053082e-09
1911,5.852411444351446e-09,7.448523575703803e-09
1912,3.646594803896619e-09,8.335073964360618e-09
1913,1.590896969716482e-09,1.1666577037772186e-08
1914,4.68772043404897e-09,5.357394972094198e-09
1915,3.534228465440492e-09,4.712304768617059e-09
1916,2.197492410260793e-09,1.648119329900055e-08
1917,1.0966424435210342e-09,1.6449636319748606e-08
1918,0.0,2.2972752589112133e-09
1919,0.0,1.1049418269237776e-08
1920,4.543339038320937e-09,1.2115570768855832e-08
1921,3.0290989716519334e-09,6.815472630705699e-09
1922,1.4755870969551665e-09,1.549366501762961e-08
1923,2.1231896241147297e-09,1.8047112249064412e-08
1924,0.0,1.0313299547703991e-08
1925,0.0,4.399271169575059e-09
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,0.0,1.1149224654616319e-08
1928,0.0,1.0283437212876834e-08
1929,0.0,2.33948540540041e-08
1930,1.0503603542488804e-09,9.453243521306831e-09
1931,1.0264820993199919e-08,4.5621426636444085e-09
1932,4.383814644626227e-09,5.4797681947604815e-09
1933,2.2941324395731044e-09,0.0
1934,0.0,2.156684431042777e-08
1935,1.196828414151696e-09,1.196828414151696e-08
1936,2.424942913137329e-09,1.8187071404440758e-08
1937,0.0,1.0072894518486919e-08
1938,0.0,3.8895642262559704e-09
1939,0.0,0.0
1940,0.0,1.7750480196809804e-08
1941,0.0,8.854508237732261e-09
1942,3.034211770724937e-09,1.517105907566929e-08
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,0.0,1.9606536838523425e-08
1946,1.3921104269343232e-09,8.352662561605939e-09
1947,4.7683483828109274e-09,1.549713246618012e-08
1948,2.174377566888097e-09,1.4133454406817236e-08
1949,5.890204768377316e-09,0.0
1950,5.317680518146517e-09,8.508289184305795e-09
1951,1.0661401761424827e-09,2.1322803522849654e-09
1952,4.2179215675730575e-09,7.381362632230548e-09
1953,3.232148326759443e-09,1.508335856215126e-08
1954,9.772536113672459e-10,5.863521668203475e-09
1955,1.0324168187025862e-08,1.220129064449793e-08
1956,9.593255967388359e-09,6.104799332717903e-09
1957,3.534015080575159e-09,1.4136060322300636e-08
1958,4.9633461784992505e-09,6.617794756635931e-09
1959,3.8753737996444215e-09,6.975672928177801e-09
1960,6.2287499602575735e-09,5.536666680683311e-09
1961,1.3896318540318475e-09,6.25334317660986e-09
1962,4.43936931660005e-09,1.9660065575521912e-08
1963,5.1728425987107585e-09,1.4871922360271128e-08
1964,6.083968440151466e-09,9.734349326606662e-09
1965,5.472043373977442e-10,1.2038495533772675e-08
1966,4.985167390003653e-09,8.862519607077957e-09
1967,4.437302081328198e-09,1.232583901611406e-08
1968,4.491415683816058e-09,1.3474247495537384e-08
1969,2.2708788183223305e-09,1.4533624970169967e-08
1970,4.598724956395017e-09,8.277704743875347e-09
1971,4.624557625731995e-09,2.6205826841874114e-08
1972,2.565073486948677e-09,1.2312352026810913e-08
1973,1.6539611902288698e-09,1.3783009400469837e-08
1974,2.2502286700643026e-09,1.2376257352286757e-08
1975,3.4268881066168433e-09,3.998036124386317e-09
1976,2.285410749536254e-09,1.1427053969725876e-08
1977,1.7630346071939584e-09,1.3516598507123945e-08
1978,9.504946163474415e-09,1.1881182260253809e-08
1979,3.5111840102075575e-09,8.777959692451986e-09
1980,1.7055452605774235e-09,9.664756106531058e-09
1981,3.795329828193417e-09,5.69299452024552e-09
1982,2.483000915987077e-09,1.3035754697909852e-08
1983,8.841442245000053e-09,1.705135410645653e-08
1984,6.958810416790584e-09,1.1598016769198694e-08
1985,4.812446441349039e-09,9.624892882698077e-09
1986,7.1933827783254856e-09,9.591176741707841e-09
1987,3.6664902225425067e-09,1.4665960890170027e-08
1988,2.398621523624911e-09,1.4991384134077634e-08
1989,5.488121956886971e-09,1.0427432250992297e-08
1990,6.538381391862913e-09,7.628111475810329e-09
1991,8.20605094986604e-09,1.1136783939491579e-08
1992,6.060938417817852e-09,1.0468894195980738e-08
1993,1.0524494165053966e-08,7.754890063438324e-09
1994,1.002236071911966e-08,1.1077346151466827e-08
1995,4.337960657352369e-09,9.760411145975922e-09
1996,5.3380921904988554e-09,1.4946657245218375e-08
1997,3.3564262480467733e-09,1.2466725429760572e-08
1998,1.0489884516573511e-08,1.6688451509594415e-08
1999,7.769341614505265e-09,1.279656292041409e-08
2000,1.2812291672048559e-08,1.6346715980830595e-08
2001,1.1829271784336015e-08,1.270551397425379e-08
2002,1.0953053575235572e-08,1.5772396722013582e-08
2003,1.12506919336397e-08,1.2084076850271686e-08
2004,7.488145215006625e-09,1.189293641346012e-08
2005,5.854874363109275e-09,1.5312748402607212e-08
2006,1.1118302722934459e-08,1.3589036562677848e-08
2007,1.1983438241713884e-08,9.586750948642475e-09
2008,9.79211112195344e-09,1.6178271167177627e-08
2009,1.0013204487790972e-08,1.7165493915172192e-08
2010,6.613310343794865e-09,1.1809482280966677e-08
2011,8.030340836739924e-09,1.1471915861704929e-08
2012,1.1574459612972987e-08,9.531907707582832e-09
2013,9.761937924679387e-09,1.1993237514218436e-08
2014,9.961047986450922e-09,1.2343037703033133e-08
2015,6.428068743957738e-09,9.97458915463767e-09
2016,5.178350193091319e-09,1.2013772199281902e-08
2017,5.282783988036499e-09,7.54683426862357e-09
2018,9.809573597863164e-09,1.058401366549333e-08
2019,4.591778068885333e-09,1.1734544003161318e-08
