year,rêvant_VERB en_ADP,rêvant_VERB dans_ADP
1894,1.1342770722677642e-08,2.268554122331068e-08
1895,1.444467478961542e-08,2.9491211028798148e-08
1896,8.255840455717589e-09,1.946019634324614e-08
1897,8.157399200570126e-09,2.039349777938071e-08
1898,4.52668391659472e-09,1.3580052082851068e-08
1899,6.080336234504102e-09,1.9346524382513053e-08
1900,3.633737311048435e-09,1.4015843263770478e-08
1901,3.912117296778206e-09,2.8502569415778112e-08
1902,2.455141867585553e-09,1.915010694464314e-08
1903,3.7801539676252105e-09,1.566063789759653e-08
1904,6.987012746151322e-09,2.4723274982818566e-08
1905,1.0321518084666081e-09,2.6835946798087207e-08
1906,1.1831624291414045e-08,2.9321851335861737e-08
1907,2.5714217422034835e-09,1.7999951751335175e-08
1908,9.822778146428846e-10,2.1118973236866623e-08
1909,3.3005901345362076e-09,2.475442523186544e-08
1910,7.481811059584231e-09,3.046165986120286e-08
1911,2.128149656499545e-09,2.660187148340043e-08
1912,2.0837684910901544e-09,3.802877457381726e-08
1913,3.71209285532359e-09,2.4924051045260853e-08
1914,4.018046340092951e-09,3.6162417338392316e-08
1915,0.0,2.0027294933555595e-08
1916,0.0,2.307367097387214e-08
1917,4.386569774084137e-09,1.315970976634162e-08
1918,0.0,1.4932289182922887e-08
1919,4.603924352863942e-09,1.4732557007679503e-08
1920,6.815008557481406e-09,1.817335615328375e-08
1921,1.8931868517313433e-08,2.877644078580488e-08
1922,2.2133805899215986e-09,3.24629156334133e-08
1923,1.0615948120573648e-09,1.6985516992917837e-08
1924,6.445812328337297e-09,2.965073686578279e-08
1925,1.0998177923937646e-09,3.299453421590215e-08
1926,1.114613823460786e-08,3.901148382112751e-08
1927,1.7838759802657478e-08,2.341337179689873e-08
1928,9.14083297942625e-09,2.9707706294956893e-08
1929,3.342121912552898e-09,2.6736975300423182e-08
1930,3.1510811737689437e-09,3.676261350893384e-08
1931,3.4216069977333063e-09,2.5091784650044247e-08
1932,0.0,2.4110980434421947e-08
1933,3.4411986593596566e-09,1.835305929454023e-08
1934,1.1981580172459871e-09,1.4377896206951846e-08
1935,7.180970484910176e-09,3.7101681726881e-08
1936,6.0623572828433225e-09,2.3036958562983045e-08
1937,6.295559185076627e-09,3.0218684332616874e-08
1938,5.186085783037697e-09,2.9819993030422154e-08
1939,3.058810094103137e-09,2.9058696782158222e-08
1940,2.5357829169792012e-09,1.5214697057785997e-08
1941,0.0,1.1806010835613279e-08
1942,9.102635090130207e-09,2.730790527039062e-08
1943,5.806470415592457e-09,6.677441222180391e-08
1944,0.0,4.819779242382083e-08
1945,2.178504043826024e-09,2.832055256973831e-08
1946,2.7842208538686464e-09,2.645009899993056e-08
1947,1.90733930871545e-08,3.0994263822137214e-08
1948,7.610321262063735e-09,2.3918154123947488e-08
1949,7.853606653895895e-09,1.9634017078828947e-08
1950,6.381216888229346e-09,2.9779012145070283e-08
1951,7.462981344019681e-09,1.1727541715522705e-08
1952,8.435843135146115e-09,1.4762725264461096e-08
1953,2.1547654771580937e-09,1.185120990232491e-08
1954,1.9545072227344917e-09,2.5408594117592997e-08
1955,1.3139850985055546e-08,6.569925492527773e-09
1956,7.849027428008526e-09,2.7907653521452858e-08
1957,0.0,2.827212136624624e-08
1958,6.617794756635931e-09,1.4062813857851353e-08
1959,7.750747821333448e-10,2.325224379706725e-08
1960,5.536666680683311e-09,1.868625076895114e-08
1961,2.779263708063695e-09,3.543561133412254e-08
1962,1.2049717501572133e-08,2.4733629255813128e-08
1963,5.819448034571906e-09,2.845063429290917e-08
1964,8.517555494247375e-09,2.7986254813594513e-08
1965,4.924839203113152e-09,2.8454625766727304e-08
1966,4.985167390003653e-09,2.6033650901702288e-08
1967,4.437302081328198e-09,2.267954368750935e-08
1968,8.08454847511797e-09,3.59313270248407e-08
1969,4.5417577476669635e-09,1.816703076862325e-08
1970,1.0577067222072856e-08,2.1154134499656863e-08
1971,1.284599360218408e-08,2.2608949379332444e-08
1972,1.3851396640784941e-08,2.924183650776513e-08
1973,2.7566018356850464e-09,2.536073712144926e-08
1974,6.750686010192908e-09,2.2502287200243387e-08
1975,3.4268881066168433e-09,2.056132952787948e-08
1976,4.570821499072508e-09,1.8283285996290033e-08
1977,5.289103821581875e-09,1.9981057530760182e-08
1978,5.346532327976661e-09,2.2574247693363247e-08
1979,8.192762912528906e-09,2.1652301729346846e-08
1980,7.390696055153967e-09,2.1035058139773355e-08
1981,8.223214109648325e-09,2.0874313444441128e-08
1982,6.828252629986764e-09,1.676025618291277e-08
1983,8.841442245000053e-09,1.894594892082324e-08
1984,5.799008662155103e-09,2.203623239438457e-08
1985,7.820225356169885e-09,1.203111577030569e-08
1986,2.3977941854269602e-09,2.8773529892056615e-08
1987,1.2832715334809564e-08,2.4443266966045485e-08
1988,5.396898372644898e-09,1.2592763276586538e-08
1989,3.841685525252103e-09,3.1282296975021495e-08
1990,9.80757214330552e-09,1.3621627492632626e-08
1991,7.033758298025106e-09,1.934283488935762e-08
1992,7.162927251336271e-09,1.2121876835635703e-08
1993,7.20096987594232e-09,9.970573700002205e-09
1994,8.967375286772494e-09,1.8989735894869852e-08
1995,9.21816623034033e-09,1.1387146947594573e-08
1996,8.540947504798169e-09,1.6014276127407356e-08
1997,5.27438381858758e-09,2.2056515058821446e-08
1998,1.0489884516573511e-08,1.8595703865642577e-08
1999,7.312321859131998e-09,1.5081663917726473e-08
2000,9.277865919976591e-09,1.943933924941632e-08
2001,1.0076786849388952e-08,1.5772362971233633e-08
2002,1.0076809608960957e-08,2.4096718176380705e-08
2003,1.0417307017007715e-08,1.8751152519591585e-08
2004,1.0571499231559756e-08,1.277389466425305e-08
2005,7.205999463799628e-09,2.2068373239925165e-08
2006,1.029472451730129e-08,1.7706926036531456e-08
2007,1.0385647009059085e-08,1.677681410461318e-08
2008,1.1069342858993636e-08,1.660401449665727e-08
2009,8.105927484791664e-09,1.7165492804949167e-08
2010,1.5116137674908714e-08,1.1809482280966677e-08
2011,1.1089518636708817e-08,1.414869643667771e-08
2012,8.510632198976964e-09,1.8042539906559796e-08
2013,1.3666712816995386e-08,2.3707563134856002e-08
2014,1.1693403981216655e-08,2.2953718273321932e-08
2015,7.979671326485693e-09,2.039249374918839e-08
2016,1.5120782986821624e-08,2.609888433147134e-08
2017,1.4590545355241957e-08,1.4338984444250968e-08
2018,1.058401366549333e-08,1.5230653738207423e-08
2019,1.1734544003161318e-08,2.11731981392127e-08
