year,semblant_VERB en_ADP,semblant_VERB dans_ADP
1854,1.454786069388092e-08,2.0782657816909023e-09
1855,6.368324534378189e-09,5.306937111981824e-10
1856,6.212626857404757e-09,8.801221973442352e-09
1857,1.1715622250108026e-08,1.610898081594314e-08
1858,1.1744822003834088e-08,5.872411001917044e-09
1859,1.1202780925145817e-08,0.0
1860,1.0527522853465143e-08,9.154367819341758e-10
1861,2.8295783494058924e-09,9.431927461278633e-10
1862,9.035972914350765e-09,9.035972525772706e-10
1863,9.489779628779615e-09,4.994620828036034e-10
1864,9.589456340108882e-09,9.589455896019672e-10
1865,1.2237795665726026e-08,4.706844358715045e-10
1866,5.838735717134114e-09,4.865612912574591e-10
1867,9.7056229719783e-09,4.85281148598915e-10
1868,4.939874287401835e-09,4.44588676984381e-09
1869,4.883519366671862e-09,1.4650557433881772e-09
1870,1.548193218070537e-08,1.7202146374017957e-09
1871,6.37270636261178e-09,2.1242354542039266e-09
1872,6.047339518033823e-09,1.2094678591978436e-09
1873,4.190203295451056e-09,8.380406590902112e-09
1874,6.572069999322139e-09,1.1949218281515073e-09
1875,6.293679799540541e-09,1.1443054281912168e-09
1876,7.255217759905008e-09,1.813804439976252e-09
1877,8.658742167710898e-09,1.8554447978047506e-09
1878,6.64299765196219e-09,9.662541877730746e-09
1879,1.0385853066452455e-08,5.498392852132383e-09
1880,1.7969970400599777e-08,0.0
1881,1.1156012114099667e-08,2.7890030285249168e-09
1882,1.1314154946262533e-08,1.3310770263785798e-09
1883,1.1374810426900694e-08,1.2638677882037541e-09
1884,6.601696966868076e-09,6.601696966868076e-10
1885,1.99814708112811e-08,7.7347630522695e-09
1886,6.4534639854230136e-09,1.936039106809062e-09
1887,1.5016526688782506e-08,1.9586774424595887e-09
1888,1.014498351992188e-08,7.60873763994141e-09
1889,1.1903759755682586e-08,3.132568426877924e-09
1890,1.2453334363726754e-08,1.9663159989136147e-09
1891,5.736798147637501e-09,5.099376032546843e-09
1892,3.761107425503951e-09,0.0
1893,6.774258043407144e-09,2.463366621796581e-09
1894,1.6384001710889606e-08,5.671385139294216e-09
1895,8.426060515986933e-09,0.0
1896,5.307326134129653e-09,5.897029087265082e-09
1897,1.8645483379486905e-08,8.740070223112184e-09
1898,1.1882545614128048e-08,2.8291773368493978e-09
1899,9.949641111006713e-09,5.527578395003729e-09
1900,1.349673794948103e-08,2.595526460424935e-09
1901,1.4530721514915967e-08,3.353243460679778e-09
1902,1.5712908307818907e-08,2.455141867585553e-09
1903,1.8900770726304472e-08,3.7801539676252105e-09
1904,2.1498500757388683e-08,6.449550227216605e-09
1905,1.7546580632910036e-08,6.192911072844254e-09
1906,9.773950537805831e-09,5.144184633820714e-09
1907,1.9542804707839423e-08,4.114274698707732e-09
1908,1.4243028090277221e-08,4.911389073214423e-10
1909,2.970531171042623e-08,1.1001967115120692e-09
1910,1.81701124146727e-08,2.137660271017694e-09
1911,1.649316061502759e-08,3.7242617878519013e-09
1912,1.771203156364365e-08,4.688478938419394e-09
1913,1.2196876009173963e-08,1.060597942803554e-09
1914,2.343860350251248e-08,1.3393487430235496e-09
1915,9.424609537234119e-09,1.1780761921542648e-09
1916,2.197492321442951e-08,1.0987462051303964e-09
1917,9.869782324756216e-09,2.1932848870420685e-09
1918,1.6080926812378493e-08,2.2972752589112133e-09
1919,1.5653341733923298e-08,2.762354567309444e-09
1920,1.514446346106979e-08,1.0601124422748853e-08
1921,1.2116395997630036e-08,4.5436484574779e-09
1922,1.3280283539529592e-08,2.21338064543275e-09
1923,1.9108707505210987e-08,8.492758496458919e-09
1924,2.1915761649893284e-08,5.156649773851996e-09
1925,1.5397448649423495e-08,2.1996355847875293e-09
1926,1.7833821530643945e-08,1.1146138456652466e-09
1927,1.7838759802657478e-08,3.344767462998277e-09
1928,2.170947865920425e-08,3.4278122562625413e-09
1929,1.1140405931087116e-08,1.1140406375176326e-09
1930,2.2057568216382606e-08,0.0
1931,3.307553342324354e-08,3.4216069977333063e-09
1932,1.4247397484012936e-08,8.767629289252454e-09
1933,1.1470662419910127e-08,3.4411986593596566e-09
1934,2.6359476379411717e-08,1.1981580172459871e-09
1935,1.4361940969820353e-08,1.196828414151696e-09
1936,1.8187071404440758e-08,1.2124714565686645e-09
1937,1.1332006444320086e-08,0.0
1938,1.4261736125398272e-08,1.2965214457594243e-08
1939,1.6823456405745674e-08,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0
1941,2.6563522936839945e-08,0.0
1942,2.4273694165799498e-08,9.102635090130207e-09
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,0.0
1945,1.742803235060819e-08,4.357008087652048e-09
1946,1.9489545977080525e-08,2.7842208538686464e-09
1947,2.2649655262441115e-08,0.0
1948,1.0871888278529696e-08,6.523132700664291e-09
1949,2.2579119018928395e-08,2.9451024952109606e-09
1950,2.446133184896837e-08,4.2541445921528975e-09
1951,2.6653504292539765e-08,8.529121409139861e-09
1952,2.741649041126948e-08,1.0544803696888039e-08
1953,1.1851209791302608e-08,6.464296653518886e-09
1954,1.7590565448699635e-08,1.9545072227344917e-09
1955,2.1586897602787758e-08,2.815682353940474e-09
1956,2.2674967681268754e-08,4.360570571293465e-09
1957,2.8272120644601273e-08,3.534015080575159e-09
1958,2.3989505326671434e-08,7.445019267748876e-09
1959,2.6352543258667538e-08,7.750747821333448e-09
1960,2.5607082676515347e-08,2.7683333403416555e-09
1961,1.598076693198891e-08,6.2533435096767676e-09
1962,2.473363025501385e-08,1.7123282347597524e-08
1963,2.4571003010009917e-08,3.879632060055371e-09
1964,1.1559539991878864e-08,2.4335873316516654e-09
1965,1.860494691641179e-08,8.755269342852756e-09
1966,1.9386760974349215e-08,4.985167278981351e-09
1967,1.6763140209263838e-08,4.930335695263466e-09
1968,1.8414805680322388e-08,9.43197286940034e-09
1969,1.3171097990039016e-08,1.8167031212712459e-09
1970,1.6555409487750694e-08,2.7592350626548523e-09
1971,2.928886644326667e-08,5.138397485282553e-09
1972,1.7955514408640738e-08,6.156176013405457e-09
1973,2.2052814296902312e-08,7.71848518432705e-09
1974,2.2502286256553816e-08,4.5004573956397564e-09
1975,1.7134440977173426e-08,5.140332159925265e-09
1976,1.9997344113953375e-08,7.998937789910343e-09
1977,1.6454989204550685e-08,4.7014254711541525e-09
1978,1.485147826940647e-08,8.910887250301869e-09
1979,1.697072249395859e-08,9.363157360553487e-09
1980,1.591842213599648e-08,1.1370301145063877e-08
1981,1.2651098835192442e-08,6.3255494731073725e-09
1982,1.8622506203769262e-08,4.345251713999687e-09
1983,1.7682884490000106e-08,1.515675807084449e-08
1984,1.275781880138993e-08,4.639206629963866e-09
1985,1.4437339324047116e-08,4.812446441349039e-09
1986,1.7384007122700496e-08,7.792830991615318e-09
1987,1.4054879038383206e-08,5.49973533381376e-09
1988,1.679035038781862e-08,8.395175221664886e-09
1989,1.481792966107065e-08,1.0976243913773942e-08
1990,1.961514328741032e-08,1.3621627381610324e-08
1991,1.6998249918742658e-08,9.378344600907695e-09
1992,1.652983172562017e-08,6.611932834577061e-09
1993,2.7142116665324068e-08,6.093128335216136e-09
1994,2.37371702294098e-08,1.5824779708850656e-08
1995,1.6809597269684673e-08,2.7112253553340793e-09
1996,2.6156651955488996e-08,9.608565720853335e-09
1997,1.91795770376757e-08,6.233362714880286e-09
1998,2.4794271524797296e-08,1.1920323284009271e-08
1999,1.3710603319339043e-08,1.0511462644746672e-08
2000,2.4299172451947015e-08,7.952456582138723e-09
2001,2.2782300490575835e-08,4.8193329327261836e-09
2002,2.4534839937473407e-08,1.6648642464645036e-08
2003,2.4584844382502524e-08,9.16723019717125e-09
2004,1.8940601975714344e-08,8.369103632333008e-09
2005,1.6663873836364473e-08,1.0358623625528196e-08
2006,2.26483944376632e-08,1.1941880817545325e-08
2007,1.3581230584591708e-08,9.187302835167444e-09
2008,2.9376334420572192e-08,4.6831836186811415e-09
2009,2.288732470212551e-08,7.152288761247405e-09
2010,2.267420695645228e-08,1.322662068758973e-08
2011,2.562061141020422e-08,1.6060682533902693e-08
2012,3.063827375138217e-08,1.2595735454645762e-08
2013,2.5102124823206395e-08,1.0040850539905222e-08
2014,3.096586642659105e-08,1.5374660433664644e-08
2015,2.704222035188053e-08,7.314698804994357e-09
2016,2.6306019140776016e-08,1.0978101899761228e-08
2017,2.9684212976555102e-08,1.433898449976212e-08
2018,3.0461307920504055e-08,2.0651733934062833e-08
2019,3.188734609693711e-08,1.1479445283235634e-08
