year,veut_VERB étendre_VERB,veut_VERB etendre_VERB,veut_VERB détendre_VERB
1800,5.0306631749208464e-08,0.0,0.0
1801,8.572257570449437e-08,0.0,0.0
1802,1.1412984690650774e-07,0.0,0.0
1803,1.969842600146876e-07,0.0,0.0
1804,1.1864884186252311e-07,0.0,2.4718509461507665e-09
1805,8.812921237222326e-08,0.0,0.0
1806,5.4751712497136396e-08,0.0,0.0
1807,1.1103124819555887e-07,0.0,0.0
1808,1.0423940466353088e-07,0.0,2.2660739951163578e-09
1809,6.777091243748146e-08,0.0,0.0
1810,4.44624070894406e-08,0.0,2.3401267590372754e-09
1811,6.016983888912364e-08,0.0,2.5070767684098882e-09
1812,6.13457871168066e-08,0.0,0.0
1813,7.476928232108548e-08,0.0,0.0
1814,1.0069366851439554e-07,0.0,0.0
1815,7.282503844407984e-08,0.0,0.0
1816,9.502176112619054e-08,0.0,0.0
1817,7.161617787687646e-08,0.0,3.113746815941454e-09
1818,9.06009489654025e-08,0.0,3.5763532135746345e-09
1819,1.2110729130654363e-07,0.0,0.0
1820,1.2459804565878585e-07,0.0,0.0
1821,8.185035227370463e-08,0.0,9.86148829262845e-10
1822,9.023054303725075e-08,0.0,2.0051231786055723e-09
1823,8.597937295462543e-08,9.882686891060644e-10,0.0
1824,9.431646219582035e-08,0.0,3.3684450784221553e-09
1825,7.924898426381333e-08,0.0,0.0
1826,9.512623222462935e-08,8.807984341885344e-10,0.0
1827,9.309445658800541e-08,0.0,4.608636583469661e-09
1828,7.33784091266898e-08,0.0,0.0
1829,9.001834655464336e-08,2.571952872898464e-09,0.0
1830,6.575206867864836e-08,1.0436835840010872e-09,1.0436835840010872e-09
1831,5.76874619184764e-08,0.0,0.0
1832,1.5018265742128278e-07,0.0,0.0
1833,9.846084481068829e-08,0.0,0.0
1834,8.58776871837108e-08,0.0,0.0
1835,7.487457054367042e-08,0.0,0.0
1836,7.661655132551459e-08,0.0,2.016224964762614e-09
1837,7.166627824517491e-08,0.0,5.5663127440652715e-09
1838,6.122797202579022e-08,6.312161904276081e-10,0.0
1839,8.459684863737493e-08,0.0,0.0
1840,8.66277645172886e-08,0.0,6.369688665408546e-10
1841,8.282507479862034e-08,0.0,6.420548537278137e-10
1842,8.45241387992246e-08,0.0,0.0
1843,7.619915010081968e-08,0.0,0.0
1844,1.0922236981514288e-07,5.488561272137815e-10,0.0
1845,8.872562773376558e-08,0.0,2.2320911785556063e-09
1846,8.898842196458645e-08,0.0,5.854501328173001e-10
1847,9.707802917091612e-08,0.0,8.629157832729106e-09
1848,1.126331028444838e-07,0.0,2.413566457803995e-09
1849,8.547003460535052e-08,0.0,5.02764896381791e-09
1850,8.825694663983086e-08,0.0,6.788996032014438e-10
1851,7.416854685970975e-08,0.0,3.2247193804124663e-09
1852,4.8829090104618444e-08,1.3021090872200602e-09,0.0
1853,5.5538965426649156e-08,0.0,2.388772735173461e-09
1854,5.6632742939655145e-08,5.195664454227256e-10,5.7152309551611324e-09
1855,7.270503488143731e-08,0.0,1.0613874223963649e-09
1856,7.092749143566834e-08,0.0,7.765783571755946e-09
1857,5.27202992373077e-08,4.881509085841174e-10,0.0
1858,8.563932851757272e-08,0.0,0.0
1859,7.791025069536772e-08,0.0,1.5276520048956854e-09
1860,7.689668990451537e-08,0.0,5.950338888283113e-09
1861,7.639861365760225e-08,0.0,9.431927461278633e-10
1862,8.900433101644012e-08,0.0,0.0
1863,9.339940731933893e-08,0.0,0.0
1864,9.205877660178885e-08,4.794727948009836e-10,0.0
1865,7.38974534897352e-08,0.0,1.6473954644879996e-08
1866,4.719644408623935e-08,0.0,0.0
1867,7.473329333151923e-08,0.0,3.396968040192405e-09
1868,9.03996948409258e-08,4.93987406535723e-10,9.87974813071446e-10
1869,7.81363098667498e-08,0.0,1.953407657850903e-09
1870,8.02766848551073e-08,0.0,2.2936195165357276e-09
1871,8.072094459521395e-08,0.0,3.18635318130589e-09
1872,9.252428867512208e-08,0.0,4.23313739617015e-09
1873,7.721946104766175e-08,0.0,1.1972008939764578e-09
1874,5.257655999457711e-08,0.0,2.9873046258899194e-09
1875,6.122034079680816e-08,0.0,0.0
1876,8.766721748543205e-08,0.0,1.209202959984168e-09
1877,6.246663986075873e-08,0.0,3.0924081073635534e-09
1878,7.18651520514868e-08,0.0,6.039088673581716e-10
1879,7.270097057698877e-08,0.0,6.10932526790009e-10
1880,8.535735673831368e-08,0.0,6.417846254436199e-10
1881,6.693607446095484e-08,0.0,0.0
1882,7.720246486542237e-08,0.0,0.0
1883,1.1501197150209919e-07,0.0,0.0
1884,7.591951600716129e-08,0.0,2.6406787867472303e-09
1885,8.894977554518846e-08,0.0,3.2228177904158883e-09
1886,8.970314979706018e-08,0.0,1.2906927748801422e-09
1887,6.267767815870684e-08,0.0,5.876032105334161e-09
1888,7.03808211710566e-08,0.0,0.0
1889,7.706118054784383e-08,0.0,1.8795409673089125e-09
1890,5.309053108248918e-08,0.0,5.898947996740844e-09
1891,5.099376210182527e-08,0.0,5.099376032546843e-09
1892,5.641661005029164e-08,0.0,6.268512375839919e-10
1893,5.973664229941278e-08,0.0,0.0
1894,6.553600684355843e-08,6.301539290376468e-10,6.301539290376468e-10
1895,7.583454220139174e-08,0.0,0.0
1896,8.019959096827733e-08,0.0,5.307326134129653e-09
1897,5.8267136893164206e-08,0.0,0.0
1898,5.6017714911149596e-08,0.0,5.6583548957434e-10
1899,6.854197209804624e-08,0.0,5.527578395003729e-10
1900,7.994221817853031e-08,0.0,2.07642125715779e-09
1901,5.253414414596591e-08,0.0,1.676621730339889e-09
1902,6.13785502423525e-08,0.0,1.9641135384773634e-09
1903,5.6702312178913417e-08,0.0,5.400220270956879e-10
1904,6.825774079288749e-08,5.374625189347171e-10,5.374625189347171e-09
1905,9.134543432764985e-08,0.0,2.0643036169332163e-09
1906,8.642229687438885e-08,0.0,1.0288369045596824e-09
1907,9.257117739025489e-08,5.142843373384665e-10,2.5714217422034835e-09
1908,7.907336652124286e-08,0.0,1.964555629285769e-09
1909,6.60118004702781e-08,0.0,1.1001967115120692e-09
1910,6.466422064477229e-08,0.0,3.740905363258662e-09
1911,8.512598981269548e-08,0.0,1.5961122423746588e-09
1912,6.928529927563432e-08,0.0,3.125652625612929e-09
1913,8.643873172786698e-08,0.0,0.0
1914,6.629776549971211e-08,0.0,1.3393487430235496e-09
1915,8.364340686739524e-08,0.0,1.1780761921542648e-09
1916,9.449217230894646e-08,0.0,0.0
1917,7.457168749169796e-08,0.0,2.1932848870420685e-09
1918,7.466144325007917e-08,0.0,5.743188147278033e-09
1919,8.563299047636974e-08,9.207848372660976e-10,0.0
1920,9.616734075734712e-08,0.0,2.2716695191604686e-09
1921,7.724202077952214e-08,0.0,1.5145494858259667e-09
1922,7.304156213194801e-08,0.0,4.426761179843197e-09
1923,7.643483002084395e-08,0.0,0.0
1924,5.414482373566898e-08,0.0,0.0
1925,7.6987248576188e-08,0.0,0.0
1926,6.910605776511147e-08,0.0,0.0
1927,7.246995892273844e-08,0.0,1.1149224876660924e-09
1928,6.055801549109674e-08,0.0,0.0
1929,6.795647777835256e-08,0.0,1.1140406375176326e-09
