year,prétendant_VERB en_ADP,prétendant_VERB dans_ADP
1800,4.4018303668735825e-08,3.144164484325529e-09
1801,2.3811825844433088e-09,0.0
1802,2.6854081625060644e-08,0.0
1803,1.755305234496518e-08,0.0
1804,1.730295728918918e-08,0.0
1805,2.842877711017877e-09,0.0
1806,5.76333825108577e-09,0.0
1807,1.1387820464392462e-08,5.693910232196231e-09
1808,2.4926814390369145e-08,0.0
1809,4.9698672066611493e-08,1.8072244145628247e-08
1810,1.8721014072298203e-08,2.3401267590372754e-09
1811,2.5070768572277302e-08,0.0
1812,5.3344164641089264e-09,0.0
1813,2.8757416004054903e-08,0.0
1814,1.2586708564299443e-08,1.2586708564299443e-08
1815,2.966945888971395e-08,0.0
1816,4.6352077731626196e-09,2.0858434979231788e-08
1817,3.892183608744659e-08,0.0
1818,4.172412215730503e-08,0.0
1819,1.449147024601416e-08,1.035105001712111e-09
1820,4.153268395867826e-08,0.0
1821,2.070912508145284e-08,2.9584463767662328e-09
1822,4.210758675071702e-08,0.0
1823,2.470671811583003e-08,0.0
1824,2.4421225930382207e-08,8.421112696055388e-10
1825,2.99385054525203e-08,0.0
1826,4.932471142637951e-08,0.0
1827,3.0417001140037314e-08,9.217273055917019e-10
1828,1.6510142586412258e-08,9.172301251858528e-10
1829,3.3435387791769244e-08,1.1145129263923081e-08
1830,1.0436835395921662e-08,0.0
1831,2.494592976631793e-08,3.1182412207897414e-09
1832,1.623596290745155e-08,0.0
1833,2.895907214028881e-08,9.266902800675325e-09
1834,9.334531370086552e-09,0.0
1835,1.3613558280667348e-08,0.0
1836,3.427582484505365e-08,6.720750067579218e-10
1837,1.7394727436226276e-08,1.3915781860163179e-09
1838,1.64116205070286e-08,2.5248647617104325e-09
1839,1.6080392128969834e-08,5.5931801412612e-09
1840,2.4841785517537573e-08,4.458782232319436e-09
1841,1.7977535904378783e-08,1.2841097074556274e-09
1842,4.293289634915709e-08,5.366612043644636e-09
1843,3.366939194116014e-08,5.906911071384968e-10
1844,2.195424508855126e-08,2.7442805805577564e-09
1845,1.6740683339566687e-08,5.580227946389016e-10
1846,4.273786124997514e-08,1.0538101946622191e-08
1847,2.3190861675459473e-08,2.1572894581822766e-09
1848,6.114368744647436e-08,4.02261068899179e-09
1849,5.027649052635752e-08,6.703531951757213e-09
1850,1.6972489191857676e-08,0.0
1851,1.4188765717904062e-08,3.2247193804124663e-09
1852,3.385483737794459e-08,1.2370036550635177e-08
1853,7.763511611358354e-09,1.7915795513800958e-09
1854,2.6497887994914038e-08,1.0391328908454511e-09
1855,1.4328730202350926e-08,4.2455496895854594e-09
1856,2.847454005916461e-08,5.177189343896771e-09
1857,2.4895697114946103e-08,7.322263684272912e-09
1858,2.300027723833864e-08,7.829881631948865e-09
1859,1.98594756195547e-08,5.092173349652285e-10
1860,2.1970483293776155e-08,1.8308735638683515e-09
1861,1.3204698667834691e-08,2.8295783494058924e-09
1862,3.4336697041226216e-08,3.6143890103090826e-09
1863,3.3963420520422005e-08,8.490855130105501e-09
1864,3.835782536043553e-08,6.712618905169165e-09
1865,2.118079933666195e-08,9.413688495385486e-09
1866,3.7951781550749075e-08,4.865612912574591e-10
1867,2.135237053835226e-08,6.308654931785895e-09
1868,1.877152122631287e-08,2.4699371437009177e-09
1869,1.269714977603087e-08,1.0743741896135361e-08
1870,1.1468097582678638e-08,2.8670243956696595e-09
1871,2.442870794538976e-08,1.0621177271019633e-09
1872,1.7537283625301825e-08,3.0236697590169115e-09
1873,2.6937019725892242e-08,5.986004469882289e-10
1874,1.1949218503559678e-08,4.779687312606029e-09
1875,1.602027666081085e-08,5.721527251978387e-09
1876,4.6554312405078235e-08,6.04601479992084e-10
1877,1.3606595627990714e-08,1.2369631985365004e-09
1878,3.6838439410047386e-08,4.22736201599605e-09
1879,1.588424503040642e-08,6.10932526790009e-10
1880,2.5671385017744797e-08,6.417846254436199e-09
1881,4.2532294630692746e-08,2.091752326904839e-09
1882,3.6604619557678575e-08,1.5972924316542958e-08
1883,2.211768546089843e-08,2.5277355764075082e-09
1884,2.9047466654219534e-08,5.941527270181268e-09
1885,2.7716232864349877e-08,2.5782542767416317e-09
1886,2.0651084398082276e-08,1.936039106809062e-09
1887,1.2404957061562527e-08,1.9586774424595887e-09
1888,3.4239320712003973e-08,2.53624587998047e-09
1889,1.8168895721260014e-08,1.8795409673089125e-09
1890,2.7528423096612187e-08,6.554386478008212e-09
1891,1.7847816335958555e-08,7.011642266796514e-09
1892,1.8805536683430546e-08,6.8953633913793055e-09
1893,2.3401983018089823e-08,1.1700991342511458e-08
1894,3.780923596430341e-08,6.301539290376468e-10
1895,2.5278181325916194e-08,1.3842813562092715e-08
1896,3.243365953586874e-08,8.255840677762194e-09
1897,2.4472196713531957e-08,1.5149455023788505e-08
1898,1.4145887128336199e-08,5.09251940616906e-09
1899,2.819064981451902e-08,6.080336234504102e-09
1900,3.0627212765921286e-08,1.5573159428683425e-09
1901,1.9001712425747996e-08,1.1177477832191585e-09
1902,2.553347577816112e-08,4.419255628107521e-09
1903,2.2680925582108102e-08,1.6200660812870638e-09
1904,3.0635363579278874e-08,3.2247751136083025e-09
1905,1.4450125207510212e-08,1.0837593933388234e-08
1906,2.6749759740596346e-08,6.68743965759333e-09
1907,2.777135382769913e-08,8.742833457198174e-09
1908,2.897719530992049e-08,6.384805573134145e-09
1909,2.3654228797909127e-08,1.1001967115120692e-09
1910,2.4583092894658876e-08,5.878565634276356e-09
1911,1.4365010514438836e-08,4.2562992019767876e-09
1912,3.229841283314272e-08,5.730363294986773e-09
1913,1.96210621083992e-08,2.6514948014977335e-09
1914,1.0714789944188396e-08,6.027069510139427e-09
1915,8.246533234057551e-09,2.3561523843085297e-09
1916,7.69122365795738e-09,1.0987462051303964e-09
1917,4.386569774084137e-09,0.0
1918,1.6080926812378493e-08,5.743188147278033e-09
1919,7.366278698128781e-09,2.762354567309444e-09
1920,2.2716694303426266e-08,7.572231730534895e-09
1921,1.2116395886607734e-08,0.0
1922,1.0329109734197317e-08,0.0
1923,1.6985516992917837e-08,2.1231896241147297e-09
1924,2.4494086647841584e-08,9.02413699321869e-09
1925,2.0896537833436923e-08,3.299453377181294e-09
1926,2.452150482668003e-08,4.458455382660986e-09
1927,1.8953683067479687e-08,3.3447675740205796e-09
1928,1.0283437212876834e-08,2.2852082448565625e-09
1929,1.7824650200282122e-08,7.798284684668033e-09
1930,1.1553964007759987e-08,7.352522590764465e-09
1931,2.8513390759599133e-08,2.2810713318222042e-09
1932,2.191907289006423e-08,2.1919073223131136e-09
1933,1.605892663292252e-08,2.2941324395731044e-09
1934,1.3179738189705859e-08,0.0
1935,9.574627313213568e-09,2.393656828303392e-09
1936,1.2124715009775855e-08,2.424942913137329e-09
1937,2.895957251780601e-08,2.5182236296217297e-09
1938,1.2965214679638848e-08,5.186085783037697e-09
1939,1.3764645423464117e-08,7.647025235257843e-09
1940,1.2678914806940611e-08,2.0286263113789005e-08
1941,2.3612020783048138e-08,1.4757512545315876e-08
1942,2.1239483061208375e-08,9.102635312174812e-09
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,1.5249527862692958e-08,1.089252066321933e-08
1946,1.2528993842408909e-08,6.960552134671616e-09
1947,1.6689218895749036e-08,0.0
1948,1.3046265179283978e-08,5.435944139264848e-09
1949,1.47255123650325e-08,1.0798709482173763e-08
1950,2.9779012811204097e-08,5.317680518146517e-09
1951,1.0661401650402524e-08,6.396841278899501e-09
1952,1.0544804140977249e-08,2.1089607837865287e-09
1953,1.1851209791302608e-08,4.3095309543161875e-09
1954,6.840775057526116e-09,4.886268278880834e-09
1955,5.631364707880948e-09,2.815682353940474e-09
1956,1.5698054411927842e-08,4.360570571293465e-09
1957,2.2971098467827744e-08,1.1485549067380418e-08
1958,1.8198935691771112e-08,9.099467845885556e-09
1959,2.0927018340444192e-08,0.0
1960,1.5225833038812198e-08,6.920833239831836e-09
1961,1.598076693198891e-08,2.779263708063695e-09
1962,1.0147130247162295e-08,5.7077609305622445e-09
1963,2.3277792138287623e-08,1.2932106496776896e-09
1964,1.8251904876365188e-08,1.8251904432275978e-09
1965,2.0246559984116175e-08,2.73602163147757e-09
1966,1.38476865529924e-08,1.1078149508847446e-09
1967,1.8735275053582967e-08,2.9582012395223956e-09
1968,1.167768146070891e-08,6.287982134978165e-09
1969,1.9529558414888015e-08,7.2668124850849836e-09
1970,1.5175793066646293e-08,2.2993624781975086e-09
1971,1.4901352374252497e-08,1.541519245584766e-09
1972,1.7955514408640738e-08,4.6171320100540925e-09
1973,1.598829157956061e-08,9.923766919328614e-09
1974,1.0688586071783135e-08,3.937900228123681e-09
1975,9.138368284311582e-09,5.711480177694739e-09
1976,1.5426522170791657e-08,5.142174241967723e-09
1977,1.4691955041445937e-08,7.052138428775834e-09
1978,1.4257419245211622e-08,4.752473081737207e-09
1979,2.223749862029223e-08,3.5111840102075575e-09
1980,1.3644362084619388e-08,3.97960553399912e-09
1981,1.012087935681194e-08,3.1627747087981106e-09
1982,2.1105507230778642e-08,8.690503427999374e-09
1983,1.515675762675528e-08,2.5261264191556165e-09
1984,1.1018116474748041e-08,4.639206796497319e-09
1985,2.045289804186723e-08,3.0077789148208467e-09
1986,1.4386765556650971e-08,1.7983456945813714e-09
1987,7.332980445085013e-09,1.2221633705067347e-09
1988,1.6190695006912392e-08,3.597932174415064e-09
1989,2.140367660885545e-08,2.7440609784434855e-09
1990,1.6345953146590375e-08,3.2691906959314565e-09
1991,2.110127450549726e-08,3.5168792322792797e-09
1992,2.0937787115204998e-08,2.2039777225479895e-09
1993,1.9387225436151567e-08,5.539207315052863e-09
1994,1.160483886764041e-08,3.6924485691258724e-09
1995,1.572510655023507e-08,5.422450655157007e-09
1996,1.1743802375008272e-08,5.33809241254346e-09
1997,1.4864173003559245e-08,2.876936688878118e-09
1998,1.859570453177639e-08,8.582632382569955e-09
1999,1.9651864940906094e-08,5.027221222642098e-09
2000,1.811392846828852e-08,3.092622158362701e-09
2001,2.497290763070481e-08,6.1336963841363e-09
2002,1.4896152755738967e-08,6.571832411594869e-09
2003,1.9167845644041392e-08,1.0000615280336689e-08
2004,2.1583477588515976e-08,1.0131019578807354e-08
2005,1.7114248795913056e-08,6.305249655724765e-09
2006,1.4412615101377924e-08,8.64756888319107e-09
2007,2.117074093810345e-08,7.988958827809256e-09
2008,1.4475294823901308e-08,5.5346713878634546e-09
2009,1.811913175053803e-08,6.198650481792356e-09
2010,1.5588517143783065e-08,3.3066551718974324e-09
2011,2.2561435386592166e-08,3.823971805871906e-09
2012,1.6340413078186344e-08,3.0638274695071743e-09
2013,1.6734749697100426e-08,1.6734750252211938e-09
2014,1.8622828529268887e-08,3.8978013316981475e-09
2015,1.7954260481123363e-08,3.546520632724537e-09
2016,1.346371028554394e-08,5.799752234025846e-09
2017,1.5345229364971402e-08,5.7859059765519305e-09
2018,1.3423626599173843e-08,3.614053334377587e-09
2019,1.3520234765085348e-08,5.35707450621814e-09
