year,changeant_VERB en_ADP,changeant_VERB dans_ADP
1844,2.62902080772065e-07,3.622450606144412e-08
1845,4.386059244687601e-07,3.236532108985557e-08
1846,3.114594679942684e-07,4.4494210982293225e-08
1847,2.7505441035913236e-07,1.0678582640366585e-07
1848,4.103063133698015e-07,2.976732105253177e-08
1849,3.041727723029908e-07,7.0387088157986e-08
1850,3.5845899493125444e-07,3.4623880651452055e-08
1851,2.4894833772215463e-07,2.902247508984601e-08
1852,3.046935355133229e-07,4.362065553209504e-08
1853,3.021797529978443e-07,3.76231701348928e-08
1854,3.6941173542359707e-07,3.792835157057084e-08
1855,3.0514887328081386e-07,3.502578493908004e-08
1856,2.9613522656291025e-07,3.831119954611495e-08
1857,2.65554084055708e-07,2.4895696171256532e-08
1858,2.3049213426773463e-07,3.327699715782728e-08
1859,2.3576762853139144e-07,3.819129901216911e-08
1860,2.274860333439932e-07,3.020941363729435e-08
1861,2.6786673856804555e-07,3.065376574795664e-08
1862,1.8071945451225702e-07,4.608346060308577e-08
1863,2.5522511171161e-07,2.6471489888990618e-08
1864,2.9439628379535066e-07,4.890622662401256e-08
1865,2.4758001049285383e-07,3.200654208335152e-08
1866,3.123723435471959e-07,4.2330832172865485e-08
1867,1.9993583677546667e-07,3.591080499631971e-08
1868,2.4452376901074047e-07,5.878450082263953e-08
1869,2.7689554205068134e-07,4.6393431318847433e-08
1870,2.0642574982687734e-07,4.816600851498265e-08
1871,2.8995813750043453e-07,4.673317932635257e-08
1872,2.473361850885425e-07,3.809823734268747e-08
1873,1.8855914429849463e-07,5.7465641134513135e-08
1874,2.6885740211923803e-07,2.2106053432224826e-08
1875,2.506028948801031e-07,4.806082642971887e-08
1876,2.2672554811364876e-07,3.023007266733657e-08
1877,2.2945666700024958e-07,4.08197848855707e-08
1878,2.228423727768103e-07,4.046189516770937e-08
1879,2.68810318782009e-07,3.604502052390046e-08
1880,2.0280394830152204e-07,3.208923016195797e-08
1881,1.6664292390444757e-07,2.370652651961791e-08
1882,2.1031017638506455e-07,4.059785041476971e-08
1883,1.996911122015277e-07,2.0221884611260066e-08
1884,2.178559954657544e-07,3.3668655419205606e-08
1885,1.4309310725213464e-07,3.867381265232339e-08
1886,1.6069125052808886e-07,5.227305877042454e-08
1887,1.8280988456353953e-07,3.133883907935342e-08
1888,1.420297637277912e-07,1.838778329599222e-08
1889,1.1151943341003445e-07,3.5084767091575486e-08
1890,1.7041404465345522e-07,3.604912635069013e-08
1891,2.0397503908142767e-07,3.82453192449006e-08
1892,1.197285888210331e-07,3.447681939938718e-08
1893,1.4903368183993848e-07,6.959010800944299e-08
1894,1.9282709962098465e-07,6.049477607739107e-08
1895,1.0713133780093642e-07,3.5509824414248214e-08
1896,1.3268314957848304e-07,3.538217541176891e-08
1897,1.4916386281704774e-07,3.204692333724779e-08
1898,1.4655139546349005e-07,4.2437662273187016e-08
1899,1.3266188858551686e-07,2.9296165493519766e-08
1900,1.256234867241801e-07,2.387884379118077e-08
1901,1.8778162674815135e-07,2.0119459875900247e-08
1902,1.379789729694103e-07,2.6515532880466708e-08
1903,9.666394396035116e-08,2.430099144135056e-08
1904,1.230789168360502e-07,2.6335662539622717e-08
1905,1.119884744937849e-07,3.1996705729397945e-08
1906,1.0288368823552219e-07,2.36632491379396e-08
1907,1.0337115108338679e-07,1.8514235478050978e-08
1908,1.0854170029439558e-07,3.192402786567072e-08
1909,1.0121809496110856e-07,4.400786934866119e-08
1910,1.0527976879171064e-07,4.702852507421085e-08
1911,1.3088121042503786e-07,2.926205766584644e-08
1912,1.0418842566473074e-07,2.5005221004903433e-08
1913,1.134839766603335e-07,3.2878535449754054e-08
1914,9.777245590925077e-08,3.683209115479258e-08
1915,9.89584023614043e-08,2.0027295377644805e-08
1916,7.251725264723063e-08,2.197492321442951e-08
1917,5.15421945124217e-08,1.5352993543160665e-08
1918,5.513460621386912e-08,2.2972752589112133e-08
1919,1.0220711665898108e-07,1.6574126959767455e-08
1920,1.1055458060127421e-07,4.619061400035207e-08
1921,6.739744962125371e-08,2.8776440008648763e-08
1922,1.0181551157728563e-07,2.8036154731125862e-08
1923,9.554353219698442e-08,1.2739137300599168e-08
1924,8.76630497081976e-08,1.804827398643738e-08
1925,1.1658068732600668e-07,2.3096173862313663e-08
1926,8.359604031227263e-08,2.8979959765251806e-08
1927,1.1483701300996074e-07,3.0102906833917586e-08
1928,1.2225864010062537e-07,2.9707706517001498e-08
1929,1.3145679078618855e-07,1.893869061575515e-08
1930,8.192810962981412e-08,2.9410089696924047e-08
1931,9.580499860106784e-08,3.649714130915527e-08
1932,7.452484851455665e-08,2.1919073223131136e-08
1933,9.176529935928102e-08,2.867665571670841e-08
1934,8.506921567175141e-08,2.2765002327673756e-08
1935,8.258116324100229e-08,3.8298509252854274e-08
1936,8.123558492556526e-08,1.8187071404440758e-08
1937,1.0198805711070236e-07,2.895957251780601e-08
1938,9.334954764739223e-08,3.1116513810047763e-08
1939,1.0705835240543138e-07,1.988226561167039e-08
1940,1.0650288206903724e-07,3.550096039361961e-08
1941,1.0330259136992481e-07,1.4757512545315876e-08
1942,1.4867637787574495e-07,1.517105907566929e-08
1943,5.2258233296242906e-08,2.032264689866281e-08
1944,8.675602636287749e-08,2.5705489292704442e-08
1945,7.624764153391084e-08,3.703456741277478e-08
1946,9.744773166175946e-08,3.062643116891195e-08
1947,1.180166246950165e-07,4.291513522325374e-08
1948,8.153915853625904e-08,4.4574740343250596e-08
1949,8.344457014253237e-08,2.846932467548413e-08
1950,7.338399554690511e-08,4.0414374069541736e-08
1951,1.1194471971620601e-07,1.4925962688039363e-08
1952,7.486810549295342e-08,1.1599284199803606e-08
1953,8.834538389734803e-08,1.508335856215126e-08
1954,9.186183858034269e-08,3.224936762080688e-08
1955,5.255940527248981e-08,2.0648336374051723e-08
1956,9.854889859717275e-08,1.9186511934776718e-08
1957,8.393285499952441e-08,2.03205861026845e-08
1958,7.362296711166394e-08,1.9853384713997002e-08
1959,7.750748010071362e-08,2.1702094343822864e-08
1960,8.30499971016252e-08,2.0762500829718533e-08
1961,8.05986450913565e-08,1.667558180429296e-08
1962,8.751900182346617e-08,2.2831043722248978e-08
1963,6.660035101191397e-08,2.5217607557692645e-08
1964,8.456715816507199e-08,3.8937397306426647e-08
1965,8.591108358046995e-08,2.2435377999840966e-08
1966,1.1964401125386104e-07,3.378835700118543e-08
1967,1.1438378499928348e-07,3.056808139945133e-08
1968,8.398947359822273e-08,3.4134760795723196e-08
1969,1.25352512814203e-07,3.133812853661766e-08
1970,9.335411665922777e-08,2.851209579546321e-08
1971,9.865722860880055e-08,2.7233506338930624e-08
1972,9.182962790177385e-08,3.385897073826527e-08
1973,9.372446241329158e-08,3.307922430417776e-08
1974,5.4005488192565565e-08,2.2502286256553816e-08
1975,7.367809207181608e-08,1.599214405345606e-08
1976,7.656125688981774e-08,3.1995751770264036e-08
1977,6.288156378930765e-08,1.880570232870582e-08
1978,7.722768480267206e-08,1.7227714366185864e-08
1979,7.666084800295181e-08,2.223749862029223e-08
1980,8.072914292611699e-08,1.591842213599648e-08
1981,6.515316353095102e-08,2.9730083284107423e-08
1982,5.89712728649161e-08,2.7933760193832313e-08
1983,6.631082083430329e-08,3.599730291625747e-08
1984,7.480720959351927e-08,2.7255339318799088e-08
1985,7.278824909473514e-08,3.1280901091612634e-08
1986,6.653878958928772e-08,2.1580148390487608e-08
1987,6.416357511973558e-08,2.688759437319277e-08
1988,5.996553648079939e-08,2.338656024392094e-08
1989,7.573608484801042e-08,2.140367705294466e-08
1990,7.519138656153501e-08,2.397406362319998e-08
1991,7.2096022707413e-08,2.1687421636329418e-08
1992,7.218026953914602e-08,1.4325855168806356e-08
1993,7.477929853116905e-08,2.6588196533339215e-08
1994,9.494868175030646e-08,2.3737170451454404e-08
1995,7.591430817299738e-08,2.3858783393393423e-08
1996,8.647709215381383e-08,2.6156651955488996e-08
1997,6.616954495441973e-08,3.068732468136659e-08
1998,7.67668781875841e-08,2.7178336026167926e-08
1999,8.180660221457359e-08,3.062034892309384e-08
2000,8.350079760965912e-08,3.755326716259333e-08
2001,8.674799650831844e-08,3.2859088422432237e-08
2002,7.798574025441596e-08,2.8477939728599466e-08
2003,8.875546053666028e-08,2.8335076507346457e-08
2004,8.192911488125176e-08,3.0833540165531304e-08
2005,9.09757402745015e-08,2.2518747755384538e-08
2006,8.853463595581701e-08,2.5119128110873135e-08
2007,9.866364081290158e-08,2.75619083112133e-08
2008,7.450519684537582e-08,3.363377487630714e-08
2009,8.725792621788742e-08,2.7655516543489966e-08
2010,8.880731172666856e-08,2.9759895880943077e-08
2011,9.942327394707462e-08,2.60030094678676e-08
2012,1.2153181916385591e-07,2.7574447614142628e-08
2013,1.2160585383114153e-07,2.7054513296320692e-08
2014,1.0155937668621107e-07,2.6201886882404324e-08
2015,1.1282368606035931e-07,2.770719298439417e-08
2016,1.2469467036702042e-07,2.5270347731032317e-08
2017,1.2376807778657906e-07,2.4652990759932436e-08
2018,1.2700816687249983e-07,2.1942467398616827e-08
2019,1.0586598930828472e-07,2.9336359119724875e-08
