year,devaient_VERB étendre_VERB,devaient_VERB détendre_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,1.7902721083373763e-08,0.0
1803,0.0,0.0
1804,7.4155526164076946e-09,0.0
1805,2.842877711017877e-09,0.0
1806,1.4408345627714425e-08,0.0
1807,2.8469551160981155e-09,0.0
1808,2.4926814390369145e-08,0.0
1809,1.3554183553310395e-08,0.0
1810,0.0,0.0
1811,7.521229861140455e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,1.0788894222457657e-08,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,2.5034472272977837e-08,2.384235475716423e-09
1819,1.035105001712111e-09,0.0
1820,1.779972080839798e-08,1.1866481131050932e-09
1821,1.97229765852569e-09,0.0
1822,2.2056354964661296e-08,0.0
1823,0.0,0.0
1824,6.736890156844311e-09,0.0
1825,1.4969252504215547e-08,0.0
1826,0.0,0.0
1827,2.7651818612639545e-09,0.0
1828,4.586150570418113e-09,0.0
1829,6.001223074036943e-09,0.0
1830,1.2524203008013046e-08,0.0
1831,1.5591206103948707e-09,0.0
1832,4.058990921151917e-09,0.0
1833,9.266902800675325e-09,0.0
1834,8.401078055442213e-09,0.0
1835,9.075705520444899e-09,0.0
1836,8.736974699274924e-09,0.0
1837,1.1828414692161004e-08,0.0
1838,1.199310784016916e-08,0.0
1839,9.088918062616358e-09,0.0
1840,1.52872523528913e-08,0.0
1841,1.2841097074556274e-09,0.0
1842,4.695785538189057e-09,0.0
1843,6.497602011990011e-09,5.906911071384968e-10
1844,6.037417232818143e-09,0.0
1845,1.785672942844485e-08,0.0
1846,7.025401593807601e-09,5.854501328173001e-10
1847,2.0494249852731627e-08,0.0
1848,1.528592186161859e-08,8.045221711050488e-10
1849,1.005529792763582e-08,0.0
1850,1.0862393651223101e-08,6.788996032014438e-10
1851,1.9993260380601896e-08,0.0
1852,7.812654523320361e-09,0.0
1853,2.508211416341055e-08,0.0
1854,2.5978321716024766e-09,0.0
1855,7.960405667972736e-09,0.0
1856,1.5531567143511893e-09,0.0
1857,4.393358121745905e-09,0.0
1858,5.3830437884982985e-09,4.893676019968041e-10
1859,5.601390462572908e-09,1.018434669930457e-09
1860,2.746310290291376e-09,0.0
1861,9.431927239234028e-09,0.0
1862,4.517986429419807e-09,4.517986262886353e-10
1863,1.048870412745373e-08,4.994620828036034e-10
1864,1.2466292886870178e-08,4.794727948009836e-10
1865,4.23615986733239e-09,4.706844358715045e-10
1866,5.838735717134114e-09,4.865612912574591e-10
1867,9.7056229719783e-09,9.7056229719783e-10
1868,1.5807597009143137e-08,0.0
1869,7.325278605918584e-09,0.0
1870,5.160643912205387e-09,0.0
1871,3.18635318130589e-09,0.0
1872,3.0236697590169115e-09,6.047339295989218e-10
1873,4.190203295451056e-09,5.986004469882289e-10
1874,9.559374625212058e-09,0.0
1875,2.2886108563824337e-09,5.721527140956084e-10
1876,9.069021977836655e-09,6.04601479992084e-10
1877,6.184815992682502e-10,0.0
1878,9.058632954861423e-09,0.0
1879,3.0546627449723474e-09,0.0
1880,1.3477476912271413e-08,0.0
1881,9.064259565150223e-09,0.0
1882,1.0648616211028639e-08,0.0
1883,9.479008689083912e-09,0.0
1884,1.9805090900604227e-09,0.0
1885,7.7347630522695e-09,6.445635691854079e-10
1886,1.0325542199041138e-08,6.453463874400711e-10
1887,7.834709769838355e-09,0.0
1888,1.268122939990235e-08,0.0
1889,3.132568426877924e-09,0.0
1890,8.520702365899524e-09,0.0
1891,1.4023283867459213e-08,0.0
1892,5.641661360300532e-09,0.0
1893,6.774258043407144e-09,0.0
1894,1.2603078580752936e-09,6.301539290376468e-10
1895,6.6204757231957956e-09,0.0
1896,1.7101383420481397e-08,0.0
1897,1.631479840114025e-08,0.0
1898,9.05336783318944e-09,2.26334195829736e-09
1899,3.3165470370022376e-09,0.0
1900,3.633737311048435e-09,0.0
1901,5.58873880507349e-09,5.588738916095792e-10
1902,6.874397495693074e-09,4.910283846193408e-10
1903,4.320176216765503e-09,5.400220270956879e-10
1904,3.2247751136083025e-09,0.0
1905,3.096455536422127e-09,0.0
1906,2.0576738091193647e-09,2.0576738091193647e-09
1907,1.3885677496716653e-08,0.0
1908,2.9468334439286537e-09,0.0
1909,8.251475058784763e-09,5.500983557560346e-10
1910,6.412980813053082e-09,5.344150677544235e-10
1911,6.384448969498635e-09,5.320374141248863e-10
1912,3.646594803896619e-09,5.209421227725386e-10
1913,1.590896969716482e-09,5.30298971401777e-10
1914,2.678697486047099e-09,0.0
1915,9.424609537234119e-09,1.1780761921542648e-09
1916,1.8678685265172135e-08,0.0
1917,8.773139548168274e-09,2.1932848870420685e-09
1918,2.2972752589112133e-08,1.1486376294556067e-09
1919,5.524709134618888e-09,9.207848372660976e-10
1920,1.590168707821249e-08,4.543339038320937e-09
1921,6.058197943303867e-09,0.0
1922,8.853522359686394e-09,0.0
1923,7.431163684401554e-09,0.0
1924,5.156649773851996e-09,0.0
1925,8.798542339150117e-09,1.0998177923937646e-09
1926,1.1146138456652466e-09,0.0
1927,1.1149224876660924e-09,0.0
1928,2.2852082448565625e-09,0.0
1929,6.684243825105796e-09,0.0
1930,3.1510811737689437e-09,0.0
1931,4.5621426636444085e-09,0.0
1932,4.383814644626227e-09,0.0
1933,9.176529758292418e-09,0.0
1934,5.990790086229936e-09,0.0
1935,8.377798899061872e-09,1.196828414151696e-09
1936,4.849885826274658e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,1.070583532936098e-08,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,0.0
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,6.535512131478072e-09,0.0
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,1.1920870957027319e-09
1948,4.348755133776194e-09,0.0
1949,1.570721330779179e-08,0.0
1950,4.2541445921528975e-09,0.0
1951,6.396841278899501e-09,0.0
1952,1.0544804140977249e-08,0.0
1953,6.464296653518886e-09,1.0773827385790469e-09
1954,1.4658803948464083e-08,9.772536113672459e-10
1955,5.631364707880948e-09,0.0
1956,3.488456634670456e-09,0.0
1957,7.068030161150318e-09,0.0
1958,1.2408365002158916e-08,0.0
1959,1.2401196514133517e-08,0.0
1960,2.7683333403416555e-09,0.0
1961,6.94815938118154e-09,0.0
1962,7.610347907416326e-09,0.0
1963,7.759263453976928e-09,0.0
1964,4.258777774879263e-09,0.0
1965,3.830430195250756e-09,0.0
1966,5.539074976468328e-09,0.0
1967,7.395503320850594e-09,0.0
1968,2.6948494546985557e-09,0.0
1969,1.3171097990039016e-08,0.0
1970,6.898087434592526e-09,4.5987250119061684e-10
1971,2.569198631618974e-09,0.0
1972,5.130146973897354e-09,0.0
1973,5.513203671370093e-09,1.102640756478479e-09
1974,1.1251143350321513e-09,0.0
1975,3.4268881066168433e-09,5.711480177694739e-10
1976,2.856763492431469e-09,0.0
1977,6.464460078348111e-09,0.0
1978,2.970295565063452e-09,0.0
1979,2.3407893401383717e-09,0.0
1980,0.0,5.685150683554241e-10
1981,5.060439622894819e-09,0.0
1982,2.483000915987077e-09,0.0
1983,3.78918940668882e-09,0.0
1984,5.799008495621649e-10,0.0
1985,6.617113967877231e-09,0.0
1986,2.3977941854269602e-09,0.0
1987,1.8332451112712533e-09,0.0
1988,2.398621523624911e-09,0.0
1989,4.939309850016116e-09,0.0
1990,2.724325431913144e-09,0.0
1991,2.9307325455363298e-09,0.0
1992,1.1019888335184191e-09,0.0
1993,1.1078414852150331e-09,0.0
1994,2.637463358823311e-09,5.274926606624319e-10
1995,4.337960657352369e-09,0.0
1996,2.135236876199542e-09,0.0
1997,3.3564262480467733e-09,0.0
1998,4.291316191284977e-09,0.0
1999,2.7421207526856506e-09,0.0
2000,3.092622158362701e-09,0.0
2001,3.5049694258049158e-09,0.0
2002,2.1906108038649563e-09,8.76244299341522e-10
2003,3.7502307925763034e-09,0.0
2004,3.0833537945085254e-09,0.0
2005,1.8014998381943315e-09,0.0
2006,8.235779835885637e-10,0.0
2007,2.3966877371606188e-09,0.0
2008,2.1287198670449925e-09,0.0
2009,1.430457752249481e-09,0.0
2010,4.723793023408973e-10,0.0
2011,1.1471915639660324e-09,0.0
2012,2.7234021704458655e-09,0.0
2013,2.7891249310130206e-09,0.0
2014,1.7323561474213989e-09,0.0
2015,2.438232948875907e-09,0.0
2016,3.1070099826280284e-09,2.0713400439298368e-10
2017,2.7671724911471074e-09,0.0
2018,1.290733298020541e-09,5.162933414126769e-10
2019,2.806086474294034e-09,0.0
