year,fouillant_VERB en_ADP,fouillant_VERB dans_ADP
1888,2.53624587998047e-09,2.1241059755539027e-07
1889,6.265136742733546e-10,1.8670108037355249e-07
1890,5.243509182406569e-09,1.8942176716052472e-07
1891,5.099376032546843e-09,1.542561296474787e-07
1892,5.01480967862733e-09,1.962044393621909e-07
1893,1.847525021858587e-09,1.5888714743894639e-07
1894,4.4110775032635274e-09,1.5375755424429371e-07
1895,1.083350587016696e-08,1.2097415336143058e-07
1896,4.717623180994224e-09,1.2324790255036078e-07
1897,9.905413378419325e-09,1.3925846031881406e-07
1898,5.6583548957434e-10,1.7993568501850632e-07
1899,5.527578395003729e-09,1.6582735362646872e-07
1900,4.671947717582725e-09,1.3548648403194363e-07
1901,8.38310842965484e-09,1.6933878388414314e-07
1902,7.856454153909453e-09,1.193198940763196e-07
1903,1.1880484152015924e-08,1.43105841843294e-07
1904,4.837162670412454e-09,1.306033947656715e-07
1905,5.160758931310738e-09,1.5224238847366678e-07
1906,6.173021205313489e-09,1.224315910874907e-07
1907,2.571421631181181e-09,1.4245676593915846e-07
1908,1.1787333775714615e-08,1.6846064632147772e-07
1909,7.701377313651392e-09,1.4467586417765688e-07
1910,1.1222716089775986e-08,1.6299659044705095e-07
1911,5.3203743632934675e-09,1.4577825124817423e-07
1912,7.814131564032323e-09,1.4117531144108852e-07
1913,1.007568034561146e-08,1.1560517410025284e-07
1914,4.68772043404897e-09,1.3996194780929727e-07
1915,4.712304768617059e-09,1.4372530143802464e-07
1916,6.592477230782379e-09,8.68009495391675e-08
1917,1.0966424435210342e-09,6.799182816763505e-08
1918,5.743188147278033e-09,1.631065504881235e-07
1919,7.366278809151083e-09,1.5837498623660906e-07
1920,3.028892692213958e-09,1.2191293174979023e-07
1921,5.300923255902035e-09,1.27222156365292e-07
1922,8.853522359686394e-09,1.379674010593135e-07
1923,3.1847844361720945e-09,1.751631391044839e-07
1924,1.804827443052659e-08,1.6759111387543157e-07
1925,1.0998178145982251e-08,1.3637741158589733e-07
1926,7.802297141701331e-09,1.7610899227804566e-07
1927,1.2264147031260109e-08,1.6835329041953173e-07
1928,5.713020723163709e-09,1.8281665425945448e-07
1929,1.0026365515614089e-08,1.4593932640138974e-07
1930,5.2518016602221e-09,1.4389936975334194e-07
1931,2.2810713318222042e-09,1.1633463969928926e-07
1932,0.0,9.206010576079393e-08
1933,3.4411986593596566e-09,1.0438302888715612e-07
1934,2.3963160344919743e-09,1.1262685539747963e-07
1935,1.196828414151696e-09,1.5199720948544382e-07
1936,4.849885826274658e-09,1.3943422239037773e-07
1937,5.0364472592434595e-09,1.2213384925630066e-07
1938,5.186085783037697e-09,1.257625825701325e-07
1939,6.117620188206274e-09,1.3152883315825648e-07
1940,5.0715658339584024e-09,1.2678914629304927e-07
1941,2.9515025978810172e-09,1.2396310555828904e-07
1942,9.102635312174812e-09,1.3047110414277086e-07
1943,5.806470415592457e-09,1.567747038855316e-07
1944,6.4263723231761105e-09,2.0564391789434922e-07
1945,0.0,1.6556630733077782e-07
1946,1.3921104269343232e-09,1.7122957896020807e-07
1947,7.152522796260996e-09,1.525871535790202e-07
1948,6.523132700664291e-09,1.272010878849983e-07
1949,3.9268033269479474e-09,1.4136491621741243e-07
1950,2.1270722960764488e-09,1.5421274657256845e-07
1951,6.396841278899501e-09,1.4073050813578902e-07
1952,0.0,1.3602797110934262e-07
1953,9.69644453618912e-09,1.249763954547234e-07
1954,4.886268278880834e-09,1.3877001325823812e-07
1955,4.6928039232341234e-09,1.586167783784731e-07
1956,8.72114114258693e-09,1.7006226737947827e-07
1957,1.1485549400447326e-08,1.281080441728477e-07
1958,9.099467679352102e-09,1.6544486669545222e-07
1959,3.8753737996444215e-09,1.2866241405617984e-07
1960,6.2287499602575735e-09,1.1211750017281474e-07
1961,6.948159103625784e-09,1.4452171459566898e-07
1962,9.512934440181198e-09,1.503043609574206e-07
1963,4.526237384894216e-09,1.4095995926055593e-07
1964,3.650380997477498e-09,1.3628088435524432e-07
1965,6.0192477668863376e-09,1.198377486133495e-07
1966,8.862519607077957e-09,1.4290813243889033e-07
1967,3.944268467392931e-09,1.518543344403156e-07
1968,6.737123720013116e-09,1.6258925850110018e-07
1969,6.358460868938209e-09,1.2489833700612962e-07
1970,7.3579600190498695e-09,1.1818723066880921e-07
1971,3.083038491169532e-09,1.3308449275939438e-07
1972,6.15617617993891e-09,1.364619039989634e-07
1973,6.0645241051204835e-09,1.2790633174830646e-07
1974,5.6255716751607565e-09,9.901006148282931e-08
1975,1.7134440533084216e-09,1.0109320136564293e-07
1976,7.427584769459372e-09,1.0741430234162408e-07
1977,4.113747231748732e-09,1.2635080803846677e-07
1978,9.504946163474415e-09,1.1762370899504049e-07
1979,2.9259866751729646e-09,1.3108420127139198e-07
1980,1.7055452605774235e-09,1.301899477113011e-07
1981,1.8976649140967083e-09,1.96092038606821e-07
1982,8.069752865935698e-09,1.2911604851950642e-07
1983,6.315316047889041e-09,1.2314866193463558e-07
1984,5.219107646059484e-09,1.5367372441232874e-07
1985,3.0077789148208467e-09,1.7264652107940037e-07
1986,3.596691222629289e-09,1.4506655166002247e-07
1987,2.4443267410134695e-09,1.1060578852806202e-07
1988,9.594485872455039e-09,1.301252150476273e-07
1989,6.585746614717891e-09,1.624484138318394e-07
1990,2.1794604454505873e-09,1.3894059769370415e-07
1991,3.5168792322792797e-09,1.1312627812287701e-07
1992,4.958949806344037e-09,1.5758440330415624e-07
1993,2.7696037130375828e-09,1.606370103601762e-07
1994,2.6374633033121597e-09,1.5244537898695398e-07
1995,2.168980273165033e-09,1.5616658544104212e-07
1996,5.3380921904988554e-09,1.350537353062009e-07
1997,4.315405033317177e-09,1.6398539148809732e-07
1998,4.768129335808169e-09,1.7403671392912656e-07
1999,7.312321970154301e-09,1.5858598434448368e-07
2000,7.95245647111642e-09,1.4446962648406725e-07
2001,5.695575205910686e-09,1.5903798278316117e-07
2002,7.886198527540245e-09,1.5553336130125217e-07
2003,4.166922917825389e-09,1.658435291318483e-07
2004,2.202395626982323e-09,1.8456075778772174e-07
2005,7.205999352777326e-09,1.5177636214502854e-07
2006,7.823991232669414e-09,1.972469334532434e-07
2007,3.994479552682506e-09,2.9998540185260936e-07
2008,6.811903263681529e-09,2.950405715296256e-07
2009,5.721830786953319e-09,3.032570390359979e-07
2010,2.3618965117044866e-09,4.4214703365241803e-07
2011,5.735957875341313e-09,5.020875093464383e-07
2012,7.148930780687124e-09,6.63148412627379e-07
2013,1.1156499835074385e-08,7.009071225638763e-07
2014,1.1260314791705639e-08,7.36467931972129e-07
2015,1.0639562120218216e-08,7.281450322693672e-07
2016,8.28536009245262e-09,6.957631342174864e-07
2017,7.043711836018929e-09,7.55941179875208e-07
2018,1.1358453122500833e-08,7.943173301327988e-07
2019,8.673358087296634e-09,8.15295670975047e-07
