year,petit_ADJ art_NOUN,petit_ADJ dard_NOUN
1858,1.468102794888182e-08,5.3830437884982985e-09
1859,2.7497735644033128e-08,6.619825576592575e-09
1860,2.8378540406492903e-08,6.865775947773045e-09
1861,2.263662679524714e-08,1.1318312787000906e-08
1862,2.304173052358749e-08,5.873382225018986e-09
1863,1.448440001272644e-08,7.491931353076353e-09
1864,3.691940475558653e-08,6.233146332412787e-09
1865,4.706844425328427e-08,1.0355057256106193e-08
1866,2.530118803356629e-08,3.4059290943133647e-09
1867,4.173418055586353e-08,8.249779526181555e-09
1868,2.0253483223875435e-08,1.975949626142892e-09
1869,3.4672985371742016e-08,6.348574999037737e-09
1870,3.1537267464187835e-08,4.587239033071455e-09
1871,2.230447138096281e-08,4.248470908407853e-09
1872,2.53988243770209e-08,7.256807155187062e-09
1873,2.0951015311521104e-08,1.0774807712721213e-08
1874,5.3174020908652864e-08,1.0156835372754358e-08
1875,4.634436967521083e-08,1.4303817408301e-08
1876,1.5054576962825195e-07,3.627608879952504e-09
1877,3.401648751566455e-08,8.040260901509555e-09
1878,5.3747890527144904e-08,8.4547240319921e-09
1879,4.1543410711497586e-08,4.887460325342374e-09
1880,4.620849325398524e-08,1.0268554007097919e-08
1881,3.974329437772539e-08,1.1156012114099667e-08
1882,3.593907815790942e-08,1.4641846846075168e-08
1883,4.99227781891598e-08,1.8958017378167824e-09
1884,2.6406787867472303e-08,9.902545450302114e-09
1885,2.964992407150646e-08,6.445635580831777e-09
1886,2.2587124282047455e-08,1.2906927748801422e-09
1887,4.1132226735740574e-08,7.834709769838355e-09
1888,3.23371354138402e-08,9.510921827882157e-09
1889,2.0674951528576457e-08,6.265136853755848e-09
1890,1.0487018642368895e-08,6.554386478008212e-10
1891,2.2947192146460793e-08,6.374220040683554e-10
1892,1.2537024529635232e-08,1.8805537127519756e-09
1893,1.23168328869383e-08,6.774258043407144e-09
1894,3.213785193523222e-08,2.520615716150587e-09
1895,2.106515073485582e-08,4.213029924926559e-09
1896,1.2383760572554081e-08,2.358811590497112e-09
1897,2.913356778044829e-08,9.322741689743452e-09
1898,2.7160104165702137e-08,5.6583546736987955e-09
1899,1.326618814800895e-08,7.738609753005221e-09
1900,2.5955264937316258e-08,1.8168686111152965e-08
1901,2.1237207714630557e-08,3.353243460679778e-09
1902,2.1605249256317904e-08,9.820567470342212e-09
1903,2.5381035939631147e-08,4.320176216765503e-09
1904,2.2573424907079698e-08,6.987012746151322e-09
1905,1.5998353308788182e-08,5.160758931310738e-09
1906,2.2634412566446827e-08,9.259531807970234e-09
1907,1.3885677219160897e-08,6.1714118260169926e-09
1908,2.013669497813453e-08,2.4556945366072114e-09
1909,1.3752459060434319e-08,2.2003934230241384e-09
1910,1.870452726038252e-08,3.206490406526541e-09
1911,7.980560989828689e-09,4.788336838146279e-09
1912,1.9795801164956828e-08,4.167536982180309e-09
1913,2.75755464018701e-08,6.363587878865928e-09
1914,1.808120764223986e-08,3.3483718020477227e-09
1915,1.7671142660269368e-08,3.534228465440492e-09
1916,1.3184954461564757e-08,9.888715624128963e-09
1917,2.1932848426331475e-08,4.386569774084137e-09
1918,1.1486376294556067e-08,4.594550517822427e-09
1919,1.1970203273037328e-08,9.207848705727883e-09
1920,1.2872793941909322e-08,1.2115570324766622e-08
1921,1.0601846234248313e-08,3.0290989716519334e-09
1922,1.3280284150152255e-08,3.6889677978990676e-09
1923,6.369568872344189e-09,2.1231896241147297e-09
1924,3.351822430719409e-08,0.0
1925,2.3096174084358267e-08,5.499089184013428e-09
1926,4.01260994431496e-08,6.687683296036084e-09
1927,3.01029075000514e-08,1.3379070296082318e-08
1928,1.942427008128078e-08,9.14083297942625e-09
1929,2.6736974856333973e-08,1.1140406375176326e-08
1930,5.2518018822667045e-09,7.352522590764465e-09
1931,2.0529641986399838e-08,1.1405356659111021e-09
1932,6.575722188983946e-09,4.38381475564853e-09
1933,3.555905370156154e-08,2.2941324395731044e-09
1934,1.0783422155213884e-08,3.5944740517379614e-09
1935,3.8298508364675854e-08,1.795242710045386e-08
1936,2.0612015205756506e-08,1.576212893539264e-08
1937,2.8959571851672194e-08,1.2591118148108649e-09
1938,1.037217134403079e-08,9.075650453382877e-09
1939,1.988226561167039e-08,4.588215141154706e-09
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,2.066051862925633e-08,0.0
1942,2.730790527039062e-08,0.0
1943,2.9032352522051497e-08,0.0
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,1.5249528306782167e-08,4.357008087652048e-09
1946,1.3921104269343232e-08,1.3921104269343232e-09
1947,1.1920871401116528e-08,8.344609447874518e-09
1948,2.0656586885436923e-08,0.0
1949,1.0798709260129158e-08,1.9634016634739737e-09
1950,7.444753036267571e-09,8.508289184305795e-09
1951,9.595261474260042e-09,5.3307008807124134e-09
1952,9.49032352703938e-09,7.381362632230548e-09
1953,7.54167928107563e-09,5.386913581872932e-09
1954,2.736310134032749e-08,3.9090144454689835e-09
1955,1.595553333899602e-08,1.0324168187025862e-08
1956,1.4825940697349438e-08,8.72114158667614e-10
1957,4.4175189062301e-09,8.835037701437898e-10
1958,6.617794756635931e-09,1.6544486891589827e-09
1959,1.7826719878044628e-08,2.3252243464000344e-09
1960,1.0381249748725452e-08,6.2287499602575735e-09
1961,3.335116405267513e-08,6.253343343143314e-09
1962,1.5220695148698837e-08,1.2683912808952869e-09
1963,9.69907976156037e-09,3.879631726988464e-09
1964,1.0342745937474973e-08,3.041984220075733e-09
1965,1.1491291473930687e-08,1.6416130121932326e-09
1966,1.7725039436200518e-08,7.200797291773142e-09
1967,1.2818872185960117e-08,3.944268467392931e-09
1968,1.706738020357257e-08,2.69484942694298e-09
1969,1.7258679291254353e-08,3.633406214786916e-09
1970,6.898087712148282e-09,9.197450023812337e-10
1971,3.1344224216134364e-08,6.679916619845017e-09
1972,3.950213012249293e-08,5.130146973897354e-09
1973,1.3783009789047895e-08,1.6539611902288698e-09
1974,7.875800289713908e-09,1.6876715580593782e-09
1975,1.4278700888326057e-08,2.8557400888473694e-09
1976,1.8283285663223126e-08,5.713526873840635e-10
1977,1.116588538296881e-08,1.1753563677885381e-09
1978,8.910887250301869e-09,6.534650376366358e-09
1979,6.43717057435822e-09,5.851973350345929e-10
1980,1.7055451828618118e-08,1.1370301367108482e-09
1981,1.644642960707543e-08,1.8976649140967083e-09
1982,6.207502289967692e-09,0.0
1983,8.209910862255754e-09,3.157658134966823e-09
1984,1.6237224120807525e-08,1.739702604197646e-09
1985,1.8046673599947383e-08,1.2031116103372597e-09
1986,1.1988971038157104e-08,6.593933954412989e-09
1987,1.0999470334560613e-08,3.0554083707556856e-09
1988,1.1993107784658008e-08,0.0
1989,9.329807371116772e-09,5.488122178931576e-10
1990,8.717841726291198e-09,2.724325431913144e-09
1991,8.20605139395525e-09,3.5168792322792797e-09
1992,1.2672871863017576e-08,3.305966445044106e-09
1993,9.970573311424147e-09,1.661762283333701e-09
1994,2.004472143823932e-08,0.0
1995,1.735184240736487e-08,3.795715741716776e-09
1996,1.1209993155958387e-08,2.135236876199542e-09
1997,2.3015494066136455e-08,3.3564262480467733e-09
1998,1.0013071150005715e-08,9.536258449571733e-10
1999,1.0511462422702067e-08,5.941261538300324e-09
2000,2.0322944327411108e-08,3.97622823555821e-09
2001,1.3143635679835342e-08,8.762423564512289e-10
2002,1.2705542173918616e-08,4.38122149670761e-10
2003,1.5417615240043148e-08,1.6667691671301554e-09
2004,1.3214374039449694e-08,4.404791253964646e-10
2005,1.3961623857028371e-08,2.702249757291497e-09
2006,1.0294724850368198e-08,8.235779835885637e-10
2007,1.47795736760159e-08,3.994479469415779e-10
2008,5.534671554396908e-09,1.2772318758180745e-09
2009,9.53638501499654e-09,1.430457752249481e-09
2010,1.3698999934419476e-08,1.4171379625338432e-09
2011,3.0591775501687124e-09,6.500752380844688e-09
2012,6.468080210320082e-09,5.446804340891731e-09
2013,4.7415126269712005e-09,4.183687618564136e-09
2014,8.01214718182397e-09,6.279790909502481e-09
2015,1.0417904455772842e-08,3.324863190323768e-09
2016,1.284230832787614e-08,7.663958356829426e-09
2017,6.037467220609827e-09,4.779661555431858e-09
2018,7.486253561506118e-09,3.0977600484760615e-09
2019,6.12237061048404e-09,4.3366790158927415e-09
