year,pourrait_VERB écrire_VERB,pourrait_VERB ecrire_VERB,pourrait_VERB décrire_VERB
1842,1.3349448124699848e-07,0.0,4.9641162291891305e-08
1843,7.797122947295065e-08,0.0,4.6073907356003474e-08
1844,1.0538037997775973e-07,0.0,7.79375710635577e-08
1845,7.254296008341043e-08,0.0,3.961961780873935e-08
1846,1.0303922692855849e-07,0.0,4.0981507964943376e-08
1847,1.1487566098367097e-07,0.0,2.480882876909618e-08
1848,1.0217431878345451e-07,0.0,5.63165514222419e-08
1849,1.0641856817983353e-07,0.0,5.614208120618969e-08
1850,1.2084413469892752e-07,0.0,5.159636984330973e-08
1851,8.061798695280231e-08,0.0,6.126966667352463e-08
1852,1.1263243493431219e-07,0.0,6.445439737490233e-08
1853,1.5467303171590174e-07,0.0,4.837264810930719e-08
1854,1.0443285702876892e-07,0.0,1.0495242008801142e-07
1855,9.340209317088011e-08,0.0,5.094659627502551e-08
1856,8.645906035553708e-08,0.0,5.7984518520015627e-08
1857,1.6597131491380424e-07,4.881509085841174e-10,3.124165814938351e-08
1858,1.448528053060727e-07,0.0,4.061751113226819e-08
1859,1.4156242400531482e-07,0.0,6.008764330545091e-08
1860,1.1031013258389066e-07,0.0,6.133426211363258e-08
1861,1.325185792211414e-07,0.0,6.838147470489275e-08
1862,1.1927484422358248e-07,0.0,6.054101930885736e-08
1863,1.3085906402920955e-07,0.0,5.793760138317339e-08
1864,1.3856764269348787e-07,0.0,6.424935605764404e-08
1865,1.4638285961154907e-07,0.0,4.8009813014004976e-08
1866,1.7759487036528299e-07,0.0,4.525020003143254e-08
1867,2.0672976575042412e-07,0.0,6.308654576514527e-08
1868,1.8228135445497173e-07,0.0,4.100095551962113e-08
1869,1.924106527440017e-07,0.0,4.981189505315342e-08
1870,1.2614907518582186e-07,1.1468097582678638e-09,4.9886224928741285e-08
1871,1.338268305062229e-07,0.0,6.372706451429622e-08
1872,1.2034205099098472e-07,0.0,5.382132073350476e-08
1873,1.0355788049309922e-07,0.0,4.7289436366781956e-08
1874,1.4936523484720965e-07,0.0,5.078417686377179e-08
1875,1.361723462878217e-07,0.0,5.664312041631092e-08
1876,1.148742825307636e-07,0.0,6.831997012568536e-08
1877,1.533834392830613e-07,0.0,4.886004489890183e-08
1878,1.8841956261894666e-07,0.0,6.34104324603868e-08
1879,1.4234727530038072e-07,0.0,5.070739916845923e-08
1880,1.5146116538744536e-07,6.417846254436199e-10,3.8507078414795615e-08
1881,1.6106491784739774e-07,0.0,5.020205406935929e-08
1882,1.6838124849982705e-07,6.655385131892899e-10,3.527354053289855e-08
1883,1.5798347874351748e-07,0.0,2.6541224329434954e-08
1884,1.7560513754233398e-07,6.601696966868076e-10,4.15906917794473e-08
1885,1.8305605919977097e-07,0.0,3.480643329112354e-08
1886,1.4972036410654255e-07,0.0,4.969167122226281e-08
1887,1.841156773707553e-07,0.0,3.0685946228459215e-08
1888,1.5027256949906587e-07,0.0,3.61415040117663e-08
1889,1.50363277384713e-07,0.0,4.0723389105323804e-08
1890,2.0908493070237455e-07,0.0,3.0150179242127706e-08
1891,1.402328422273058e-07,0.0,3.6970476458009216e-08
1892,1.253702492931552e-07,1.2537024751679837e-09,3.13425623232888e-08
1893,1.9214259339150885e-07,0.0,3.510297474917934e-08
1894,1.7266218321765336e-07,0.0,2.835692747282792e-08
1895,1.5106722628388525e-07,6.018614495673091e-10,2.2870734639468537e-08
1896,1.297346443607239e-07,0.0,3.184395680477792e-08
1897,1.9402956752401224e-07,1.1653427112179315e-09,3.612562338162206e-08
1898,1.4768306755286176e-07,0.0,2.2067583316243145e-08
1899,1.9788730298841983e-07,0.0,2.819064981451902e-08
1900,1.7545760044868075e-07,0.0,2.4397950326715545e-08
1901,2.1740194711128424e-07,0.0,4.63865319488832e-08
1902,1.5270983055870602e-07,0.0,2.0623192042990013e-08
1903,1.701069436421676e-07,0.0,4.104167317109386e-08
1904,1.967112837064633e-07,0.0,4.6759240035498806e-08
1905,1.5585492008085566e-07,0.0,5.212366716023098e-08
1906,1.8107529342614725e-07,5.144184522798412e-10,4.1153477070565714e-08
1907,1.8257094325235812e-07,0.0,3.805704196224724e-08
1908,1.9842012477511162e-07,0.0,4.0764529529724314e-08
1909,1.6833010363370704e-07,0.0,5.3359539009534274e-08
1910,2.105595342527522e-07,0.0,3.099607326362275e-08
1911,1.8461697948168876e-07,0.0,3.5646507967612706e-08
1912,1.6826430737637565e-07,0.0,3.80287765722187e-08
1913,2.2590735682115337e-07,0.0,5.196929819817342e-08
1914,1.6473990172016784e-07,0.0,3.4823067096567684e-08
1915,1.7671142416020302e-07,0.0,1.6493066468115103e-08
1916,1.538244731591476e-07,0.0,2.7468654906215306e-08
1917,2.2590833737012872e-07,0.0,3.070598708632133e-08
1918,1.8607929064273776e-07,0.0,3.331049214239101e-08
1919,1.8599853035539127e-07,0.0,2.762354434082681e-08
1920,1.8173355442741013e-07,0.0,3.028892692213958e-08
1921,1.8098866405580338e-07,0.0,2.2718241510233383e-08
1922,1.8371059695709846e-07,0.0,2.3609393551282665e-08
1923,1.6985516992917837e-07,0.0,4.140219900250486e-08
1924,2.1915761294621916e-07,2.578324886925998e-09,3.0939897754933554e-08
1925,2.0896537478165556e-07,0.0,3.409435223034052e-08
1926,2.2292276469215722e-07,0.0,3.232380052509143e-08
1927,2.419381814888766e-07,0.0,4.3481975353643065e-08
1928,2.1709477948661515e-07,1.1426041224282812e-09,4.6846768242403414e-08
1929,1.927290327330411e-07,0.0,3.676334259239411e-08
1930,1.680576531271072e-07,1.0503603542488804e-09,5.671945757512731e-08
1931,2.1670177829946624e-07,0.0,5.47457119637329e-08
1932,1.6768090915775247e-07,0.0,2.520693342944469e-08
1933,1.9270711959507025e-07,1.1470662197865522e-09,2.2941325283909464e-08
1934,1.749310740706278e-07,0.0,2.7557634396657704e-08
1935,2.1901959712522512e-07,0.0,3.351119559624749e-08
1936,1.8429565784572333e-07,1.2124714565686645e-09,3.8799086610197264e-08
1937,1.8760765385650302e-07,0.0,2.6441348666139675e-08
1938,1.9966429931628227e-07,0.0,3.241303758727554e-08
1939,2.1411671013993328e-07,1.5294050470515685e-09,3.364691281149135e-08
1940,1.5468275194052694e-07,0.0,3.296517903095264e-08
1941,1.9775067983118788e-07,0.0,3.5418032950929046e-08
1942,2.4880537807803194e-07,0.0,5.158160121254696e-08
1943,2.7290411708236206e-07,0.0,4.645176332473966e-08
1944,1.799384250489311e-07,3.2131861615880553e-09,3.855823393905666e-08
1945,2.1131489802428405e-07,0.0,3.485606470121638e-08
1946,2.4083510652417317e-07,0.0,3.201854070766785e-08
1947,2.205361084861579e-07,0.0,4.4107220986688844e-08
1948,1.869964734169116e-07,0.0,2.9354097819123126e-08
1949,2.189192827017905e-07,0.0,4.319483792869505e-08
1950,1.9356357938704605e-07,0.0,4.0414374069541736e-08
1951,2.2282330292000552e-07,0.0,5.437314953837813e-08
1952,2.2460432091975235e-07,0.0,4.74516177462192e-08
1953,2.09012256391361e-07,0.0,4.740483916521043e-08
1954,1.6906487587675656e-07,0.0,5.668070812703263e-08
1955,1.8020367065219034e-07,0.0,3.003394510869839e-08
1956,2.3808716775874927e-07,0.0,4.360570926564833e-08
1957,2.1557491436396958e-07,0.0,5.9194753987412696e-08
1958,1.6130874769260117e-07,0.0,5.9560154141991006e-08
1959,1.782672001127139e-07,0.0,5.348016074435691e-08
1960,2.1731416666170844e-07,1.3841666701708277e-09,5.1214165353030694e-08
1961,2.1191885934968013e-07,0.0,5.002674541287888e-08
1962,1.8328253759136715e-07,6.341956404476434e-10,6.4053757853344e-08
1963,2.095001292445886e-07,0.0,6.53071410283701e-08
1964,1.9712057053311582e-07,0.0,6.144807684904663e-08
1965,2.1012647266616113e-07,0.0,6.785333539482963e-08
1966,1.8777463139940664e-07,0.0,8.142439611447116e-08
1967,1.5629163385710854e-07,4.930335584241163e-10,6.310829547828689e-08
1968,2.0615598828044313e-07,0.0,6.512552630510982e-08
1969,1.7440349608932593e-07,4.5417578031781147e-10,5.313856732414024e-08
1970,1.4394009895113413e-07,0.0,5.0126104156333895e-08
1971,1.9166222386957088e-07,0.0,7.347908592691965e-08
1972,1.672427885068828e-07,5.130146862875051e-10,7.592617379259536e-08
1973,1.8744893282018893e-07,0.0,8.600597567465229e-08
1974,1.322009381965472e-07,0.0,8.71963621307259e-08
1975,1.604925898845977e-07,5.711480177694739e-10,5.254561585843476e-08
1976,1.5312251377963548e-07,5.713526873840635e-10,7.199044205208338e-08
1977,1.2693848816525133e-07,5.876781838942691e-10,6.758298809472763e-08
1978,1.936632827437279e-07,0.0,6.891085746474346e-08
1979,1.3693617972876382e-07,0.0,6.788289397263725e-08
1980,1.6998600926854124e-07,1.7055452605774235e-09,7.731804885224847e-08
1981,1.5877130010721885e-07,0.0,8.79251373930856e-08
1982,1.57049811377874e-07,0.0,9.745778584147047e-08
1983,1.5283065124549466e-07,0.0,8.083604541297973e-08
1984,1.4787471513955097e-07,0.0,9.394393885031604e-08
1985,1.5580295098516217e-07,0.0,8.842870613534615e-08
1986,2.008152648613759e-07,0.0,8.152500186042744e-08
1987,1.6254773527180078e-07,0.0,9.349550111892313e-08
1988,1.6850316342242877e-07,5.996553809062277e-10,1.0194141708552706e-07
1989,1.4653285518306802e-07,0.0,1.0537194583548626e-07
1990,1.56376287918647e-07,0.0,1.0570382613650509e-07
1991,1.389167323395668e-07,5.861465202094962e-10,1.1722930537416687e-07
1992,1.355446244133418e-07,0.0,1.0083197565791124e-07
1993,1.4512723112147796e-07,0.0,1.1466159577366852e-07
1994,1.4558797545305424e-07,0.0,9.494868180581761e-08
1995,1.420682167463383e-07,0.0,9.001268352903935e-08
1996,1.4519611113428255e-07,0.0,8.861233169454863e-08
1997,1.3185959346628806e-07,9.58978896292706e-10,9.829533809124769e-08
1998,1.492424388516156e-07,0.0,1.1157422363794467e-07
1999,1.4441835105571954e-07,0.0,9.688826452247667e-08
2000,1.4402782255729107e-07,4.4180314962005696e-10,1.1972865365805774e-07
2001,1.6122859847200743e-07,1.3143635069212678e-09,1.1303526292749666e-07
2002,1.3275101196086325e-07,0.0,8.674818730014522e-08
2003,1.4167538608944596e-07,0.0,1.3250814845378045e-07
2004,1.2377464031487762e-07,0.0,1.1408409505975214e-07
2005,1.6123424018132937e-07,0.0,1.1439524172374149e-07
2006,1.4083182975355157e-07,4.1178899179428186e-10,1.157127087481058e-07
2007,1.3461395553804323e-07,0.0,1.0625315383094858e-07
2008,1.473074178193201e-07,0.0,1.0643599068771437e-07
2009,1.3541666987748613e-07,0.0,1.0346978029929232e-07
2010,1.6297086347094591e-07,4.723793023408973e-10,9.353109930998471e-08
2011,1.6634278665605962e-07,0.0,9.904087505674397e-08
2012,1.6612753483968845e-07,0.0,1.0178715825759355e-07
2013,1.584222957262682e-07,5.578250084070646e-10,9.176221738016466e-08
2014,1.7085362458146847e-07,0.0,8.66178098135606e-08
2015,1.5449531076683343e-07,0.0,8.334323808867339e-08
2016,1.5907892247923883e-07,0.0,8.513207916394094e-08
2017,1.469117023589206e-07,5.031222660711876e-10,8.52792254590895e-08
2018,1.6727904039726127e-07,0.0,9.706315040602931e-08
2019,1.5586535084821662e-07,0.0,8.367239701101425e-08
