year,utilisant_VERB en_ADP,utilisant_VERB dans_ADP
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,4.670620334934483e-09,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,9.882686891060644e-10
1824,0.0,8.421112696055388e-10
1825,0.0,0.0
1826,8.807984341885344e-10,0.0
1827,0.0,9.217273055917019e-10
1828,0.0,9.172301251858528e-10
1829,8.57317605795771e-10,0.0
1830,1.0436835840010872e-09,0.0
1831,0.0,0.0
1832,0.0,2.705993873419743e-09
1833,0.0,2.3167257001688313e-09
1834,1.4935249481595747e-08,1.8669061851994684e-09
1835,6.050470346963266e-09,2.2689263801112247e-09
1836,3.36037508930076e-09,6.048674894287842e-09
1837,0.0,1.3915781860163179e-09
1838,1.2624323808552163e-09,6.312161904276081e-10
1839,2.7965901816529026e-09,6.9914751765765e-10
1840,5.7327197988676915e-09,8.280594876453051e-09
1841,6.420548537278137e-10,1.1556987367100646e-08
1842,4.695785538189057e-09,4.695785538189057e-09
1843,5.906911071384968e-10,8.860366662588604e-09
1844,3.841993001518773e-09,4.390849017710252e-09
1845,5.580227946389016e-10,2.7901139176833567e-09
1846,1.1709002656346001e-09,4.6836010625384006e-09
1847,0.0,5.9325460100012606e-09
1848,0.0,1.6090443422100975e-09
1849,0.0,1.6758829879393033e-09
1850,1.3577992064028876e-09,3.394498016007219e-09
1851,3.8696632564949596e-09,2.579775504329973e-09
1852,0.0,9.765818376195057e-09
1853,2.388772735173461e-09,0.0
1854,2.0782657816909023e-09,5.195664454227256e-10
1855,0.0,3.1841622671890946e-09
1856,1.0354378465748937e-09,5.177189343896771e-09
1857,2.9289055625270066e-09,4.881509085841174e-10
1858,9.787352039936081e-10,1.9574704079872163e-09
1859,5.092173349652285e-10,9.675129142294736e-09
1860,0.0,6.408057640072684e-09
1861,8.017138064531082e-09,1.3204698667834691e-08
1862,9.035972525772706e-10,1.4909354861813995e-08
1863,7.491931519609807e-09,3.496234635136375e-09
1864,4.315255264231155e-09,1.9178911792039344e-09
1865,4.706844358715045e-10,2.3534221238463715e-09
1866,4.865612912574591e-10,1.9462451650298362e-09
1867,9.7056229719783e-10,2.426405742994575e-09
1868,7.903798504571569e-09,5.433861360870651e-09
1869,1.0743741896135361e-08,4.883519144627257e-10
1870,2.2936195165357276e-09,7.454262984651905e-09
1871,1.0621176826930423e-08,2.7615060460561835e-08
1872,7.256807155187062e-09,5.442605477412599e-09
1873,1.7958012854535355e-09,1.616221245726024e-08
1874,8.961913877669758e-09,4.182226565063729e-09
1875,2.2886108563824337e-09,1.4875970677508121e-08
1876,2.418405919968336e-09,1.874264654588842e-08
1877,8.658742167710898e-09,7.421779191219002e-09
1878,9.058632732816818e-09,6.039088784604019e-09
1879,7.942122848270117e-09,4.27652757650776e-09
1880,2.5671385017744797e-09,7.059631101924424e-09
1881,2.1614773970668466e-08,8.367009307619355e-09
1882,1.0648616433073244e-08,5.989846840748214e-09
1883,2.1485751844352308e-08,1.3902545781263598e-08
1884,5.281357573494461e-09,2.178559910248623e-08
1885,1.4824961702686323e-08,2.3848851782304337e-08
1886,1.1616235084943582e-08,2.6459201052375647e-08
1887,1.3057849246322917e-09,2.3504128421336645e-08
1888,6.340614699951175e-09,9.510921605837552e-09
1889,8.771191772893872e-09,1.1903760088749493e-08
1890,5.243509182406569e-09,1.0487018364813139e-08
1891,8.92390783491237e-09,1.9760081571007504e-08
1892,7.522215073052507e-09,2.5074049059270465e-08
1893,2.0322774629821794e-08,3.1407925149551374e-08
1894,2.3315696040526745e-08,4.537108111435373e-08
1895,2.1065151400989635e-08,2.6481902892783182e-08
1896,1.592197840238896e-08,2.4767521367152767e-08
1897,1.5149455023788505e-08,2.155884004650943e-08
1898,1.810673566637888e-08,1.9238406423482957e-08
1899,1.492446166651007e-08,1.8241008703512307e-08
1900,1.6092265298084385e-08,4.2047531678690575e-08
1901,2.3472703336580025e-08,2.6267072072982955e-08
1902,3.879124377270671e-08,4.566564015817676e-08
1903,1.4580594509538969e-08,5.94024243127933e-08
1904,1.9348650681649815e-08,3.9772224624812225e-08
1905,1.5998352531632065e-08,5.676835002077496e-08
1906,1.8519064504118887e-08,2.572092228092515e-08
1907,1.748566746950786e-08,3.857132568896304e-08
1908,1.7189861978295085e-08,4.322022562064376e-08
1909,2.3654228797909127e-08,3.6306492035009796e-08
1910,3.3668149046484075e-08,3.6340223164010865e-08
1911,3.5646507967612706e-08,4.415910481725405e-08
1912,4.948950049765699e-08,5.053138707467042e-08
1913,2.1742257771961704e-08,2.969674245401066e-08
1914,4.2859159776753586e-08,3.616241528447972e-08
1915,2.1205371680821372e-08,6.715034572835066e-08
1916,4.06536111441369e-08,6.262853702310167e-08
1917,3.289927352767563e-08,7.128176093829097e-08
1918,3.2161854512935406e-08,4.9391419842947926e-08
1919,4.4197673076951105e-08,2.6702760502761436e-08
1920,2.8017256958889902e-08,4.164727585020955e-08
1921,4.316466117870732e-08,5.9067428281878165e-08
1922,7.599273893488245e-08,6.56636274243283e-08
1923,5.095655097875351e-08,6.581887657119978e-08
1924,7.734974616369072e-08,7.09039369439779e-08
1925,4.7292164850887275e-08,4.6192346836448905e-08
1926,5.684530468563764e-08,6.910605776511147e-08
1927,5.4631201340527014e-08,7.135503765631768e-08
1928,5.7130206232436365e-08,7.426926795783828e-08
1929,3.787738322991174e-08,7.018455705498639e-08
1930,4.8316575629314684e-08,9.453243343671147e-08
1931,7.413481828422164e-08,7.983749394924189e-08
1932,4.9317913419777426e-08,7.233294330166729e-08
1933,4.81767814530798e-08,5.391211344019098e-08
1934,6.47005329312833e-08,8.267290318997311e-08
1935,4.547947884958603e-08,6.462873258783475e-08
1936,6.426098897449606e-08,5.941110003959693e-08
1937,7.554670800047347e-08,9.821071955684602e-08
1938,1.076112793318984e-07,1.0890779833516717e-07
1939,6.117620188206274e-08,9.788192478765723e-08
1940,6.593035806190528e-08,8.36808342619122e-08
1941,2.3612021227137348e-08,5.9030050181263505e-08
1942,7.282108560602296e-08,3.3376331032286544e-08
1943,9.00002921078169e-08,9.290352664947932e-08
1944,1.2210107236398926e-07,9.639558129492798e-08
1945,6.75336235822499e-08,1.241747327185294e-07
1946,6.682130315738277e-08,8.213451341276823e-08
1947,7.867775098091556e-08,8.702235754221022e-08
1948,8.371353654723634e-08,5.3272248834446145e-08
1949,7.951776992420889e-08,9.522498345404529e-08
1950,7.657460532328741e-08,8.401935658319815e-08
1951,9.382033461236006e-08,7.996051243353008e-08
1952,9.701219561009111e-08,8.330395107059019e-08
1953,1.0881565426501538e-07,6.787511352968068e-08
1954,1.0847515352629955e-07,8.990733446623267e-08
1955,8.353190672494293e-08,9.291751501550038e-08
1956,1.1773541408466315e-07,9.50604464033944e-08
1957,1.1132147792469738e-07,1.1485549011869267e-07
1958,1.3070143944915458e-07,1.0092137242567745e-07
1959,9.455912319822346e-08,6.743150748889093e-08
1960,1.2595916443203237e-07,1.0104416747758194e-07
1961,1.1186536763574395e-07,8.68519879904106e-08
1962,1.2557073381103123e-07,9.576354287332833e-08
1963,1.0733648059257916e-07,8.85849276155426e-08
1964,1.0890303192567785e-07,9.977707859931684e-08
1965,1.0396882377250449e-07,9.959119040559017e-08
1966,1.1798229548887207e-07,8.419393604519598e-08
1967,9.41694064948706e-08,8.233660664380693e-08
1968,1.0779398351701275e-07,9.836200520751959e-08
1969,8.72017497099975e-08,6.494713988836054e-08
1970,9.6113355163574e-08,7.49592146687128e-08
1971,8.889427549618745e-08,8.683891716820824e-08
1972,8.875153834075888e-08,1.0311594977885363e-07
1973,1.0034031161509915e-07,8.986522065379532e-08
1974,7.988311900852807e-08,8.60712499051175e-08
1975,1.1708534097820689e-07,9.138368595174029e-08
1976,1.0684295181917491e-07,8.970236975436308e-08
1977,1.116588517757755e-07,9.814225665483178e-08
1978,1.0158411001270906e-07,8.257421890700556e-08
1979,9.597236516611929e-08,7.549045910604235e-08
1980,1.2848440045232223e-07,7.902359233646905e-08
1981,1.258784374513766e-07,7.717170258381145e-08
1982,1.2352929434911175e-07,8.131828188595591e-08
1983,8.273064144859177e-08,6.062703172826645e-08
1984,9.104443271512608e-08,7.944641566837163e-08
1985,9.143648127540871e-08,8.12100324765197e-08
1986,9.591176852730143e-08,6.713823724746604e-08
1987,1.0755037821441604e-07,8.371819293362393e-08
1988,9.834348424497819e-08,7.255830025698629e-08
1989,6.64062795863174e-08,6.640628136267424e-08
1990,7.900544263250708e-08,7.464652146405015e-08
1991,8.264666018220623e-08,6.330382218422415e-08
1992,8.044518606808992e-08,7.218027064936905e-08
1993,7.754890463118613e-08,5.5945995058870324e-08
1994,8.756378355734284e-08,8.967375442203718e-08
1995,8.079451596643139e-08,5.422450904957188e-08
1996,7.366567356115183e-08,5.071187425542689e-08
1997,7.000545665380997e-08,6.569005739365252e-08
1998,1.0346840761954468e-07,5.9124802387344744e-08
1999,6.032665389454905e-08,6.718195910693225e-08
2000,7.554833980627507e-08,6.361965032564143e-08
2001,6.440381594696731e-08,5.6955752641973945e-08
2002,7.579513017219597e-08,5.827024701643424e-08
2003,5.9170307098455055e-08,6.875422808860776e-08
2004,7.179809760615719e-08,6.254803652794294e-08
2005,6.575474686965066e-08,5.4044996034008363e-08
2006,6.6298030843015e-08,6.835697019536013e-08
2007,5.752050435958722e-08,5.2727129690177676e-08
2008,6.428733745345028e-08,6.173287658839399e-08
2009,6.246331962778129e-08,4.243691420491302e-08
2010,5.5740759119515815e-08,5.243410283739536e-08
2011,5.5829991241207466e-08,5.391800428355964e-08
2012,5.582974577089672e-08,4.2893582713476874e-08
2013,4.0163398939974115e-08,3.7653189621789096e-08
2014,3.897801259533651e-08,3.724565851570549e-08
2015,4.012001486586314e-08,3.5908521156535755e-08
2016,2.5270347869810195e-08,2.589175124301235e-08
2017,3.7985732476153444e-08,2.8929530770938072e-08
2018,3.7947560316275997e-08,3.614053412093199e-08
2019,3.7499520377792805e-08,3.086695288256891e-08
