year,seraient_VERB en_PRON,seraient_VERB dans_ADP
1800,0.0,4.338947121595993e-07
1801,1.6668277424969347e-08,2.3811826110886614e-07
1802,6.713520406265161e-09,5.124653625898645e-07
1803,9.751696339321825e-09,3.842168325718376e-07
1804,4.943701892301533e-09,4.993138986719714e-07
1805,2.842877711017877e-09,3.439882050315646e-07
1806,0.0,4.0343368823414494e-07
1807,1.1387820464392462e-08,8.170761134351778e-07
1808,0.0,6.866204103062046e-07
1809,1.3554183553310395e-08,5.557214990403736e-07
1810,9.360507036149102e-09,6.084329697841895e-07
1811,0.0,6.693895215903467e-07
1812,2.6672082320544632e-09,6.614676522076479e-07
1813,8.627225156487839e-09,5.003790306545852e-07
1814,6.293354282149721e-09,5.852819526808162e-07
1815,8.091670444798638e-09,6.581225306945271e-07
1816,4.6352077731626196e-09,4.751088056309527e-07
1817,9.341240669868967e-09,4.3903830260205723e-07
1818,8.344824387052086e-09,8.142164347191283e-07
1819,3.1053151161586356e-09,6.045013378752628e-07
1820,7.119888678630559e-09,6.621496595471399e-07
1821,1.97229765852569e-09,5.384372343542054e-07
1822,4.010246357211145e-09,8.672157605360553e-07
1823,9.882686891060644e-10,5.811019718748867e-07
1824,8.421112696055388e-09,5.877936928300187e-07
1825,3.522177216552791e-09,5.221627930040995e-07
1826,1.5854372037438225e-08,6.218436965355068e-07
1827,6.452091305675367e-09,7.936072279335349e-07
1828,4.586150570418113e-09,6.998465664764808e-07
1829,3.429270423183084e-09,7.630126788171765e-07
1830,5.218417697960831e-09,6.950932629479212e-07
1831,1.4032085715598441e-08,4.817682679458812e-07
1832,1.0823975493678972e-08,7.644432571396464e-07
1833,1.853380560135065e-08,6.660586109319411e-07
1834,1.213489042584115e-08,8.186383411157294e-07
1835,3.025235173481633e-09,5.937023956903431e-07
1836,1.0753200108126748e-08,7.527240200033702e-07
1837,2.2265250976261086e-08,5.865501861990197e-07
1838,1.0730675015224733e-08,6.791886448809237e-07
1839,1.8876983531868063e-08,6.592961199203273e-07
1840,5.732719632334238e-09,7.40157815926068e-07
1841,1.3483152372373297e-08,7.345107633227599e-07
1842,8.049918065466954e-09,6.231978204596089e-07
1843,3.5441467538532834e-09,7.77349498548574e-07
1844,1.5916826967554698e-08,5.653217840517755e-07
1845,1.0044410636567136e-08,6.043387088539021e-07
1846,1.3465353276842507e-08,7.493761700061441e-07
1847,1.4561703842730367e-08,7.377930160146207e-07
1848,1.367687652020777e-08,7.071749905662728e-07
1849,2.0948537127196687e-08,7.507956070185173e-07
1850,1.425689166723032e-08,6.164408432596247e-07
1851,8.384270167027807e-09,5.578764330493868e-07
1852,3.2552727180501506e-09,6.360803013194527e-07
1853,8.957897534855874e-09,6.145118049971643e-07
1854,6.754363734984281e-09,5.548969852497976e-07
1855,1.0613874223963649e-08,4.940758344673668e-07
1856,4.659470143053568e-09,5.104708407088765e-07
1857,3.905207268672939e-09,4.940087023896922e-07
1858,5.3830437884982985e-09,4.741972077226819e-07
1859,1.6804172275897145e-08,5.321321054907457e-07
1860,8.696649622663699e-09,5.941184895164042e-07
1861,1.4147891747029462e-09,6.95604626343993e-07
1862,7.228778020618165e-09,7.057094535412034e-07
1863,1.6482248454963155e-08,5.499077815329656e-07
1864,6.233146443435089e-09,5.183101166039705e-07
1865,1.3179164426446732e-08,5.563489935411781e-07
1866,1.0704348518686402e-08,5.069968551651982e-07
1867,7.76449837758264e-09,5.299270355862973e-07
1868,1.6301584082611953e-08,5.458560963234049e-07
1869,9.278686263769487e-09,4.966539108863799e-07
1870,1.3761717099214366e-08,5.670974019267305e-07
1871,0.0,6.107176773184619e-07
1872,6.047339518033823e-09,5.110001666253083e-07
1873,8.979006871356887e-09,5.393389983510133e-07
1874,4.779687312606029e-09,4.684093539708556e-07
1875,8.010138330405425e-09,4.39985427647116e-07
1876,1.3301232115736639e-08,5.743714268646727e-07
1877,1.4843558382438005e-08,5.077733931102557e-07
1878,1.8117265465633636e-09,5.036599759478122e-07
1879,1.832797580370027e-09,4.233762354033388e-07
1880,7.701415505323439e-09,5.03800947626587e-07
1881,9.064259565150223e-09,5.612868676507787e-07
1882,2.6621540527571597e-09,4.971572593603923e-07
1883,1.7062214752172622e-08,4.65103340729911e-07
1884,3.9610181801208455e-09,4.291103152809228e-07
1885,1.2891271161663553e-08,5.62059426556516e-07
1886,5.162771099520569e-09,4.7562028271386225e-07
1887,5.223139698529167e-09,5.889090175514866e-07
1888,5.07249175996094e-09,5.154919904271082e-07
1889,1.3156786771162388e-08,4.980783501196129e-07
1890,5.898947996740844e-09,5.676098453477607e-07
1891,1.784781566982474e-08,4.7615424136893125e-07
1892,5.641661360300532e-09,4.080801545569557e-07
1893,9.23762488724833e-09,4.858990791944962e-07
1894,8.822155450616265e-09,3.9006528140816954e-07
1895,1.8055843487019274e-09,4.2250673004673445e-07
1896,5.307326134129653e-09,4.3814924310936476e-07
1897,5.826713334045053e-09,4.690504340487678e-07
1898,7.355861253444118e-09,4.6568260358981206e-07
1899,3.8693048765026106e-09,4.510503970323043e-07
1900,1.972600216504361e-08,4.3501026425474265e-07
1901,1.0059729937950124e-08,4.63306463416302e-07
1902,9.820567470342212e-09,3.957688647915347e-07
1903,1.2420506401156217e-08,4.3687782635970507e-07
1904,1.1286712897629059e-08,4.692047923526843e-07
1905,1.0321517862621477e-08,4.3247160874670953e-07
1906,8.230695236477459e-09,3.9250127770174004e-07
1907,6.1714118260169926e-09,4.875415697824792e-07
1908,2.9468334439286537e-09,5.181515234653489e-07
1909,8.251475058784763e-09,4.31827203328794e-07
1910,4.809735720812114e-09,3.981392353580304e-07
1911,6.916486494645824e-09,3.8625915976808756e-07
1912,8.335073964360618e-09,4.0477203810951323e-07
1913,1.0605979205990934e-08,3.9136062923716963e-07
1914,8.036092680185902e-09,3.9845625110501715e-07
1915,4.712304768617059e-09,4.2881973172370635e-07
1916,3.2962386153911893e-09,4.351034874616744e-07
1917,4.386569774084137e-09,4.3207711541981553e-07
1918,1.378365155346728e-08,3.5148312349519983e-07
1919,9.207848705727883e-09,3.7107628259036574e-07
1920,7.572231730534895e-09,3.263631924710353e-07
1921,1.2873671018098776e-08,3.309290548259014e-07
1922,8.115729421831475e-09,3.600432592065772e-07
1923,4.246379248229459e-09,3.5138788234689855e-07
1924,3.867487219366694e-09,3.7643542327714385e-07
1925,1.5397448649423495e-08,3.60740244786939e-07
1926,1.0031524944054127e-08,3.076334280649462e-07
1927,1.0034302277972529e-08,3.244424533477286e-07
1928,5.713020723163709e-09,2.890788550757861e-07
1929,1.2254447234738564e-08,3.0970329589763423e-07
1930,9.453243521306831e-09,3.329642197513749e-07
1931,0.0,4.1287390217803477e-07
1932,4.383814644626227e-09,3.791999745317298e-07
1933,2.2941324395731044e-09,3.074137566727586e-07
1934,5.990790086229936e-09,3.270971262736566e-07
1935,9.574627313213568e-09,2.96813453815048e-07
1936,8.487299751891442e-09,3.128176331301802e-07
1937,1.0072894518486919e-08,3.512921864512464e-07
1938,9.075650453382877e-09,3.319094901144126e-07
1939,3.058810094103137e-09,2.783517061288876e-07
1940,5.0715658339584024e-09,2.814718982335762e-07
1941,8.854508237732261e-09,2.8924725370416127e-07
1942,3.034211770724937e-09,2.8825010645050497e-07
1943,1.1612940831184915e-08,2.0903293318497163e-07
1944,6.4263723231761105e-09,2.570548929270444e-07
1945,1.089252066321933e-08,3.3113261110884196e-07
1946,1.6705325123211878e-08,2.57540420989244e-07
1947,8.344609447874518e-09,2.6106707196049683e-07
1948,1.3046265401328583e-08,2.0874024642125732e-07
1949,1.47255123650325e-08,2.7487624265631894e-07
1950,2.8715476219076663e-08,2.605663667054614e-07
1951,1.0661401539380222e-08,3.0811452234047465e-07
1952,7.381362632230548e-09,2.456939398598479e-07
1953,1.508335856215126e-08,2.811968897731276e-07
1954,3.127211556375187e-08,2.9610785645672877e-07
1955,1.3139850985055546e-08,2.571656523286947e-07
1956,1.2209598665435806e-08,2.5465732278462383e-07
1957,2.5621609722747962e-08,2.5003157588798786e-07
1958,1.8198935691771112e-08,2.3493171852351225e-07
1959,8.525822714489095e-09,2.2322153370168962e-07
1960,1.6610000486139143e-08,2.415370943253947e-07
1961,2.153929301584867e-08,2.397114826635516e-07
1962,1.2049716779927166e-08,2.8855902201030403e-07
1963,1.939815952312074e-08,2.2113901820830506e-07
1964,1.6426714211092985e-08,2.4822591626616486e-07
1965,1.91521518644322e-08,2.287314089244319e-07
1966,1.495550172592175e-08,2.459349275341083e-07
1967,1.9721342781053863e-08,2.4060037162598746e-07
1968,2.3355362088750553e-08,2.546632913436042e-07
1969,1.9075383050903838e-08,3.8832030213598046e-07
1970,2.3913370839068193e-08,3.4812347848856007e-07
1971,2.1067430466814585e-08,2.6925204110739287e-07
1972,2.3085661382538092e-08,2.441949789044884e-07
1973,1.7090931336838366e-08,2.5636398959250073e-07
1974,2.025205780853412e-08,2.413370339127141e-07
1975,2.513051278185685e-08,2.284592142132169e-07
1976,1.8283285996290033e-08,2.411108255273575e-07
1977,3.0559267116814226e-08,2.35658944802708e-07
1978,2.5544542481270582e-08,2.2930682064270513e-07
1979,2.2822696621460636e-08,2.2178979008913302e-07
1980,3.467942022439274e-08,1.9898027403542073e-07
1981,2.0241758491579276e-08,2.327802235413401e-07
1982,2.6071509395819703e-08,2.3650584068946046e-07
1983,3.2839643893112225e-08,2.2545678746155318e-07
1984,2.7835241667162336e-08,2.35439742368726e-07
1985,2.7671566371623157e-08,1.979118593453677e-07
1986,3.5367463624425e-08,2.0680974444076128e-07
1987,2.8720839040374813e-08,2.1693399787636736e-07
1988,3.8377944377998574e-08,2.386628352724074e-07
1989,2.359892548042808e-08,2.2830587909083988e-07
1990,2.9967580417178397e-08,1.9342711254921596e-07
1991,3.3996499837485317e-08,1.9049761590395065e-07
1992,3.195767561692264e-08,2.0056197058693215e-07
1993,3.10195602537533e-08,2.0938203704190528e-07
1994,3.323203756622206e-08,2.2523936138441059e-07
1995,4.5006341764519675e-08,2.120178237419168e-07
1996,3.683283722466513e-08,2.3113939562335872e-07
1997,3.7400177177460137e-08,2.028240402296433e-07
1998,4.291316457738503e-08,1.931092299400916e-07
1999,3.519054914136177e-08,1.974326835352258e-07
2000,3.35770380388567e-08,2.3724828679405618e-07
2001,4.249775287235025e-08,2.308898672254145e-07
2002,3.066855214228781e-08,2.3702408213921444e-07
2003,4.125253738607171e-08,2.3876467025729653e-07
2004,4.052407831522942e-08,2.2288243428647547e-07
2005,4.098412276221097e-08,2.283400988289941e-07
2006,2.8825230202755847e-08,2.3019003947410965e-07
2007,3.595031472514165e-08,2.296825698522298e-07
2008,4.001993403335291e-08,2.0393136423990654e-07
2009,3.051643204798893e-08,2.3602552801094134e-07
2010,2.645324137517946e-08,1.9131361739255226e-07
2011,3.059177444697525e-08,1.8852182392947725e-07
2012,2.4851045665741367e-08,2.4408493004557386e-07
2013,2.0360612751346707e-08,2.2898716167674138e-07
2014,2.3819897165822113e-08,2.36033528722146e-07
2015,2.438232904466986e-08,2.1256957438708923e-07
2016,2.0713400772365276e-08,2.3944690497046395e-07
2017,2.0628013075452145e-08,2.2942374755530182e-07
2018,2.581466773676766e-08,2.282016566823586e-07
2019,2.219359274135968e-08,2.0458921312638267e-07
