year,servant_VERB en_ADP,servant_VERB dans_ADP
1860,1.0802153935229875e-07,1.6294774241032428e-07
1861,1.4289370575681914e-07,1.6411553893647124e-07
1862,1.3870217691058784e-07,1.2334102450495266e-07
1863,1.323574583267373e-07,1.8280312819030087e-07
1864,1.0644296111195217e-07,1.1651189169015197e-07
1865,1.0213852125184886e-07,1.6473955355422731e-07
1866,1.1580158637558569e-07,1.3818340893756442e-07
1867,1.4801075742809644e-07,1.2957007200498083e-07
1868,1.0521931548268526e-07,2.5835540062857376e-07
1869,8.790334693475899e-08,1.0939082906169517e-07
1870,6.938199170747339e-08,1.2500226453937557e-07
1871,1.2532989046576404e-07,1.359510690690513e-07
1872,1.2094677970253542e-07,1.560213576112801e-07
1873,1.1373408204118363e-07,1.9334795131609184e-07
1874,1.3263632636650868e-07,1.989544834435364e-07
1875,1.1214193307296227e-07,1.6649643441724038e-07
1876,1.2998931708807504e-07,1.874264525802971e-07
1877,1.3482898453265335e-07,1.4163228456709476e-07
1878,8.33394268595633e-08,1.9928993294504593e-07
1879,9.286174673661662e-08,1.3562702050329278e-07
1880,1.1359587848147612e-07,1.257897903617078e-07
1881,1.5409241793662432e-07,1.6524842294529662e-07
1882,1.5773263029039697e-07,1.4774954593121947e-07
1883,1.4218512944808026e-07,1.459767275946433e-07
1884,9.176358872764467e-08,1.3269411169858358e-07
1885,1.0570842701174143e-07,1.2568989588013224e-07
1886,1.400401603013357e-07,1.9102253645542078e-07
1887,1.4755369509567018e-07,1.5081815579742752e-07
1888,1.572472427824323e-07,1.6802629132506297e-07
1889,1.8419501657263027e-07,1.234231913893602e-07
1890,1.5271721159892948e-07,1.291214175580535e-07
1891,1.4724448627045916e-07,1.8803949242141016e-07
1892,1.6047392348284006e-07,1.4166837636331309e-07
1893,1.5088120641770786e-07,1.453386320182659e-07
1894,1.6068925590140282e-07,1.581686390750292e-07
1895,1.5648398110634787e-07,1.5949328591169376e-07
1896,1.5921977553068345e-07,1.5273305042917684e-07
1897,1.5732126446010852e-07,1.491638649264715e-07
1898,1.5051224122597517e-07,1.4824889260633967e-07
1899,1.4869185172017296e-07,1.426115261438099e-07
1900,1.437921743896453e-07,1.8687790692695216e-07
1901,1.6151454929058673e-07,1.5872019165641404e-07
1902,3.6483410026377783e-07,1.5074571080297972e-07
1903,1.2852524866602266e-07,1.6470671493351574e-07
1904,1.7628770887512246e-07,1.3812786914257913e-07
1905,9.289366592613035e-08,1.2953504741064492e-07
1906,9.413857754436705e-08,1.3323437908496771e-07
1907,1.0542829187443203e-07,1.6251384860055396e-07
1908,1.0068347688907409e-07,1.5569104006019074e-07
1909,1.287230113611315e-07,1.182711490410604e-07
1910,1.0153886409458579e-07,1.320005258431678e-07
1911,1.1492008411551069e-07,1.574830691408735e-07
1912,1.2294234252863134e-07,1.6670147484632025e-07
1913,1.2037786789598215e-07,1.4583221585873218e-07
1914,1.4130128739298087e-07,1.7478501090906207e-07
1915,1.1898569229895628e-07,2.8745059577062193e-07
1916,8.789969285771804e-08,3.505000276682324e-07
1917,1.261138748986923e-07,2.7416060532914344e-07
1918,8.844509391536803e-08,2.492543691445803e-07
1919,6.53757222246476e-08,2.22829934060087e-07
1920,9.843901249695364e-08,1.718896545099824e-07
1921,7.19411019645122e-08,1.6962954685340037e-07
1922,8.041949683956773e-08,1.6305237737768152e-07
1923,8.386599281706708e-08,1.900254757991604e-07
1924,5.672314884463958e-08,1.6501278876646097e-07
1925,1.0448268739082778e-07,1.3637740314820235e-07
1926,9.474217610438984e-08,1.3598288717275864e-07
1927,7.2469961698296e-08,2.1072034428470943e-07
1928,9.369354136978814e-08,2.742249942677688e-07
1929,8.578112642432245e-08,2.2837832869271324e-07
1930,9.558279201460351e-08,1.5545333775790482e-07
1931,6.843213729013087e-08,1.437074956811557e-07
1932,7.342889862815838e-08,1.4685779725631676e-07
1933,7.341224117496381e-08,2.2941324573366728e-07
1934,8.387105765450542e-08,1.5935502339914365e-07
1935,8.856530264722551e-08,1.759337715512288e-07
1936,8.244806215529366e-08,1.3700926748683173e-07
1937,6.673292318737367e-08,1.4479785526155808e-07
1938,8.9459980756601e-08,1.3872780146861885e-07
1939,1.147053767525108e-07,1.7282276942864883e-07
1940,1.4453962648985907e-07,2.282204576431468e-07
1941,8.854507882460894e-08,2.066051867366525e-07
1942,1.0923162108156248e-07,1.6688164339306866e-07
1943,8.709705690002068e-08,1.5387146845569077e-07
1944,1.124615138792251e-07,2.249230277584502e-07
1945,5.2284098384092204e-08,1.7210182345905878e-07
1946,6.682130138102593e-08,1.1832938895395273e-07
1947,9.894323227399582e-08,1.263612292579097e-07
1948,8.371353743541476e-08,2.0874025263850626e-07
1949,8.73713774662832e-08,2.012486697289262e-07
1950,7.657460088239532e-08,2.531216125589708e-07
1951,7.462980988748313e-08,1.5672260644805647e-07
1952,1.0650251702770674e-07,1.5289965804576866e-07
1953,1.228216350845912e-07,1.7669076257664784e-07
1954,8.20893006903134e-08,1.2117944137024494e-07
1955,1.1825865975367833e-07,1.201357782143475e-07
1956,1.0727004329247336e-07,1.9796991290732535e-07
1957,2.2706046892695397e-07,2.924397535242207e-07
1958,1.1084805917604967e-07,1.6958099247066372e-07
1959,9.533419498275464e-08,1.480392808339559e-07
1960,9.619958518669591e-08,2.007041663976139e-07
1961,9.310533455320069e-08,2.2234109975372007e-07
1962,1.0337388617331911e-07,2.631911840689227e-07
1963,8.793832373399368e-08,1.842825185782715e-07
1964,1.210709699162038e-07,2.2936560695185904e-07
1965,6.949495434671604e-08,1.2585700415179701e-07
1966,8.087048997129642e-08,1.6506442213071182e-07
1967,8.529480272079226e-08,1.321329992087783e-07
1968,7.725235162681088e-08,1.464201513368124e-07
1969,9.446855964156953e-08,2.0165404801542053e-07
1970,7.633883783442208e-08,1.3796174372360248e-07
1971,7.86174831901576e-08,1.181831457142124e-07
1972,8.772551174374144e-08,1.7545101793636775e-07
1973,8.380069893565434e-08,1.3672745557968824e-07
1974,6.300640198464436e-08,1.490776544432748e-07
1975,1.6620407405909532e-07,1.313640449751574e-07
1976,8.855966604492949e-08,1.7140580466090682e-07
1977,9.637921882799105e-08,1.3222758443731664e-07
1978,9.326728722669486e-08,1.2712865160580122e-07
1979,9.538716483348253e-08,1.4688452565359e-07
1980,7.106438570936291e-08,1.3985471103428182e-07
1981,6.958104276089117e-08,1.3093887041293328e-07
1982,6.890327353126224e-08,1.247707903662132e-07
1983,7.515226019272347e-08,1.1809640820814593e-07
1984,8.46655252573214e-08,1.2873799004609054e-07
1985,8.963181385990282e-08,1.0767848768189481e-07
1986,8.032610854247224e-08,1.6185111123556695e-07
1987,7.271872065617302e-08,1.7293611875857096e-07
1988,7.855485462116008e-08,1.1333487032194611e-07
1989,6.530865059861668e-08,1.2951967998109382e-07
1990,5.4486510414619715e-08,1.4438924567095057e-07
1991,5.158089477763639e-08,1.1898774499030651e-07
1992,7.493523868085106e-08,1.1570882807454552e-07
1993,6.647048778063436e-08,1.5454388524460683e-07
1994,6.857404577509385e-08,1.587752929133046e-07
1995,7.374533073090106e-08,1.6809597713773883e-07
1996,7.846995764282383e-08,1.5160182176288117e-07
1997,6.664903140496392e-08,1.41449386426018e-07
1998,6.389293494279968e-08,1.1205103467304411e-07
1999,5.986963591553263e-08,1.5767194350146951e-07
2000,6.361965221302057e-08,1.603745487521735e-07
2001,7.973805393746147e-08,1.257407746813044e-07
2002,7.316639916155054e-08,1.2355044454182007e-07
2003,7.458792206094245e-08,1.3459160363993306e-07
2004,5.505989159049207e-08,1.0967930252903102e-07
2005,6.350287096168472e-08,1.3331098958069276e-07
2006,6.341550595756473e-08,1.371257289939365e-07
2007,5.991719187470324e-08,1.1304377034448976e-07
2008,5.279225212539984e-08,1.1963405777137837e-07
2009,4.815874565800016e-08,1.3398621057092441e-07
2010,5.526837942859686e-08,1.2234623802953593e-07
2011,3.9386910510863515e-08,1.0057046551104065e-07
2012,5.617016873848968e-08,1.0280843110166415e-07
2013,6.498661253573346e-08,1.0905479186362754e-07
2014,4.3308905128824904e-08,1.0437445530087075e-07
2015,4.167161567203426e-08,9.642102982709844e-08
2016,4.4533810861224765e-08,7.539677793211297e-08
2017,4.226227123815818e-08,8.502766357665337e-08
2018,3.7689413034946995e-08,8.493025416278499e-08
2019,3.418323674120316e-08,7.75500303973331e-08
