year,faisant_VERB en_ADP,faisant_VERB dans_ADP
1913,5.053749387862183e-07,2.110589940595986e-07
1914,5.605174617784314e-07,2.451008174197966e-07
1915,5.760792762821154e-07,2.8862866141565746e-07
1916,5.713480071278809e-07,2.8677277263966516e-07
1917,4.5839652962342825e-07,3.1363974106746184e-07
1918,5.639810787272381e-07,2.733757469286502e-07
1919,5.96668574104342e-07,2.79918578538485e-07
1920,5.012817556604432e-07,2.4912643281638225e-07
1921,5.005586025674802e-07,2.5671614800604203e-07
1922,4.891571405707396e-07,2.921662373145395e-07
1923,4.7028649419189605e-07,2.186885375010661e-07
1924,4.473393806492254e-07,2.681457755837613e-07
1925,5.499088955307485e-07,2.3976027696548385e-07
1926,4.5141859761343994e-07,2.41871203954247e-07
1927,4.994852687012497e-07,1.9511143123374097e-07
1928,4.101948904988717e-07,2.1823739237980533e-07
1929,5.291692821707272e-07,2.0164135605682532e-07
1930,4.159426971739322e-07,2.678418979940034e-07
1931,4.6761961414176767e-07,2.611826683818208e-07
1932,4.4714910263365937e-07,2.2686240663816193e-07
1933,4.1179677712221974e-07,1.8008939872693475e-07
1934,3.846087199832482e-07,2.2884818662305406e-07
1935,4.03331187115441e-07,1.8670523616037826e-07
1936,4.3163985141703165e-07,2.3279452099345121e-07
1937,4.469847065813326e-07,2.0775344633516823e-07
1938,4.148868590903021e-07,1.9058865896592891e-07
1939,4.007041205511541e-07,1.7435217536387881e-07
1940,3.448664642746735e-07,2.1046997544793555e-07
1941,3.6008331427694884e-07,2.095566884463551e-07
1942,4.915422902040945e-07,1.6384743162234372e-07
1943,4.0064647088833283e-07,2.177426381422265e-07
1944,3.984350733787778e-07,2.666944567408791e-07
1945,4.3787930215088977e-07,1.8952985092468566e-07
1946,3.8422246717573216e-07,2.0742445006050048e-07
1947,4.1365423530947965e-07,2.706037682820295e-07
1948,3.9247513772266984e-07,2.087402495298818e-07
1949,3.7010121012315267e-07,1.629623377352729e-07
1950,4.083978870639271e-07,1.850552964199892e-07
1951,3.976702891428374e-07,2.1216189027839505e-07
1952,3.985935865813417e-07,2.2144088296371933e-07
1953,4.0401852663407567e-07,2.047027241047772e-07
1954,4.03605743493074e-07,1.974052263875592e-07
1955,3.9982690847040203e-07,1.877121511562052e-07
1956,4.020446251473686e-07,2.093073998565842e-07
1957,3.9227566794863833e-07,2.129244087711868e-07
1958,4.1443940279606295e-07,1.7537155683200467e-07
1959,4.2086560725351774e-07,1.8446779836978067e-07
1960,3.5919125185301937e-07,1.4810582871227496e-07
1961,3.6408355530426206e-07,1.7231435300857356e-07
1962,4.1730072108947525e-07,1.7694058201955798e-07
1963,4.539169271566834e-07,1.6682416825730684e-07
1964,3.9971670728888853e-07,1.7947705888143872e-07
1965,4.000063578146751e-07,1.4993398633755817e-07
1966,4.0712200366499474e-07,1.7835820464995322e-07
1967,4.249949192569602e-07,1.7601298241132213e-07
1968,4.774375135241371e-07,1.9043603094459627e-07
1969,4.4282139644025165e-07,1.789452541700598e-07
1970,4.704495735197156e-07,1.4853882035481547e-07
1971,4.167240383878834e-07,1.7162247978319556e-07
1972,4.170809289050226e-07,1.7032087917812078e-07
1973,5.072147590823306e-07,1.3948405652719487e-07
1974,4.326064599879942e-07,1.0913608816665032e-07
1975,3.9866130663313015e-07,1.387889612125548e-07
1976,4.2280097645175374e-07,1.199840669041663e-07
1977,4.29005086566292e-07,1.2517544778489764e-07
1978,4.823760129113452e-07,1.211880599205628e-07
1979,4.137345293031558e-07,1.4571413375907838e-07
1980,4.5083244382126964e-07,1.4326579056422872e-07
1981,4.889649556361064e-07,1.4612019727522352e-07
1982,4.630796590632258e-07,1.2104629698583835e-07
1983,4.4838743917807733e-07,1.1935947119567913e-07
1984,4.917559479622469e-07,1.39176204783098e-07
1985,4.613933128894132e-07,1.2993605347233483e-07
1986,4.6876876513834986e-07,1.2648363645340055e-07
1987,4.833656106484341e-07,1.576590762386587e-07
1988,4.737277512489868e-07,1.2832624873837517e-07
1989,4.593558298182643e-07,1.256780031155813e-07
1990,4.658596628459577e-07,1.3458167202884397e-07
1991,5.275318457620415e-07,1.1547086486984881e-07
1992,5.250977057613682e-07,1.2342275002019676e-07
1993,5.190237093444239e-07,1.1853903991720927e-07
1994,5.786594519108235e-07,1.0760849900037783e-07
1995,5.579701785052293e-07,1.2525861481371692e-07
1996,5.476882751764833e-07,1.024913691693996e-07
1997,6.099105744894473e-07,1.0644665793257957e-07
1998,5.912480363079453e-07,1.0775971936993756e-07
1999,6.064657158688647e-07,1.1791118803561318e-07
2000,6.525432638682105e-07,1.13101607190913e-07
2001,6.751447099162533e-07,1.2924575409911654e-07
2002,6.878517861963473e-07,1.4151345939517057e-07
2003,6.537901819925196e-07,1.1750722639369826e-07
2004,7.210643238053649e-07,1.242151146385595e-07
2005,6.805165595480389e-07,1.1844861691479025e-07
2006,7.329844331493973e-07,1.1118302967183524e-07
2007,6.566924399820095e-07,9.786474353123964e-08
2008,6.939626837620949e-07,1.1835682034444517e-07
2009,6.484741748025158e-07,1.211120828070733e-07
2010,7.014832856810926e-07,1.2707003360645786e-07
2011,6.210130241157685e-07,1.0630641955611253e-07
2012,5.419570268117013e-07,1.1914884506802892e-07
2013,5.865529768556144e-07,1.1435412816673818e-07
2014,5.108285092703113e-07,1.0892189061806334e-07
2015,5.23111788108821e-07,1.0307075848370317e-07
2016,5.008500085779133e-07,1.1164523039397523e-07
2017,5.46893883068833e-07,8.301517273601178e-08
2018,5.356543573142858e-07,1.0222608270993305e-07
2019,5.145342392154362e-07,9.974362258358127e-08
