year,seront_VERB en_PRON,seront_VERB dans_ADP
1800,2.829747991484055e-08,2.1034461497038137e-06
1801,6.191074675143682e-08,1.4310907090475666e-06
1802,4.0281122437590966e-08,1.3270391718833707e-06
1803,2.9255089017965474e-08,1.2735714562950307e-06
1804,6.426812149129546e-08,1.3100809610477882e-06
1805,8.52863308864471e-08,1.8563991943665314e-06
1806,7.204172902675055e-08,2.0949735244357726e-06
1807,1.9928686256776018e-08,1.9700928532984108e-06
1808,4.5321478125970316e-08,1.452553419767355e-06
1809,3.840352036377226e-08,1.4593337027690723e-06
1810,1.6380887757350138e-08,1.4695996242153342e-06
1811,2.757784400841956e-08,1.975576424229075e-06
1812,2.400487453257938e-08,1.3309369251146563e-06
1813,3.738464116054274e-08,1.5902851373539306e-06
1814,2.5173417128598885e-08,1.6488588698848616e-06
1815,1.6183340889597275e-08,1.2218422398291295e-06
1816,2.0858434979231788e-08,1.5458417692570947e-06
1817,2.1796227045456362e-08,1.3809467418468557e-06
1818,4.410835785506606e-08,1.6701569620636292e-06
1819,6.624672010957511e-08,1.7079232748073991e-06
1820,1.542642635854463e-08,1.2792066854672157e-06
1821,5.325203744632745e-08,1.3342593092602328e-06
1822,4.0102463572111446e-08,1.3865426353731891e-06
1823,7.313188632451784e-08,1.1236614909648779e-06
1824,5.052667617633233e-08,9.423225151294901e-07
1825,7.484626252107773e-08,1.039922835843754e-06
1826,9.600702810530493e-08,1.734292141009064e-06
1827,5.530363722527909e-08,1.647126737225335e-06
1828,7.979902250099258e-08,1.0052841616925434e-06
1829,2.743416338546467e-08,1.1136555713164853e-06
1830,4.5922078584226256e-08,1.159532416750153e-06
1831,6.548306430431694e-08,1.2847153811890166e-06
1832,2.570694235259907e-08,9.403328817825241e-07
1833,3.938433579264711e-08,9.440657322556945e-07
1834,5.974099792638299e-08,1.5392641898870352e-06
1835,4.235329242874286e-08,1.1715222854036256e-06
1836,4.5701099793404865e-08,1.374393377773231e-06
1837,3.75726116885744e-08,1.1974530025327113e-06
1838,8.77390533560174e-08,1.229609097208595e-06
1839,5.872839281551023e-08,1.3402658396444167e-06
1840,6.369688776430849e-08,1.1503657333378214e-06
1841,1.8619591202195807e-08,1.2064210750395432e-06
1842,4.628702754416736e-08,1.0887514463320258e-06
1843,3.9576303123567413e-08,1.1754752904380439e-06
1844,5.598332464273881e-08,9.802570275496691e-07
1845,5.5802278353667134e-08,1.0027669077317114e-06
1846,3.688335681317767e-08,1.1539221986822668e-06
1847,3.074137566727586e-08,1.436754814676533e-06
1848,3.218088551193432e-08,1.0466833373357076e-06
1849,1.5920887719289567e-08,8.479967732455407e-07
1850,6.042206734946376e-08,9.701475391921122e-07
1851,4.70809027319774e-08,9.003416607811232e-07
1852,4.8829090104618444e-08,1.0280151627739542e-06
1853,5.1955808544335014e-08,9.089280297303048e-07
1854,3.3771819119010615e-08,1.005361127681681e-06
1855,4.776243400783642e-08,8.931575052884e-07
1856,6.833889898416601e-08,1.106365289160749e-06
1857,4.637433548282388e-08,7.659087941647158e-07
1858,6.949019848434546e-08,9.209898053086363e-07
1859,5.550468884507609e-08,7.755380124763178e-07
1860,4.439868561689764e-08,8.687495096637576e-07
1861,4.291527133659656e-08,9.262152502742538e-07
1862,3.7951085829490694e-08,9.112778229791729e-07
1863,2.7470415275843152e-08,9.025279723573476e-07
1864,5.897515364949868e-08,9.71891381595924e-07
1865,4.5185707620021276e-08,9.4325162081077e-07
1866,2.3354942868536455e-08,8.636462780486909e-07
1867,5.143980175148499e-08,8.031403240238433e-07
1868,3.1615194018286275e-08,9.459859029448126e-07
1869,3.4672986259920435e-08,7.505968824261799e-07
1870,3.1537268796455464e-08,8.021934263524599e-07
1871,2.3366590440332402e-08,8.974894853963633e-07
1872,3.3260366905096816e-08,8.030866638364387e-07
1873,2.7535620006347017e-08,8.362448511434195e-07
1874,7.52800772829687e-08,8.460046387881448e-07
1875,1.830888685105947e-08,8.485024522997264e-07
1876,2.9625471853478302e-08,6.674800374639744e-07
1877,3.710889728836264e-08,7.706280484853778e-07
1878,3.8650167510922984e-08,6.534293675031222e-07
1879,3.5434087664043545e-08,8.314791557495482e-07
1880,4.685027832351807e-08,8.30469332413486e-07
1881,6.763332294212887e-08,7.634895951014187e-07
1882,2.3959387362992857e-08,6.262717420213448e-07
1883,2.274962085380139e-08,6.25614575255895e-07
1884,2.5746619058963915e-08,6.515874702017754e-07
1885,3.0294486919046903e-08,7.689643553021597e-07
1886,2.0005737511041843e-08,7.59572685637977e-07
1887,5.6801642500659e-08,8.716114621165616e-07
1888,3.106901047544852e-08,6.87322653902811e-07
1889,4.2602930960811136e-08,7.167316198319895e-07
1890,2.8839300725280737e-08,6.436407602450345e-07
1891,3.250852387282066e-08,7.183746220107423e-07
1892,5.829716442917743e-08,6.788798714296718e-07
1893,3.387129154930335e-08,7.507109671678336e-07
1894,4.285046628638156e-08,7.656370257791423e-07
1895,3.49079627426363e-08,7.059834956635314e-07
1896,2.1229304536518612e-08,7.347697987825086e-07
1897,2.5637540090883704e-08,7.586381229884864e-07
1898,4.187182511827814e-08,6.484474965873233e-07
1899,3.15071986278781e-08,7.158213861657714e-07
1900,2.1283318218934255e-08,6.161779992908123e-07
1901,2.235495522029396e-08,6.795906415391073e-07
1902,2.5042448115186744e-08,7.601119591527095e-07
1903,3.94216073118514e-08,6.912281946824805e-07
1904,3.2247751136083025e-08,6.788151836190082e-07
1905,3.715746643706552e-08,7.813389402144821e-07
1906,4.83553357355504e-08,7.212146897472849e-07
1907,4.4742737514980035e-08,5.939984362157702e-07
1908,5.35341406759926e-08,6.591084229512489e-07
1909,3.960708028216686e-08,7.085266702233639e-07
1910,2.1911017000775246e-08,6.893954491715704e-07
1911,2.128149745317387e-08,6.325925028249912e-07
1912,3.1777467768279166e-08,6.615965162382054e-07
1913,2.1742257771961704e-08,6.124952847130771e-07
1914,1.4063162190325329e-08,6.020372325110657e-07
1915,3.180805663305364e-08,7.186264951997146e-07
1916,4.8344833913915863e-08,7.075925623212242e-07
1917,2.8512703309502285e-08,8.137087093018636e-07
1918,4.3648228142956214e-08,7.44317162570951e-07
1919,2.3940405213807026e-08,7.27420001567225e-07
1920,2.1202248845497706e-08,6.413680466721416e-07
1921,3.559191341651058e-08,5.391796094045276e-07
1922,2.1396012073182646e-08,5.673632585967425e-07
1923,1.5923921736771263e-08,5.424749360827263e-07
1924,3.0939897754933554e-08,5.904364002162765e-07
1925,1.9796720707176974e-08,5.345114573174214e-07
1926,2.5636119005412183e-08,5.116077659295115e-07
1927,6.466550672712401e-08,5.418523301159439e-07
1928,3.5420729460611255e-08,4.810363520846295e-07
1929,2.6736975300423182e-08,5.180289122108661e-07
1930,3.151081173768944e-08,5.1782762966468e-07
1931,2.9653927313688655e-08,5.725489131691575e-07
1932,1.6439305028370654e-08,4.964670097251656e-07
1933,4.244144946596862e-08,4.760324827657314e-07
1934,3.5944740517379614e-08,5.271895133773796e-07
1935,1.3165112555668657e-08,4.4761381445823645e-07
1936,2.182448710641438e-08,5.710740538233949e-07
1937,3.777335422228134e-08,5.892643457627855e-07
1938,3.1116513810047763e-08,4.680442486915126e-07
1939,2.141167065872196e-08,4.419980541570112e-07
1940,3.803674530900025e-08,4.3615466438495787e-07
1941,4.427253941230447e-08,4.7224040145010804e-07
1942,4.247896612241675e-08,4.369264843262499e-07
1943,1.1612940831184915e-08,4.964531967743824e-07
1944,4.4984606262232774e-08,4.3699333218683023e-07
1945,3.267756198965799e-08,5.184839437788469e-07
1946,2.3665876369705074e-08,5.568441565628746e-07
1947,1.6689218895749036e-08,5.292866944728303e-07
1948,2.6092530802657166e-08,5.240249834059796e-07
1949,2.0615717133409817e-08,5.114661121297104e-07
1950,3.616023036556726e-08,4.956078214490844e-07
1951,1.9190522948520083e-08,4.531095783022465e-07
1952,1.8980646387944944e-08,4.829520321436576e-07
1953,3.124409886368085e-08,4.169471310433437e-07
1954,1.3681550115052232e-08,3.86992439871392e-07
1955,1.6894095011821264e-08,4.401850048907363e-07
1956,3.575668117150599e-08,4.456503290839464e-07
1957,2.297109880089465e-08,3.701880757489562e-07
1958,2.8952852559882558e-08,4.698634370470245e-07
1959,3.332821663093455e-08,4.968229632140719e-07
1960,3.8756667208872386e-08,4.595433438225882e-07
1961,3.335116360858592e-08,4.988778528058901e-07
1962,4.249110929777089e-08,4.7628091692786256e-07
1963,2.0044765847160306e-08,4.183536361779261e-07
1964,2.7377858202726202e-08,4.775915272148268e-07
1965,2.954903344232207e-08,4.645764875021996e-07
1966,2.547974453648294e-08,5.046097157901386e-07
1967,3.894965061590483e-08,5.245877332527016e-07
1968,2.8745061442236874e-08,4.38811326830546e-07
1969,4.6325929758950224e-08,8.279624239548866e-07
1970,3.9089162129357646e-08,5.302329668666061e-07
1971,2.980270608077262e-08,4.994522555534786e-07
1972,3.026786643545165e-08,4.817208036911325e-07
1973,3.748978727458052e-08,4.482234601255186e-07
1974,4.500457251310763e-08,4.309187886519794e-07
1975,4.683413834527528e-08,4.814777980755025e-07
1976,3.9994688449951354e-08,4.5708213747275295e-07
1977,3.702372453062708e-08,3.8434151861110877e-07
1978,4.455443658457625e-08,4.3128693505423144e-07
1979,3.920822067016161e-08,4.558687294320407e-07
1980,3.411090432337005e-08,4.144474985423585e-07
1981,2.84649726012276e-08,4.17486262449529e-07
1982,4.6556266397601576e-08,4.177649088887847e-07
1983,4.925946583966834e-08,3.62499150696749e-07
1984,4.233276129639307e-08,3.525797183101531e-07
1985,3.849957153079231e-08,4.0845640114639536e-07
1986,3.2370220282018636e-08,4.016305297227518e-07
1987,2.8720839040374813e-08,3.9598091916559497e-07
1988,4.797243136067664e-08,3.627914963999501e-07
1989,3.951447880012893e-08,4.675880234117358e-07
1990,4.5223803368799054e-08,3.721428640801605e-07
1991,4.5133283776976896e-08,4.0737182871453115e-07
1992,3.581463658974826e-08,3.4492251188567025e-07
1993,3.268132431344384e-08,3.8996020634840534e-07
1994,3.797947201178431e-08,4.056418561049213e-07
1995,3.741491028108612e-08,4.1752872448341805e-07
1996,4.003569031851839e-08,3.464421922672045e-07
1997,4.171558032339817e-08,4.003736933100299e-07
1998,3.719140906355278e-08,3.986156116297934e-07
1999,3.4733528053720875e-08,3.6607312381420343e-07
2000,2.87172046142814e-08,4.338506869316916e-07
2001,2.6725391677473453e-08,4.1796761252044234e-07
2002,3.198291764761052e-08,3.443639968736534e-07
2003,3.958576755280774e-08,3.600221418764704e-07
2004,3.4357370282123156e-08,3.7705012800870463e-07
2005,2.7022498017004182e-08,3.9362771531159524e-07
2006,2.594270576139479e-08,3.825519740985328e-07
2007,2.676301313897511e-08,3.4552246575003664e-07
2008,2.6396126173722223e-08,3.2526838822377613e-07
2009,2.4794601927169424e-08,4.081572910763498e-07
2010,2.9287516412068726e-08,3.5617398452814086e-07
2011,2.4091024286576612e-08,3.6480693665907893e-07
2012,2.0765941854961056e-08,4.166805354088865e-07
2013,1.7292574483462886e-08,3.7485841630768846e-07
2014,2.1221362445089653e-08,3.451719692293409e-07
2015,1.8619234154471087e-08,3.717196932484512e-07
2016,2.195620396605591e-08,4.06811182074307e-07
2017,1.911864622172743e-08,7.000946311563894e-07
2018,1.3423626654684995e-08,3.4823986538867757e-07
2019,1.811201322254874e-08,3.60454578185454e-07
