year,sautant_VERB en_ADP,sautant_VERB dans_ADP
1868,3.853101837592021e-08,3.556709482488429e-08
1869,3.613804200330861e-08,6.446245492952585e-08
1870,1.0321287380321564e-08,4.7019200533071626e-08
1871,9.559059321873065e-09,2.973929724703339e-08
1872,2.1165687758006868e-08,3.507456725060365e-08
1873,4.0704829895599204e-08,3.232442241651867e-08
1874,2.1508592240593316e-08,4.540703102406951e-08
1875,2.4030413214859436e-08,5.549881265665135e-08
1876,5.078652365320124e-08,4.7158916771650183e-08
1877,2.6594708657512456e-08,5.937423352975202e-08
1878,2.536417298415472e-08,4.650098262004576e-08
1879,1.9549840857280287e-08,4.643087381239752e-08
1880,3.0805662465382966e-08,5.904418642899145e-08
1881,3.137628490357258e-08,5.717456375009533e-08
1882,4.725323421439498e-08,5.92329274518022e-08
1883,4.802697617378726e-08,4.676310894069502e-08
1884,3.1688145440966764e-08,7.525934364593923e-08
1885,2.0626034324955356e-08,6.89682995713703e-08
1886,3.872078280231506e-08,4.969167022306209e-08
1887,7.18181687453523e-08,6.333056701279816e-08
1888,4.56524276160053e-08,4.7554610915767626e-08
1889,3.00726554769426e-08,3.821733274289585e-08
1890,2.294035211791723e-08,6.030035448745252e-08
1891,2.358461470564066e-08,2.7409146952095398e-08
1892,2.3820346362057876e-08,5.390920776449093e-08
1893,2.4633665829387752e-08,4.126139085958158e-08
1894,3.4028310835765296e-08,5.482339093809685e-08
1895,2.768562623600701e-08,4.694519351033932e-08
1896,4.0689499769541726e-08,4.599682490447066e-08
1897,2.563753909168298e-08,4.4865694825979574e-08
1898,2.093591344731749e-08,4.356933214211267e-08
1899,2.9296165493519766e-08,5.638129962903804e-08
1900,2.1802422311978376e-08,3.893289712841863e-08
1901,2.1237207603608255e-08,3.409130755471779e-08
1902,1.0311596021495006e-08,4.6647695484125506e-08
1903,2.1600881083827517e-08,2.700110068865058e-08
1904,3.332267528577404e-08,3.6009987880447625e-08
1905,1.6514428602398823e-08,3.8189616635708745e-08
1906,2.0576737980171345e-08,4.115347679300996e-08
1907,1.902852098112362e-08,4.628559180375191e-08
1908,3.5362000438965424e-08,4.4202501214840595e-08
1909,1.9253442173905455e-08,3.5206294768386215e-08
1910,2.24454335118196e-08,4.4890864359103944e-08
1911,2.979409430281521e-08,3.298631845449762e-08
1912,2.3963337536514473e-08,4.428008071322154e-08
1913,1.378777320093505e-08,4.9848104310967756e-08
1914,1.1384464315700171e-08,4.018046190212843e-08
1915,2.238344798399794e-08,5.301343009023185e-08
1916,1.8678685265172135e-08,4.1752354462687435e-08
1917,3.5092558192673096e-08,4.934891073560266e-08
1918,1.722956355365568e-08,7.006689450861359e-08
1919,3.038589962978122e-08,4.2356101848106675e-08
1920,3.180337371233577e-08,4.46761680983343e-08
1921,1.9689142760626055e-08,3.862101316531863e-08
1922,1.623145839957374e-08,5.090775356819677e-08
1923,2.3355086309351236e-08,5.732612029518691e-08
1924,3.9964035636330664e-08,3.867487285980076e-08
1925,2.1996356736053713e-08,4.179307633300766e-08
1926,1.6719207018844884e-08,4.7928395474627905e-08
1927,5.0171511389862644e-08,5.4631203671995365e-08
1928,2.9707706294956893e-08,5.484499610020066e-08
1929,3.0079096546842266e-08,5.23599084090165e-08
1930,1.1553964007759987e-08,5.146765913455198e-08
1931,1.2545892325022123e-08,4.334035530462188e-08
1932,2.301502632917618e-08,5.370172795338135e-08
1933,2.2941325283909464e-08,4.01473165823063e-08
1934,2.036868629318178e-08,3.354842448288764e-08
1935,8.377798899061872e-09,4.547948062594287e-08
1936,2.7886843056990074e-08,3.03117859701274e-08
1937,2.0145788925951535e-08,3.52551301485704e-08
1938,2.7226949583791793e-08,4.7971293382076396e-08
1939,2.5999884911698246e-08,3.5176317858542916e-08
1940,2.282204625281281e-08,2.5357829613881222e-08
1941,5.017554371988808e-08,5.312704587367989e-08
1942,3.034211770724937e-08,4.551317789314169e-08
1943,2.9032352077962287e-09,6.096794180621146e-08
1944,1.927911696952833e-08,6.105053529381621e-08
1945,2.178504132643866e-08,5.664110380720899e-08
1946,2.227376771912759e-08,5.4292308426795444e-08
1947,1.907339353124371e-08,5.48360079566379e-08
1948,3.9138795093762724e-08,5.870819519415704e-08
1949,3.4359527556482305e-08,4.613993886959378e-08
1950,2.339779503479633e-08,4.785912754989852e-08
1951,2.9851925376078725e-08,3.944718607318265e-08
1952,3.901577316778315e-08,7.381362965297456e-08
1953,3.7708397404578875e-08,3.3398865895151175e-08
1954,1.8567818838022276e-08,5.57034551817992e-08
1955,2.627970197011109e-08,5.255940571657902e-08
1956,2.703553825256222e-08,4.27335944408469e-08
1957,3.180613461495341e-08,4.1524676142046246e-08
1958,1.6544487224656734e-08,4.963345967556876e-08
1959,2.8677767716089875e-08,3.797866554577922e-08
1960,2.4915000340630655e-08,3.875666820807311e-08
1961,2.848745284111942e-08,5.975416961234714e-08
1962,2.8538803764632803e-08,4.94672605100277e-08
1963,2.2631185814248056e-08,6.013429554307947e-08
1964,2.251068303982251e-08,6.144808173402794e-08
1965,1.9152151253809535e-08,3.939871362490521e-08
1966,2.8803188056869544e-08,5.0405579710144366e-08
1967,2.7609878383572095e-08,5.324762319958154e-08
1968,3.054162833748819e-08,5.120214185971861e-08
1969,2.452549219267297e-08,5.404691783006399e-08
1970,2.069426266460006e-08,4.782674034586876e-08
1971,2.6719666923469276e-08,3.494110289992136e-08
1972,3.231992518060167e-08,6.310080635785198e-08
1973,2.7566018800939673e-08,5.1272793788470494e-08
1974,2.8690415487808707e-08,3.487854383088518e-08
1975,1.9419032604162112e-08,3.826691807873317e-08
1976,2.342546046030236e-08,4.799362501861637e-08
1977,2.3507127355770763e-08,3.7023727028628883e-08
1978,1.9009892548993435e-08,3.980196205954911e-08
1979,2.691907718954667e-08,5.266776104129178e-08
1980,2.330911752501663e-08,4.207011461421217e-08
1981,1.5813873543990553e-08,5.0604397339171214e-08
1982,1.924325676583294e-08,3.848651486393351e-08
1983,2.399820020482224e-08,5.99955025659682e-08
1984,2.5515638157891374e-08,4.5232266820960376e-08
1985,2.6468455871508922e-08,5.2335353606380863e-08
1986,3.596691300344901e-08,4.316029422746226e-08
1987,2.383218494772521e-08,3.910922785621551e-08
1988,2.3986215458293714e-08,4.497415395654514e-08
1989,1.317149311841348e-08,5.1588349370135234e-08
1990,3.1057309834992e-08,4.576866663441592e-08
1991,2.4032006606944378e-08,4.7477868303502646e-08
1992,3.195767628305646e-08,3.6365632061219344e-08
1993,2.6588196533339215e-08,4.431365963064593e-08
1994,3.217705191183029e-08,4.852932611321137e-08
1995,2.22320488130201e-08,4.012613774584395e-08
1996,1.921713232988509e-08,4.85766395996734e-08
1997,1.4864173336626152e-08,3.740017606723711e-08
1998,1.4781200263769279e-08,5.531029756422612e-08
1999,1.3710603319339043e-08,4.478797288598457e-08
2000,2.8717205280415214e-08,5.3458182214249916e-08
2001,2.5849149654089132e-08,4.9945813707097386e-08
2002,2.1467985944489953e-08,5.651775558668248e-08
2003,2.5001536840818517e-08,5.875361441809446e-08
2004,2.73097054415139e-08,5.1536057199541574e-08
2005,2.4320248370734987e-08,4.593824587395545e-08
2006,2.5942706427528606e-08,6.30037166882147e-08
2007,3.355362832024866e-08,6.471056801515829e-08
2008,2.3415917427271893e-08,9.068346651375236e-08
2009,3.7668721253325543e-08,8.39201854674343e-08
2010,3.8262722323878506e-08,9.116920729468347e-08
2011,4.7034855787941865e-08,1.1739593697157602e-07
2012,5.855314766378683e-08,1.3821266264812948e-07
2013,7.168051041617218e-08,1.6929988966296605e-07
2014,6.886115677673388e-08,1.5937675890143055e-07
2015,7.181704342329454e-08,1.8530569922958762e-07
2016,7.7882382765182e-08,1.8869907503216155e-07
2017,5.836218197607934e-08,2.040160724803286e-07
2018,7.073218988296048e-08,2.0574289560926218e-07
2019,7.244805111383812e-08,2.0535451472625255e-07
