year,commandant_VERB en_ADP,commandant_VERB dans_ADP
1957,1.3782658925265423e-07,1.1485549233913872e-08
1958,1.6461764928976663e-07,1.4890038535497752e-08
1959,1.6509092404248804e-07,3.5653441532446095e-08
1960,1.7302082966352827e-07,2.7683333458927706e-08
1961,1.6189211038408757e-07,4.238377326881704e-08
1962,1.5981730072667233e-07,1.3952304200870458e-08
1963,1.8428251280511176e-07,2.7804029745226444e-08
1964,1.4540684389885428e-07,2.7986255035639118e-08
1965,1.4993398878004882e-07,3.064344272774022e-08
1966,1.8445118499244018e-07,3.1572724878969893e-08
1967,1.7798511464661715e-07,2.7609879604817422e-08
1968,2.60502119431294e-07,4.1770166658849917e-08
1969,2.956684284072253e-07,9.94644974994241e-08
1970,2.055630083930282e-07,3.265094794535628e-08
1971,1.3668137022193605e-07,3.031654594032318e-08
1972,1.6878183117796652e-07,3.1293896363138174e-08
1973,1.4940782122607743e-07,4.906751427391498e-08
1974,1.8451874694846992e-07,2.5315072704756858e-08
1975,1.5649455775701426e-07,3.0270844497692906e-08
1976,1.554079318566437e-07,3.9423333708654695e-08
1977,1.4398115766312003e-07,4.3488184442441735e-08
1978,1.6455437901186087e-07,5.168314531900364e-08
1979,1.480549300936218e-07,3.9208221447317726e-08
1980,1.2905291768561256e-07,4.434417549825653e-08
1981,1.638317321805971e-07,2.593475367795861e-08
1982,3.457578756638213e-07,2.669225906970496e-08
1983,1.5030451905317932e-07,2.589279668452349e-08
1984,1.3801640363908518e-07,3.073474452719438e-08
1985,1.6061540009104647e-07,2.6468455871508922e-08
1986,1.156935702795181e-07,2.697518408645294e-08
1987,1.6193664720276502e-07,2.8109757022054538e-08
1988,1.2952556360801282e-07,2.3386560021876335e-08
1989,2.008652728591187e-07,2.7989423778684852e-08
1990,2.2284982037490408e-07,3.160217648678909e-08
1991,1.5650112317189269e-07,2.6376594242094598e-08
1992,1.344426365790241e-07,3.2508670533282213e-08
1993,1.7282327036127754e-07,2.7142116554301765e-08
1994,1.5772030792504665e-07,2.7957110293463927e-08
1995,1.2742759381012547e-07,2.7654499801244015e-08
1996,1.644132368028295e-07,3.20285515886809e-08
1997,1.8028803339120714e-07,2.637191998111632e-08
1998,1.802352826985043e-07,2.7178336026167926e-08
1999,1.5767193772830979e-07,3.29054498371395e-08
2000,1.833483054269891e-07,3.180982777184482e-08
2001,1.5772362615962265e-07,2.935411869131599e-08
2002,3.1588606930199603e-07,2.8039817578928705e-08
2003,1.675103007414691e-07,4.2085921969636786e-08
2004,1.7266781782154794e-07,3.5678808713024424e-08
2005,1.5582973134087297e-07,3.783149482572412e-08
2006,2.058944943428287e-07,3.500206524620353e-08
2007,1.537874538826145e-07,2.636356521978911e-08
2008,1.4901038980497106e-07,2.5118893798303787e-08
2009,1.5496625849209522e-07,2.6701877597901102e-08
2010,1.2376337465980214e-07,3.873510134866365e-08
2011,1.3689819766682376e-07,2.5620612270627063e-08
2012,1.1846799097270377e-07,3.268082759966262e-08
2013,1.1435412616833673e-07,4.183687707381978e-08
2014,1.2624545320250036e-07,3.053277719544667e-08
2015,1.0262744254418976e-07,2.6598904773189602e-08
2016,1.0087426360883e-07,3.666271974900326e-08
2017,8.779483451348824e-08,2.264050280587071e-08
2018,6.324593471163098e-08,2.813798660739053e-08
2019,6.811137431839143e-08,2.4744581217372996e-08
