year,commandant_VERB en_ADP,commandant_VERB dans_ADP
1800,1.9493820069271806e-07,1.9179402954705438e-07
1801,1.3096504503096185e-07,2.1192525423430197e-07
1802,1.656001700212073e-07,3.1329761895904085e-07
1803,1.1116933329446965e-07,2.652461432717246e-07
1804,1.952762218593307e-07,1.656140113936999e-07
1805,1.8194416906425204e-07,2.615447369791468e-07
1806,3.1122027266405894e-07,2.7664023605211696e-07
1807,1.5658252827677188e-07,1.992868590150465e-07
1808,2.0847881421204306e-07,2.198091775262867e-07
1809,1.5587310198128534e-07,2.4623432182124816e-07
1810,5.3822916346035754e-08,1.3104709584155216e-07
1811,1.8803076429207977e-07,1.9805906958936248e-07
1812,9.868670769463961e-08,1.4402924497503022e-07
1813,1.6391726820330632e-07,2.2718359549145362e-07
1814,2.3600078158381166e-07,1.730672454236526e-07
1815,3.1287793333945046e-07,1.591361922237411e-07
1816,2.804300667236248e-07,3.5922860774917353e-07
1817,2.8802158702490033e-07,1.5724421453811033e-07
1818,2.4676836929415913e-07,1.9193095113223535e-07
1819,1.8735400697522664e-07,1.863189004192023e-07
1820,2.112233694617771e-07,1.768105697408373e-07
1821,1.3214394201099822e-07,1.5285306798062948e-07
1822,3.679400890632678e-07,2.3760709666476032e-07
1823,3.6862422803096706e-07,2.7869178031991737e-07
1824,4.016870747136636e-07,2.1558047968994742e-07
1825,2.1837498209720252e-07,1.223956587192987e-07
1826,1.770404889356314e-07,2.078684343542747e-07
1827,2.47022923005602e-07,1.9448446531011854e-07
1828,1.8252879385727283e-07,9.539193257523948e-08
1829,1.6803424429667757e-07,1.6717693152035196e-07
1830,2.0769303743506384e-07,7.514521493945381e-08
1831,2.556957809929372e-07,7.327867024287116e-08
1832,1.7724260548135362e-07,8.659180672498934e-08
1833,1.9692167896323554e-07,6.370995464521911e-08
1834,2.1656111215406781e-07,1.465521370924705e-07
1835,1.6865685381617368e-07,1.4974913398191347e-07
1836,1.5390517660307523e-07,1.471844259803845e-07
1837,1.941251550618972e-07,1.405494004513841e-07
1838,1.7674053154337344e-07,1.224559378343315e-07
1839,1.8807068080661793e-07,1.2514740443947403e-07
1840,1.9746034141121527e-07,1.1401742483485577e-07
1841,1.6500809341124523e-07,1.0979137954336693e-07
1842,2.401558845122054e-07,1.0599058697380315e-07
1843,1.2050098252558428e-07,9.923610377882142e-08
1844,1.564239973106396e-07,9.989181581904205e-08
1845,1.6796486335124428e-07,1.4731802044920528e-07
1846,1.1065007221588985e-07,8.137756979387234e-08
1847,2.006279231636654e-07,9.707802473002403e-08
1848,1.4964112793336426e-07,1.2550546557577036e-07
1849,1.3909828666669455e-07,8.379414850878675e-08
1850,1.7922949879789485e-07,1.1337623639917638e-07
1851,2.9667419454426636e-07,9.674157941397254e-08
1852,1.6471680019947144e-07,9.830923874964981e-08
1853,1.8035234461422078e-07,5.1358613362140204e-08
1854,2.1977660225047657e-07,1.1326548587931029e-07
1855,1.9635666603790014e-07,9.552486801567284e-08
1856,1.9414459018207708e-07,8.645906035553708e-08
1857,1.8354473851900366e-07,1.3033628687431076e-07
1858,2.353858121750818e-07,9.93416200412156e-08
1859,2.255832782793732e-07,1.6244032741141723e-07
1860,3.2177603515037845e-07,1.7576385680229123e-07
1861,2.0184325322247787e-07,1.0045003051573076e-07
1862,1.3960577582849965e-07,1.3237700360879678e-07
1863,3.076686532210715e-07,1.1737358873720183e-07
1864,1.706923171695962e-07,9.205877504747662e-08
1865,1.5108970430333102e-07,4.895118155268108e-08
1866,2.452268930142054e-07,7.687668746036991e-08
1867,1.4849603502398168e-07,6.163070587206221e-08
1868,2.1093262603244511e-07,9.336362116751928e-08
1869,1.596910710333077e-07,5.225365329319942e-08
1870,2.2420130108002922e-07,6.42213433543759e-08
1871,3.982941336744261e-07,9.346636176132961e-08
1872,2.6910660011481013e-07,7.014913783187637e-08
1873,2.2387656173350479e-07,7.183205186223063e-08
1874,2.198656190444126e-07,8.424198938428162e-08
1875,1.899547008576974e-07,6.465325697035951e-08
1876,1.9589088395832732e-07,6.469236013550983e-08
1877,1.7812270058925606e-07,6.184816214727107e-08
1878,2.017055606984286e-07,1.0024886876180972e-07
1879,1.4112541180111293e-07,6.842444200128028e-08
1880,2.8623594516830053e-07,5.968597349692573e-08
1881,2.0638622544311147e-07,8.088108671699956e-08
1882,2.535701710826288e-07,8.585446664710616e-08
1883,1.7883728631318263e-07,9.036654713412418e-08
1884,2.620873686964842e-07,1.267525835402239e-07
1885,2.1335054611881787e-07,1.3664747383623776e-07
1886,2.7233617316824166e-07,6.776136785013875e-08
1887,1.834627845198611e-07,7.116528166761782e-08
1888,2.1811714390196357e-07,9.320703497905924e-08
1889,2.0737602568488e-07,1.1527851739856487e-07
1890,2.071186173679962e-07,6.816561892719619e-08
1891,2.0461246208469674e-07,4.334469616562586e-08
1892,2.2378588937499444e-07,9.340083173547953e-08
1893,2.2909309294050217e-07,1.0222971275064552e-07
1894,4.795471397756046e-07,9.767386188741511e-08
1895,3.0514376447854374e-07,8.125129369318529e-08
1896,2.5062373509854297e-07,1.4919483681818946e-07
1897,2.8609164282045185e-07,8.565269171700862e-08
1898,2.2972921698283244e-07,8.713866606058218e-08
1899,2.6255996488089295e-07,8.346643198819947e-08
1900,2.284063338464648e-07,7.838490145850585e-08
1901,2.4311014001909825e-07,9.780293197536594e-08
1902,3.7121746743196127e-07,1.0655315990648617e-07
1903,2.0466834982357796e-07,8.262337303222012e-08
1904,2.155224727573568e-07,6.825774079288749e-08
1905,1.9198024148181503e-07,5.883265430384199e-08
1906,1.6564273508379301e-07,6.94464927231131e-08
1907,1.7485666958805268e-07,9.925688004841504e-08
1908,1.9989354171912055e-07,9.921006238755581e-08
1909,1.7823186482246456e-07,8.526524197804974e-08
1910,2.308673110462678e-07,6.038890087989301e-08
1911,3.6497765520948633e-07,7.767746423859023e-08
1912,2.6724330837168964e-07,1.010627747599635e-07
1913,1.5643819750721377e-07,7.636305021652134e-08
1914,2.1898352287053058e-07,6.094036830717187e-08
1915,5.47805434791826e-07,1.3547875665764764e-07
1916,3.450062990850711e-07,7.581348882013117e-08
1917,4.419469057381775e-07,5.812205117194935e-08
1918,3.2276718542334493e-07,6.087779791386083e-08
1919,4.2264024102678377e-07,6.261336693569319e-08
1920,2.3625362643997505e-07,6.13350792377787e-08
1921,1.4236765366604232e-07,3.937828552125211e-08
1922,2.1396012783725382e-07,3.3938504784281065e-08
1923,1.5923922802585366e-07,5.8387715107244276e-08
1924,1.5727782098906573e-07,5.414482373566898e-08
1925,3.0354971158885746e-07,3.519416935660047e-08
1926,1.6496284160893993e-07,5.9074533709235766e-08
1927,2.2632926999222036e-07,4.3481975353643065e-08
1928,1.3025687017886867e-07,4.2276352973935616e-08
1929,1.648780134644312e-07,5.904415334434532e-08
1930,1.722591029817977e-07,4.096405403775094e-08
1931,1.7222088288804116e-07,3.877821175279905e-08
1932,2.871398692150251e-07,5.041386685888938e-08
1933,2.649722929959353e-07,7.341224117496381e-08
1934,9.920748169633953e-07,6.350237313768048e-08
1935,1.3883209959431042e-07,3.8298510141032693e-08
1936,1.5519634999350274e-07,3.516167268458048e-08
1937,1.989396647417152e-07,3.651424407280501e-08
1938,1.1668693034039279e-07,3.24130358109187e-08
1939,1.9423443475830027e-07,2.5999884911698246e-08
1940,2.4089937866733635e-07,3.803674530900025e-08
1941,3.276167959143095e-07,4.132103725851266e-08
1942,1.5777900941316148e-07,3.944475324146879e-08
1943,2.3225882017641197e-07,3.774205836748479e-08
1944,2.538417049890995e-07,3.534504777746861e-08
1945,2.65777487129526e-07,3.7034568745042407e-08
1946,1.9071912404911018e-07,2.9234318077442367e-08
1947,2.7060377050247553e-07,3.457052599742383e-08
1948,1.5003205433572475e-07,1.5220643190261285e-08
1949,2.4248010532801345e-07,1.4725512142987895e-08
1950,1.4783152124664412e-07,2.8715476219076663e-08
1951,1.428627847133157e-07,4.051332780363737e-08
1952,1.4551829252695825e-07,1.5817205323287453e-08
1953,2.0147057711028538e-07,5.4946518446286063e-08
1954,1.1531592747360264e-07,2.6385848173049453e-08
1955,1.2295146234464482e-07,1.6894095011821264e-08
1956,1.2471232224697815e-07,2.3547082506070183e-08
