year,ont_VERB étendu_VERB,ont_VERB etendu_VERB,ont_VERB détendu_VERB
1893,2.703544907944888e-07,0.0,7.390100087434348e-09
1894,2.6466466351848794e-07,0.0,7.561847148451761e-09
1895,2.600041568712186e-07,6.018614495673091e-10,4.814891596538473e-09
1896,2.2172828550992563e-07,0.0,2.358811590497112e-09
1897,2.668634806468617e-07,0.0,7.574727511894253e-09
1898,2.789568895877892e-07,0.0,5.092519295146758e-09
1899,2.609016860333213e-07,5.527578395003729e-10,3.8693048765026106e-09
1900,2.938135992280877e-07,0.0,2.595526460424935e-09
1901,2.498166224995657e-07,0.0,1.117747761014698e-08
1902,2.5238858825105126e-07,0.0,5.4013122863239005e-09
1903,2.764912778729922e-07,0.0,8.100330184390714e-09
1904,2.423956004804495e-07,0.0,4.299700151477737e-09
1905,3.0293654162960593e-07,0.0,1.3417973399043603e-08
1906,2.7264178470431943e-07,5.144184522798412e-10,9.773950537805831e-09
1907,3.003420658842515e-07,0.0,2.5714217422034835e-09
1908,2.465517354721669e-07,0.0,4.4202499438483756e-09
1909,2.6679771281123976e-07,1.6502950117569526e-09,1.1001967337165297e-08
1910,2.933938674232195e-07,0.0,3.206490406526541e-09
1911,2.920885435742093e-07,0.0,3.1922244847493175e-09
1912,2.9276947088874294e-07,0.0,3.125652625612929e-09
1913,3.5211851923122595e-07,5.30298971401777e-10,4.772690687104841e-09
1914,2.913083392286353e-07,0.0,1.0045115850232378e-08
1915,3.204367260423169e-07,0.0,8.246533234057551e-09
1916,4.241160240781028e-07,1.0987462051303964e-09,6.592477230782379e-09
1917,3.6079535448152456e-07,0.0,1.2063066989753679e-08
1918,3.9742860735714203e-07,1.1486376294556067e-09,8.040463406189247e-09
1919,3.167499755818426e-07,1.8415696745321952e-09,1.2890987832747669e-08
1920,2.6805699349097267e-07,2.2716695191604686e-09,4.543339038320937e-09
1921,2.9988080996190547e-07,0.0,6.058197943303867e-09
1922,3.4086062328242406e-07,0.0,3.6889677978990676e-09
1923,3.2590961041023547e-07,0.0,5.307974060286824e-09
1924,3.31314737422872e-07,0.0,1.289162443462999e-09
1925,2.5625755029068387e-07,0.0,1.0998177923937646e-09
1926,3.1320649895860697e-07,1.1146138456652466e-09,1.1146138456652466e-09
1927,2.742709455105796e-07,1.1149224876660924e-09,2.2298449753321847e-09
1928,2.570859294337424e-07,0.0,2.2852082448565625e-09
1929,3.219577422441944e-07,0.0,6.684243825105796e-09
1930,3.2456134135827597e-07,0.0,1.05036033204442e-08
1931,3.296148065601301e-07,2.2810713318222042e-09,2.2810713318222042e-09
1932,2.893317798680073e-07,0.0,6.575722188983946e-09
1933,2.925018804944557e-07,0.0,5.735331320977366e-09
1934,2.8516160455183126e-07,0.0,3.5944740517379614e-09
1935,3.075849122069485e-07,0.0,1.196828414151696e-09
1936,3.05542812384374e-07,0.0,1.33371855781661e-08
1937,3.172961839936761e-07,3.777335333410292e-09,1.2591118148108649e-09
1938,2.748625433923735e-07,1.2965214457594243e-09,6.482607339819424e-09
1939,3.272926676345378e-07,0.0,1.5294050470515685e-09
1940,2.916150378950988e-07,0.0,2.5357829169792012e-09
1941,2.9810175306010933e-07,0.0,2.9515025978810172e-09
1942,3.823106737854687e-07,0.0,3.034211770724937e-09
1943,3.0774293691138155e-07,0.0,8.709705845433291e-09
1944,2.763340205547138e-07,0.0,6.4263723231761105e-09
1945,2.330999393507227e-07,0.0,2.178504043826024e-09
1946,2.450114493512956e-07,0.0,9.744772988540262e-09
1947,2.837167301095178e-07,0.0,3.5762612871081956e-09
1948,3.2180787457036786e-07,0.0,2.174377566888097e-09
1949,3.7402801922326034e-07,9.817008317369869e-10,1.3743811422273211e-08
1950,3.1267961730918614e-07,0.0,5.317680518146517e-09
1951,3.0384995852728025e-07,0.0,4.264560704569931e-09
1952,2.5307528517259925e-07,1.0544803918932644e-09,6.326882129314981e-09
1953,2.9089332542753255e-07,0.0,3.232148326759443e-09
1954,3.078348811413889e-07,9.772536113672459e-10,1.4658803948464083e-08
1955,2.487186065991409e-07,0.0,7.508486277174597e-09
1956,3.287870242729696e-07,2.616342476002842e-09,4.360570571293465e-09
1957,3.0834280551061966e-07,1.7670075402875796e-09,0.0
1958,3.457797674855101e-07,0.0,4.9633461784992505e-09
1959,2.650755845934327e-07,0.0,1.0851047171911432e-08
1960,2.7337290475770715e-07,0.0,6.2287499602575735e-09
1961,3.1822568757888803e-07,0.0,1.042223907177231e-08
1962,2.56215031413376e-07,6.341956404476434e-10,1.3952304200870458e-08
1963,2.5734891551110195e-07,0.0,4.526237162849611e-09
1964,2.658694029378239e-07,1.2167936658258327e-09,6.083968329129164e-10
1965,2.3639226753857656e-07,2.73602163147757e-09,6.0192477668863376e-09
1966,2.61444341731476e-07,1.1078149508847446e-09,2.215629901769489e-09
1967,2.4700980816305673e-07,9.860671168482327e-10,2.465167847631733e-09
1968,2.6005298536802e-07,0.0,2.245707841908029e-09
1969,2.3390052206195833e-07,4.5417578031781147e-10,1.8167031212712459e-09
1970,2.1430058438909327e-07,1.8394900047624674e-09,4.598724956395017e-09
1971,2.2095109386555123e-07,5.138397485282553e-10,1.0276794970565106e-09
1972,2.1597918475890765e-07,1.5390440033513642e-09,5.130146862875051e-10
1973,2.0564250746701873e-07,2.7566018356850464e-09,2.205281512956958e-09
1974,1.8508130494865327e-07,0.0,6.1881286761433785e-09
1975,2.3017264538793825e-07,0.0,5.140332159925265e-09
1976,2.3996813069970813e-07,1.142705374768127e-09,2.285410749536254e-09
1977,2.1156414220513398e-07,5.876781838942691e-10,1.7630346071939584e-09
1978,2.0613852313999814e-07,5.940591352171509e-10,1.1881182704343018e-09
1979,2.1359703339385305e-07,0.0,2.925986564150662e-09
1980,1.841988819251128e-07,1.1370301367108482e-09,2.8425752862659692e-09
1981,1.9103158876987436e-07,6.325549528618524e-10,5.69299452024552e-09
1982,2.2036633140487538e-07,6.207502289967692e-10,5.586751949948621e-09
1983,2.1977299979880627e-07,0.0,3.78918940668882e-09
1984,1.9890599389782437e-07,0.0,2.8995041922996734e-09
1985,1.6542784919693077e-07,6.015558051686298e-10,1.8046674155058895e-09
1986,2.1100588298850198e-07,1.1988970927134801e-09,4.196139880008332e-09
1987,2.0837885017499502e-07,0.0,1.8332451112712533e-09
1988,1.8349454933286324e-07,1.798966087207532e-09,1.798966087207532e-09
1989,1.854985356430916e-07,1.6464366536794728e-09,1.6464366536794728e-09
1990,2.1794603810576518e-07,5.44865097484859e-10,3.2691906959314565e-09
1991,1.682240480249675e-07,1.1722930404189924e-09,0.0
1992,1.9890897817731457e-07,0.0,2.2039776670368383e-09
1993,1.9276441776128195e-07,5.539207426075166e-10,4.4313659408601325e-09
1994,2.0413965273746726e-07,1.0549853213248639e-09,2.1099706426497278e-09
1995,1.8382108635250916e-07,5.422450821690461e-10,1.626735190995987e-09
1996,2.135236911726679e-07,1.6014276571496566e-09,1.6014276571496566e-09
1997,1.596699803485535e-07,4.79489448146353e-10,3.3564262480467733e-09
1998,1.9072517432050518e-07,0.0,2.3840645013706308e-09
1999,1.791518826621541e-07,4.570201161957499e-10,4.113180906983871e-09
2000,2.1471633715464122e-07,4.4180314962005696e-10,4.418031274155965e-09
2001,1.879539865967672e-07,0.0,0.0
2002,2.0723177840409335e-07,4.38122149670761e-10,1.752488598683044e-09
2003,2.2334707239224372e-07,0.0,2.083461403401543e-09
2004,2.312515476887711e-07,1.3214374039449694e-09,2.2023955992267474e-09
2005,1.977146126819207e-07,4.5037495954858286e-10,4.5037495954858286e-10
2006,1.976587213903258e-07,4.1178899179428186e-10,5.7650457740976435e-09
2007,1.5538525133251824e-07,0.0,3.595031605740928e-09
2008,1.8264415757585084e-07,4.257439678578834e-10,1.7029758714315335e-09
2009,1.726085656628129e-07,0.0,2.384096253749135e-09
2010,1.700565519513475e-07,0.0,9.447586046817946e-10
2011,1.5142929044031916e-07,0.0,2.6767803529281764e-09
2012,1.2902117418889247e-07,0.0,3.744677901096338e-09
2013,1.430821185977038e-07,0.0,2.2313000336282585e-09
2014,1.323086991078526e-07,2.1654451842767486e-10,2.5985342766432495e-09
2015,1.285613677737274e-07,0.0,1.5516027351836215e-09
2016,1.387797823326764e-07,0.0,3.314144070287739e-09
2017,1.3081178451557207e-07,0.0,2.7671724911471074e-09
2018,1.048075475296173e-07,0.0,2.581466596041082e-09
2019,1.2117192227378837e-07,0.0,4.3366790158927415e-09
